zone_id,status
BTC-USDT-SWAP-SHORT-1773113999000-12,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773111721000-11,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773115229000-15,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773116500000-17,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773118368000-19,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773116566000-18,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773115703000-16,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773120716000-23,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773114910000-14,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773114143000-13,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773119418000-20,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773119667000-21,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773119784000-22,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773127382000-24,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773127409000-25,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773129222000-26,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773132250000-30,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773133047000-31,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773130875000-28,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773132119000-29,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773141284000-35,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773140970000-34,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773139318000-33,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773144098000-36,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773135384000-32,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773148718000-37,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773130383000-27,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773150917000-38,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773161500000-44,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773155511000-41,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773154908000-39,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773154921000-40,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773160125000-43,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773160082000-42,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773167137000-45,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773181308000-46,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773188301000-3,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773188323000-4,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773188983000-5,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773197989000-7,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773200852000-10,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773199659000-9,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773196970000-6,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773198237000-8,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773187573000-1,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773188193000-2,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773205204000-11,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773208151000-12,NOT_AVAILABLE
