id,date,dir,regime_dir,vol,trend_aligned,true_mfe,strong_label,sim_outcome,reclaim,cv_confirm
BTCUSDT-LONG-1780013176000-1,2026-05-29,LONG,RANGE,LOW_VOL,0,0.814,MID,LOSS,0,1
BTCUSDT-LONG-1780023188000-5,2026-05-29,LONG,RANGE,NORMAL_VOL,0,1.441,MID,TIMEOUT,0,0
BTCUSDT-LONG-1780018289000-3,2026-05-29,LONG,RANGE,LOW_VOL,0,1.12,MID,TIMEOUT,0,1
BTCUSDT-LONG-1780021639000-4,2026-05-29,LONG,RANGE,LOW_VOL,0,1.245,MID,TIMEOUT,0,0
BTCUSDT-LONG-1780014247000-2,2026-05-29,LONG,RANGE,LOW_VOL,0,0.693,MID,LOSS,0,1
BTCUSDT-LONG-1780061060000-7,2026-05-29,LONG,RANGE,NORMAL_VOL,0,1.777,MID,TIMEOUT,0,0
BTCUSDT-LONG-1780059725000-6,2026-05-29,LONG,RANGE,LOW_VOL,0,1.481,MID,TIMEOUT,0,1
BTCUSDT-LONG-1780064353000-9,2026-05-29,LONG,RANGE,NORMAL_VOL,0,2.068,WEAK_WIN_2,WIN,0,0
BTCUSDT-LONG-1780064716000-10,2026-05-29,LONG,RANGE,NORMAL_VOL,0,2.29,WEAK_WIN_2,WIN,0,0
BTCUSDT-LONG-1780061599000-8,2026-05-29,LONG,RANGE,NORMAL_VOL,0,1.514,MID,TIMEOUT,0,1
BTCUSDT-LONG-1780064772000-11,2026-05-29,LONG,RANGE,NORMAL_VOL,0,2.238,WEAK_WIN_2,WIN,0,0
BTCUSDT-LONG-1780076265000-15,2026-05-29,LONG,RANGE,NORMAL_VOL,0,0.029,MID,LOSS,0,0
BTCUSDT-LONG-1780069270000-12,2026-05-29,LONG,RANGE,NORMAL_VOL,0,0.787,MID,TIMEOUT,0,0
BTCUSDT-LONG-1780069311000-13,2026-05-29,LONG,RANGE,NORMAL_VOL,0,0.691,MID,TIMEOUT,0,0
BTCUSDT-LONG-1780069354000-14,2026-05-29,LONG,RANGE,NORMAL_VOL,0,0.742,MID,TIMEOUT,0,0
BTCUSDT-LONG-1780099356000-1,2026-05-30,LONG,RANGE,LOW_VOL,0,0.956,MID,TIMEOUT,0,1
BTCUSDT-LONG-1780115224000-4,2026-05-30,LONG,RANGE,LOW_VOL,0,1.106,MID,TIMEOUT,0,0
BTCUSDT-LONG-1780115682000-5,2026-05-30,LONG,RANGE,NORMAL_VOL,0,1.242,MID,TIMEOUT,0,0
BTCUSDT-LONG-1780105004000-2,2026-05-30,LONG,RANGE,LOW_VOL,0,0.712,MID,TIMEOUT,0,1
BTCUSDT-LONG-1780110455000-3,2026-05-30,LONG,RANGE,LOW_VOL,0,0.519,MID,TIMEOUT,0,0
BTCUSDT-LONG-1780150665000-6,2026-05-30,LONG,RANGE,LOW_VOL,0,0.239,MID,TIMEOUT,0,1
BTCUSDT-LONG-1780165396000-7,2026-05-30,LONG,RANGE,LOW_VOL,0,0.198,MID,TIMEOUT,0,0
