selector,kind,selected_n,alerts_per_day,good_n,wrong_n,precision_pct,recall_pct,wrong_rate_pct,h1_n,h2_n,h1_precision_pct,h2_precision_pct,long_n,short_n,long_precision_pct,short_precision_pct
P::conf_cycles_seen_ge_20.0+utc_hour_ge_8.0,pair,388,13.379,28,41,7.22,22.76,10.57,183,205,13.11,1.95,201,187,6.97,7.49
P::conf_cycles_seen_ge_20.0+utc_hour_ge_8.0::top1,pair+top1,29,1.0,2,1,6.9,1.63,3.45,14,15,14.29,0.0,17,12,5.88,8.33
P::conf_cycles_seen_ge_20.0+utc_hour_le_8.0,pair,377,13.0,69,54,18.3,56.1,14.32,185,192,15.68,20.83,181,196,20.44,16.33
P::conf_cycles_seen_ge_20.0+utc_hour_le_8.0::top1,pair+top1,29,1.0,10,0,34.48,8.13,0.0,14,15,28.57,40.0,13,16,38.46,31.25
P::conf_cycles_seen_ge_20.0+utc_hour_ge_14.0,pair,229,7.897,1,11,0.44,0.81,4.8,104,125,0.96,0.0,111,118,0.0,0.85
P::conf_cycles_seen_ge_20.0+utc_hour_ge_14.0::top1,pair+top1,28,0.966,0,0,0.0,0.0,0.0,13,15,0.0,0.0,13,15,0.0,0.0
P::conf_cycles_seen_ge_20.0+utc_hour_le_14.0,pair,548,18.897,88,81,16.06,71.54,14.78,271,277,16.97,15.16,271,277,16.97,15.16
P::conf_cycles_seen_ge_20.0+utc_hour_le_14.0::top1,pair+top1,29,1.0,9,0,31.03,7.32,0.0,14,15,28.57,33.33,14,15,28.57,33.33
P::conf_cycles_seen_le_20.0+utc_hour_ge_4.0,pair,238,8.207,15,29,6.3,12.2,12.18,114,124,8.77,4.03,109,129,8.26,4.65
P::conf_cycles_seen_le_20.0+utc_hour_ge_4.0::top1,pair+top1,29,1.0,3,1,10.34,2.44,3.45,14,15,21.43,0.0,13,16,23.08,0.0
P::conf_cycles_seen_le_20.0+utc_hour_le_4.0,pair,111,3.828,23,30,20.72,18.7,27.03,56,55,21.43,20.0,54,57,18.52,22.81
P::conf_cycles_seen_le_20.0+utc_hour_le_4.0::top1,pair+top1,29,1.0,7,5,24.14,5.69,17.24,14,15,28.57,20.0,18,11,22.22,27.27
P::conf_cycles_seen_le_20.0+utc_hour_ge_8.0,pair,185,6.379,9,22,4.86,7.32,11.89,85,100,8.24,2.0,84,101,5.95,3.96
P::conf_cycles_seen_le_20.0+utc_hour_ge_8.0::top1,pair+top1,28,0.966,2,1,7.14,1.63,3.57,13,15,15.38,0.0,16,12,12.5,0.0
P::conf_cycles_seen_le_20.0+utc_hour_le_8.0,pair,163,5.621,26,37,15.95,21.14,22.7,84,79,16.67,15.19,76,87,17.11,14.94
P::conf_cycles_seen_le_20.0+utc_hour_le_8.0::top1,pair+top1,29,1.0,6,4,20.69,4.88,13.79,14,15,28.57,13.33,18,11,22.22,18.18
P::conf_cycles_seen_le_20.0+utc_hour_ge_14.0,pair,100,3.448,0,8,0.0,0.0,8.0,41,59,0.0,0.0,41,59,0.0,0.0
P::conf_cycles_seen_le_20.0+utc_hour_ge_14.0::top1,pair+top1,27,0.931,0,0,0.0,0.0,0.0,13,14,0.0,0.0,13,14,0.0,0.0
P::conf_cycles_seen_le_20.0+utc_hour_le_14.0,pair,248,8.552,35,51,14.11,28.46,20.56,126,122,16.67,11.48,120,128,15.0,13.28
P::conf_cycles_seen_le_20.0+utc_hour_le_14.0::top1,pair+top1,29,1.0,6,4,20.69,4.88,13.79,14,15,28.57,13.33,17,12,23.53,16.67
P::conf_cycles_seen_ge_39.0+utc_hour_ge_4.0,pair,360,12.414,35,46,9.72,28.46,12.78,174,186,13.22,6.45,177,183,9.6,9.84
P::conf_cycles_seen_ge_39.0+utc_hour_ge_4.0::top1,pair+top1,29,1.0,2,1,6.9,1.63,3.45,14,15,7.14,6.67,14,15,7.14,6.67
P::conf_cycles_seen_ge_39.0+utc_hour_le_4.0,pair,184,6.345,31,21,16.85,25.2,11.41,87,97,13.79,19.59,96,88,14.58,19.32
P::conf_cycles_seen_ge_39.0+utc_hour_le_4.0::top1,pair+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,28.57,40.0,13,16,38.46,31.25
P::conf_cycles_seen_ge_39.0+utc_hour_ge_8.0,pair,280,9.655,24,32,8.57,19.51,11.43,133,147,15.79,2.04,147,133,8.16,9.02
P::conf_cycles_seen_ge_39.0+utc_hour_ge_8.0::top1,pair+top1,29,1.0,2,1,6.9,1.63,3.45,14,15,14.29,0.0,15,14,6.67,7.14
P::conf_cycles_seen_ge_39.0+utc_hour_le_8.0,pair,269,9.276,45,39,16.73,36.59,14.5,127,142,14.17,19.01,127,142,16.54,16.9
P::conf_cycles_seen_ge_39.0+utc_hour_le_8.0::top1,pair+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,28.57,33.33,13,16,30.77,31.25
P::conf_cycles_seen_ge_39.0+utc_hour_ge_14.0,pair,162,5.586,0,9,0.0,0.0,5.56,71,91,0.0,0.0,79,83,0.0,0.0
P::conf_cycles_seen_ge_39.0+utc_hour_ge_14.0::top1,pair+top1,28,0.966,0,0,0.0,0.0,0.0,13,15,0.0,0.0,13,15,0.0,0.0
P::conf_cycles_seen_ge_39.0+utc_hour_le_14.0,pair,385,13.276,64,58,16.62,52.03,15.06,189,196,18.52,14.8,194,191,15.46,17.8
P::conf_cycles_seen_ge_39.0+utc_hour_le_14.0::top1,pair+top1,29,1.0,7,1,24.14,5.69,3.45,14,15,21.43,26.67,13,16,23.08,25.0
P::conf_cycles_seen_le_39.0+utc_hour_ge_4.0,pair,372,12.828,25,44,6.72,20.33,11.83,180,192,8.89,4.69,178,194,8.43,5.15
P::conf_cycles_seen_le_39.0+utc_hour_ge_4.0::top1,pair+top1,29,1.0,4,1,13.79,3.25,3.45,14,15,21.43,6.67,16,13,25.0,0.0
P::conf_cycles_seen_le_39.0+utc_hour_le_4.0,pair,177,6.103,38,38,21.47,30.89,21.47,91,86,18.68,24.42,85,92,22.35,20.65
P::conf_cycles_seen_le_39.0+utc_hour_le_4.0::top1,pair+top1,29,1.0,10,4,34.48,8.13,13.79,14,15,35.71,33.33,15,14,40.0,28.57
P::conf_cycles_seen_le_39.0+utc_hour_ge_8.0,pair,285,9.828,13,32,4.56,10.57,11.23,132,153,7.58,1.96,136,149,5.15,4.03
P::conf_cycles_seen_le_39.0+utc_hour_ge_8.0::top1,pair+top1,28,0.966,3,0,10.71,2.44,0.0,13,15,23.08,0.0,17,11,17.65,0.0
P::conf_cycles_seen_le_39.0+utc_hour_le_8.0,pair,263,9.069,49,50,18.63,39.84,19.01,137,126,17.52,19.84,128,135,21.88,15.56
P::conf_cycles_seen_le_39.0+utc_hour_le_8.0::top1,pair+top1,29,1.0,10,2,34.48,8.13,6.9,14,15,35.71,33.33,15,14,46.67,21.43
P::conf_cycles_seen_le_39.0+utc_hour_ge_14.0,pair,160,5.517,1,10,0.62,0.81,6.25,72,88,1.39,0.0,71,89,0.0,1.12
P::conf_cycles_seen_le_39.0+utc_hour_ge_14.0::top1,pair+top1,28,0.966,0,0,0.0,0.0,0.0,13,15,0.0,0.0,11,17,0.0,0.0
P::conf_cycles_seen_le_39.0+utc_hour_le_14.0,pair,399,13.759,58,72,14.54,47.15,18.05,201,198,15.42,13.64,194,205,17.01,12.2
P::conf_cycles_seen_le_39.0+utc_hour_le_14.0::top1,pair+top1,29,1.0,10,2,34.48,8.13,6.9,14,15,35.71,33.33,15,14,46.67,21.43
P::conf_cycles_seen_ge_73.0+utc_hour_ge_4.0,pair,220,7.586,19,19,8.64,15.45,8.64,112,108,12.5,4.63,98,122,11.22,6.56
P::conf_cycles_seen_ge_73.0+utc_hour_ge_4.0::top1,pair+top1,28,0.966,1,0,3.57,0.81,0.0,13,15,7.69,0.0,15,13,6.67,0.0
P::conf_cycles_seen_ge_73.0+utc_hour_le_4.0,pair,107,3.69,18,10,16.82,14.63,9.35,50,57,10.0,22.81,59,48,16.95,16.67
P::conf_cycles_seen_ge_73.0+utc_hour_le_4.0::top1,pair+top1,29,1.0,10,2,34.48,8.13,6.9,14,15,21.43,46.67,14,15,28.57,40.0
P::conf_cycles_seen_ge_73.0+utc_hour_ge_8.0,pair,174,6.0,14,13,8.05,11.38,7.47,84,90,14.29,2.22,80,94,10.0,6.38
P::conf_cycles_seen_ge_73.0+utc_hour_ge_8.0::top1,pair+top1,27,0.931,1,0,3.7,0.81,0.0,13,14,7.69,0.0,14,13,7.14,0.0
P::conf_cycles_seen_ge_73.0+utc_hour_le_8.0,pair,156,5.379,25,17,16.03,20.33,10.9,79,77,10.13,22.08,78,78,19.23,12.82
P::conf_cycles_seen_ge_73.0+utc_hour_le_8.0::top1,pair+top1,29,1.0,7,3,24.14,5.69,10.34,14,15,14.29,33.33,15,14,20.0,28.57
P::conf_cycles_seen_ge_73.0+utc_hour_ge_14.0,pair,101,3.483,0,2,0.0,0.0,1.98,41,60,0.0,0.0,43,58,0.0,0.0
P::conf_cycles_seen_ge_73.0+utc_hour_ge_14.0::top1,pair+top1,24,0.828,0,0,0.0,0.0,0.0,12,12,0.0,0.0,14,10,0.0,0.0
P::conf_cycles_seen_ge_73.0+utc_hour_le_14.0,pair,228,7.862,37,27,16.23,30.08,11.84,121,107,15.7,16.82,112,116,18.75,13.79
P::conf_cycles_seen_ge_73.0+utc_hour_le_14.0::top1,pair+top1,29,1.0,6,1,20.69,4.88,3.45,14,15,14.29,26.67,17,12,17.65,25.0
P::conf_cycles_seen_le_73.0+utc_hour_ge_4.0,pair,514,17.724,41,70,7.98,33.33,13.62,244,270,10.25,5.93,257,257,8.17,7.78
P::conf_cycles_seen_le_73.0+utc_hour_ge_4.0::top1,pair+top1,29,1.0,5,1,17.24,4.07,3.45,14,15,21.43,13.33,16,13,25.0,7.69
P::conf_cycles_seen_le_73.0+utc_hour_le_4.0,pair,253,8.724,51,49,20.16,41.46,19.37,126,127,19.05,21.26,121,132,19.01,21.21
P::conf_cycles_seen_le_73.0+utc_hour_le_4.0::top1,pair+top1,29,1.0,11,3,37.93,8.94,10.34,14,15,42.86,33.33,15,14,40.0,35.71
P::conf_cycles_seen_le_73.0+utc_hour_ge_8.0,pair,392,13.517,23,50,5.87,18.7,12.76,183,209,10.38,1.91,203,189,5.42,6.35
P::conf_cycles_seen_le_73.0+utc_hour_ge_8.0::top1,pair+top1,29,1.0,2,0,6.9,1.63,0.0,14,15,14.29,0.0,18,11,11.11,0.0
P::conf_cycles_seen_le_73.0+utc_hour_le_8.0,pair,375,12.931,69,71,18.4,56.1,18.93,183,192,18.58,18.23,175,200,19.43,17.5
P::conf_cycles_seen_le_73.0+utc_hour_le_8.0::top1,pair+top1,29,1.0,12,1,41.38,9.76,3.45,14,15,42.86,40.0,15,14,46.67,35.71
P::conf_cycles_seen_le_73.0+utc_hour_ge_14.0,pair,223,7.69,1,17,0.45,0.81,7.62,104,119,0.96,0.0,108,115,0.0,0.87
P::conf_cycles_seen_le_73.0+utc_hour_ge_14.0::top1,pair+top1,28,0.966,0,0,0.0,0.0,0.0,13,15,0.0,0.0,13,15,0.0,0.0
P::conf_cycles_seen_le_73.0+utc_hour_le_14.0,pair,555,19.138,85,102,15.32,69.11,18.38,267,288,17.6,13.19,274,281,15.33,15.3
P::conf_cycles_seen_le_73.0+utc_hour_le_14.0::top1,pair+top1,29,1.0,12,1,41.38,9.76,3.45,14,15,42.86,40.0,15,14,46.67,35.71
P::conf_cycles_seen_ge_20.0+is_asia_session_TRUE,pair,315,10.862,56,41,17.78,45.53,13.02,155,160,13.55,21.88,151,164,19.21,16.46
P::conf_cycles_seen_ge_20.0+is_asia_session_TRUE::top1,pair+top1,29,1.0,10,0,34.48,8.13,0.0,14,15,28.57,40.0,13,16,38.46,31.25
P::conf_cycles_seen_ge_20.0+is_asia_session_FALSE,pair,417,14.379,33,46,7.91,26.83,11.03,200,217,13.0,3.23,213,204,7.98,7.84
P::conf_cycles_seen_ge_20.0+is_asia_session_FALSE::top1,pair+top1,29,1.0,2,1,6.9,1.63,3.45,14,15,14.29,0.0,16,13,6.25,7.69
P::conf_cycles_seen_le_20.0+is_asia_session_TRUE,pair,140,4.828,26,32,18.57,21.14,22.86,70,70,20.0,17.14,66,74,19.7,17.57
P::conf_cycles_seen_le_20.0+is_asia_session_TRUE::top1,pair+top1,29,1.0,6,4,20.69,4.88,13.79,14,15,28.57,13.33,17,12,23.53,16.67
P::conf_cycles_seen_le_20.0+is_asia_session_FALSE,pair,192,6.621,9,23,4.69,7.32,11.98,91,101,7.69,1.98,87,105,5.75,3.81
P::conf_cycles_seen_le_20.0+is_asia_session_FALSE::top1,pair+top1,28,0.966,2,1,7.14,1.63,3.57,13,15,15.38,0.0,15,13,13.33,0.0
P::conf_cycles_seen_ge_39.0+is_asia_session_TRUE,pair,225,7.759,36,29,16.0,29.27,12.89,108,117,12.04,19.66,106,119,15.09,16.81
P::conf_cycles_seen_ge_39.0+is_asia_session_TRUE::top1,pair+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,21.43,33.33,12,17,25.0,29.41
P::conf_cycles_seen_ge_39.0+is_asia_session_FALSE,pair,298,10.276,28,34,9.4,22.76,11.41,142,156,15.49,3.85,154,144,9.09,9.72
P::conf_cycles_seen_ge_39.0+is_asia_session_FALSE::top1,pair+top1,29,1.0,2,1,6.9,1.63,3.45,14,15,14.29,0.0,16,13,6.25,7.69
P::conf_cycles_seen_le_39.0+is_asia_session_TRUE,pair,221,7.621,45,41,20.36,36.59,18.55,112,109,18.75,22.02,108,113,23.15,17.7
P::conf_cycles_seen_le_39.0+is_asia_session_TRUE::top1,pair+top1,29,1.0,10,2,34.48,8.13,6.9,14,15,35.71,33.33,15,14,46.67,21.43
P::conf_cycles_seen_le_39.0+is_asia_session_FALSE,pair,303,10.448,14,36,4.62,11.38,11.88,146,157,7.53,1.91,144,159,5.56,3.77
P::conf_cycles_seen_le_39.0+is_asia_session_FALSE::top1,pair+top1,29,1.0,3,1,10.34,2.44,3.45,14,15,21.43,0.0,16,13,18.75,0.0
P::conf_cycles_seen_ge_73.0+is_asia_session_TRUE,pair,130,4.483,20,14,15.38,16.26,10.77,65,65,9.23,21.54,64,66,17.19,13.64
P::conf_cycles_seen_ge_73.0+is_asia_session_TRUE::top1,pair+top1,29,1.0,7,3,24.14,5.69,10.34,14,15,7.14,40.0,13,16,23.08,25.0
P::conf_cycles_seen_ge_73.0+is_asia_session_FALSE,pair,185,6.379,17,14,9.19,13.82,7.57,91,94,14.29,4.26,85,100,11.76,7.0
P::conf_cycles_seen_ge_73.0+is_asia_session_FALSE::top1,pair+top1,27,0.931,1,0,3.7,0.81,0.0,13,14,7.69,0.0,15,12,6.67,0.0
P::conf_cycles_seen_le_73.0+is_asia_session_TRUE,pair,316,10.897,61,56,19.3,49.59,17.72,153,163,18.3,20.25,149,167,20.13,18.56
P::conf_cycles_seen_le_73.0+is_asia_session_TRUE::top1,pair+top1,29,1.0,12,1,41.38,9.76,3.45,14,15,42.86,40.0,15,14,46.67,35.71
P::conf_cycles_seen_le_73.0+is_asia_session_FALSE,pair,417,14.379,25,55,6.0,20.33,13.19,199,218,10.05,2.29,213,204,5.63,6.37
P::conf_cycles_seen_le_73.0+is_asia_session_FALSE::top1,pair+top1,29,1.0,2,1,6.9,1.63,3.45,14,15,14.29,0.0,16,13,12.5,0.0
P::conf_cycles_seen_ge_20.0+cand_prior_move_pct_ge_0.0,pair,732,25.241,89,87,12.16,72.36,11.89,355,377,13.24,11.14,364,368,12.64,11.68
P::conf_cycles_seen_ge_20.0+cand_prior_move_pct_ge_0.0::top1,pair+top1,29,1.0,9,0,31.03,7.32,0.0,14,15,28.57,33.33,14,15,28.57,33.33
P::conf_cycles_seen_ge_20.0+cand_prior_move_pct_le_0.0,pair,631,21.759,75,80,11.89,60.98,12.68,313,318,11.82,11.95,317,314,12.62,11.15
P::conf_cycles_seen_ge_20.0+cand_prior_move_pct_le_0.0::top1,pair+top1,29,1.0,8,2,27.59,6.5,6.9,14,15,21.43,33.33,15,14,26.67,28.57
P::conf_cycles_seen_ge_20.0+cand_prior_move_pct_ge_0.0,pair,732,25.241,89,87,12.16,72.36,11.89,355,377,13.24,11.14,364,368,12.64,11.68
P::conf_cycles_seen_ge_20.0+cand_prior_move_pct_ge_0.0::top1,pair+top1,29,1.0,9,0,31.03,7.32,0.0,14,15,28.57,33.33,14,15,28.57,33.33
P::conf_cycles_seen_ge_20.0+cand_prior_move_pct_le_0.0,pair,631,21.759,75,80,11.89,60.98,12.68,313,318,11.82,11.95,317,314,12.62,11.15
P::conf_cycles_seen_ge_20.0+cand_prior_move_pct_le_0.0::top1,pair+top1,29,1.0,8,2,27.59,6.5,6.9,14,15,21.43,33.33,15,14,26.67,28.57
P::conf_cycles_seen_ge_20.0+cand_prior_move_pct_ge_0.0,pair,732,25.241,89,87,12.16,72.36,11.89,355,377,13.24,11.14,364,368,12.64,11.68
P::conf_cycles_seen_ge_20.0+cand_prior_move_pct_ge_0.0::top1,pair+top1,29,1.0,9,0,31.03,7.32,0.0,14,15,28.57,33.33,14,15,28.57,33.33
P::conf_cycles_seen_ge_20.0+cand_prior_move_pct_le_0.0,pair,631,21.759,75,80,11.89,60.98,12.68,313,318,11.82,11.95,317,314,12.62,11.15
P::conf_cycles_seen_ge_20.0+cand_prior_move_pct_le_0.0::top1,pair+top1,29,1.0,8,2,27.59,6.5,6.9,14,15,21.43,33.33,15,14,26.67,28.57
P::conf_cycles_seen_le_20.0+cand_prior_move_pct_ge_0.0,pair,332,11.448,35,55,10.54,28.46,16.57,161,171,13.04,8.19,153,179,11.76,9.5
P::conf_cycles_seen_le_20.0+cand_prior_move_pct_ge_0.0::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,14,15,28.57,6.67,16,13,18.75,15.38
P::conf_cycles_seen_le_20.0+cand_prior_move_pct_le_0.0,pair,293,10.103,31,50,10.58,25.2,17.06,145,148,13.79,7.43,135,158,12.59,8.86
P::conf_cycles_seen_le_20.0+cand_prior_move_pct_le_0.0::top1,pair+top1,29,1.0,7,2,24.14,5.69,6.9,14,15,42.86,6.67,14,15,21.43,26.67
P::conf_cycles_seen_le_20.0+cand_prior_move_pct_ge_0.0,pair,332,11.448,35,55,10.54,28.46,16.57,161,171,13.04,8.19,153,179,11.76,9.5
P::conf_cycles_seen_le_20.0+cand_prior_move_pct_ge_0.0::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,14,15,28.57,6.67,16,13,18.75,15.38
P::conf_cycles_seen_le_20.0+cand_prior_move_pct_le_0.0,pair,293,10.103,31,50,10.58,25.2,17.06,145,148,13.79,7.43,135,158,12.59,8.86
P::conf_cycles_seen_le_20.0+cand_prior_move_pct_le_0.0::top1,pair+top1,29,1.0,7,2,24.14,5.69,6.9,14,15,42.86,6.67,14,15,21.43,26.67
P::conf_cycles_seen_le_20.0+cand_prior_move_pct_ge_0.0,pair,332,11.448,35,55,10.54,28.46,16.57,161,171,13.04,8.19,153,179,11.76,9.5
P::conf_cycles_seen_le_20.0+cand_prior_move_pct_ge_0.0::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,14,15,28.57,6.67,16,13,18.75,15.38
P::conf_cycles_seen_le_20.0+cand_prior_move_pct_le_0.0,pair,293,10.103,31,50,10.58,25.2,17.06,145,148,13.79,7.43,135,158,12.59,8.86
P::conf_cycles_seen_le_20.0+cand_prior_move_pct_le_0.0::top1,pair+top1,29,1.0,7,2,24.14,5.69,6.9,14,15,42.86,6.67,14,15,21.43,26.67
P::conf_cycles_seen_ge_39.0+cand_prior_move_pct_ge_0.0,pair,523,18.034,64,63,12.24,52.03,12.05,250,273,14.0,10.62,260,263,11.54,12.93
P::conf_cycles_seen_ge_39.0+cand_prior_move_pct_ge_0.0::top1,pair+top1,29,1.0,5,1,17.24,4.07,3.45,14,15,14.29,20.0,13,16,23.08,12.5
P::conf_cycles_seen_ge_39.0+cand_prior_move_pct_le_0.0,pair,445,15.345,52,56,11.69,42.28,12.58,212,233,11.79,11.59,225,220,11.11,12.27
P::conf_cycles_seen_ge_39.0+cand_prior_move_pct_le_0.0::top1,pair+top1,29,1.0,3,2,10.34,2.44,6.9,14,15,0.0,20.0,14,15,14.29,6.67
P::conf_cycles_seen_ge_39.0+cand_prior_move_pct_ge_0.0,pair,523,18.034,64,63,12.24,52.03,12.05,250,273,14.0,10.62,260,263,11.54,12.93
P::conf_cycles_seen_ge_39.0+cand_prior_move_pct_ge_0.0::top1,pair+top1,29,1.0,5,1,17.24,4.07,3.45,14,15,14.29,20.0,13,16,23.08,12.5
P::conf_cycles_seen_ge_39.0+cand_prior_move_pct_le_0.0,pair,445,15.345,52,56,11.69,42.28,12.58,212,233,11.79,11.59,225,220,11.11,12.27
P::conf_cycles_seen_ge_39.0+cand_prior_move_pct_le_0.0::top1,pair+top1,29,1.0,3,2,10.34,2.44,6.9,14,15,0.0,20.0,14,15,14.29,6.67
P::conf_cycles_seen_ge_39.0+cand_prior_move_pct_ge_0.0,pair,523,18.034,64,63,12.24,52.03,12.05,250,273,14.0,10.62,260,263,11.54,12.93
P::conf_cycles_seen_ge_39.0+cand_prior_move_pct_ge_0.0::top1,pair+top1,29,1.0,5,1,17.24,4.07,3.45,14,15,14.29,20.0,13,16,23.08,12.5
P::conf_cycles_seen_ge_39.0+cand_prior_move_pct_le_0.0,pair,445,15.345,52,56,11.69,42.28,12.58,212,233,11.79,11.59,225,220,11.11,12.27
P::conf_cycles_seen_ge_39.0+cand_prior_move_pct_le_0.0::top1,pair+top1,29,1.0,3,2,10.34,2.44,6.9,14,15,0.0,20.0,14,15,14.29,6.67
P::conf_cycles_seen_le_39.0+cand_prior_move_pct_ge_0.0,pair,524,18.069,59,77,11.26,47.97,14.69,258,266,12.4,10.15,252,272,13.1,9.56
P::conf_cycles_seen_le_39.0+cand_prior_move_pct_ge_0.0::top1,pair+top1,29,1.0,10,2,34.48,8.13,6.9,14,15,35.71,33.33,16,13,43.75,23.08
P::conf_cycles_seen_le_39.0+cand_prior_move_pct_le_0.0,pair,463,15.966,53,71,11.45,43.09,15.33,238,225,13.03,9.78,222,241,13.96,9.13
P::conf_cycles_seen_le_39.0+cand_prior_move_pct_le_0.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,50.0,26.67,13,16,46.15,31.25
P::conf_cycles_seen_le_39.0+cand_prior_move_pct_ge_0.0,pair,524,18.069,59,77,11.26,47.97,14.69,258,266,12.4,10.15,252,272,13.1,9.56
P::conf_cycles_seen_le_39.0+cand_prior_move_pct_ge_0.0::top1,pair+top1,29,1.0,10,2,34.48,8.13,6.9,14,15,35.71,33.33,16,13,43.75,23.08
P::conf_cycles_seen_le_39.0+cand_prior_move_pct_le_0.0,pair,463,15.966,53,71,11.45,43.09,15.33,238,225,13.03,9.78,222,241,13.96,9.13
P::conf_cycles_seen_le_39.0+cand_prior_move_pct_le_0.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,50.0,26.67,13,16,46.15,31.25
P::conf_cycles_seen_le_39.0+cand_prior_move_pct_ge_0.0,pair,524,18.069,59,77,11.26,47.97,14.69,258,266,12.4,10.15,252,272,13.1,9.56
P::conf_cycles_seen_le_39.0+cand_prior_move_pct_ge_0.0::top1,pair+top1,29,1.0,10,2,34.48,8.13,6.9,14,15,35.71,33.33,16,13,43.75,23.08
P::conf_cycles_seen_le_39.0+cand_prior_move_pct_le_0.0,pair,463,15.966,53,71,11.45,43.09,15.33,238,225,13.03,9.78,222,241,13.96,9.13
P::conf_cycles_seen_le_39.0+cand_prior_move_pct_le_0.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,50.0,26.67,13,16,46.15,31.25
P::conf_cycles_seen_ge_73.0+cand_prior_move_pct_ge_0.0,pair,315,10.862,37,28,11.75,30.08,8.89,156,159,12.18,11.32,149,166,14.09,9.64
P::conf_cycles_seen_ge_73.0+cand_prior_move_pct_ge_0.0::top1,pair+top1,29,1.0,4,0,13.79,3.25,0.0,14,15,7.14,20.0,17,12,17.65,8.33
P::conf_cycles_seen_ge_73.0+cand_prior_move_pct_le_0.0,pair,267,9.207,30,24,11.24,24.39,8.99,134,133,9.7,12.78,128,139,13.28,9.35
P::conf_cycles_seen_ge_73.0+cand_prior_move_pct_le_0.0::top1,pair+top1,29,1.0,4,0,13.79,3.25,0.0,14,15,7.14,20.0,16,13,18.75,7.69
P::conf_cycles_seen_ge_73.0+cand_prior_move_pct_ge_0.0,pair,315,10.862,37,28,11.75,30.08,8.89,156,159,12.18,11.32,149,166,14.09,9.64
P::conf_cycles_seen_ge_73.0+cand_prior_move_pct_ge_0.0::top1,pair+top1,29,1.0,4,0,13.79,3.25,0.0,14,15,7.14,20.0,17,12,17.65,8.33
P::conf_cycles_seen_ge_73.0+cand_prior_move_pct_le_0.0,pair,267,9.207,30,24,11.24,24.39,8.99,134,133,9.7,12.78,128,139,13.28,9.35
P::conf_cycles_seen_ge_73.0+cand_prior_move_pct_le_0.0::top1,pair+top1,29,1.0,4,0,13.79,3.25,0.0,14,15,7.14,20.0,16,13,18.75,7.69
P::conf_cycles_seen_ge_73.0+cand_prior_move_pct_ge_0.0,pair,315,10.862,37,28,11.75,30.08,8.89,156,159,12.18,11.32,149,166,14.09,9.64
P::conf_cycles_seen_ge_73.0+cand_prior_move_pct_ge_0.0::top1,pair+top1,29,1.0,4,0,13.79,3.25,0.0,14,15,7.14,20.0,17,12,17.65,8.33
P::conf_cycles_seen_ge_73.0+cand_prior_move_pct_le_0.0,pair,267,9.207,30,24,11.24,24.39,8.99,134,133,9.7,12.78,128,139,13.28,9.35
P::conf_cycles_seen_ge_73.0+cand_prior_move_pct_le_0.0::top1,pair+top1,29,1.0,4,0,13.79,3.25,0.0,14,15,7.14,20.0,16,13,18.75,7.69
P::conf_cycles_seen_le_73.0+cand_prior_move_pct_ge_0.0,pair,733,25.276,86,111,11.73,69.92,15.14,352,381,13.64,9.97,362,371,11.6,11.86
P::conf_cycles_seen_le_73.0+cand_prior_move_pct_ge_0.0::top1,pair+top1,29,1.0,12,1,41.38,9.76,3.45,14,15,42.86,40.0,18,11,38.89,45.45
P::conf_cycles_seen_le_73.0+cand_prior_move_pct_le_0.0,pair,643,22.172,75,103,11.66,60.98,16.02,316,327,13.61,9.79,319,324,12.23,11.11
P::conf_cycles_seen_le_73.0+cand_prior_move_pct_le_0.0::top1,pair+top1,29,1.0,11,2,37.93,8.94,6.9,14,15,42.86,33.33,17,12,35.29,41.67
P::conf_cycles_seen_le_73.0+cand_prior_move_pct_ge_0.0,pair,733,25.276,86,111,11.73,69.92,15.14,352,381,13.64,9.97,362,371,11.6,11.86
P::conf_cycles_seen_le_73.0+cand_prior_move_pct_ge_0.0::top1,pair+top1,29,1.0,12,1,41.38,9.76,3.45,14,15,42.86,40.0,18,11,38.89,45.45
P::conf_cycles_seen_le_73.0+cand_prior_move_pct_le_0.0,pair,643,22.172,75,103,11.66,60.98,16.02,316,327,13.61,9.79,319,324,12.23,11.11
P::conf_cycles_seen_le_73.0+cand_prior_move_pct_le_0.0::top1,pair+top1,29,1.0,11,2,37.93,8.94,6.9,14,15,42.86,33.33,17,12,35.29,41.67
P::conf_cycles_seen_le_73.0+cand_prior_move_pct_ge_0.0,pair,733,25.276,86,111,11.73,69.92,15.14,352,381,13.64,9.97,362,371,11.6,11.86
P::conf_cycles_seen_le_73.0+cand_prior_move_pct_ge_0.0::top1,pair+top1,29,1.0,12,1,41.38,9.76,3.45,14,15,42.86,40.0,18,11,38.89,45.45
P::conf_cycles_seen_le_73.0+cand_prior_move_pct_le_0.0,pair,643,22.172,75,103,11.66,60.98,16.02,316,327,13.61,9.79,319,324,12.23,11.11
