selector,kind,selected_n,alerts_per_day,good_n,wrong_n,precision_pct,recall_pct,wrong_rate_pct,h1_n,h2_n,h1_precision_pct,h2_precision_pct,long_n,short_n,long_precision_pct,short_precision_pct
P::conf_cycles_seen_le_73.0+cand_prior_move_pct_le_0.0::top1,pair+top1,29,1.0,11,2,37.93,8.94,6.9,14,15,42.86,33.33,17,12,35.29,41.67
P::conf_cycles_seen_ge_20.0+conf_void_score_ge_1.0,pair,732,25.241,89,87,12.16,72.36,11.89,355,377,13.24,11.14,364,368,12.64,11.68
P::conf_cycles_seen_ge_20.0+conf_void_score_ge_1.0::top1,pair+top1,29,1.0,9,0,31.03,7.32,0.0,14,15,28.57,33.33,14,15,28.57,33.33
P::conf_cycles_seen_ge_20.0+conf_void_score_le_1.0,pair,732,25.241,89,87,12.16,72.36,11.89,355,377,13.24,11.14,364,368,12.64,11.68
P::conf_cycles_seen_ge_20.0+conf_void_score_le_1.0::top1,pair+top1,29,1.0,9,0,31.03,7.32,0.0,14,15,28.57,33.33,14,15,28.57,33.33
P::conf_cycles_seen_ge_20.0+conf_void_score_ge_1.0,pair,732,25.241,89,87,12.16,72.36,11.89,355,377,13.24,11.14,364,368,12.64,11.68
P::conf_cycles_seen_ge_20.0+conf_void_score_ge_1.0::top1,pair+top1,29,1.0,9,0,31.03,7.32,0.0,14,15,28.57,33.33,14,15,28.57,33.33
P::conf_cycles_seen_ge_20.0+conf_void_score_le_1.0,pair,732,25.241,89,87,12.16,72.36,11.89,355,377,13.24,11.14,364,368,12.64,11.68
P::conf_cycles_seen_ge_20.0+conf_void_score_le_1.0::top1,pair+top1,29,1.0,9,0,31.03,7.32,0.0,14,15,28.57,33.33,14,15,28.57,33.33
P::conf_cycles_seen_ge_20.0+conf_void_score_ge_1.0,pair,732,25.241,89,87,12.16,72.36,11.89,355,377,13.24,11.14,364,368,12.64,11.68
P::conf_cycles_seen_ge_20.0+conf_void_score_ge_1.0::top1,pair+top1,29,1.0,9,0,31.03,7.32,0.0,14,15,28.57,33.33,14,15,28.57,33.33
P::conf_cycles_seen_ge_20.0+conf_void_score_le_1.0,pair,732,25.241,89,87,12.16,72.36,11.89,355,377,13.24,11.14,364,368,12.64,11.68
P::conf_cycles_seen_ge_20.0+conf_void_score_le_1.0::top1,pair+top1,29,1.0,9,0,31.03,7.32,0.0,14,15,28.57,33.33,14,15,28.57,33.33
P::conf_cycles_seen_le_20.0+conf_void_score_ge_1.0,pair,332,11.448,35,55,10.54,28.46,16.57,161,171,13.04,8.19,153,179,11.76,9.5
P::conf_cycles_seen_le_20.0+conf_void_score_ge_1.0::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,14,15,28.57,6.67,16,13,18.75,15.38
P::conf_cycles_seen_le_20.0+conf_void_score_le_1.0,pair,332,11.448,35,55,10.54,28.46,16.57,161,171,13.04,8.19,153,179,11.76,9.5
P::conf_cycles_seen_le_20.0+conf_void_score_le_1.0::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,14,15,28.57,6.67,16,13,18.75,15.38
P::conf_cycles_seen_le_20.0+conf_void_score_ge_1.0,pair,332,11.448,35,55,10.54,28.46,16.57,161,171,13.04,8.19,153,179,11.76,9.5
P::conf_cycles_seen_le_20.0+conf_void_score_ge_1.0::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,14,15,28.57,6.67,16,13,18.75,15.38
P::conf_cycles_seen_le_20.0+conf_void_score_le_1.0,pair,332,11.448,35,55,10.54,28.46,16.57,161,171,13.04,8.19,153,179,11.76,9.5
P::conf_cycles_seen_le_20.0+conf_void_score_le_1.0::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,14,15,28.57,6.67,16,13,18.75,15.38
P::conf_cycles_seen_le_20.0+conf_void_score_ge_1.0,pair,332,11.448,35,55,10.54,28.46,16.57,161,171,13.04,8.19,153,179,11.76,9.5
P::conf_cycles_seen_le_20.0+conf_void_score_ge_1.0::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,14,15,28.57,6.67,16,13,18.75,15.38
P::conf_cycles_seen_le_20.0+conf_void_score_le_1.0,pair,332,11.448,35,55,10.54,28.46,16.57,161,171,13.04,8.19,153,179,11.76,9.5
P::conf_cycles_seen_le_20.0+conf_void_score_le_1.0::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,14,15,28.57,6.67,16,13,18.75,15.38
P::conf_cycles_seen_ge_39.0+conf_void_score_ge_1.0,pair,523,18.034,64,63,12.24,52.03,12.05,250,273,14.0,10.62,260,263,11.54,12.93
P::conf_cycles_seen_ge_39.0+conf_void_score_ge_1.0::top1,pair+top1,29,1.0,5,1,17.24,4.07,3.45,14,15,14.29,20.0,13,16,23.08,12.5
P::conf_cycles_seen_ge_39.0+conf_void_score_le_1.0,pair,523,18.034,64,63,12.24,52.03,12.05,250,273,14.0,10.62,260,263,11.54,12.93
P::conf_cycles_seen_ge_39.0+conf_void_score_le_1.0::top1,pair+top1,29,1.0,5,1,17.24,4.07,3.45,14,15,14.29,20.0,13,16,23.08,12.5
P::conf_cycles_seen_ge_39.0+conf_void_score_ge_1.0,pair,523,18.034,64,63,12.24,52.03,12.05,250,273,14.0,10.62,260,263,11.54,12.93
P::conf_cycles_seen_ge_39.0+conf_void_score_ge_1.0::top1,pair+top1,29,1.0,5,1,17.24,4.07,3.45,14,15,14.29,20.0,13,16,23.08,12.5
P::conf_cycles_seen_ge_39.0+conf_void_score_le_1.0,pair,523,18.034,64,63,12.24,52.03,12.05,250,273,14.0,10.62,260,263,11.54,12.93
P::conf_cycles_seen_ge_39.0+conf_void_score_le_1.0::top1,pair+top1,29,1.0,5,1,17.24,4.07,3.45,14,15,14.29,20.0,13,16,23.08,12.5
P::conf_cycles_seen_ge_39.0+conf_void_score_ge_1.0,pair,523,18.034,64,63,12.24,52.03,12.05,250,273,14.0,10.62,260,263,11.54,12.93
P::conf_cycles_seen_ge_39.0+conf_void_score_ge_1.0::top1,pair+top1,29,1.0,5,1,17.24,4.07,3.45,14,15,14.29,20.0,13,16,23.08,12.5
P::conf_cycles_seen_ge_39.0+conf_void_score_le_1.0,pair,523,18.034,64,63,12.24,52.03,12.05,250,273,14.0,10.62,260,263,11.54,12.93
P::conf_cycles_seen_ge_39.0+conf_void_score_le_1.0::top1,pair+top1,29,1.0,5,1,17.24,4.07,3.45,14,15,14.29,20.0,13,16,23.08,12.5
P::conf_cycles_seen_le_39.0+conf_void_score_ge_1.0,pair,524,18.069,59,77,11.26,47.97,14.69,258,266,12.4,10.15,252,272,13.1,9.56
P::conf_cycles_seen_le_39.0+conf_void_score_ge_1.0::top1,pair+top1,29,1.0,10,2,34.48,8.13,6.9,14,15,35.71,33.33,16,13,43.75,23.08
P::conf_cycles_seen_le_39.0+conf_void_score_le_1.0,pair,524,18.069,59,77,11.26,47.97,14.69,258,266,12.4,10.15,252,272,13.1,9.56
P::conf_cycles_seen_le_39.0+conf_void_score_le_1.0::top1,pair+top1,29,1.0,10,2,34.48,8.13,6.9,14,15,35.71,33.33,16,13,43.75,23.08
P::conf_cycles_seen_le_39.0+conf_void_score_ge_1.0,pair,524,18.069,59,77,11.26,47.97,14.69,258,266,12.4,10.15,252,272,13.1,9.56
P::conf_cycles_seen_le_39.0+conf_void_score_ge_1.0::top1,pair+top1,29,1.0,10,2,34.48,8.13,6.9,14,15,35.71,33.33,16,13,43.75,23.08
P::conf_cycles_seen_le_39.0+conf_void_score_le_1.0,pair,524,18.069,59,77,11.26,47.97,14.69,258,266,12.4,10.15,252,272,13.1,9.56
P::conf_cycles_seen_le_39.0+conf_void_score_le_1.0::top1,pair+top1,29,1.0,10,2,34.48,8.13,6.9,14,15,35.71,33.33,16,13,43.75,23.08
P::conf_cycles_seen_le_39.0+conf_void_score_ge_1.0,pair,524,18.069,59,77,11.26,47.97,14.69,258,266,12.4,10.15,252,272,13.1,9.56
P::conf_cycles_seen_le_39.0+conf_void_score_ge_1.0::top1,pair+top1,29,1.0,10,2,34.48,8.13,6.9,14,15,35.71,33.33,16,13,43.75,23.08
P::conf_cycles_seen_le_39.0+conf_void_score_le_1.0,pair,524,18.069,59,77,11.26,47.97,14.69,258,266,12.4,10.15,252,272,13.1,9.56
P::conf_cycles_seen_le_39.0+conf_void_score_le_1.0::top1,pair+top1,29,1.0,10,2,34.48,8.13,6.9,14,15,35.71,33.33,16,13,43.75,23.08
P::conf_cycles_seen_ge_73.0+conf_void_score_ge_1.0,pair,315,10.862,37,28,11.75,30.08,8.89,156,159,12.18,11.32,149,166,14.09,9.64
P::conf_cycles_seen_ge_73.0+conf_void_score_ge_1.0::top1,pair+top1,29,1.0,4,0,13.79,3.25,0.0,14,15,7.14,20.0,17,12,17.65,8.33
P::conf_cycles_seen_ge_73.0+conf_void_score_le_1.0,pair,315,10.862,37,28,11.75,30.08,8.89,156,159,12.18,11.32,149,166,14.09,9.64
P::conf_cycles_seen_ge_73.0+conf_void_score_le_1.0::top1,pair+top1,29,1.0,4,0,13.79,3.25,0.0,14,15,7.14,20.0,17,12,17.65,8.33
P::conf_cycles_seen_ge_73.0+conf_void_score_ge_1.0,pair,315,10.862,37,28,11.75,30.08,8.89,156,159,12.18,11.32,149,166,14.09,9.64
P::conf_cycles_seen_ge_73.0+conf_void_score_ge_1.0::top1,pair+top1,29,1.0,4,0,13.79,3.25,0.0,14,15,7.14,20.0,17,12,17.65,8.33
P::conf_cycles_seen_ge_73.0+conf_void_score_le_1.0,pair,315,10.862,37,28,11.75,30.08,8.89,156,159,12.18,11.32,149,166,14.09,9.64
P::conf_cycles_seen_ge_73.0+conf_void_score_le_1.0::top1,pair+top1,29,1.0,4,0,13.79,3.25,0.0,14,15,7.14,20.0,17,12,17.65,8.33
P::conf_cycles_seen_ge_73.0+conf_void_score_ge_1.0,pair,315,10.862,37,28,11.75,30.08,8.89,156,159,12.18,11.32,149,166,14.09,9.64
P::conf_cycles_seen_ge_73.0+conf_void_score_ge_1.0::top1,pair+top1,29,1.0,4,0,13.79,3.25,0.0,14,15,7.14,20.0,17,12,17.65,8.33
P::conf_cycles_seen_ge_73.0+conf_void_score_le_1.0,pair,315,10.862,37,28,11.75,30.08,8.89,156,159,12.18,11.32,149,166,14.09,9.64
P::conf_cycles_seen_ge_73.0+conf_void_score_le_1.0::top1,pair+top1,29,1.0,4,0,13.79,3.25,0.0,14,15,7.14,20.0,17,12,17.65,8.33
P::conf_cycles_seen_le_73.0+conf_void_score_ge_1.0,pair,733,25.276,86,111,11.73,69.92,15.14,352,381,13.64,9.97,362,371,11.6,11.86
P::conf_cycles_seen_le_73.0+conf_void_score_ge_1.0::top1,pair+top1,29,1.0,12,1,41.38,9.76,3.45,14,15,42.86,40.0,18,11,38.89,45.45
P::conf_cycles_seen_le_73.0+conf_void_score_le_1.0,pair,733,25.276,86,111,11.73,69.92,15.14,352,381,13.64,9.97,362,371,11.6,11.86
P::conf_cycles_seen_le_73.0+conf_void_score_le_1.0::top1,pair+top1,29,1.0,12,1,41.38,9.76,3.45,14,15,42.86,40.0,18,11,38.89,45.45
P::conf_cycles_seen_le_73.0+conf_void_score_ge_1.0,pair,733,25.276,86,111,11.73,69.92,15.14,352,381,13.64,9.97,362,371,11.6,11.86
P::conf_cycles_seen_le_73.0+conf_void_score_ge_1.0::top1,pair+top1,29,1.0,12,1,41.38,9.76,3.45,14,15,42.86,40.0,18,11,38.89,45.45
P::conf_cycles_seen_le_73.0+conf_void_score_le_1.0,pair,733,25.276,86,111,11.73,69.92,15.14,352,381,13.64,9.97,362,371,11.6,11.86
P::conf_cycles_seen_le_73.0+conf_void_score_le_1.0::top1,pair+top1,29,1.0,12,1,41.38,9.76,3.45,14,15,42.86,40.0,18,11,38.89,45.45
P::conf_cycles_seen_le_73.0+conf_void_score_ge_1.0,pair,733,25.276,86,111,11.73,69.92,15.14,352,381,13.64,9.97,362,371,11.6,11.86
P::conf_cycles_seen_le_73.0+conf_void_score_ge_1.0::top1,pair+top1,29,1.0,12,1,41.38,9.76,3.45,14,15,42.86,40.0,18,11,38.89,45.45
P::conf_cycles_seen_le_73.0+conf_void_score_le_1.0,pair,733,25.276,86,111,11.73,69.92,15.14,352,381,13.64,9.97,362,371,11.6,11.86
P::conf_cycles_seen_le_73.0+conf_void_score_le_1.0::top1,pair+top1,29,1.0,12,1,41.38,9.76,3.45,14,15,42.86,40.0,18,11,38.89,45.45
P::conf_cycles_seen_ge_20.0+score_ofi_ge_-0.1041,pair,517,17.828,65,67,12.57,52.85,12.96,251,266,13.94,11.28,321,196,13.08,11.73
P::conf_cycles_seen_ge_20.0+score_ofi_ge_-0.1041::top1,pair+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,28.57,33.33,18,11,27.78,36.36
P::conf_cycles_seen_ge_20.0+score_ofi_le_-0.1041,pair,215,7.414,24,20,11.16,19.51,9.3,104,111,11.54,10.81,43,172,9.3,11.63
P::conf_cycles_seen_ge_20.0+score_ofi_le_-0.1041::top1,pair+top1,29,1.0,3,2,10.34,2.44,6.9,14,15,14.29,6.67,7,22,0.0,13.64
P::conf_cycles_seen_ge_20.0+score_ofi_ge_0.0069,pair,383,13.207,42,55,10.97,34.15,14.36,188,195,12.23,9.74,265,118,11.32,10.17
P::conf_cycles_seen_ge_20.0+score_ofi_ge_0.0069::top1,pair+top1,29,1.0,8,0,27.59,6.5,0.0,14,15,14.29,40.0,19,10,26.32,30.0
P::conf_cycles_seen_ge_20.0+score_ofi_le_0.0069,pair,350,12.069,47,32,13.43,38.21,9.14,167,183,14.37,12.57,99,251,16.16,12.35
P::conf_cycles_seen_ge_20.0+score_ofi_le_0.0069::top1,pair+top1,29,1.0,5,0,17.24,4.07,0.0,14,15,28.57,6.67,9,20,11.11,20.0
P::conf_cycles_seen_ge_20.0+score_ofi_ge_0.1195,pair,235,8.103,23,34,9.79,18.7,14.47,116,119,12.07,7.56,170,65,8.82,12.31
P::conf_cycles_seen_ge_20.0+score_ofi_ge_0.1195::top1,pair+top1,29,1.0,7,1,24.14,5.69,3.45,14,15,21.43,26.67,24,5,20.83,40.0
P::conf_cycles_seen_ge_20.0+score_ofi_le_0.1195,pair,498,17.172,66,54,13.25,53.66,10.84,240,258,13.75,12.79,194,304,15.98,11.51
P::conf_cycles_seen_ge_20.0+score_ofi_le_0.1195::top1,pair+top1,29,1.0,6,0,20.69,4.88,0.0,14,15,21.43,20.0,11,18,18.18,22.22
P::conf_cycles_seen_le_20.0+score_ofi_ge_-0.1041,pair,233,8.034,25,45,10.73,20.33,19.31,124,109,11.29,10.09,125,108,12.0,9.26
P::conf_cycles_seen_le_20.0+score_ofi_ge_-0.1041::top1,pair+top1,29,1.0,4,6,13.79,3.25,20.69,14,15,21.43,6.67,15,14,13.33,14.29
P::conf_cycles_seen_le_20.0+score_ofi_le_-0.1041,pair,100,3.448,10,10,10.0,8.13,10.0,38,62,18.42,4.84,28,72,10.71,9.72
P::conf_cycles_seen_le_20.0+score_ofi_le_-0.1041::top1,pair+top1,27,0.931,3,1,11.11,2.44,3.7,12,15,25.0,0.0,9,18,11.11,11.11
P::conf_cycles_seen_le_20.0+score_ofi_ge_0.0069,pair,149,5.138,17,26,11.41,13.82,17.45,79,70,13.92,8.57,94,55,11.7,10.91
P::conf_cycles_seen_le_20.0+score_ofi_ge_0.0069::top1,pair+top1,29,1.0,5,4,17.24,4.07,13.79,14,15,28.57,6.67,18,11,16.67,18.18
P::conf_cycles_seen_le_20.0+score_ofi_le_0.0069,pair,183,6.31,18,29,9.84,14.63,15.85,82,101,12.2,7.92,59,124,11.86,8.87
P::conf_cycles_seen_le_20.0+score_ofi_le_0.0069::top1,pair+top1,29,1.0,4,2,13.79,3.25,6.9,14,15,21.43,6.67,10,19,20.0,10.53
P::conf_cycles_seen_le_20.0+score_ofi_ge_0.1195,pair,87,3.0,8,15,9.2,6.5,17.24,49,38,10.2,7.89,59,28,8.47,10.71
P::conf_cycles_seen_le_20.0+score_ofi_ge_0.1195::top1,pair+top1,25,0.862,3,2,12.0,2.44,8.0,13,12,15.38,8.33,19,6,10.53,16.67
P::conf_cycles_seen_le_20.0+score_ofi_le_0.1195,pair,245,8.448,27,40,11.02,21.95,16.33,112,133,14.29,8.27,94,151,13.83,9.27
P::conf_cycles_seen_le_20.0+score_ofi_le_0.1195::top1,pair+top1,29,1.0,5,2,17.24,4.07,6.9,14,15,28.57,6.67,12,17,25.0,11.76
P::conf_cycles_seen_ge_39.0+score_ofi_ge_-0.1041,pair,370,12.759,48,52,12.97,39.02,14.05,174,196,14.94,11.22,233,137,12.02,14.6
P::conf_cycles_seen_ge_39.0+score_ofi_ge_-0.1041::top1,pair+top1,29,1.0,6,1,20.69,4.88,3.45,14,15,21.43,20.0,17,12,23.53,16.67
P::conf_cycles_seen_ge_39.0+score_ofi_le_-0.1041,pair,153,5.276,16,11,10.46,13.01,7.19,76,77,11.84,9.09,27,126,7.41,11.11
P::conf_cycles_seen_ge_39.0+score_ofi_le_-0.1041::top1,pair+top1,29,1.0,4,0,13.79,3.25,0.0,14,15,14.29,13.33,7,22,0.0,18.18
P::conf_cycles_seen_ge_39.0+score_ofi_ge_0.0069,pair,279,9.621,30,43,10.75,24.39,15.41,131,148,12.98,8.78,200,79,9.5,13.92
P::conf_cycles_seen_ge_39.0+score_ofi_ge_0.0069::top1,pair+top1,29,1.0,7,0,24.14,5.69,0.0,14,15,21.43,26.67,19,10,21.05,30.0
P::conf_cycles_seen_ge_39.0+score_ofi_le_0.0069,pair,245,8.448,34,20,13.88,27.64,8.16,119,126,15.13,12.7,60,185,18.33,12.43
P::conf_cycles_seen_ge_39.0+score_ofi_le_0.0069::top1,pair+top1,29,1.0,4,1,13.79,3.25,3.45,14,15,21.43,6.67,9,20,11.11,15.0
P::conf_cycles_seen_ge_39.0+score_ofi_ge_0.1195,pair,172,5.931,16,24,9.3,13.01,13.95,80,92,13.75,5.43,126,46,6.35,17.39
P::conf_cycles_seen_ge_39.0+score_ofi_ge_0.1195::top1,pair+top1,27,0.931,5,1,18.52,4.07,3.7,13,14,23.08,14.29,23,4,13.04,50.0
P::conf_cycles_seen_ge_39.0+score_ofi_le_0.1195,pair,351,12.103,48,39,13.68,39.02,11.11,170,181,14.12,13.26,134,217,16.42,11.98
P::conf_cycles_seen_ge_39.0+score_ofi_le_0.1195::top1,pair+top1,29,1.0,3,1,10.34,2.44,3.45,14,15,7.14,13.33,9,20,11.11,10.0
P::conf_cycles_seen_le_39.0+score_ofi_ge_-0.1041,pair,365,12.586,41,58,11.23,33.33,15.89,193,172,11.4,11.05,208,157,13.46,8.28
P::conf_cycles_seen_le_39.0+score_ofi_ge_-0.1041::top1,pair+top1,29,1.0,8,3,27.59,6.5,10.34,14,15,28.57,26.67,16,13,37.5,15.38
P::conf_cycles_seen_le_39.0+score_ofi_le_-0.1041,pair,160,5.517,18,19,11.25,14.63,11.88,66,94,15.15,8.51,44,116,11.36,11.21
P::conf_cycles_seen_le_39.0+score_ofi_le_-0.1041::top1,pair+top1,28,0.966,5,2,17.86,4.07,7.14,13,15,23.08,13.33,8,20,12.5,20.0
P::conf_cycles_seen_le_39.0+score_ofi_ge_0.0069,pair,247,8.517,28,37,11.34,22.76,14.98,132,115,12.12,10.43,157,90,13.38,7.78
P::conf_cycles_seen_le_39.0+score_ofi_ge_0.0069::top1,pair+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,35.71,26.67,15,14,46.67,14.29
P::conf_cycles_seen_le_39.0+score_ofi_le_0.0069,pair,277,9.552,31,40,11.19,25.2,14.44,126,151,12.7,9.93,95,182,12.63,10.44
P::conf_cycles_seen_le_39.0+score_ofi_le_0.0069::top1,pair+top1,29,1.0,6,2,20.69,4.88,6.9,14,15,21.43,20.0,11,18,18.18,22.22
P::conf_cycles_seen_le_39.0+score_ofi_ge_0.1195,pair,145,5.0,14,23,9.66,11.38,15.86,82,63,8.54,11.11,100,45,11.0,6.67
P::conf_cycles_seen_le_39.0+score_ofi_ge_0.1195::top1,pair+top1,29,1.0,7,1,24.14,5.69,3.45,14,15,21.43,26.67,21,8,28.57,12.5
P::conf_cycles_seen_le_39.0+score_ofi_le_0.1195,pair,380,13.103,45,55,11.84,36.59,14.47,177,203,14.12,9.85,152,228,14.47,10.09
P::conf_cycles_seen_le_39.0+score_ofi_le_0.1195::top1,pair+top1,29,1.0,8,2,27.59,6.5,6.9,14,15,28.57,26.67,12,17,25.0,29.41
P::conf_cycles_seen_ge_73.0+score_ofi_ge_-0.1041,pair,220,7.586,29,23,13.18,23.58,10.45,111,109,14.41,11.93,133,87,15.79,9.2
P::conf_cycles_seen_ge_73.0+score_ofi_ge_-0.1041::top1,pair+top1,29,1.0,4,1,13.79,3.25,3.45,14,15,14.29,13.33,19,10,21.05,0.0
P::conf_cycles_seen_ge_73.0+score_ofi_le_-0.1041,pair,95,3.276,8,5,8.42,6.5,5.26,45,50,6.67,10.0,16,79,0.0,10.13
P::conf_cycles_seen_ge_73.0+score_ofi_le_-0.1041::top1,pair+top1,29,1.0,3,2,10.34,2.44,6.9,14,15,7.14,13.33,6,23,0.0,13.04
P::conf_cycles_seen_ge_73.0+score_ofi_ge_0.0069,pair,162,5.586,17,18,10.49,13.82,11.11,83,79,12.05,8.86,112,50,11.61,8.0
P::conf_cycles_seen_ge_73.0+score_ofi_ge_0.0069::top1,pair+top1,29,1.0,3,3,10.34,2.44,10.34,14,15,7.14,13.33,21,8,14.29,0.0
P::conf_cycles_seen_ge_73.0+score_ofi_le_0.0069,pair,153,5.276,20,10,13.07,16.26,6.54,73,80,12.33,13.75,37,116,21.62,10.34
P::conf_cycles_seen_ge_73.0+score_ofi_le_0.0069::top1,pair+top1,29,1.0,5,1,17.24,4.07,3.45,14,15,14.29,20.0,9,20,22.22,15.0
P::conf_cycles_seen_ge_73.0+score_ofi_ge_0.1195,pair,101,3.483,10,11,9.9,8.13,10.89,48,53,14.58,5.66,70,31,8.57,12.9
P::conf_cycles_seen_ge_73.0+score_ofi_ge_0.1195::top1,pair+top1,27,0.931,2,3,7.41,1.63,11.11,13,14,7.69,7.14,20,7,5.0,14.29
P::conf_cycles_seen_ge_73.0+score_ofi_le_0.1195,pair,214,7.379,27,17,12.62,21.95,7.94,108,106,11.11,14.15,79,135,18.99,8.89
P::conf_cycles_seen_ge_73.0+score_ofi_le_0.1195::top1,pair+top1,29,1.0,6,1,20.69,4.88,3.45,14,15,14.29,26.67,11,18,27.27,16.67
P::conf_cycles_seen_le_73.0+score_ofi_ge_-0.1041,pair,516,17.793,60,86,11.63,48.78,16.67,256,260,12.5,10.77,307,209,11.4,11.96
P::conf_cycles_seen_le_73.0+score_ofi_ge_-0.1041::top1,pair+top1,29,1.0,10,2,34.48,8.13,6.9,14,15,35.71,33.33,18,11,33.33,36.36
P::conf_cycles_seen_le_73.0+score_ofi_le_-0.1041,pair,218,7.517,26,25,11.93,21.14,11.47,97,121,16.49,8.26,55,163,12.73,11.66
P::conf_cycles_seen_le_73.0+score_ofi_le_-0.1041::top1,pair+top1,29,1.0,4,2,13.79,3.25,6.9,14,15,14.29,13.33,7,22,14.29,13.64
P::conf_cycles_seen_le_73.0+score_ofi_ge_0.0069,pair,364,12.552,41,61,11.26,33.33,16.76,179,185,12.85,9.73,244,120,11.07,11.67
P::conf_cycles_seen_le_73.0+score_ofi_ge_0.0069::top1,pair+top1,29,1.0,9,2,31.03,7.32,6.9,14,15,21.43,40.0,17,12,29.41,33.33
P::conf_cycles_seen_le_73.0+score_ofi_le_0.0069,pair,370,12.759,45,50,12.16,36.59,13.51,173,197,14.45,10.15,118,252,12.71,11.9
P::conf_cycles_seen_le_73.0+score_ofi_le_0.0069::top1,pair+top1,29,1.0,6,1,20.69,4.88,3.45,14,15,28.57,13.33,9,20,22.22,20.0
P::conf_cycles_seen_le_73.0+score_ofi_ge_0.1195,pair,215,7.414,20,36,9.3,16.26,16.74,112,103,9.82,8.74,155,60,8.39,11.67
P::conf_cycles_seen_le_73.0+score_ofi_ge_0.1195::top1,pair+top1,29,1.0,8,2,27.59,6.5,6.9,14,15,21.43,33.33,22,7,27.27,28.57
P::conf_cycles_seen_le_73.0+score_ofi_le_0.1195,pair,519,17.897,66,76,12.72,53.66,14.64,241,278,15.35,10.43,207,312,14.01,11.86
P::conf_cycles_seen_le_73.0+score_ofi_le_0.1195::top1,pair+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,35.71,20.0,10,19,30.0,26.32
P::conf_cycles_seen_ge_20.0+score_liquidity_void_ge_1.0,pair,732,25.241,89,87,12.16,72.36,11.89,355,377,13.24,11.14,364,368,12.64,11.68
P::conf_cycles_seen_ge_20.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,9,0,31.03,7.32,0.0,14,15,28.57,33.33,14,15,28.57,33.33
P::conf_cycles_seen_ge_20.0+score_liquidity_void_le_1.0,pair,732,25.241,89,87,12.16,72.36,11.89,355,377,13.24,11.14,364,368,12.64,11.68
P::conf_cycles_seen_ge_20.0+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,9,0,31.03,7.32,0.0,14,15,28.57,33.33,14,15,28.57,33.33
P::conf_cycles_seen_ge_20.0+score_liquidity_void_ge_1.0,pair,732,25.241,89,87,12.16,72.36,11.89,355,377,13.24,11.14,364,368,12.64,11.68
P::conf_cycles_seen_ge_20.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,9,0,31.03,7.32,0.0,14,15,28.57,33.33,14,15,28.57,33.33
P::conf_cycles_seen_ge_20.0+score_liquidity_void_le_1.0,pair,732,25.241,89,87,12.16,72.36,11.89,355,377,13.24,11.14,364,368,12.64,11.68
P::conf_cycles_seen_ge_20.0+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,9,0,31.03,7.32,0.0,14,15,28.57,33.33,14,15,28.57,33.33
P::conf_cycles_seen_ge_20.0+score_liquidity_void_ge_1.0,pair,732,25.241,89,87,12.16,72.36,11.89,355,377,13.24,11.14,364,368,12.64,11.68
P::conf_cycles_seen_ge_20.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,9,0,31.03,7.32,0.0,14,15,28.57,33.33,14,15,28.57,33.33
P::conf_cycles_seen_ge_20.0+score_liquidity_void_le_1.0,pair,732,25.241,89,87,12.16,72.36,11.89,355,377,13.24,11.14,364,368,12.64,11.68
P::conf_cycles_seen_ge_20.0+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,9,0,31.03,7.32,0.0,14,15,28.57,33.33,14,15,28.57,33.33
P::conf_cycles_seen_le_20.0+score_liquidity_void_ge_1.0,pair,332,11.448,35,55,10.54,28.46,16.57,161,171,13.04,8.19,153,179,11.76,9.5
P::conf_cycles_seen_le_20.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,14,15,28.57,6.67,16,13,18.75,15.38
P::conf_cycles_seen_le_20.0+score_liquidity_void_le_1.0,pair,332,11.448,35,55,10.54,28.46,16.57,161,171,13.04,8.19,153,179,11.76,9.5
P::conf_cycles_seen_le_20.0+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,14,15,28.57,6.67,16,13,18.75,15.38
P::conf_cycles_seen_le_20.0+score_liquidity_void_ge_1.0,pair,332,11.448,35,55,10.54,28.46,16.57,161,171,13.04,8.19,153,179,11.76,9.5
P::conf_cycles_seen_le_20.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,14,15,28.57,6.67,16,13,18.75,15.38
P::conf_cycles_seen_le_20.0+score_liquidity_void_le_1.0,pair,332,11.448,35,55,10.54,28.46,16.57,161,171,13.04,8.19,153,179,11.76,9.5
