_half,_label_engine_class,_label_is_primary,_label_reached_raw,_label_unique_move_id,cand_absorb_score,cand_ask_refill_score,cand_bid_refill_score,cand_buy_pressure,cand_down_move_pct,cand_pressure_against,cand_prior_move_pct,cand_range_compression,cand_refill_with,cand_sell_pressure,cand_up_move_pct,candidate_iso,candidate_to_confirm_min,conf_age_min,conf_cycles_seen,conf_defended_persistence_sec,conf_opposite_thinning,conf_void_score,confirm_to_trigger_min,confirmed_iso,coverage_class,date,direction,dist_to_4h_mean_pct,dist_to_recent_swing_high_pct,dist_to_recent_swing_low_pct,distance_from_high_pct,distance_from_low_pct,filter_dup_suppressed,filter_fast_ok,filter_kept,is_asia_session,is_during_correct_move,is_during_opposite_move,is_late_after_50pct_correct_move,is_us_session,lead_min_before_move,local_range_15m_pct,local_range_180m_pct,local_range_30m_pct,local_range_60m_pct,local_realized_vol_15m,local_realized_vol_180m,local_realized_vol_30m,local_realized_vol_60m,matched_move_size_pct,ofi_shift_5m_vs_30m,ofi_shift_aligned,opp_dir_zones_active_60m,pct_correct_move_already_done,pct_opposite_move_already_done,prior_move_15m_pct,prior_move_180m_pct,prior_move_30m_pct,prior_move_60m_pct,same_dir_zones_active_60m,score_absorption,score_liquidity_void,score_ofi,score_refill,score_trigger,session,stage_reached,sweep_reclaim_aligned,taker_imb_15m,taker_imb_180m,taker_imb_30m,taker_imb_5m,taker_imb_60m,taker_imb_aligned_15m,taker_imb_aligned_180m,taker_imb_aligned_30m,taker_imb_aligned_5m,taker_imb_aligned_60m,taker_n_trades_15m,taker_n_trades_180m,taker_n_trades_30m,taker_n_trades_5m,taker_n_trades_60m,taker_total_vol_15m,taker_total_vol_180m,taker_total_vol_30m,taker_total_vol_5m,taker_total_vol_60m,total_pre_trigger_min,trig_break_pct,trig_flow_multiplier,trig_price,trig_side_flow_ok,trigger_iso,utc_hour,vol_anomaly_15m_vs_bg,watch_label,zone_high,zone_id,zone_low,zone_mid,zone_width_pct
second,duplicate_reached_move,False,True,1,0.6789320126258265,,0.500319103327759,,0.0,0.6172109205689331,0.0,True,0.500319103327759,0.6172109205689331,,2026-03-30T00:09:52+00:00,4.083333333333333,4.083333333333333,115.0,245.0,0.5015776479689216,1.0,5.3,2026-03-30T00:13:57+00:00,covered_watch_early,2026-03-30,LONG,-0.0393,0.3031,0.1336,,0.1338,False,True,True,1,0,0,0,0,6.15,0.4373,0.4373,0.4373,0.4373,0.000757,0.000757,0.000757,0.000757,3.7056,-0.2745,-0.2745,0.0,0.0,0.0,-0.2276,-0.2276,-0.2276,-0.2276,2.0,0.7514547999933695,1.0,-0.056439884389517136,0.5002279750394559,1.0,asia,triggered,1,-0.3426,-0.3426,-0.3426,-0.5271,-0.3426,-0.3426,-0.3426,-0.3426,-0.5271,-0.3426,64677,64677,64677,19327,64677,112023.08,112023.08,112023.08,36718.81,112023.08,9.383333333333333,0.8270345636232125,1.6528381579431912,66427.85,False,2026-03-30T00:19:15+00:00,0,,GOOD,65882.975025,BTC-USDT-SWAP-LONG-1774829392000-4,65801.95,65842.4625125,0.12305892262858113
second,failed_triggered,False,False,,0.6994816870433956,,0.5007009915691861,,0.0,0.6358924427667233,0.0,True,0.5007009915691861,0.6358924427667233,,2026-03-30T02:14:21+00:00,10.7,10.7,32.0,642.0,0.4993378387735833,1.0,19.033333333333335,2026-03-30T02:25:03+00:00,covered_mid,2026-03-30,LONG,0.4054,0.4949,1.4163,,0.2662,False,True,True,1,1,0,0,0,-124.95,0.3287,1.9387,0.5079,0.6387,0.000618,0.001002,0.000641,0.00074,3.7056,-0.1209,-0.1209,0.0,15.98,0.0,0.0027,1.0708,0.1348,0.3865,2.0,0.6180391325585428,1.0,0.20843927160043133,0.5011548738878424,1.0,asia,triggered,1,-0.0112,0.0779,-0.0154,-0.1237,0.0739,-0.0112,0.0779,-0.0154,-0.1237,0.0739,46126,814430,102711,12874,226336,54233.76,1333473.28,114459.23,11935.33,355447.25,29.733333333333334,0.06582495498844697,3.374364010805263,66887.95,False,2026-03-30T02:44:05+00:00,2,0.4449,MID,66843.95,BTC-USDT-SWAP-LONG-1774836861000-8,66648.55,66746.25,0.29275052905593074
second,failed_triggered,False,False,,0.613626768155048,,0.49937201547999827,,0.0,0.557842516504589,0.0,True,0.49937201547999827,0.557842516504589,,2026-03-30T02:14:58+00:00,10.083333333333334,10.083333333333334,3.0,605.0,0.4993378387735833,1.0,19.033333333333335,2026-03-30T02:25:03+00:00,covered_mid,2026-03-30,LONG,0.4054,0.4949,1.4163,,0.2662,False,True,True,1,1,0,0,0,-124.95,0.3287,1.9387,0.5079,0.6387,0.000618,0.001002,0.000641,0.00074,3.7056,-0.1209,-0.1209,0.0,15.98,0.0,0.0027,1.0708,0.1348,0.3865,2.0,0.6180391325585428,1.0,0.14102179709991108,0.5011548738878424,1.0,asia,triggered,1,-0.0112,0.0779,-0.0154,-0.1237,0.0739,-0.0112,0.0779,-0.0154,-0.1237,0.0739,46126,814430,102711,12874,226336,54233.76,1333473.28,114459.23,11935.33,355447.25,29.116666666666667,0.06582495498844697,2.998284040140301,66887.95,False,2026-03-30T02:44:05+00:00,2,0.4449,MID,66843.95,BTC-USDT-SWAP-LONG-1774836898000-9,66648.55,66746.25,0.29275052905593074
second,failed_triggered,False,False,,0.6163223856499939,,0.5001866091068282,,0.0,0.5602930778636307,0.0,True,0.5001866091068282,0.5602930778636307,,2026-03-30T01:30:20+00:00,3.0,3.0,126.0,180.0,0.49161020084643886,1.0,72.01666666666667,2026-03-30T01:33:20+00:00,covered_mid,2026-03-30,LONG,0.3723,0.7141,1.2013,,0.4082,True,False,False,1,1,0,0,0,-73.23,0.3542,1.9387,0.5627,0.8855,0.00082,0.001133,0.000913,0.000897,3.7056,-0.377,-0.377,1.0,9.37,0.0,0.1868,0.8492,0.213,-0.0005,0.0,0.6541001672136847,1.0,0.21475692565862373,0.49914516658321334,0.9695727054326372,asia,triggered,1,0.0232,0.0716,0.0778,-0.1893,0.0424,0.0232,0.0716,0.0778,-0.1893,0.0424,63987,629057,134163,28782,304624,121209.95,1065172.06,208895.38,60880.2,444819.84,75.01666666666667,0.4620188272672111,1.4091220042944816,66971.95,False,2026-03-30T02:45:21+00:00,1,1.4155,MID,66663.95,BTC-USDT-SWAP-LONG-1774834220000-6,66494.08632500001,66579.0181625,0.25513094017907895
second,failed_triggered,False,False,,0.610235937268597,,0.4990776310994594,,0.0,0.5547599429714518,0.0,True,0.4990776310994594,0.5547599429714518,,2026-03-30T01:31:20+00:00,3.0,3.0,93.0,180.0,0.5021014890365977,1.0,71.01666666666667,2026-03-30T01:34:20+00:00,covered_mid,2026-03-30,LONG,0.3885,0.6938,1.2212,,0.4284,True,False,False,1,1,0,0,0,-74.23,0.3542,1.9387,0.5627,0.8855,0.000794,0.001128,0.000895,0.000889,3.7056,-0.6318,-0.6318,1.0,9.5,0.0,0.1781,0.8785,0.0768,0.1804,1.0,0.7974593027643226,1.0,0.23573892741401573,0.5008588240426497,0.9670736237661307,asia,triggered,1,-0.0091,0.0715,0.0435,-0.4499,0.0569,-0.0091,0.0715,0.0435,-0.4499,0.0569,60290,630794,127124,22372,297477,115196.76,1066442.17,194920.59,42665.06,433567.08,74.01666666666667,0.4620188272672111,1.4016247592949622,66971.95,False,2026-03-30T02:45:21+00:00,1,1.3218,MID,66663.95,BTC-USDT-SWAP-LONG-1774834280000-7,66544.361175,66604.15558749999,0.17955159696138068
second,invalidated_or_expired,False,False,,0.6716934539004226,0.4998926730965415,,0.6106304126367478,,0.6106304126367478,0.0,True,0.4998926730965415,,0.0,2026-03-30T00:24:43+00:00,19.033333333333335,19.033333333333335,16.0,1142.0,0.49835963585455956,1.0,,2026-03-30T00:43:45+00:00,wrong_direction,2026-03-30,SHORT,0.0391,1.1633,0.7606,1.15,,,,,1,0,1,0,0,,0.8317,1.9387,1.9382,1.9387,0.001022,0.001362,0.001559,0.001362,3.7056,-0.0502,0.0502,3.0,0.0,3.03,-0.5463,0.4029,0.6317,0.4029,1.0,0.6007641175271782,1.0,-0.08321511307053682,0.4994582985274595,,asia,confirmed,1,-0.0667,0.0657,0.139,0.0923,0.0657,0.0667,-0.0657,-0.139,-0.0923,-0.0657,114146,402469,337952,34635,402469,147068.02,726987.52,615616.65,42446.35,726987.52,,,,,False,,0,13.2053,BAD,66821.75,BTC-USDT-SWAP-SHORT-1774830283000-5,66150.95,66486.35,1.0089289004434787
second,invalidated_or_expired,False,False,,0.6641973430093112,0.5007797284845064,,0.6038157663721011,,0.6038157663721011,0.0,True,0.5007797284845064,,0.0,2026-03-30T00:00:39+00:00,24.066666666666666,24.066666666666666,6.0,1444.0,0.49965178737602856,1.0,,2026-03-30T00:24:43+00:00,wrong_direction,2026-03-30,SHORT,0.7693,0.7017,1.2135,0.6968,,,,,1,0,1,0,0,,1.9382,1.9387,1.9387,1.9387,0.001819,0.001504,0.001504,0.001504,3.7056,0.2303,-0.2303,3.0,0.0,0.59,1.083,0.8698,0.8698,0.8698,0.0,0.6716934539004226,1.0,-0.1928109326674281,0.4998926730965415,,asia,confirmed,1,0.1902,0.1182,0.1182,0.2213,0.1182,-0.1902,-0.1182,-0.1182,-0.2213,-0.1182,192186,241764,241764,114465,241764,434691.92,516119.06,516119.06,285114.05,516119.06,,,,,False,,0,,BAD,67026.65,BTC-USDT-SWAP-SHORT-1774828839000-1,65762.05,66394.35,1.9046801422108826
second,failed_triggered,False,False,,0.62394506751383,,0.5001400687778788,,0.0,0.5672227886489364,0.0,True,0.5001400687778788,0.5672227886489364,,2026-03-30T03:21:52+00:00,9.833333333333334,9.833333333333334,54.0,590.0,0.49996992857059847,1.0,35.75,2026-03-30T03:31:42+00:00,covered_mid,2026-03-30,LONG,0.8937,0.4408,2.1399,,0.3932,False,True,True,1,1,0,0,0,-191.6,0.403,2.1449,0.4976,1.4079,0.000632,0.000841,0.00059,0.000906,3.7056,-0.1731,-0.1731,0.0,24.51,0.0,0.2988,0.8914,0.1761,0.7012,0.0,0.6525933135010935,1.0,0.06600397094937076,0.4995351667545566,0.9878857066125837,asia,triggered,1,-0.0311,0.132,-0.0474,-0.1865,0.2039,-0.0311,0.132,-0.0474,-0.1865,0.2039,51690,816092,95721,15305,301139,102889.65,1495683.55,171715.3,33722.88,756558.55,45.583333333333336,0.16590613964213605,1.4636819428279968,67378.55,False,2026-03-30T04:07:27+00:00,3,0.7771,MID,67266.95,BTC-USDT-SWAP-LONG-1774840912000-11,67025.02072500001,67145.98536250001,0.3603034100905479
second,failed_triggered,False,False,,0.6525933135010935,,0.4995351667545566,,0.0,0.5932666486373577,0.0,True,0.4995351667545566,0.5932666486373577,,2026-03-30T03:31:42+00:00,3.3666666666666667,3.3666666666666667,95.0,202.0,0.5004105856071485,1.0,37.75,2026-03-30T03:35:04+00:00,covered_mid,2026-03-30,LONG,0.9061,0.4148,2.1652,,0.4179,True,True,False,1,1,0,0,0,-194.97,0.328,2.1449,0.4963,1.4079,0.000621,0.000831,0.000583,0.000908,3.7056,-0.3763,-0.3763,0.0,24.94,0.0,0.2222,1.1584,0.3945,0.901,1.0,0.721118558203235,1.0,0.1812941156718224,0.5035496230918937,1.0,asia,triggered,1,-0.0538,0.135,-0.0143,-0.3111,0.2012,-0.0538,0.135,-0.0143,-0.3111,0.2012,49401,801225,88178,14271,301157,100222.6,1482764.47,161155.97,34038.64,763085.5,41.11666666666667,0.2082290266078474,1.8680352923591388,67373.65,False,2026-03-30T04:12:49+00:00,3,0.7583,MID,67233.65002500001,BTC-USDT-SWAP-LONG-1774841502000-12,67147.55,67190.60001250001,0.12814296193811206
second,invalidated_or_expired,False,False,,0.6207542557016671,0.5004059773034154,,0.6126332663666357,,0.6126332663666357,0.001712185999967512,True,0.5004059773034154,,0.001712185999967512,2026-03-30T03:55:06+00:00,3.0,3.0,93.0,180.0,0.49865738219319955,1.0,,2026-03-30T03:58:06+00:00,wrong_direction,2026-03-30,SHORT,0.6747,0.5665,2.0174,0.2733,,,,,1,0,1,0,0,,0.2979,1.9007,0.2979,0.5425,0.000492,0.00079,0.000498,0.000543,3.7056,0.4126,-0.4126,2.0,0.0,27.89,-0.0701,1.2365,-0.0814,0.0643,1.0,0.6062297744177378,1.0,-0.06529381379904053,0.4996511169823048,,asia,confirmed,1,-0.0103,0.1216,-0.2466,0.1022,-0.1194,0.0103,-0.1216,0.2466,-0.1022,0.1194,34827,721176,69862,14266,164613,46427.88,1392744.1,131607.09,20333.16,292244.29,,,,,False,,3,0.3681,BAD,67200.333375,BTC-USDT-SWAP-SHORT-1774842906000-13,67101.05,67150.6916875,0.14785160436177683
second,failed_triggered,False,False,,0.6110798084915683,,0.49934668972264773,,0.0,0.5555270986286984,0.0,True,0.49934668972264773,0.5555270986286984,,2026-03-30T04:07:49+00:00,4.633333333333334,4.633333333333334,44.0,278.0,0.5017028470946299,1.0,19.033333333333335,2026-03-30T04:12:27+00:00,covered_mid,2026-03-30,LONG,0.9548,0.1723,2.401,,0.4174,True,True,False,1,1,0,0,0,-232.35,0.5368,1.818,0.5455,0.7701,0.000643,0.00076,0.000571,0.000558,3.7056,-0.2126,-0.2126,2.0,29.72,0.0,0.398,1.3999,0.3173,0.6217,2.0,0.6042184344320194,1.0,0.032746762139565976,0.49861889680526816,0.9940638124957094,asia,triggered,1,0.0211,0.1142,0.016,-0.0986,-0.0719,0.0211,0.1142,0.016,-0.0986,-0.0719,59473,703743,94236,28834,176870,138553.8,1426314.76,185282.12,85396.61,357993.3,23.666666666666668,0.05039579224779315,1.478062476574553,67499.95,False,2026-03-30T04:31:29+00:00,4,1.1164,MID,67465.95,BTC-USDT-SWAP-LONG-1774843669000-14,67295.05,67380.5,0.2536342116784443
second,invalidated_or_expired,False,False,,0.6053939343788057,0.4982495395960278,,0.5503581221625506,,0.5503581221625506,0.0,True,0.4982495395960278,,0.0,2026-03-30T03:16:35+00:00,38.516666666666666,38.516666666666666,7.0,2311.0,0.5005705275464909,1.0,,2026-03-30T03:55:06+00:00,wrong_direction,2026-03-30,SHORT,0.7543,0.4955,2.0866,0.2028,,,,,1,0,1,0,0,,0.2979,2.076,0.2979,0.5425,0.000485,0.000795,0.000524,0.000545,3.7056,0.5205,-0.5205,2.0,0.0,27.5,0.0256,1.5439,-0.0936,0.0429,0.0,0.6207542557016671,1.0,0.5962446307840678,0.5004059773034154,,asia,confirmed,1,0.0265,0.1239,-0.2303,0.2253,-0.117,-0.0265,-0.1239,0.2303,-0.2253,0.117,34317,728934,74229,14410,168096,46987.73,1403554.66,146557.69,18302.63,300735.19,,,,,False,,3,0.3738,BAD,67291.95,BTC-USDT-SWAP-SHORT-1774840595000-10,66966.450025,67129.20001249999,0.4848858245582967
second,failed_triggered,False,False,,0.6070903047365321,,0.49996786116169467,,0.0,0.551900277033211,0.0,True,0.49996786116169467,0.551900277033211,,2026-03-30T04:51:14+00:00,17.483333333333334,17.483333333333334,17.0,1049.0,0.5007285999378318,1.0,1.2666666666666666,2026-03-30T05:08:43+00:00,covered_mid,2026-03-30,LONG,0.9143,0.1523,1.9683,,0.3945,True,True,False,1,1,0,0,0,-288.62,0.3156,1.7517,0.5474,0.5813,0.000556,0.000694,0.000502,0.000565,3.7056,-0.5174,-0.5174,3.0,36.92,0.0,0.087,1.2419,0.2687,0.2801,1.0,0.6966929068144312,1.0,0.07464568923326492,0.5037511467051525,1.0,asia,triggered,1,0.2425,0.1314,0.1979,-0.2667,0.1561,0.2425,0.1314,0.1979,-0.2667,0.1561,63893,680363,100412,15097,213622,167332.2,1499934.31,234683.75,23964.55,461190.86,18.75,0.07592975168461194,2.3515452579974134,67745.55,False,2026-03-30T05:09:59+00:00,5,1.3225,MID,67694.15,BTC-USDT-SWAP-LONG-1774846274000-16,67475.25,67584.7,0.3238898744834174
second,failed_triggered,False,False,,0.7512242924572134,0.5001460132383178,,0.6829311749611031,,0.6829311749611031,0.0,True,0.5001460132383178,,0.0,2026-03-30T04:57:01+00:00,3.0833333333333335,3.0833333333333335,69.0,185.0,0.4999893109767518,1.0,42.28333333333333,2026-03-30T05:00:06+00:00,wrong_direction,2026-03-30,SHORT,0.9289,0.0817,1.9798,0.0816,,False,True,True,1,0,1,0,0,,0.3741,1.6738,0.4261,0.7622,0.000491,0.000701,0.000505,0.000579,3.7056,0.1132,-0.1132,1.0,0.0,35.82,0.2791,1.3973,0.2785,0.6228,1.0,0.6780272037578586,1.0,0.24690710348014847,0.5002964577590303,1.0,asia,triggered,1,0.1796,0.1221,0.1544,0.2328,0.1138,-0.1796,-0.1221,-0.1544,-0.2328,-0.1138,48497,680204,88778,21078,212764,109278.89,1439141.41,179491.75,55269.57,454836.41,45.36666666666667,0.07163040757679352,1.758959242540658,67437.35,False,2026-03-30T05:42:23+00:00,5,0.8675,BAD,67615.55,BTC-USDT-SWAP-SHORT-1774846621000-17,67485.690275,67550.6201375,0.192240611167849
second,failed_triggered,False,False,,0.6771811553081493,0.4991152425684728,,0.6156192320983175,,0.6156192320983175,0.0,True,0.4991152425684728,,0.0,2026-03-30T04:59:38+00:00,4.266666666666667,4.266666666666667,5.0,256.0,0.5002265835355774,1.0,38.483333333333334,2026-03-30T05:03:54+00:00,wrong_direction,2026-03-30,SHORT,0.8889,0.2117,1.9101,0.2113,,False,True,True,1,0,1,0,0,,0.3705,1.7966,0.5474,0.7928,0.000563,0.000702,0.000498,0.000591,3.7056,0.2592,-0.2592,1.0,0.0,36.3,0.1304,1.3939,0.1924,0.5433,2.0,0.6699546041559705,1.0,0.23909910821364702,0.500665068973001,0.9822196430141397,asia,triggered,1,0.2856,0.134,0.2133,0.3668,0.159,-0.2856,-0.134,-0.2133,-0.3668,-0.159,65671,692598,98719,29823,227722,179797.81,1507183.12,231420.15,94369.13,518087.97,42.75,0.17984863328867812,1.4471355379600153,67437.35,False,2026-03-30T05:42:23+00:00,5,1.4093,BAD,67694.15,BTC-USDT-SWAP-SHORT-1774846778000-18,67558.85367499999,67626.50183749999,0.20006405968640384
second,failed_triggered,False,False,,0.6432643717062716,0.49989819580334455,,0.5847857924602469,,0.5847857924602469,0.0,True,0.49989819580334455,,0.0,2026-03-30T04:13:31+00:00,11.216666666666667,11.216666666666667,5.0,673.0,0.4990939156781742,1.0,114.35,2026-03-30T04:24:44+00:00,wrong_direction,2026-03-30,SHORT,0.8185,0.2238,1.8861,0.2233,,True,False,False,1,0,1,0,0,,0.247,1.6022,0.5945,0.596,0.000558,0.000743,0.000573,0.00055,3.7056,0.1106,-0.1106,3.0,0.0,31.29,0.023,1.3534,0.2268,0.1757,2.0,0.6070033434703717,1.0,0.1031802096416758,0.5002660794887142,0.9712608622815684,asia,triggered,1,0.0155,0.1057,0.0051,0.1036,-0.0893,-0.0155,-0.1057,-0.0051,-0.1036,0.0893,50014,697166,103632,15072,177879,94805.1,1438144.37,213488.91,23349.99,362642.2,125.56666666666666,0.11203588403768583,1.4134796644465988,67244.95,False,2026-03-30T06:19:05+00:00,4,0.7741,BAD,67475.15,BTC-USDT-SWAP-SHORT-1774844011000-15,67320.372975,67397.7614875,0.22964713008857776
second,invalidated_or_expired,False,False,,0.6966929068144312,,0.5037511467051525,,0.0,0.6333571880131192,0.0,True,0.5037511467051525,0.6333571880131192,,2026-03-30T05:08:43+00:00,15.466666666666667,15.466666666666667,30.0,928.0,0.5003254403418154,1.0,,2026-03-30T05:24:11+00:00,covered_mid,2026-03-30,LONG,0.8328,0.2099,1.7926,,0.1986,,,,1,1,0,0,0,-304.08,0.3375,1.8463,0.409,0.6565,0.000754,0.000703,0.000663,0.000614,3.7056,-0.3594,-0.3594,3.0,38.9,0.0,0.005,1.434,0.1243,0.4456,1.0,0.6122124046154724,1.0,0.45261095844436006,0.4987962542990261,,asia,confirmed,1,0.2223,0.1479,0.2345,-0.1131,0.2107,0.2223,0.1479,0.2345,-0.1131,0.2107,56301,687584,120336,8436,217481,186395.72,1632868.78,355596.9,11617.45,551408.85,,,,,False,,5,1.4593,MID,67774.95,BTC-USDT-SWAP-LONG-1774847323000-19,67567.85,67671.4,0.3060377057368272
second,failed_triggered,False,False,,0.6050068897788685,0.5015271214195424,,0.550006263435335,,0.550006263435335,0.0,True,0.5015271214195424,,0.0,2026-03-30T06:35:38+00:00,4.316666666666666,4.316666666666666,61.0,259.0,0.5006103253174377,1.0,23.85,2026-03-30T06:39:57+00:00,wrong_direction,2026-03-30,SHORT,-0.0918,0.757,1.0085,0.2806,,True,True,False,1,0,1,0,0,,0.119,1.0253,0.3658,0.4878,0.000375,0.000532,0.000428,0.000456,3.7056,0.4825,-0.4825,0.0,0.0,48.59,-0.0086,0.1917,-0.2807,-0.356,0.0,0.6112487464320524,1.0,-0.10962787337746548,0.4998847469067728,1.0,asia,triggered,1,-0.0555,-0.0052,-0.3287,0.1114,-0.2813,0.0555,0.0052,0.3287,-0.1114,0.2813,25627,518479,69298,7481,133223,63804.48,1273526.97,208952.57,18417.43,380563.89,28.166666666666668,0.058985190138221635,1.8545942166027063,67201.75,False,2026-03-30T07:03:48+00:00,6,0.5993,BAD,67318.95,BTC-USDT-SWAP-SHORT-1774852538000-20,67241.412475,67280.1812375,0.11524571363189984
second,invalidated_or_expired,False,False,,0.6065342223947364,,0.4993844018528916,,0.0,0.5513947476315785,0.0,True,0.4993844018528916,0.5513947476315785,,2026-03-30T08:23:04+00:00,8.15,8.15,10.0,489.0,0.4987283293899191,1.0,,2026-03-30T08:31:13+00:00,covered_late,2026-03-30,LONG,0.3802,0.2334,0.8052,,0.1973,,,,0,1,0,1,0,-491.12,0.2631,1.0471,0.4312,0.952,0.00048,0.000532,0.000738,0.000689,3.7056,-0.1881,-0.1881,1.0,62.82,0.0,-0.1643,0.1433,0.1202,0.5382,0.0,0.6006998087573492,1.0,-0.1656550132782909,0.49906198916368166,,europe,confirmed,1,-0.0834,-0.0536,0.0857,-0.0922,0.1297,-0.0834,-0.0536,0.0857,-0.0922,0.1297,38824,440828,117064,8855,198693,102709.35,1146874.32,351324.21,19090.93,532356.02,,,,,False,,8,1.291,BAD,67784.925525,BTC-USDT-SWAP-LONG-1774858984000-22,67691.55,67738.23776250001,0.13784758518133264
second,failed_triggered,False,False,,0.6120011690342156,,0.5002141884186102,,0.0,0.5563646991220141,0.0,True,0.5002141884186102,0.5563646991220141,,2026-03-30T12:11:12+00:00,3.0,3.0,117.0,180.0,0.49931358937120945,1.0,9.25,2026-03-30T12:14:12+00:00,covered_late,2026-03-30,LONG,0.384,0.2374,0.7269,,0.4174,False,True,True,0,1,0,1,0,-714.1,0.3662,0.9713,0.4692,0.7499,0.000446,0.000548,0.000431,0.00082,3.7056,-0.5932,-0.5932,0.0,91.35,0.0,0.3144,0.374,0.3835,0.407,0.0,0.7167585034013576,1.0,0.1533148641545281,0.5181213536228895,0.9745715661425773,europe,triggered,1,0.1228,0.0887,0.1239,-0.3032,0.0984,0.1228,0.0887,0.1239,-0.3032,0.0984,41813,394106,70729,12098,218739,145047.46,1078046.48,190017.01,53214.0,604869.81,12.25,0.1422331488724154,1.4222125291021424,67942.85,False,2026-03-30T12:23:27+00:00,12,1.6334,BAD,67846.35,BTC-USDT-SWAP-LONG-1774872672000-23,67772.74667499999,67809.54833749999,0.10854419002126604
second,failed_triggered,False,False,,0.9226374608503788,,0.5099260408714671,,0.0,0.8387613280457988,0.0,True,0.5099260408714671,0.8387613280457988,,2026-03-30T12:19:00+00:00,3.0,3.0,182.0,180.0,0.5006619324792869,1.0,59.86666666666667,2026-03-30T12:22:00+00:00,covered_late,2026-03-30,LONG,0.4766,0.1429,0.8205,,0.4483,True,True,False,0,1,0,1,0,-721.9,0.2302,0.9713,0.4821,0.7499,0.00043,0.000544,0.000432,0.000828,3.7056,-0.2248,-0.2248,0.0,92.34,0.0,0.1475,0.4642,0.2927,0.5002,1.0,0.6906417066866861,1.0,0.5517930842047835,0.501919214372634,1.0,europe,triggered,1,-0.3488,0.0504,-0.0783,-0.2557,0.0403,-0.3488,0.0504,-0.0783,-0.2557,0.0403,36822,392478,70993,15197,227495,151319.0,1104460.86,242863.88,51201.43,674876.15,62.86666666666667,0.238681025497514,1.711501601692306,68062.95,False,2026-03-30T13:21:52+00:00,12,1.7563,BAD,67900.883475,BTC-USDT-SWAP-LONG-1774873140000-24,67833.016525,67866.95,0.09999999999999411
second,primary_unique_reached_move,True,True,2,0.6221962885172021,0.48296046160309697,,0.7842904017281253,,0.7842904017281253,0.0077314235980720045,True,0.48296046160309697,,0.0077314235980720045,2026-03-30T12:38:23+00:00,3.0,3.0,180.0,180.0,0.5033762157863547,1.0,48.86666666666667,2026-03-30T12:41:23+00:00,wrong_direction,2026-03-30,SHORT,0.3677,0.2362,0.7281,0.2026,,False,True,True,0,0,1,0,0,,0.1987,0.9713,0.2866,0.6461,0.000457,0.00056,0.000484,0.000463,3.7056,0.713,-0.713,2.0,0.0,94.82,-0.0174,0.5655,0.0319,0.4018,0.0,0.8173183449261405,1.0,-0.23507242574252896,0.4925078697420943,1.0,europe,triggered,1,0.2148,0.0419,-0.1186,0.486,0.0032,-0.2148,-0.0419,0.1186,-0.486,-0.0032,31786,408206,76251,9879,144819,120710.37,1152055.11,307199.3,46684.08,458713.86,51.86666666666667,0.07020364218266342,2.2476560226398923,67755.15,False,2026-03-30T13:30:15+00:00,12,1.4288,BAD,67943.904975,BTC-USDT-SWAP-SHORT-1774874303000-25,67802.75,67873.3274875,0.20796825531501115
second,duplicate_reached_move,False,True,2,0.674688812278179,0.4993370043067557,,0.6133534657074354,,0.6133534657074354,0.0,True,0.4993370043067557,,0.0,2026-03-30T08:08:54+00:00,19.233333333333334,19.233333333333334,60.0,1154.0,0.4991039902327392,1.0,332.45,2026-03-30T08:28:08+00:00,wrong_direction,2026-03-30,SHORT,0.3862,0.2327,0.8059,0.2321,,True,False,False,0,0,1,0,0,,0.2785,1.0471,0.5532,0.952,0.000655,0.000533,0.000755,0.000693,3.7056,-0.0103,0.0103,0.0,0.0,62.43,-0.063,0.0872,0.2812,0.6461,0.0,0.6025669989101954,1.0,0.11227676028954851,0.4979380849480283,0.9664078300066865,europe,triggered,1,-0.0454,-0.0548,0.1052,0.0956,0.1341,0.0454,0.0548,-0.1052,-0.0956,-0.1341,51057,442393,126919,11170,199593,149726.37,1148972.93,387693.1,25142.2,529624.07,351.68333333333334,0.16841097596376503,1.4006000618285195,67577.55,False,2026-03-30T14:00:35+00:00,8,1.9668,BAD,67879.95,BTC-USDT-SWAP-SHORT-1774858134000-21,67691.55,67785.75,0.277934521636176
second,invalidated_or_expired,False,False,,0.6633146291952499,,0.5000769744270306,,0.0,0.603013299268409,0.0,True,0.5000769744270306,0.603013299268409,,2026-03-30T13:47:55+00:00,5.25,5.25,24.0,315.0,0.5003313951797556,1.0,,2026-03-30T13:53:10+00:00,missed_no_move_in_4h,2026-03-30,LONG,0.1028,0.6947,0.5868,,0.2122,,,,0,0,0,0,0,,0.5401,1.1269,0.7262,0.9083,0.000859,0.000682,0.000845,0.000731,,0.1257,0.1257,0.0,0.0,0.0,-0.3145,0.4321,-0.4333,-0.1808,0.0,0.6098178493462972,1.0,-0.0858535736700862,0.5007771641145676,,europe,confirmed,1,-0.2186,0.0004,-0.2218,-0.1088,-0.1059,-0.2186,0.0004,-0.2218,-0.1088,-0.1059,85416,590393,175514,24602,255996,253502.93,1831053.38,548150.96,55157.09,804808.22,,,,,False,,13,1.976,BAD,67787.126625,BTC-USDT-SWAP-LONG-1774878475000-26,67585.05,67686.08831250001,0.2985497168443737
