zone_id,date,direction,confirmed_iso,tz_entry_ref_price,tz_session_high,tz_session_low,tz_nearest_obstacle_pct,tz_nearest_obstacle_type,tz_room_to_run_pct,tz_n_obstacles_within_2pct,tz_target_price,tz_target_type,tz_target_distance_pct,tz_has_target_ge_2pct,tz_void_thin_path_score,tz_opposing_wall_risk,tz_max_wall_on_path,tz_n_swing_levels,tz_n_volume_nodes,watch_label,coverage_class,setup_type
BTC-USDT-SWAP-SHORT-1774311890000-5,2026-03-24,SHORT,2026-03-24T00:27:50+00:00,70705.6,71058.4,70619.4,0.0786,hvn,0.0786,4,,blocked,0.0786,0,0.1008,47.0,553.16,10,6,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774310514000-2,2026-03-24,LONG,2026-03-24T00:04:54+00:00,70881.3,71058.4,70841.6,0.0969,swing_high,0.0969,6,,blocked,0.0969,0,0.097,79.0,620.41,10,6,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774311662000-4,2026-03-24,SHORT,2026-03-24T00:24:50+00:00,70746.7,71058.4,70619.4,0.0769,swing_high,0.0769,5,,blocked,0.0769,0,0.0965,75.0,913.58,10,6,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774310581000-3,2026-03-24,LONG,2026-03-24T00:08:03+00:00,70899.9,71058.4,70839.3,0.0707,swing_high,0.0707,6,,blocked,0.0707,0,0.0982,66.0,651.84,8,6,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774312736000-6,2026-03-24,SHORT,2026-03-24T00:45:56+00:00,70592.5,71058.4,70383.1,0.2966,session_low,0.2966,1,,blocked,0.2966,0,0.0992,61.0,407.75,11,5,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774327507000-10,2026-03-24,SHORT,2026-03-24T04:48:07+00:00,70291.7,71058.4,70235.1,0.0805,session_low,0.0805,1,,blocked,0.0805,0,0.0996,57.0,666.93,11,5,GOOD,covered_watch_early,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774313004000-7,2026-03-24,LONG,2026-03-24T01:03:07+00:00,70642.5,71058.4,70383.1,0.0624,swing_low,0.0624,11,,blocked,0.0624,0,0.0959,72.0,970.19,8,5,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774329160000-12,2026-03-24,SHORT,2026-03-24T05:16:14+00:00,70180.6,71058.4,70123.8,0.0809,session_low,0.0809,1,,blocked,0.0809,0,0.0964,79.0,807.55,6,5,GOOD,covered_watch_early,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774329743000-13,2026-03-24,SHORT,2026-03-24T05:28:52+00:00,70141.5,71058.4,70093.0,0.0691,session_low,0.0691,1,,blocked,0.0691,0,0.0982,66.0,636.64,12,5,GOOD,covered_watch_early,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774331704000-14,2026-03-24,SHORT,2026-03-24T06:07:43+00:00,70330.6,71058.4,70093.0,0.1516,swing_low,0.1516,3,,blocked,0.1516,0,0.0994,63.0,246.96,5,5,GOOD,covered_watch_early,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774328942000-11,2026-03-24,LONG,2026-03-24T05:46:15+00:00,70325.6,71058.4,70093.0,0.1058,hvn,0.1058,10,,blocked,0.1058,0,0.0976,70.0,648.53,5,5,BAD,wrong_direction,absorption_reversal_long
BTC-USDT-SWAP-LONG-1774316785000-9,2026-03-24,LONG,2026-03-24T01:49:25+00:00,70420.0,71058.4,70235.1,0.3091,swing_low,0.3091,13,,blocked,0.3091,0,0.0993,57.0,624.46,8,5,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1774315073000-8,2026-03-24,LONG,2026-03-24T01:46:25+00:00,70387.7,71058.4,70235.1,0.3727,hvn,0.3727,17,,blocked,0.3727,0,0.0995,48.0,1457.17,11,5,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1774337368000-16,2026-03-24,LONG,2026-03-24T07:33:05+00:00,70881.1,71058.4,70093.0,0.1466,swing_high,0.1466,2,,blocked,0.1466,0,0.0958,66.0,2433.33,14,5,BAD,wrong_direction,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774339003000-17,2026-03-24,SHORT,2026-03-24T08:12:33+00:00,71124.3,71375.0,70093.0,0.4498,swing_low,0.4498,13,,blocked,0.4498,0,0.097,88.0,318.53,6,6,MID,covered_mid,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774340147000-19,2026-03-24,LONG,2026-03-24T08:31:30+00:00,70894.1,71375.0,70093.0,0.6783,session_high,0.6783,1,,blocked,0.6783,0,0.105,23.0,375.2,11,6,BAD,wrong_direction,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1774346043000-20,2026-03-24,LONG,2026-03-24T09:59:06+00:00,71299.8,71375.0,70093.0,0.1055,session_high,0.1055,1,,blocked,0.1055,0,0.0947,59.0,4528.45,9,6,BAD,wrong_direction,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1774346346000-21,2026-03-24,LONG,2026-03-24T10:06:07+00:00,71242.2,71375.0,70093.0,0.1864,session_high,0.1864,1,,blocked,0.1864,0,0.0965,75.0,704.73,13,6,BAD,wrong_direction,absorption_reversal_long
BTC-USDT-SWAP-LONG-1774339604000-18,2026-03-24,LONG,2026-03-24T08:15:47+00:00,71055.9,71375.0,70093.0,0.4491,session_high,0.4491,1,,blocked,0.4491,0,0.0989,71.0,659.05,11,6,BAD,wrong_direction,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774336685000-15,2026-03-24,SHORT,2026-03-24T07:56:43+00:00,71007.5,71058.4,70093.0,0.2218,hvn,0.2218,12,,blocked,0.2218,0,0.0954,90.0,1043.46,6,5,GOOD,covered_watch_early,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774362766000-24,2026-03-24,SHORT,2026-03-24T14:36:16+00:00,70047.1,71375.0,69713.5,0.0672,hvn,0.0672,2,,blocked,0.0672,0,0.0961,58.0,815.89,10,8,BAD,covered_late,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1774362129000-23,2026-03-24,SHORT,2026-03-24T14:32:46+00:00,69948.5,71375.0,69713.5,0.336,session_low,0.336,1,,blocked,0.336,0,0.1005,46.0,538.86,13,8,BAD,covered_late,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774363528000-25,2026-03-24,LONG,2026-03-24T14:48:28+00:00,69750.1,71375.0,69558.6,0.3583,hvn,0.3583,11,71150.0,hvn,2.007,1,0.0938,70.0,3317.18,8,9,BAD,wrong_direction,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774369947000-26,2026-03-24,SHORT,2026-03-24T16:35:59+00:00,69645.4,71375.0,69460.0,0.2662,session_low,0.2662,1,,blocked,0.2662,0,0.1014,42.0,964.35,7,9,BAD,covered_late,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774361880000-22,2026-03-24,LONG,2026-03-24T14:23:46+00:00,69885.5,71375.0,69713.5,0.4815,swing_low,0.4815,21,71300.0,swing_high,2.024,1,0.0968,61.0,1000.0,14,8,BAD,wrong_direction,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774371172000-29,2026-03-24,SHORT,2026-03-24T16:55:52+00:00,69426.3,71375.0,69230.9,0.2814,session_low,0.2814,1,,blocked,0.2814,0,0.0926,92.0,678.79,8,10,BAD,covered_late,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774370927000-28,2026-03-24,SHORT,2026-03-24T16:52:46+00:00,69565.9,71375.0,69230.9,0.4816,session_low,0.4816,1,,blocked,0.4816,0,0.09,114.0,678.9,7,10,BAD,covered_late,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774372444000-31,2026-03-24,SHORT,2026-03-24T17:31:30+00:00,69156.3,71375.0,69065.0,0.132,session_low,0.132,1,,blocked,0.132,0,0.0932,86.0,582.39,10,11,BAD,covered_late,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1774374739000-32,2026-03-24,SHORT,2026-03-24T17:55:19+00:00,69000.5,71375.0,68868.1,0.1919,session_low,0.1919,1,,blocked,0.1919,0,0.0908,98.0,1223.46,6,11,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774372202000-30,2026-03-24,SHORT,2026-03-24T17:14:04+00:00,69191.3,71375.0,69090.0,0.0597,hvn,0.0597,2,,blocked,0.0597,0,0.0938,76.0,665.88,5,10,BAD,covered_late,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774381867000-33,2026-03-24,SHORT,2026-03-24T19:54:07+00:00,69296.7,71375.0,68868.1,0.1395,hvn,0.1395,3,,blocked,0.1395,0,0.0954,82.0,799.05,6,10,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774385370000-34,2026-03-24,LONG,2026-03-24T21:01:09+00:00,70061.7,71375.0,68868.1,0.0547,hvn,0.0547,4,,blocked,0.0547,0,0.0974,66.0,655.19,4,10,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774389025000-35,2026-03-24,SHORT,2026-03-24T21:53:25+00:00,70248.8,71375.0,68868.1,0.283,hvn,0.283,18,,blocked,0.283,0,0.0996,59.0,627.1,9,8,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774370647000-27,2026-03-24,LONG,2026-03-24T17:15:14+00:00,69235.7,71375.0,69090.0,0.5203,swing_high,0.5203,10,70833.0,swing_low,2.307,1,0.0928,95.0,636.42,8,10,BAD,wrong_direction,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774389074000-36,2026-03-24,SHORT,2026-03-24T22:48:06+00:00,70260.8,71375.0,68868.1,0.1577,hvn,0.1577,10,,blocked,0.1577,0,0.096,74.0,626.52,1,8,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774396839000-1,2026-03-25,SHORT,2026-03-25T00:14:08+00:00,70639.7,70730.5,70485.5,0.1227,swing_high,0.1227,17,69200.0,hvn,2.0381,1,0.1023,44.0,221.01,9,9,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774397648000-4,2026-03-25,SHORT,2026-03-25T00:22:13+00:00,70548.0,70730.5,70485.5,0.068,hvn,0.068,15,,blocked,0.068,0,0.0988,62.0,671.72,5,9,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-LONG-1774397341000-2,2026-03-25,LONG,2026-03-25T00:12:01+00:00,70682.0,70730.5,70485.5,0.0686,session_high,0.0686,2,,blocked,0.0686,0,0.0993,64.0,801.45,1,9,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1774397404000-3,2026-03-25,LONG,2026-03-25T00:13:04+00:00,70695.1,70730.5,70485.5,0.0501,session_high,0.0501,1,,blocked,0.0501,0,0.0996,62.0,485.2,5,9,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1774400096000-6,2026-03-25,LONG,2026-03-25T00:58:13+00:00,70870.2,71022.6,70417.6,0.215,session_high,0.215,1,,blocked,0.215,0,0.0979,70.0,686.74,4,10,BAD,missed_no_move_in_4h,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1774407695000-9,2026-03-25,LONG,2026-03-25T03:13:50+00:00,70451.8,71022.6,70387.4,0.0684,hvn,0.0684,9,,blocked,0.0684,0,0.0988,67.0,512.76,2,8,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1774405086000-8,2026-03-25,LONG,2026-03-25T02:21:20+00:00,70563.9,71022.6,70417.6,0.0512,hvn,0.0512,7,,blocked,0.0512,0,0.0988,61.0,623.5,7,8,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1774401634000-7,2026-03-25,LONG,2026-03-25T01:24:53+00:00,70700.0,71022.6,70417.6,0.1414,hvn,0.1414,3,,blocked,0.1414,0,0.0951,88.0,634.82,9,10,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774408213000-10,2026-03-25,SHORT,2026-03-25T03:44:58+00:00,70719.9,71022.6,70362.3,0.0988,hvn,0.0988,10,69260.9,swing_low,2.0631,1,0.0989,60.0,376.13,8,8,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1774416093000-12,2026-03-25,SHORT,2026-03-25T06:03:42+00:00,71080.0,71315.0,70362.3,0.362,swing_high,0.362,11,,blocked,0.362,0,0.0992,59.0,618.78,6,6,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774419017000-14,2026-03-25,LONG,2026-03-25T06:15:12+00:00,71070.0,71315.0,70362.3,0.3447,swing_high,0.3447,2,,blocked,0.3447,0,0.1024,41.0,619.23,5,6,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1774425909000-16,2026-03-25,LONG,2026-03-25T08:27:37+00:00,71053.6,71315.0,70362.3,0.0653,hvn,0.0653,3,,blocked,0.0653,0,0.101,51.0,281.42,6,5,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1774416472000-13,2026-03-25,LONG,2026-03-25T05:32:19+00:00,71206.3,71315.0,70362.3,0.1527,session_high,0.1527,1,,blocked,0.1527,0,0.1012,47.0,638.89,12,7,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774399490000-5,2026-03-25,SHORT,2026-03-25T01:00:27+00:00,70813.3,71022.6,70417.6,0.0712,swing_high,0.0712,14,69300.0,hvn,2.137,1,0.0989,56.0,1099.06,8,10,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774415629000-11,2026-03-25,LONG,2026-03-25T05:27:52+00:00,71158.5,71315.0,70362.3,0.2199,session_high,0.2199,1,,blocked,0.2199,0,0.0989,70.0,359.58,5,7,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1774432966000-18,2026-03-25,LONG,2026-03-25T10:06:45+00:00,71316.2,71494.0,70362.3,0.2493,session_high,0.2493,1,,blocked,0.2493,0,0.1013,50.0,665.83,6,6,BAD,missed_no_move_in_4h,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1774433029000-19,2026-03-25,LONG,2026-03-25T10:07:48+00:00,71334.0,71494.0,70362.3,0.2243,session_high,0.2243,1,,blocked,0.2243,0,0.1002,63.0,275.68,6,6,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1774436211000-21,2026-03-25,LONG,2026-03-25T11:04:33+00:00,71453.8,71651.2,70362.3,0.0563,swing_high,0.0563,2,,blocked,0.0563,0,0.0924,75.0,615.58,12,6,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774427887000-17,2026-03-25,SHORT,2026-03-25T09:00:40+00:00,71204.5,71494.0,70362.3,0.0765,hvn,0.0765,14,,blocked,0.0765,0,0.1016,56.0,207.7,12,6,MID,noisy_partial_1_5,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774437718000-22,2026-03-25,LONG,2026-03-25T11:25:01+00:00,71653.9,71747.1,70362.3,0.1301,session_high,0.1301,1,,blocked,0.1301,0,0.0929,99.0,1717.12,12,7,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774435972000-20,2026-03-25,SHORT,2026-03-25T10:55:58+00:00,71523.2,71651.2,70362.3,0.1023,swing_high,0.1023,19,,blocked,0.1023,0,0.0919,69.0,2500.05,12,6,MID,noisy_partial_1_5,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774437958000-23,2026-03-25,LONG,2026-03-25T11:34:44+00:00,71910.8,71949.9,70362.3,0.0544,session_high,0.0544,1,,blocked,0.0544,0,0.0954,77.0,611.57,11,7,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774439218000-24,2026-03-25,SHORT,2026-03-25T11:52:41+00:00,71580.5,71989.0,70362.3,0.2121,swing_low,0.2121,12,,blocked,0.2121,0,0.0986,65.0,614.68,5,7,MID,noisy_partial_1_5,retest_after_breakout_short
BTC-USDT-SWAP-LONG-1774445278000-26,2026-03-25,LONG,2026-03-25T13:42:18+00:00,71900.0,71989.0,70362.3,0.1238,session_high,0.1238,1,,blocked,0.1238,0,0.0995,61.0,612.05,8,6,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774446087000-27,2026-03-25,SHORT,2026-03-25T14:07:46+00:00,71474.1,71989.0,70362.3,0.0635,swing_low,0.0635,11,,blocked,0.0635,0,0.095,94.0,626.16,6,6,MID,noisy_partial_1_5,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774439561000-25,2026-03-25,SHORT,2026-03-25T12:28:49+00:00,71207.9,71989.0,70362.3,0.0813,hvn,0.0813,3,,blocked,0.0813,0,0.0979,54.0,617.3,3,7,MID,noisy_partial_1_5,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774448158000-28,2026-03-25,LONG,2026-03-25T14:42:55+00:00,71347.1,71989.0,70362.3,0.0706,swing_high,0.0706,7,,blocked,0.0706,0,0.1,56.0,378.88,8,6,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774452639000-29,2026-03-25,SHORT,2026-03-25T15:40:35+00:00,70865.7,71989.0,70362.3,0.7104,session_low,0.7104,1,,blocked,0.7104,0,0.0969,76.0,673.97,9,7,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774460558000-31,2026-03-25,SHORT,2026-03-25T17:45:38+00:00,70872.1,71989.0,70362.3,0.7193,session_low,0.7193,1,,blocked,0.7193,0,0.1018,49.0,406.0,2,7,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1774459290000-30,2026-03-25,SHORT,2026-03-25T17:24:36+00:00,71022.8,71989.0,70362.3,0.93,session_low,0.93,1,,blocked,0.93,0,0.1017,48.0,405.48,5,7,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774461630000-32,2026-03-25,SHORT,2026-03-25T18:03:31+00:00,70757.1,71989.0,70362.3,0.558,session_low,0.558,1,,blocked,0.558,0,0.0982,62.0,617.37,6,7,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774480244000-33,2026-03-25,LONG,2026-03-25T23:21:31+00:00,71263.0,71989.0,70362.3,0.1922,hvn,0.1922,2,,blocked,0.1922,0,0.0964,58.0,617.79,7,6,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1774483234000-1,2026-03-26,LONG,2026-03-26T00:14:56+00:00,71218.4,71348.0,71160.0,0.1043,swing_low,0.1043,5,,blocked,0.1043,0,0.099,49.0,550.11,8,6,BAD,missed_no_move_in_4h,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1774484096000-2,2026-03-26,LONG,2026-03-26T00:24:34+00:00,71267.9,71358.3,71160.0,0.1152,hvn,0.1152,4,,blocked,0.1152,0,0.0973,66.0,408.33,6,6,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774485627000-4,2026-03-26,SHORT,2026-03-26T00:50:33+00:00,71344.2,71416.7,71160.0,0.0722,swing_low,0.0722,11,,blocked,0.0722,0,0.0947,73.0,630.67,7,5,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774484401000-3,2026-03-26,SHORT,2026-03-26T00:40:27+00:00,71310.1,71378.1,71160.0,0.1642,swing_low,0.1642,8,,blocked,0.1642,0,0.0942,78.0,801.99,5,5,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774487843000-6,2026-03-26,SHORT,2026-03-26T01:20:23+00:00,71208.5,71416.7,71102.0,0.1496,session_low,0.1496,10,,blocked,0.1496,0,0.0928,90.0,729.87,10,5,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774486088000-5,2026-03-26,LONG,2026-03-26T00:57:52+00:00,71232.5,71416.7,71102.0,0.165,hvn,0.165,4,,blocked,0.165,0,0.1,48.0,390.95,9,5,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774493504000-10,2026-03-26,SHORT,2026-03-26T02:54:51+00:00,70852.2,71416.7,70650.0,0.2854,session_low,0.2854,2,,blocked,0.2854,0,0.0934,73.0,2426.31,10,5,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774492655000-8,2026-03-26,SHORT,2026-03-26T02:51:44+00:00,70865.0,71416.7,70650.0,0.0507,swing_low,0.0507,2,,blocked,0.0507,0,0.096,73.0,647.1,6,5,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1774495702000-11,2026-03-26,SHORT,2026-03-26T03:31:22+00:00,70733.2,71416.7,70650.0,0.1176,session_low,0.1176,1,,blocked,0.1176,0,0.0938,89.0,986.99,5,5,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774502716000-13,2026-03-26,SHORT,2026-03-26T05:31:45+00:00,70508.2,71416.7,70443.1,0.0923,session_low,0.0923,1,,blocked,0.0923,0,0.0987,61.0,653.78,14,6,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1774503105000-14,2026-03-26,SHORT,2026-03-26T05:38:13+00:00,70543.0,71416.7,70443.1,0.1416,session_low,0.1416,1,,blocked,0.1416,0,0.0966,64.0,1748.08,10,6,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774492706000-9,2026-03-26,LONG,2026-03-26T02:41:26+00:00,70800.0,71416.7,70650.0,0.1008,swing_low,0.1008,13,,blocked,0.1008,0,0.1007,47.0,300.24,7,5,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1774491706000-7,2026-03-26,LONG,2026-03-26T02:38:26+00:00,70724.0,71416.7,70650.0,0.0509,swing_low,0.0509,13,,blocked,0.0509,0,0.0961,68.0,349.12,7,5,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774504288000-15,2026-03-26,SHORT,2026-03-26T06:05:34+00:00,69900.1,71416.7,69833.7,0.095,session_low,0.095,1,,blocked,0.095,0,0.1016,46.0,366.22,8,8,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1774513471000-17,2026-03-26,SHORT,2026-03-26T08:29:30+00:00,69795.0,71416.7,69751.0,0.063,session_low,0.063,1,,blocked,0.063,0,0.0997,58.0,378.84,10,8,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774505134000-16,2026-03-26,SHORT,2026-03-26T06:12:33+00:00,70005.3,71416.7,69833.7,0.2451,session_low,0.2451,1,,blocked,0.2451,0,0.0996,62.0,339.32,8,8,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774501901000-12,2026-03-26,LONG,2026-03-26T06:00:47+00:00,69972.3,71416.7,69840.0,1.02,swing_low,1.02,15,71400.0,hvn,2.0404,1,0.1003,41.0,1837.52,9,8,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774518380000-20,2026-03-26,SHORT,2026-03-26T10:09:02+00:00,69480.0,71416.7,69366.1,0.1639,session_low,0.1639,1,,blocked,0.1639,0,0.1011,52.0,479.37,12,8,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-LONG-1774520499000-23,2026-03-26,LONG,2026-03-26T10:27:43+00:00,69655.6,71416.7,69366.1,0.3385,swing_high,0.3385,19,71416.7,session_high,2.5283,1,0.0988,61.0,632.05,14,8,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774518188000-19,2026-03-26,SHORT,2026-03-26T09:46:08+00:00,69453.8,71416.7,69407.0,0.0674,session_low,0.0674,1,,blocked,0.0674,0,0.1026,49.0,244.13,8,9,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774520436000-22,2026-03-26,LONG,2026-03-26T10:24:17+00:00,69651.1,71416.7,69366.1,0.345,swing_high,0.345,17,71416.7,session_high,2.5349,1,0.0985,61.0,631.53,12,8,BAD,missed_no_move_in_4h,retest_after_breakout_long
BTC-USDT-SWAP-SHORT-1774527206000-27,2026-03-26,SHORT,2026-03-26T12:16:26+00:00,69361.1,71416.7,69156.0,0.2957,session_low,0.2957,1,,blocked,0.2957,0,0.0968,66.0,939.6,9,8,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774524970000-24,2026-03-26,LONG,2026-03-26T11:42:37+00:00,69379.9,71416.7,69156.0,0.101,hvn,0.101,18,71416.7,session_high,2.9357,1,0.0949,75.0,2000.02,11,8,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1774526555000-25,2026-03-26,LONG,2026-03-26T12:07:46+00:00,69315.7,71416.7,69156.0,0.1938,hvn,0.1938,17,70799.7,swing_low,2.1409,1,0.0958,62.0,2527.91,12,8,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1774518751000-21,2026-03-26,LONG,2026-03-26T10:00:21+00:00,69542.5,71416.7,69366.1,0.3421,swing_low,0.3421,18,71416.7,session_high,2.695,1,0.0974,67.0,864.34,11,9,BAD,missed_no_move_in_4h,retest_after_breakout_long
BTC-USDT-SWAP-SHORT-1774526799000-26,2026-03-26,SHORT,2026-03-26T12:13:26+00:00,69340.8,71416.7,69156.0,0.2665,session_low,0.2665,1,,blocked,0.2665,0,0.097,67.0,939.61,9,8,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1774517981000-18,2026-03-26,LONG,2026-03-26T09:50:31+00:00,69475.6,71416.7,69366.1,0.3964,swing_low,0.3964,14,70867.1,swing_high,2.0029,1,0.0977,40.0,1823.29,9,9,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1774533115000-28,2026-03-26,LONG,2026-03-26T14:05:55+00:00,69665.2,71416.7,69156.0,0.2983,swing_low,0.2983,5,71416.7,session_high,2.5142,1,0.0991,51.0,631.62,6,5,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1774533389000-29,2026-03-26,SHORT,2026-03-26T14:02:09+00:00,69615.8,71416.7,69156.0,0.0945,hvn,0.0945,5,,blocked,0.0945,0,0.1006,44.0,485.87,8,5,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1774539002000-33,2026-03-26,SHORT,2026-03-26T15:51:41+00:00,69056.1,71416.7,68495.1,0.226,hvn,0.226,3,,blocked,0.226,0,0.0957,80.0,539.81,8,8,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1774538608000-32,2026-03-26,SHORT,2026-03-26T15:30:02+00:00,68965.5,71416.7,68495.1,0.6821,session_low,0.6821,1,,blocked,0.6821,0,0.0981,66.0,435.99,12,8,BAD,missed_no_move_in_4h,absorption_reversal_short
