selector,kind,selected_n,alerts_per_day,good_n,wrong_n,precision_pct,recall_pct,wrong_rate_pct,h1_precision_pct,h2_precision_pct,long_precision_pct,short_precision_pct,avg_lead_min,median_lead_min
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_30m_ge_0.0001::top1,pair+top1,29,1.0,2,2,6.9,1.63,6.9,7.14,6.67,7.69,6.25,121.08,121.08
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_30m_le_0.0001,pair,366,12.621,59,51,16.12,47.97,13.93,14.74,17.14,15.61,16.58,97.57,82.85
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_30m_le_0.0001::top1,pair+top1,29,1.0,7,3,24.14,5.69,10.34,14.29,33.33,27.27,22.22,95.64,62.63
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_30m_ge_0.0733,pair,235,8.103,26,25,11.06,21.14,10.64,13.98,9.15,14.53,7.63,111.64,109.37
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_30m_ge_0.0733::top1,pair+top1,29,1.0,2,2,6.9,1.63,6.9,7.14,6.67,8.33,5.88,194.25,194.25
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_30m_le_0.0733,pair,496,17.103,77,64,15.52,62.6,12.9,17.86,13.6,15.83,15.23,96.02,85.95
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_30m_le_0.0733::top1,pair+top1,29,1.0,6,3,20.69,4.88,10.34,14.29,26.67,33.33,11.76,103.92,98.96
L2::P::local_range_180m_pct_ge_1.0518+local_range_30m_pct_ge_0.4406,pair,614,21.172,55,90,8.96,44.72,14.66,10.39,7.22,10.51,7.52,93.95,86.42
L2::P::local_range_180m_pct_ge_1.0518+local_range_30m_pct_ge_0.4406::top1,pair+top1,28,0.966,1,3,3.57,0.81,10.71,7.14,0.0,8.33,0.0,101.07,101.07
L2::P::local_range_180m_pct_ge_1.0518+local_range_30m_pct_le_0.4406,pair,119,4.103,14,17,11.76,11.38,14.29,15.0,10.13,13.64,9.43,120.09,121.05
L2::P::local_range_180m_pct_ge_1.0518+local_range_30m_pct_le_0.4406::top1,pair+top1,28,0.966,5,2,17.86,4.07,7.14,15.38,20.0,16.67,20.0,156.22,190.22
L2::P::local_range_180m_pct_ge_1.0518+local_range_30m_pct_ge_0.5848,pair,472,16.276,38,70,8.05,30.89,14.83,8.92,6.9,9.5,6.77,94.35,81.41
L2::P::local_range_180m_pct_ge_1.0518+local_range_30m_pct_ge_0.5848::top1,pair+top1,28,0.966,0,3,0.0,0.0,10.71,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_ge_1.0518+local_range_30m_pct_le_0.5848,pair,260,8.966,31,37,11.92,25.2,14.23,15.74,9.21,13.67,9.92,105.25,117.75
L2::P::local_range_180m_pct_ge_1.0518+local_range_30m_pct_le_0.5848::top1,pair+top1,29,1.0,2,4,6.9,1.63,13.79,7.14,6.67,15.38,0.0,145.64,145.64
L2::P::local_range_180m_pct_ge_1.0518+local_range_30m_pct_ge_0.7621,pair,304,10.483,21,44,6.91,17.07,14.47,7.73,5.69,7.09,6.75,87.6,71.68
L2::P::local_range_180m_pct_ge_1.0518+local_range_30m_pct_ge_0.7621::top1,pair+top1,27,0.931,1,1,3.7,0.81,3.7,0.0,7.69,6.25,0.0,166.8,166.8
L2::P::local_range_180m_pct_ge_1.0518+local_range_30m_pct_le_0.7621,pair,430,14.828,48,63,11.16,39.02,14.65,13.78,8.97,13.57,8.61,104.35,105.09
L2::P::local_range_180m_pct_ge_1.0518+local_range_30m_pct_le_0.7621::top1,pair+top1,29,1.0,2,3,6.9,1.63,10.34,7.14,6.67,10.0,5.26,125.11,125.11
L2::P::local_range_180m_pct_le_1.0518+local_range_30m_pct_ge_0.4406,pair,119,4.103,22,16,18.49,17.89,13.45,27.08,12.68,19.61,17.65,74.93,49.8
L2::P::local_range_180m_pct_le_1.0518+local_range_30m_pct_ge_0.4406::top1,pair+top1,27,0.931,10,0,37.04,8.13,0.0,50.0,26.67,50.0,26.67,84.44,49.8
L2::P::local_range_180m_pct_le_1.0518+local_range_30m_pct_le_0.4406,pair,196,6.759,32,16,16.33,26.02,8.16,16.05,16.52,13.13,19.59,105.06,98.73
L2::P::local_range_180m_pct_le_1.0518+local_range_30m_pct_le_0.4406::top1,pair+top1,28,0.966,6,3,21.43,4.88,10.71,30.77,13.33,16.67,25.0,118.64,114.46
L2::P::local_range_180m_pct_le_1.0518+local_range_30m_pct_ge_0.5848,pair,50,1.724,15,6,30.0,12.2,12.0,42.31,16.67,37.5,23.08,77.75,47.12
L2::P::local_range_180m_pct_le_1.0518+local_range_30m_pct_ge_0.5848::top1,pair+top1,22,0.759,8,1,36.36,6.5,4.55,54.55,18.18,50.0,25.0,81.61,49.8
L2::P::local_range_180m_pct_le_1.0518+local_range_30m_pct_le_0.5848,pair,266,9.172,39,26,14.66,31.71,9.77,14.56,14.72,11.11,17.86,98.57,87.97
L2::P::local_range_180m_pct_le_1.0518+local_range_30m_pct_le_0.5848::top1,pair+top1,28,0.966,7,1,25.0,5.69,3.57,30.77,20.0,25.0,25.0,109.83,87.97
L2::P::local_range_180m_pct_le_1.0518+local_range_30m_pct_ge_0.7621,pair,11,0.379,2,3,18.18,1.63,27.27,33.33,0.0,33.33,0.0,174.05,174.05
L2::P::local_range_180m_pct_le_1.0518+local_range_30m_pct_ge_0.7621::top1,pair+top1,6,0.207,1,2,16.67,0.81,33.33,33.33,0.0,50.0,0.0,175.55,175.55
L2::P::local_range_180m_pct_le_1.0518+local_range_30m_pct_le_0.7621,pair,304,10.483,52,29,17.11,42.28,9.54,19.51,15.47,14.58,19.38,89.66,63.26
L2::P::local_range_180m_pct_le_1.0518+local_range_30m_pct_le_0.7621::top1,pair+top1,28,0.966,9,1,32.14,7.32,3.57,38.46,26.67,40.0,27.78,94.9,60.88
L2::P::local_range_180m_pct_ge_1.384+local_range_30m_pct_ge_0.4406,pair,465,16.034,35,65,7.53,28.46,13.98,9.56,4.66,7.76,7.32,71.52,63.5
L2::P::local_range_180m_pct_ge_1.384+local_range_30m_pct_ge_0.4406::top1,pair+top1,28,0.966,0,1,0.0,0.0,3.57,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_ge_1.384+local_range_30m_pct_le_0.4406,pair,57,1.966,3,13,5.26,2.44,22.81,4.17,6.06,8.57,0.0,96.68,79.37
L2::P::local_range_180m_pct_ge_1.384+local_range_30m_pct_le_0.4406::top1,pair+top1,20,0.69,2,4,10.0,1.63,20.0,10.0,10.0,13.33,0.0,142.78,142.78
L2::P::local_range_180m_pct_ge_1.384+local_range_30m_pct_ge_0.5848,pair,373,12.862,26,55,6.97,21.14,14.75,7.96,5.44,8.38,5.83,66.54,58.34
L2::P::local_range_180m_pct_ge_1.384+local_range_30m_pct_ge_0.5848::top1,pair+top1,27,0.931,0,2,0.0,0.0,7.41,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_ge_1.384+local_range_30m_pct_le_0.5848,pair,149,5.138,12,23,8.05,9.76,15.44,12.86,3.8,6.9,9.68,88.6,100.86
L2::P::local_range_180m_pct_ge_1.384+local_range_30m_pct_le_0.5848::top1,pair+top1,25,0.862,3,3,12.0,2.44,12.0,16.67,7.69,7.69,16.67,123.07,141.23
L2::P::local_range_180m_pct_ge_1.384+local_range_30m_pct_ge_0.7621,pair,256,8.828,15,37,5.86,12.2,14.45,7.01,4.04,5.22,6.38,56.07,53.18
L2::P::local_range_180m_pct_ge_1.384+local_range_30m_pct_ge_0.7621::top1,pair+top1,25,0.862,0,3,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_ge_1.384+local_range_30m_pct_le_0.7621,pair,268,9.241,23,41,8.58,18.7,15.3,11.51,5.43,9.93,7.09,84.88,79.37
L2::P::local_range_180m_pct_ge_1.384+local_range_30m_pct_le_0.7621::top1,pair+top1,27,0.931,3,1,11.11,2.44,3.7,15.38,7.14,8.33,13.33,125.71,149.15
L2::P::local_range_180m_pct_le_1.384+local_range_30m_pct_ge_0.4406,pair,267,9.207,42,41,15.73,34.15,15.36,19.3,13.07,19.05,12.77,102.67,83.71
L2::P::local_range_180m_pct_le_1.384+local_range_30m_pct_ge_0.4406::top1,pair+top1,29,1.0,8,2,27.59,6.5,6.9,28.57,26.67,33.33,21.43,117.97,122.08
L2::P::local_range_180m_pct_le_1.384+local_range_30m_pct_le_0.4406,pair,256,8.828,43,20,16.8,34.96,7.81,18.56,15.72,14.73,18.9,110.54,111.33
L2::P::local_range_180m_pct_le_1.384+local_range_30m_pct_le_0.4406::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,21.43,13.33,16.67,17.65,136.87,140.95
L2::P::local_range_180m_pct_le_1.384+local_range_30m_pct_ge_0.5848,pair,150,5.172,27,21,18.0,21.95,14.0,24.29,12.5,20.51,15.28,111.91,88.78
L2::P::local_range_180m_pct_le_1.384+local_range_30m_pct_ge_0.5848::top1,pair+top1,28,0.966,5,3,17.86,4.07,10.71,23.08,13.33,22.22,10.0,118.96,143.08
L2::P::local_range_180m_pct_le_1.384+local_range_30m_pct_le_0.5848,pair,373,12.862,58,40,15.55,47.15,10.72,16.31,15.09,15.34,15.74,104.2,94.81
L2::P::local_range_180m_pct_le_1.384+local_range_30m_pct_le_0.5848::top1,pair+top1,29,1.0,6,2,20.69,4.88,6.9,21.43,20.0,28.57,18.18,123.55,114.46
L2::P::local_range_180m_pct_le_1.384+local_range_30m_pct_ge_0.7621,pair,59,2.034,8,10,13.56,6.5,16.95,16.67,10.34,18.75,7.41,168.33,174.05
L2::P::local_range_180m_pct_le_1.384+local_range_30m_pct_ge_0.7621::top1,pair+top1,20,0.69,2,3,10.0,1.63,15.0,9.09,11.11,20.0,0.0,171.18,171.18
L2::P::local_range_180m_pct_le_1.384+local_range_30m_pct_le_0.7621,pair,463,15.966,77,51,16.63,62.6,11.02,19.34,14.89,16.67,16.6,100.24,88.15
L2::P::local_range_180m_pct_le_1.384+local_range_30m_pct_le_0.7621::top1,pair+top1,29,1.0,8,2,27.59,6.5,6.9,35.71,20.0,30.0,26.32,101.57,74.42
L2::P::local_range_180m_pct_ge_1.7907+local_range_30m_pct_ge_0.4406,pair,291,10.034,19,40,6.53,15.45,13.75,7.57,4.72,5.15,7.74,82.0,63.5
L2::P::local_range_180m_pct_ge_1.7907+local_range_30m_pct_ge_0.4406::top1,pair+top1,23,0.793,0,1,0.0,0.0,4.35,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_ge_1.7907+local_range_30m_pct_le_0.4406,pair,26,0.897,1,10,3.85,0.81,38.46,0.0,5.56,6.25,0.0,4.47,4.47
L2::P::local_range_180m_pct_ge_1.7907+local_range_30m_pct_le_0.4406::top1,pair+top1,12,0.414,0,4,0.0,0.0,33.33,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_ge_1.7907+local_range_30m_pct_ge_0.5848,pair,244,8.414,13,33,5.33,10.57,13.52,4.97,6.02,4.76,5.76,73.79,63.5
L2::P::local_range_180m_pct_ge_1.7907+local_range_30m_pct_ge_0.5848::top1,pair+top1,22,0.759,0,1,0.0,0.0,4.55,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_ge_1.7907+local_range_30m_pct_le_0.5848,pair,73,2.517,7,17,9.59,5.69,23.29,18.75,2.44,6.38,15.38,86.18,122.35
L2::P::local_range_180m_pct_ge_1.7907+local_range_30m_pct_le_0.5848::top1,pair+top1,18,0.621,2,3,11.11,1.63,16.67,25.0,0.0,0.0,20.0,86.59,86.59
L2::P::local_range_180m_pct_ge_1.7907+local_range_30m_pct_ge_0.7621,pair,198,6.828,10,25,5.05,8.13,12.63,5.34,4.48,4.49,5.5,61.33,58.34
L2::P::local_range_180m_pct_ge_1.7907+local_range_30m_pct_ge_0.7621::top1,pair+top1,21,0.724,1,1,4.76,0.81,4.76,0.0,11.11,0.0,8.33,53.18,53.18
L2::P::local_range_180m_pct_ge_1.7907+local_range_30m_pct_le_0.7621,pair,121,4.172,10,25,8.26,8.13,20.66,11.29,5.08,6.15,10.71,94.92,102.08
L2::P::local_range_180m_pct_ge_1.7907+local_range_30m_pct_le_0.7621::top1,pair+top1,22,0.759,2,1,9.09,1.63,4.55,18.18,0.0,0.0,20.0,86.59,86.59
L2::P::local_range_180m_pct_le_1.7907+local_range_30m_pct_ge_0.4406,pair,444,15.31,58,66,13.06,47.15,14.86,16.67,10.0,16.19,10.26,90.65,74.31
L2::P::local_range_180m_pct_le_1.7907+local_range_30m_pct_ge_0.4406::top1,pair+top1,29,1.0,5,2,17.24,4.07,6.9,14.29,20.0,25.0,11.76,115.35,101.07
L2::P::local_range_180m_pct_le_1.7907+local_range_30m_pct_le_0.4406,pair,287,9.897,45,23,15.68,36.59,8.01,16.81,14.94,14.19,17.27,111.97,111.33
L2::P::local_range_180m_pct_le_1.7907+local_range_30m_pct_le_0.4406::top1,pair+top1,29,1.0,4,3,13.79,3.25,10.34,14.29,13.33,15.38,12.5,149.09,165.27
L2::P::local_range_180m_pct_le_1.7907+local_range_30m_pct_ge_0.5848,pair,282,9.724,40,43,14.18,32.52,15.25,19.57,9.03,17.73,10.64,94.81,81.0
L2::P::local_range_180m_pct_le_1.7907+local_range_30m_pct_ge_0.5848::top1,pair+top1,29,1.0,3,4,10.34,2.44,13.79,14.29,6.67,17.65,0.0,99.82,71.68
L2::P::local_range_180m_pct_le_1.7907+local_range_30m_pct_le_0.5848,pair,449,15.483,63,46,14.03,51.22,10.24,14.53,13.7,13.89,14.16,103.23,92.63
L2::P::local_range_180m_pct_le_1.7907+local_range_30m_pct_le_0.5848::top1,pair+top1,29,1.0,5,2,17.24,4.07,6.9,14.29,20.0,22.22,15.0,130.67,140.95
L2::P::local_range_180m_pct_le_1.7907+local_range_30m_pct_ge_0.7621,pair,119,4.103,13,22,10.92,10.57,18.49,15.52,6.56,13.79,8.2,121.11,100.98
L2::P::local_range_180m_pct_le_1.7907+local_range_30m_pct_ge_0.7621::top1,pair+top1,27,0.931,2,3,7.41,1.63,11.11,7.14,7.69,15.38,0.0,119.24,119.24
L2::P::local_range_180m_pct_le_1.7907+local_range_30m_pct_le_0.7621,pair,611,21.069,90,67,14.73,73.17,10.97,16.99,13.07,15.72,13.78,96.91,87.97
L2::P::local_range_180m_pct_le_1.7907+local_range_30m_pct_le_0.7621::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,14.29,20.0,30.0,10.53,123.06,140.95
L2::P::local_range_180m_pct_ge_1.0518+conf_opposite_thinning_ge_0.4997,pair,522,18.0,41,76,7.85,33.33,14.56,8.55,7.11,9.84,5.97,113.55,109.12
L2::P::local_range_180m_pct_ge_1.0518+conf_opposite_thinning_ge_0.4997::top1,pair+top1,29,1.0,0,3,0.0,0.0,10.34,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_ge_1.0518+conf_opposite_thinning_le_0.4997,pair,211,7.276,28,31,13.27,22.76,14.69,16.51,9.8,14.15,12.38,78.31,81.0
L2::P::local_range_180m_pct_ge_1.0518+conf_opposite_thinning_le_0.4997::top1,pair+top1,29,1.0,2,5,6.9,1.63,17.24,7.14,6.67,12.5,0.0,145.64,145.64
L2::P::local_range_180m_pct_ge_1.0518+conf_opposite_thinning_ge_0.5003,pair,363,12.517,31,49,8.54,25.2,13.5,9.09,8.02,11.7,5.73,128.96,122.97
L2::P::local_range_180m_pct_ge_1.0518+conf_opposite_thinning_ge_0.5003::top1,pair+top1,29,1.0,2,2,6.9,1.63,6.9,14.29,0.0,20.0,0.0,112.72,112.72
L2::P::local_range_180m_pct_ge_1.0518+conf_opposite_thinning_le_0.5003,pair,370,12.759,38,58,10.27,30.89,15.68,12.38,7.74,10.53,10.0,75.01,78.97
L2::P::local_range_180m_pct_ge_1.0518+conf_opposite_thinning_le_0.5003::top1,pair+top1,29,1.0,2,4,6.9,1.63,13.79,7.14,6.67,12.5,0.0,145.64,145.64
L2::P::local_range_180m_pct_ge_1.0518+conf_opposite_thinning_ge_0.5008,pair,205,7.069,20,25,9.76,16.26,12.2,11.21,8.16,13.4,6.48,136.53,132.1
L2::P::local_range_180m_pct_ge_1.0518+conf_opposite_thinning_ge_0.5008::top1,pair+top1,29,1.0,2,2,6.9,1.63,6.9,14.29,0.0,18.18,0.0,138.94,138.94
L2::P::local_range_180m_pct_ge_1.0518+conf_opposite_thinning_le_0.5008,pair,529,18.241,49,82,9.26,39.84,15.5,10.66,7.78,10.27,8.27,84.03,81.82
L2::P::local_range_180m_pct_ge_1.0518+conf_opposite_thinning_le_0.5008::top1,pair+top1,29,1.0,1,3,3.45,0.81,10.34,7.14,0.0,7.14,0.0,101.07,101.07
L2::P::local_range_180m_pct_le_1.0518+conf_opposite_thinning_ge_0.4997,pair,212,7.31,38,22,17.92,30.89,10.38,20.0,16.54,18.63,17.27,89.42,60.69
L2::P::local_range_180m_pct_le_1.0518+conf_opposite_thinning_ge_0.4997::top1,pair+top1,28,0.966,7,3,25.0,5.69,10.71,30.77,20.0,30.77,20.0,99.83,63.88
L2::P::local_range_180m_pct_le_1.0518+conf_opposite_thinning_le_0.4997,pair,103,3.552,16,10,15.53,13.01,9.71,20.45,11.86,8.33,21.82,100.78,90.3
L2::P::local_range_180m_pct_le_1.0518+conf_opposite_thinning_le_0.4997::top1,pair+top1,26,0.897,8,0,30.77,6.5,0.0,38.46,23.08,21.43,41.67,77.83,58.93
L2::P::local_range_180m_pct_le_1.0518+conf_opposite_thinning_ge_0.5003,pair,161,5.552,32,18,19.88,26.02,11.18,23.19,17.39,18.42,21.18,90.11,57.73
L2::P::local_range_180m_pct_le_1.0518+conf_opposite_thinning_ge_0.5003::top1,pair+top1,28,0.966,7,2,25.0,5.69,7.14,30.77,20.0,33.33,18.75,101.07,51.23
L2::P::local_range_180m_pct_le_1.0518+conf_opposite_thinning_le_0.5003,pair,154,5.31,22,14,14.29,17.89,9.09,16.67,12.77,12.16,16.25,96.68,87.97
L2::P::local_range_180m_pct_le_1.0518+conf_opposite_thinning_le_0.5003::top1,pair+top1,28,0.966,9,0,32.14,7.32,0.0,38.46,26.67,28.57,35.71,79.42,56.98
L2::P::local_range_180m_pct_le_1.0518+conf_opposite_thinning_ge_0.5008,pair,111,3.828,19,10,17.12,15.45,9.01,19.15,15.62,17.65,16.67,94.4,62.63
L2::P::local_range_180m_pct_le_1.0518+conf_opposite_thinning_ge_0.5008::top1,pair+top1,27,0.931,8,1,29.63,6.5,3.7,25.0,33.33,44.44,22.22,89.34,38.28
L2::P::local_range_180m_pct_le_1.0518+conf_opposite_thinning_le_0.5008,pair,204,7.034,35,22,17.16,28.46,10.78,20.73,14.75,14.14,20.0,91.91,80.02
L2::P::local_range_180m_pct_le_1.0518+conf_opposite_thinning_le_0.5008::top1,pair+top1,28,0.966,8,1,28.57,6.5,3.57,38.46,20.0,25.0,31.25,101.0,74.42
L2::P::local_range_180m_pct_ge_1.384+conf_opposite_thinning_ge_0.4997,pair,379,13.069,24,61,6.33,19.51,16.09,7.69,4.68,6.52,6.15,81.3,67.59
L2::P::local_range_180m_pct_ge_1.384+conf_opposite_thinning_ge_0.4997::top1,pair+top1,28,0.966,1,1,3.57,0.81,3.57,7.14,0.0,9.09,0.0,206.2,206.2
L2::P::local_range_180m_pct_ge_1.384+conf_opposite_thinning_le_0.4997,pair,143,4.931,14,17,9.79,11.38,11.89,12.5,5.45,11.43,8.22,60.14,47.25
L2::P::local_range_180m_pct_ge_1.384+conf_opposite_thinning_le_0.4997::top1,pair+top1,25,0.862,2,2,8.0,1.63,8.0,0.0,18.18,0.0,16.67,45.63,45.63
L2::P::local_range_180m_pct_ge_1.384+conf_opposite_thinning_ge_0.5003,pair,257,8.862,17,38,6.61,13.82,14.79,8.27,4.84,7.5,5.84,97.71,81.82
L2::P::local_range_180m_pct_ge_1.384+conf_opposite_thinning_ge_0.5003::top1,pair+top1,27,0.931,2,0,7.41,1.63,0.0,15.38,0.0,16.67,0.0,112.72,112.72
L2::P::local_range_180m_pct_ge_1.384+conf_opposite_thinning_le_0.5003,pair,266,9.172,21,40,7.89,17.07,15.04,9.76,4.9,8.15,7.63,53.92,41.32
L2::P::local_range_180m_pct_ge_1.384+conf_opposite_thinning_le_0.5003::top1,pair+top1,27,0.931,2,2,7.41,1.63,7.41,0.0,15.38,0.0,11.76,45.63,45.63
L2::P::local_range_180m_pct_ge_1.384+conf_opposite_thinning_ge_0.5008,pair,138,4.759,11,19,7.97,8.94,13.77,11.54,3.33,7.81,8.11,105.24,109.12
L2::P::local_range_180m_pct_ge_1.384+conf_opposite_thinning_ge_0.5008::top1,pair+top1,25,0.862,3,0,12.0,2.44,0.0,27.27,0.0,25.0,0.0,130.68,114.15
L2::P::local_range_180m_pct_ge_1.384+conf_opposite_thinning_le_0.5008,pair,386,13.31,27,59,6.99,21.95,15.28,8.18,5.42,7.89,6.12,60.58,53.18
L2::P::local_range_180m_pct_ge_1.384+conf_opposite_thinning_le_0.5008::top1,pair+top1,27,0.931,0,2,0.0,0.0,7.41,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_le_1.384+conf_opposite_thinning_ge_0.4997,pair,353,12.172,55,37,15.58,44.72,10.48,16.33,15.05,18.71,12.64,110.95,104.83
L2::P::local_range_180m_pct_le_1.384+conf_opposite_thinning_ge_0.4997::top1,pair+top1,29,1.0,6,3,20.69,4.88,10.34,28.57,13.33,25.0,17.65,109.54,102.41
L2::P::local_range_180m_pct_le_1.384+conf_opposite_thinning_le_0.4997,pair,170,5.862,30,24,17.65,24.39,14.12,24.62,13.33,13.25,21.84,98.77,88.06
L2::P::local_range_180m_pct_le_1.384+conf_opposite_thinning_le_0.4997::top1,pair+top1,29,1.0,9,2,31.03,7.32,6.9,35.71,26.67,26.67,35.71,96.31,87.97
L2::P::local_range_180m_pct_le_1.384+conf_opposite_thinning_ge_0.5003,pair,266,9.172,46,29,17.29,37.4,10.9,18.58,16.34,19.84,15.0,113.48,108.08
L2::P::local_range_180m_pct_le_1.384+conf_opposite_thinning_ge_0.5003::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,21.43,13.33,27.27,11.11,124.35,140.95
L2::P::local_range_180m_pct_le_1.384+conf_opposite_thinning_le_0.5003,pair,256,8.828,39,32,15.23,31.71,12.5,19.39,12.66,14.06,16.41,98.59,87.97
L2::P::local_range_180m_pct_le_1.384+conf_opposite_thinning_le_0.5003::top1,pair+top1,29,1.0,9,2,31.03,7.32,6.9,35.71,26.67,26.67,35.71,105.64,87.97
L2::P::local_range_180m_pct_le_1.384+conf_opposite_thinning_ge_0.5008,pair,178,6.138,28,16,15.73,22.76,8.99,15.58,15.84,20.48,11.58,120.23,113.9
L2::P::local_range_180m_pct_le_1.384+conf_opposite_thinning_ge_0.5008::top1,pair+top1,29,1.0,8,2,27.59,6.5,6.9,21.43,33.33,36.36,22.22,102.03,89.05
L2::P::local_range_180m_pct_le_1.384+conf_opposite_thinning_le_0.5008,pair,344,11.862,57,45,16.57,46.34,13.08,20.9,13.81,15.2,17.92,99.98,87.97
L2::P::local_range_180m_pct_le_1.384+conf_opposite_thinning_le_0.5008::top1,pair+top1,29,1.0,9,2,31.03,7.32,6.9,42.86,20.0,28.57,33.33,101.01,87.97
L2::P::local_range_180m_pct_ge_1.7907+conf_opposite_thinning_ge_0.4997,pair,227,7.828,10,41,4.41,8.13,18.06,4.48,4.3,2.73,5.98,86.43,63.5
L2::P::local_range_180m_pct_ge_1.7907+conf_opposite_thinning_ge_0.4997::top1,pair+top1,23,0.793,0,1,0.0,0.0,4.35,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_ge_1.7907+conf_opposite_thinning_le_0.4997,pair,90,3.103,10,9,11.11,8.13,10.0,13.56,6.45,11.9,10.42,69.82,70.28
L2::P::local_range_180m_pct_ge_1.7907+conf_opposite_thinning_le_0.4997::top1,pair+top1,21,0.724,2,1,9.52,1.63,4.76,8.33,11.11,0.0,16.67,92.75,92.75
L2::P::local_range_180m_pct_ge_1.7907+conf_opposite_thinning_ge_0.5003,pair,156,5.379,7,27,4.49,5.69,17.31,4.76,4.17,2.86,5.81,104.69,81.82
L2::P::local_range_180m_pct_ge_1.7907+conf_opposite_thinning_ge_0.5003::top1,pair+top1,23,0.793,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_ge_1.7907+conf_opposite_thinning_le_0.5003,pair,161,5.552,13,23,8.07,10.57,14.29,9.17,5.77,7.32,8.86,63.82,63.5
L2::P::local_range_180m_pct_ge_1.7907+conf_opposite_thinning_le_0.5003::top1,pair+top1,21,0.724,1,1,4.76,0.81,4.76,0.0,11.11,0.0,9.09,53.18,53.18
L2::P::local_range_180m_pct_ge_1.7907+conf_opposite_thinning_ge_0.5008,pair,71,2.448,4,12,5.63,3.25,16.9,7.32,3.33,0.0,10.53,119.3,98.58
L2::P::local_range_180m_pct_ge_1.7907+conf_opposite_thinning_ge_0.5008::top1,pair+top1,19,0.655,1,2,5.26,0.81,10.53,11.11,0.0,0.0,7.69,40.87,40.87
L2::P::local_range_180m_pct_ge_1.7907+conf_opposite_thinning_le_0.5008,pair,246,8.483,16,38,6.5,13.01,15.45,7.24,5.32,6.72,6.3,67.83,63.5
L2::P::local_range_180m_pct_ge_1.7907+conf_opposite_thinning_le_0.5008::top1,pair+top1,22,0.759,0,2,0.0,0.0,9.09,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_le_1.7907+conf_opposite_thinning_ge_0.4997,pair,507,17.483,69,57,13.61,56.1,11.24,15.25,12.32,16.73,10.69,104.19,96.98
L2::P::local_range_180m_pct_le_1.7907+conf_opposite_thinning_ge_0.4997::top1,pair+top1,29,1.0,5,4,17.24,4.07,13.79,21.43,13.33,27.27,11.11,124.44,140.95
L2::P::local_range_180m_pct_le_1.7907+conf_opposite_thinning_le_0.4997,pair,224,7.724,34,32,15.18,27.64,14.29,20.0,11.63,12.5,17.86,91.38,86.96
L2::P::local_range_180m_pct_le_1.7907+conf_opposite_thinning_le_0.4997::top1,pair+top1,29,1.0,6,2,20.69,4.88,6.9,14.29,26.67,25.0,15.38,111.6,96.85
L2::P::local_range_180m_pct_le_1.7907+conf_opposite_thinning_ge_0.5003,pair,368,12.69,56,40,15.22,45.53,10.87,17.18,13.66,18.18,12.5,109.79,106.97
L2::P::local_range_180m_pct_le_1.7907+conf_opposite_thinning_ge_0.5003::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,21.43,13.33,33.33,5.88,121.19,140.95
L2::P::local_range_180m_pct_le_1.7907+conf_opposite_thinning_le_0.5003,pair,363,12.517,47,49,12.95,38.21,13.5,16.13,10.58,12.64,13.26,88.25,82.85
L2::P::local_range_180m_pct_le_1.7907+conf_opposite_thinning_le_0.5003::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,7.14,26.67,27.27,11.11,141.97,176.55
L2::P::local_range_180m_pct_le_1.7907+conf_opposite_thinning_ge_0.5008,pair,245,8.448,35,23,14.29,28.46,9.39,15.79,12.98,19.3,9.92,115.63,109.12
L2::P::local_range_180m_pct_le_1.7907+conf_opposite_thinning_ge_0.5008::top1,pair+top1,29,1.0,6,3,20.69,4.88,10.34,14.29,26.67,33.33,11.76,134.96,190.26
L2::P::local_range_180m_pct_le_1.7907+conf_opposite_thinning_le_0.5008,pair,487,16.793,68,66,13.96,55.28,13.55,17.07,11.7,13.58,14.34,91.9,84.4
L2::P::local_range_180m_pct_le_1.7907+conf_opposite_thinning_le_0.5008::top1,pair+top1,29,1.0,6,3,20.69,4.88,10.34,21.43,20.0,30.77,12.5,118.64,121.01
