selector,kind,selected_n,alerts_per_day,good_n,wrong_n,precision_pct,recall_pct,wrong_rate_pct,h1_precision_pct,h2_precision_pct,long_precision_pct,short_precision_pct,avg_lead_min,median_lead_min
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_60m_ge_0.0189,pair,354,12.207,40,38,11.3,32.52,10.73,16.67,7.07,14.94,7.78,98.66,86.96
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_60m_ge_0.0189::top1,pair+top1,29,1.0,0,2,0.0,0.0,6.9,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_60m_le_0.0189,pair,377,13.0,63,51,16.71,51.22,13.53,16.77,16.67,15.85,17.53,100.79,92.63
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_60m_le_0.0189::top1,pair+top1,29,1.0,8,2,27.59,6.5,6.9,28.57,26.67,35.71,20.0,98.19,80.97
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_60m_ge_0.0814,pair,230,7.931,25,20,10.87,20.33,8.7,18.09,5.88,16.81,5.13,109.28,97.55
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_60m_ge_0.0814::top1,pair+top1,29,1.0,2,2,6.9,1.63,6.9,14.29,0.0,15.38,0.0,179.42,179.42
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_60m_le_0.0814,pair,501,17.276,78,69,15.57,63.41,13.77,16.14,15.11,14.69,16.41,96.98,87.19
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_60m_le_0.0814::top1,pair+top1,29,1.0,6,3,20.69,4.88,10.34,14.29,26.67,33.33,11.76,103.92,98.96
L2::P::local_range_180m_pct_ge_1.0518+dist_to_recent_swing_high_pct_ge_0.321,pair,581,20.034,45,82,7.75,36.59,14.11,10.07,5.3,8.75,6.92,101.69,100.98
L2::P::local_range_180m_pct_ge_1.0518+dist_to_recent_swing_high_pct_ge_0.321::top1,pair+top1,29,1.0,1,1,3.45,0.81,3.45,7.14,0.0,14.29,0.0,101.07,101.07
L2::P::local_range_180m_pct_ge_1.0518+dist_to_recent_swing_high_pct_le_0.321,pair,151,5.207,24,25,15.89,19.51,16.56,13.92,18.06,17.53,12.96,94.68,84.4
L2::P::local_range_180m_pct_ge_1.0518+dist_to_recent_swing_high_pct_le_0.321::top1,pair+top1,24,0.828,2,6,8.33,1.63,25.0,7.69,9.09,0.0,22.22,13.74,13.74
L2::P::local_range_180m_pct_ge_1.0518+dist_to_recent_swing_high_pct_ge_0.6499,pair,457,15.759,31,59,6.78,25.2,12.91,9.65,3.93,9.05,5.04,100.35,100.98
L2::P::local_range_180m_pct_ge_1.0518+dist_to_recent_swing_high_pct_ge_0.6499::top1,pair+top1,28,0.966,1,1,3.57,0.81,3.57,7.14,0.0,14.29,0.0,101.07,101.07
L2::P::local_range_180m_pct_ge_1.0518+dist_to_recent_swing_high_pct_le_0.6499,pair,275,9.483,38,48,13.82,30.89,17.45,12.75,15.08,13.66,14.04,98.36,86.19
L2::P::local_range_180m_pct_ge_1.0518+dist_to_recent_swing_high_pct_le_0.6499::top1,pair+top1,27,0.931,2,5,7.41,1.63,18.52,7.69,7.14,6.25,9.09,38.69,38.69
L2::P::local_range_180m_pct_ge_1.0518+dist_to_recent_swing_high_pct_ge_1.062,pair,300,10.345,13,41,4.33,10.57,13.67,6.62,2.44,6.14,3.23,87.39,81.82
L2::P::local_range_180m_pct_ge_1.0518+dist_to_recent_swing_high_pct_ge_1.062::top1,pair+top1,27,0.931,0,1,0.0,0.0,3.7,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_ge_1.0518+dist_to_recent_swing_high_pct_le_1.062,pair,433,14.931,56,66,12.93,45.53,15.24,13.22,12.57,13.36,12.37,102.0,92.88
L2::P::local_range_180m_pct_ge_1.0518+dist_to_recent_swing_high_pct_le_1.062::top1,pair+top1,29,1.0,2,3,6.9,1.63,10.34,14.29,0.0,12.5,0.0,131.16,131.16
L2::P::local_range_180m_pct_le_1.0518+dist_to_recent_swing_high_pct_ge_0.321,pair,150,5.172,23,15,15.33,18.7,10.0,19.67,12.36,15.62,15.12,114.97,111.33
L2::P::local_range_180m_pct_le_1.0518+dist_to_recent_swing_high_pct_ge_0.321::top1,pair+top1,25,0.862,7,2,28.0,5.69,8.0,36.36,21.43,38.46,16.67,111.18,92.63
L2::P::local_range_180m_pct_le_1.0518+dist_to_recent_swing_high_pct_le_0.321,pair,166,5.724,31,17,18.67,25.2,10.24,20.29,17.53,14.94,22.78,76.32,58.75
L2::P::local_range_180m_pct_le_1.0518+dist_to_recent_swing_high_pct_le_0.321::top1,pair+top1,27,0.931,10,0,37.04,8.13,0.0,38.46,35.71,36.36,37.5,87.4,58.93
L2::P::local_range_180m_pct_le_1.0518+dist_to_recent_swing_high_pct_ge_0.6499,pair,65,2.241,10,5,15.38,8.13,7.69,14.81,15.79,16.67,14.89,139.65,156.5
L2::P::local_range_180m_pct_le_1.0518+dist_to_recent_swing_high_pct_ge_0.6499::top1,pair+top1,24,0.828,4,3,16.67,3.25,12.5,10.0,21.43,25.0,12.5,169.92,181.74
L2::P::local_range_180m_pct_le_1.0518+dist_to_recent_swing_high_pct_le_0.6499,pair,251,8.655,44,27,17.53,35.77,10.76,21.57,14.77,15.04,20.34,82.13,59.81
L2::P::local_range_180m_pct_le_1.0518+dist_to_recent_swing_high_pct_le_0.6499::top1,pair+top1,28,0.966,10,0,35.71,8.13,0.0,38.46,33.33,41.67,31.25,86.23,58.93
L2::P::local_range_180m_pct_le_1.0518+dist_to_recent_swing_high_pct_ge_1.062,pair,14,0.483,0,1,0.0,0.0,7.14,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_le_1.0518+dist_to_recent_swing_high_pct_ge_1.062::top1,pair+top1,9,0.31,0,1,0.0,0.0,11.11,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_le_1.0518+dist_to_recent_swing_high_pct_le_1.062,pair,301,10.379,54,31,17.94,43.9,10.3,20.97,15.82,15.65,20.13,92.78,67.16
L2::P::local_range_180m_pct_le_1.0518+dist_to_recent_swing_high_pct_le_1.062::top1,pair+top1,28,0.966,9,1,32.14,7.32,3.57,38.46,26.67,36.36,29.41,94.9,60.88
L2::P::local_range_180m_pct_ge_1.384+dist_to_recent_swing_high_pct_ge_0.321,pair,443,15.276,28,67,6.32,22.76,15.12,8.13,4.06,6.93,5.81,92.57,84.59
L2::P::local_range_180m_pct_ge_1.384+dist_to_recent_swing_high_pct_ge_0.321::top1,pair+top1,28,0.966,1,0,3.57,0.81,0.0,7.14,0.0,11.11,0.0,206.2,206.2
L2::P::local_range_180m_pct_ge_1.384+dist_to_recent_swing_high_pct_le_0.321,pair,79,2.724,10,11,12.66,8.13,13.92,14.0,10.34,11.54,14.81,20.13,16.84
L2::P::local_range_180m_pct_ge_1.384+dist_to_recent_swing_high_pct_le_0.321::top1,pair+top1,21,0.724,2,4,9.52,1.63,19.05,8.33,11.11,0.0,25.0,13.74,13.74
L2::P::local_range_180m_pct_ge_1.384+dist_to_recent_swing_high_pct_ge_0.6499,pair,349,12.034,21,48,6.02,17.07,13.75,8.65,3.05,7.89,4.57,99.65,100.98
L2::P::local_range_180m_pct_ge_1.384+dist_to_recent_swing_high_pct_ge_0.6499::top1,pair+top1,27,0.931,1,0,3.7,0.81,0.0,7.14,0.0,11.11,0.0,206.2,206.2
L2::P::local_range_180m_pct_ge_1.384+dist_to_recent_swing_high_pct_le_0.6499,pair,173,5.966,17,30,9.83,13.82,17.34,9.91,9.68,7.84,12.68,41.21,21.78
L2::P::local_range_180m_pct_ge_1.384+dist_to_recent_swing_high_pct_le_0.6499::top1,pair+top1,25,0.862,3,5,12.0,2.44,20.0,16.67,7.69,7.14,18.18,39.42,40.87
L2::P::local_range_180m_pct_ge_1.384+dist_to_recent_swing_high_pct_ge_1.062,pair,259,8.931,11,34,4.25,8.94,13.13,7.26,1.48,5.0,3.77,98.77,87.37
L2::P::local_range_180m_pct_ge_1.384+dist_to_recent_swing_high_pct_ge_1.062::top1,pair+top1,26,0.897,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_ge_1.384+dist_to_recent_swing_high_pct_le_1.062,pair,264,9.103,27,44,10.23,21.95,16.67,10.4,9.89,9.68,11.01,63.22,41.32
L2::P::local_range_180m_pct_ge_1.384+dist_to_recent_swing_high_pct_le_1.062::top1,pair+top1,27,0.931,2,2,7.41,1.63,7.41,14.29,0.0,11.76,0.0,138.94,138.94
L2::P::local_range_180m_pct_le_1.384+dist_to_recent_swing_high_pct_ge_0.321,pair,289,9.966,40,30,13.84,32.52,10.38,19.3,10.29,15.2,12.8,115.71,115.23
L2::P::local_range_180m_pct_le_1.384+dist_to_recent_swing_high_pct_ge_0.321::top1,pair+top1,29,1.0,5,4,17.24,4.07,13.79,14.29,20.0,28.57,6.67,137.38,175.55
L2::P::local_range_180m_pct_le_1.384+dist_to_recent_swing_high_pct_le_0.321,pair,234,8.069,45,31,19.23,36.59,13.25,18.37,19.85,18.46,20.19,98.6,82.85
L2::P::local_range_180m_pct_le_1.384+dist_to_recent_swing_high_pct_le_0.321::top1,pair+top1,29,1.0,9,2,31.03,7.32,6.9,35.71,26.67,27.27,33.33,96.2,60.88
L2::P::local_range_180m_pct_le_1.384+dist_to_recent_swing_high_pct_ge_0.6499,pair,174,6.0,20,16,11.49,16.26,9.2,14.08,9.71,13.85,10.09,120.73,110.1
L2::P::local_range_180m_pct_le_1.384+dist_to_recent_swing_high_pct_ge_0.6499::top1,pair+top1,28,0.966,4,4,14.29,3.25,14.29,15.38,13.33,27.27,5.88,163.42,181.74
L2::P::local_range_180m_pct_le_1.384+dist_to_recent_swing_high_pct_le_0.6499,pair,349,12.034,65,45,18.62,52.85,12.89,21.43,16.75,17.89,19.5,102.32,87.97
L2::P::local_range_180m_pct_le_1.384+dist_to_recent_swing_high_pct_le_0.6499::top1,pair+top1,29,1.0,9,1,31.03,7.32,3.45,35.71,26.67,33.33,29.41,94.9,60.88
L2::P::local_range_180m_pct_le_1.384+dist_to_recent_swing_high_pct_ge_1.062,pair,56,1.931,2,8,3.57,1.63,14.29,0.0,5.26,11.76,0.0,24.8,24.8
L2::P::local_range_180m_pct_le_1.384+dist_to_recent_swing_high_pct_ge_1.062::top1,pair+top1,21,0.724,0,4,0.0,0.0,19.05,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_le_1.384+dist_to_recent_swing_high_pct_le_1.062,pair,466,16.069,83,53,17.81,67.48,11.37,20.73,15.75,17.3,18.34,108.62,96.98
L2::P::local_range_180m_pct_le_1.384+dist_to_recent_swing_high_pct_le_1.062::top1,pair+top1,29,1.0,9,2,31.03,7.32,6.9,42.86,20.0,40.0,26.32,101.51,87.97
L2::P::local_range_180m_pct_ge_1.7907+dist_to_recent_swing_high_pct_ge_0.321,pair,277,9.552,16,45,5.78,13.01,16.25,6.83,4.31,4.84,6.54,94.18,84.59
L2::P::local_range_180m_pct_ge_1.7907+dist_to_recent_swing_high_pct_ge_0.321::top1,pair+top1,23,0.793,0,1,0.0,0.0,4.35,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_ge_1.7907+dist_to_recent_swing_high_pct_le_0.321,pair,40,1.379,4,5,10.0,3.25,12.5,9.38,12.5,7.14,16.67,13.88,3.17
L2::P::local_range_180m_pct_ge_1.7907+dist_to_recent_swing_high_pct_le_0.321::top1,pair+top1,13,0.448,2,3,15.38,1.63,23.08,11.11,25.0,12.5,20.0,3.17,3.17
L2::P::local_range_180m_pct_ge_1.7907+dist_to_recent_swing_high_pct_ge_0.6499,pair,217,7.483,15,31,6.91,12.2,14.29,8.4,5.1,6.52,7.2,97.74,87.37
L2::P::local_range_180m_pct_ge_1.7907+dist_to_recent_swing_high_pct_ge_0.6499::top1,pair+top1,23,0.793,0,2,0.0,0.0,8.7,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_ge_1.7907+dist_to_recent_swing_high_pct_le_0.6499,pair,100,3.448,5,19,5.0,4.07,19.0,5.41,3.85,3.33,7.5,19.28,5.7
L2::P::local_range_180m_pct_ge_1.7907+dist_to_recent_swing_high_pct_le_0.6499::top1,pair+top1,17,0.586,3,3,17.65,2.44,17.65,20.0,14.29,14.29,20.0,15.73,5.7
L2::P::local_range_180m_pct_ge_1.7907+dist_to_recent_swing_high_pct_ge_1.062,pair,160,5.517,9,20,5.62,7.32,12.5,8.97,2.44,4.84,6.12,105.89,87.37
L2::P::local_range_180m_pct_ge_1.7907+dist_to_recent_swing_high_pct_ge_1.062::top1,pair+top1,22,0.759,0,2,0.0,0.0,9.09,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_ge_1.7907+dist_to_recent_swing_high_pct_le_1.062,pair,158,5.448,11,30,6.96,8.94,18.99,6.03,9.52,5.49,8.96,55.41,41.32
L2::P::local_range_180m_pct_ge_1.7907+dist_to_recent_swing_high_pct_le_1.062::top1,pair+top1,18,0.621,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_le_1.7907+dist_to_recent_swing_high_pct_ge_0.321,pair,458,15.793,52,52,11.35,42.28,11.35,15.35,8.2,13.24,9.84,109.87,106.97
L2::P::local_range_180m_pct_le_1.7907+dist_to_recent_swing_high_pct_ge_0.321::top1,pair+top1,29,1.0,4,3,13.79,3.25,10.34,7.14,20.0,33.33,5.0,127.84,134.59
L2::P::local_range_180m_pct_le_1.7907+dist_to_recent_swing_high_pct_le_0.321,pair,273,9.414,51,37,18.68,41.46,13.55,18.97,18.47,18.18,19.33,89.86,63.88
L2::P::local_range_180m_pct_le_1.7907+dist_to_recent_swing_high_pct_le_0.321::top1,pair+top1,29,1.0,8,2,27.59,6.5,6.9,28.57,26.67,25.0,29.41,97.23,58.93
L2::P::local_range_180m_pct_le_1.7907+dist_to_recent_swing_high_pct_ge_0.6499,pair,307,10.586,26,33,8.47,21.14,10.75,11.59,5.92,12.0,6.04,116.97,105.09
L2::P::local_range_180m_pct_le_1.7907+dist_to_recent_swing_high_pct_ge_0.6499::top1,pair+top1,29,1.0,2,3,6.9,1.63,10.34,0.0,13.33,12.5,4.76,141.78,141.78
L2::P::local_range_180m_pct_le_1.7907+dist_to_recent_swing_high_pct_le_0.6499,pair,424,14.621,77,56,18.16,62.6,13.21,20.67,16.33,17.17,19.37,94.22,80.02
L2::P::local_range_180m_pct_le_1.7907+dist_to_recent_swing_high_pct_le_0.6499::top1,pair+top1,29,1.0,8,2,27.59,6.5,6.9,28.57,26.67,33.33,23.53,95.76,58.93
L2::P::local_range_180m_pct_le_1.7907+dist_to_recent_swing_high_pct_ge_1.062,pair,155,5.345,4,22,2.58,3.25,14.19,3.12,2.2,7.27,0.0,45.75,24.8
L2::P::local_range_180m_pct_le_1.7907+dist_to_recent_swing_high_pct_ge_1.062::top1,pair+top1,25,0.862,0,2,0.0,0.0,8.0,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_le_1.7907+dist_to_recent_swing_high_pct_le_1.062,pair,575,19.828,99,67,17.22,80.49,11.65,20.16,14.91,16.89,17.58,102.15,88.15
L2::P::local_range_180m_pct_le_1.7907+dist_to_recent_swing_high_pct_le_1.062::top1,pair+top1,29,1.0,7,3,24.14,5.69,10.34,28.57,20.0,36.36,16.67,111.04,101.07
L2::P::local_range_180m_pct_ge_1.0518+taker_imb_aligned_30m_ge_-0.0753,pair,533,18.379,47,70,8.82,38.21,13.13,11.27,6.02,12.31,5.28,101.14,96.98
L2::P::local_range_180m_pct_ge_1.0518+taker_imb_aligned_30m_ge_-0.0753::top1,pair+top1,29,1.0,0,3,0.0,0.0,10.34,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_ge_1.0518+taker_imb_aligned_30m_le_-0.0753,pair,200,6.897,22,37,11.0,17.89,18.5,9.57,12.26,7.53,14.02,95.21,80.59
L2::P::local_range_180m_pct_ge_1.0518+taker_imb_aligned_30m_le_-0.0753::top1,pair+top1,29,1.0,3,6,10.34,2.44,20.69,14.29,6.67,12.5,7.69,89.82,101.07
L2::P::local_range_180m_pct_ge_1.0518+taker_imb_aligned_30m_ge_0.0001,pair,382,13.172,30,45,7.85,24.39,11.78,10.99,4.71,10.64,5.15,107.75,98.98
L2::P::local_range_180m_pct_ge_1.0518+taker_imb_aligned_30m_ge_0.0001::top1,pair+top1,29,1.0,1,3,3.45,0.81,10.34,7.14,0.0,7.69,0.0,71.68,71.68
L2::P::local_range_180m_pct_ge_1.0518+taker_imb_aligned_30m_le_0.0001,pair,351,12.103,39,62,11.11,31.71,17.66,10.75,11.52,11.56,10.67,92.72,85.95
L2::P::local_range_180m_pct_ge_1.0518+taker_imb_aligned_30m_le_0.0001::top1,pair+top1,29,1.0,3,4,10.34,2.44,13.79,14.29,6.67,12.5,7.69,99.11,101.07
L2::P::local_range_180m_pct_ge_1.0518+taker_imb_aligned_30m_ge_0.0733,pair,219,7.552,19,25,8.68,15.45,11.42,12.09,6.25,12.62,5.17,109.79,100.98
L2::P::local_range_180m_pct_ge_1.0518+taker_imb_aligned_30m_ge_0.0733::top1,pair+top1,28,0.966,2,3,7.14,1.63,10.71,15.38,0.0,15.38,0.0,134.63,134.63
L2::P::local_range_180m_pct_ge_1.0518+taker_imb_aligned_30m_le_0.0733,pair,514,17.724,50,82,9.73,40.65,15.95,10.49,8.77,10.51,8.95,95.24,86.9
L2::P::local_range_180m_pct_ge_1.0518+taker_imb_aligned_30m_le_0.0733::top1,pair+top1,29,1.0,3,3,10.34,2.44,10.34,14.29,6.67,15.38,6.25,152.14,149.15
L2::P::local_range_180m_pct_le_1.0518+taker_imb_aligned_30m_ge_-0.0753,pair,201,6.931,33,21,16.42,26.83,10.45,23.33,10.81,13.33,19.79,95.41,70.43
L2::P::local_range_180m_pct_le_1.0518+taker_imb_aligned_30m_ge_-0.0753::top1,pair+top1,28,0.966,9,2,32.14,7.32,7.14,46.15,20.0,35.71,28.57,91.34,51.23
L2::P::local_range_180m_pct_le_1.0518+taker_imb_aligned_30m_le_-0.0753,pair,114,3.931,21,11,18.42,17.07,9.65,12.82,21.33,20.0,17.39,88.66,63.88
L2::P::local_range_180m_pct_le_1.0518+taker_imb_aligned_30m_le_-0.0753::top1,pair+top1,26,0.897,6,2,23.08,4.88,7.69,18.18,26.67,33.33,17.65,111.3,118.22
L2::P::local_range_180m_pct_le_1.0518+taker_imb_aligned_30m_ge_0.0001,pair,142,4.897,20,16,14.08,16.26,11.27,22.22,7.59,14.29,13.89,89.28,70.6
L2::P::local_range_180m_pct_le_1.0518+taker_imb_aligned_30m_ge_0.0001::top1,pair+top1,28,0.966,6,4,21.43,4.88,14.29,30.77,13.33,30.77,13.33,71.79,49.17
L2::P::local_range_180m_pct_le_1.0518+taker_imb_aligned_30m_le_0.0001,pair,173,5.966,34,16,19.65,27.64,9.25,18.18,20.56,16.25,22.58,94.85,67.16
L2::P::local_range_180m_pct_le_1.0518+taker_imb_aligned_30m_le_0.0001::top1,pair+top1,28,0.966,10,0,35.71,8.13,0.0,38.46,33.33,28.57,42.86,95.43,61.76
L2::P::local_range_180m_pct_le_1.0518+taker_imb_aligned_30m_ge_0.0733,pair,97,3.345,11,13,11.34,8.94,13.4,12.5,10.53,12.0,10.64,99.8,97.55
L2::P::local_range_180m_pct_le_1.0518+taker_imb_aligned_30m_ge_0.0733::top1,pair+top1,24,0.828,4,3,16.67,3.25,12.5,22.22,13.33,23.08,9.09,72.88,44.33
L2::P::local_range_180m_pct_le_1.0518+taker_imb_aligned_30m_le_0.0733,pair,218,7.517,43,19,19.72,34.96,8.72,23.6,17.05,17.0,22.03,90.99,63.88
L2::P::local_range_180m_pct_le_1.0518+taker_imb_aligned_30m_le_0.0733::top1,pair+top1,28,0.966,9,1,32.14,7.32,3.57,38.46,26.67,30.77,33.33,91.2,60.88
L2::P::local_range_180m_pct_ge_1.384+taker_imb_aligned_30m_ge_-0.0753,pair,388,13.379,25,53,6.44,20.33,13.66,8.93,3.05,8.12,4.71,83.35,76.95
L2::P::local_range_180m_pct_ge_1.384+taker_imb_aligned_30m_ge_-0.0753::top1,pair+top1,27,0.931,1,0,3.7,0.81,0.0,7.69,0.0,8.33,0.0,206.2,206.2
L2::P::local_range_180m_pct_ge_1.384+taker_imb_aligned_30m_le_-0.0753,pair,135,4.655,13,25,9.63,10.57,18.52,9.59,9.68,6.9,11.69,54.59,53.18
L2::P::local_range_180m_pct_ge_1.384+taker_imb_aligned_30m_le_-0.0753::top1,pair+top1,26,0.897,3,4,11.54,2.44,15.38,15.38,7.69,9.09,13.33,77.3,63.5
L2::P::local_range_180m_pct_ge_1.384+taker_imb_aligned_30m_ge_0.0001,pair,268,9.241,15,36,5.6,12.2,13.43,8.28,2.44,6.98,4.32,78.12,48.58
L2::P::local_range_180m_pct_ge_1.384+taker_imb_aligned_30m_ge_0.0001::top1,pair+top1,27,0.931,2,0,7.41,1.63,0.0,15.38,0.0,18.18,0.0,138.94,138.94
L2::P::local_range_180m_pct_ge_1.384+taker_imb_aligned_30m_le_0.0001,pair,255,8.793,23,42,9.02,18.7,16.47,9.93,7.69,8.73,9.3,70.5,63.5
L2::P::local_range_180m_pct_ge_1.384+taker_imb_aligned_30m_le_0.0001::top1,pair+top1,27,0.931,1,3,3.7,0.81,11.11,0.0,7.69,0.0,7.69,149.15,149.15
L2::P::local_range_180m_pct_ge_1.384+taker_imb_aligned_30m_ge_0.0733,pair,133,4.586,9,20,6.77,7.32,15.04,9.84,4.17,9.84,4.17,72.6,40.87
L2::P::local_range_180m_pct_ge_1.384+taker_imb_aligned_30m_ge_0.0733::top1,pair+top1,25,0.862,2,1,8.0,1.63,4.0,16.67,0.0,20.0,0.0,36.16,36.16
L2::P::local_range_180m_pct_ge_1.384+taker_imb_aligned_30m_le_0.0733,pair,389,13.414,29,58,7.46,23.58,14.91,8.94,5.19,7.25,7.65,73.79,63.5
L2::P::local_range_180m_pct_ge_1.384+taker_imb_aligned_30m_le_0.0733::top1,pair+top1,28,0.966,2,2,7.14,1.63,7.14,7.14,7.14,8.33,6.25,177.68,177.68
L2::P::local_range_180m_pct_le_1.384+taker_imb_aligned_30m_ge_-0.0753,pair,344,11.862,55,38,15.99,44.72,11.05,21.85,11.4,17.82,14.12,105.79,88.78
L2::P::local_range_180m_pct_le_1.384+taker_imb_aligned_30m_ge_-0.0753::top1,pair+top1,29,1.0,6,3,20.69,4.88,10.34,28.57,13.33,27.27,16.67,120.73,114.46
L2::P::local_range_180m_pct_le_1.384+taker_imb_aligned_30m_le_-0.0753,pair,178,6.138,30,23,16.85,24.39,12.92,11.67,19.49,15.0,18.37,108.22,96.85
L2::P::local_range_180m_pct_le_1.384+taker_imb_aligned_30m_le_-0.0753::top1,pair+top1,28,0.966,8,3,28.57,6.5,10.71,23.08,33.33,41.67,18.75,119.89,138.31
L2::P::local_range_180m_pct_le_1.384+taker_imb_aligned_30m_ge_0.0001,pair,255,8.793,35,25,13.73,28.46,9.8,20.91,8.28,16.54,10.94,109.89,97.55
L2::P::local_range_180m_pct_le_1.384+taker_imb_aligned_30m_ge_0.0001::top1,pair+top1,29,1.0,4,3,13.79,3.25,10.34,14.29,13.33,15.38,12.5,118.3,115.53
L2::P::local_range_180m_pct_le_1.384+taker_imb_aligned_30m_le_0.0001,pair,267,9.207,50,36,18.73,40.65,13.48,16.83,19.88,17.32,20.0,104.38,86.19
L2::P::local_range_180m_pct_le_1.384+taker_imb_aligned_30m_le_0.0001::top1,pair+top1,29,1.0,10,2,34.48,8.13,6.9,35.71,33.33,30.77,37.5,95.43,61.76
L2::P::local_range_180m_pct_le_1.384+taker_imb_aligned_30m_ge_0.0733,pair,182,6.276,21,18,11.54,17.07,9.89,14.08,9.91,14.44,8.7,120.5,119.13
L2::P::local_range_180m_pct_le_1.384+taker_imb_aligned_30m_ge_0.0733::top1,pair+top1,26,0.897,4,2,15.38,3.25,7.69,9.09,20.0,25.0,7.14,143.28,167.0
L2::P::local_range_180m_pct_le_1.384+taker_imb_aligned_30m_le_0.0733,pair,341,11.759,64,43,18.77,52.03,12.61,21.43,16.92,18.29,19.21,102.11,87.97
L2::P::local_range_180m_pct_le_1.384+taker_imb_aligned_30m_le_0.0733::top1,pair+top1,29,1.0,9,2,31.03,7.32,6.9,35.71,26.67,33.33,29.41,91.2,60.88
L2::P::local_range_180m_pct_ge_1.7907+taker_imb_aligned_30m_ge_-0.0753,pair,242,8.345,14,36,5.79,11.38,14.88,7.19,3.37,5.74,5.83,90.7,104.86
L2::P::local_range_180m_pct_ge_1.7907+taker_imb_aligned_30m_ge_-0.0753::top1,pair+top1,23,0.793,1,1,4.35,0.81,4.35,0.0,9.09,9.09,0.0,148.88,148.88
L2::P::local_range_180m_pct_ge_1.7907+taker_imb_aligned_30m_le_-0.0753,pair,76,2.621,6,14,7.89,4.88,18.42,7.32,8.57,3.23,11.11,48.78,58.34
L2::P::local_range_180m_pct_ge_1.7907+taker_imb_aligned_30m_le_-0.0753::top1,pair+top1,19,0.655,1,2,5.26,0.81,10.53,10.0,0.0,0.0,8.33,63.5,63.5
L2::P::local_range_180m_pct_ge_1.7907+taker_imb_aligned_30m_ge_0.0001,pair,159,5.483,6,23,3.77,4.88,14.47,5.26,1.56,2.78,4.6,79.74,44.72
L2::P::local_range_180m_pct_ge_1.7907+taker_imb_aligned_30m_ge_0.0001::top1,pair+top1,23,0.793,0,1,0.0,0.0,4.35,0.0,0.0,0.0,0.0,,
L2::P::local_range_180m_pct_ge_1.7907+taker_imb_aligned_30m_le_0.0001,pair,158,5.448,14,27,8.86,11.38,17.09,9.18,8.33,7.5,10.26,77.43,72.66
L2::P::local_range_180m_pct_ge_1.7907+taker_imb_aligned_30m_le_0.0001::top1,pair+top1,21,0.724,1,2,4.76,0.81,9.52,8.33,0.0,0.0,11.11,132.32,132.32
L2::P::local_range_180m_pct_ge_1.7907+taker_imb_aligned_30m_ge_0.0733,pair,81,2.793,4,13,4.94,3.25,16.05,7.5,2.44,5.71,4.35,70.32,20.75
L2::P::local_range_180m_pct_ge_1.7907+taker_imb_aligned_30m_ge_0.0733::top1,pair+top1,21,0.724,1,2,4.76,0.81,9.52,9.09,0.0,16.67,0.0,0.63,0.63
L2::P::local_range_180m_pct_ge_1.7907+taker_imb_aligned_30m_le_0.0733,pair,236,8.138,16,37,6.78,13.01,15.68,7.19,6.02,5.13,8.4,80.08,72.66
L2::P::local_range_180m_pct_ge_1.7907+taker_imb_aligned_30m_le_0.0733::top1,pair+top1,22,0.759,1,2,4.55,0.81,9.09,8.33,0.0,0.0,8.33,132.32,132.32
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_30m_ge_-0.0753,pair,492,16.966,66,55,13.41,53.66,11.18,18.75,8.96,16.0,10.74,100.49,88.06
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_30m_ge_-0.0753::top1,pair+top1,29,1.0,4,3,13.79,3.25,10.34,14.29,13.33,23.08,6.25,147.01,165.94
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_30m_le_-0.0753,pair,238,8.207,37,34,15.55,30.08,14.29,11.83,17.93,14.02,16.79,99.02,86.42
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_30m_le_-0.0753::top1,pair+top1,29,1.0,9,4,31.03,7.32,13.79,28.57,33.33,44.44,25.0,85.58,60.88
L2::P::local_range_180m_pct_le_1.7907+taker_imb_aligned_30m_ge_0.0001,pair,365,12.586,44,38,12.05,35.77,10.41,18.63,6.86,15.14,8.89,103.17,92.88
