zone_id,date,direction,setup_type,setup_type_score,setup_confidence,watch_label
BTC-USDT-SWAP-LONG-1773857693000-48,2026-03-18,LONG,absorption_reversal_long,137.668,8.13,BAD
BTC-USDT-SWAP-SHORT-1773857396000-47,2026-03-18,SHORT,absorption_reversal_short,148.359,8.082,BAD
BTC-USDT-SWAP-SHORT-1773861038000-49,2026-03-18,SHORT,retest_after_breakout_short,65.099,23.371,BAD
BTC-USDT-SWAP-SHORT-1773861090000-50,2026-03-18,SHORT,retest_after_breakout_short,57.659,27.12,BAD
BTC-USDT-SWAP-SHORT-1773862102000-51,2026-03-18,SHORT,absorption_reversal_short,9.0,7.237,BAD
BTC-USDT-SWAP-SHORT-1773863194000-52,2026-03-18,SHORT,absorption_reversal_short,118.028,7.722,BAD
BTC-USDT-SWAP-SHORT-1773865224000-55,2026-03-18,SHORT,retest_after_breakout_short,165.538,157.567,BAD
BTC-USDT-SWAP-SHORT-1773863225000-53,2026-03-18,SHORT,absorption_reversal_short,7.77,6.963,BAD
BTC-USDT-SWAP-LONG-1773864839000-54,2026-03-18,LONG,absorption_reversal_long,57.046,8.01,BAD
BTC-USDT-SWAP-SHORT-1773866301000-56,2026-03-18,SHORT,retest_after_breakout_short,56.373,48.362,BAD
BTC-USDT-SWAP-LONG-1773866763000-57,2026-03-18,LONG,absorption_reversal_long,113.157,7.576,BAD
BTC-USDT-SWAP-SHORT-1773879450000-2,2026-03-19,SHORT,absorption_reversal_short,71.654,7.152,GOOD
BTC-USDT-SWAP-LONG-1773881185000-3,2026-03-19,LONG,retest_after_breakout_long,14.313,6.223,BAD
BTC-USDT-SWAP-LONG-1773883030000-6,2026-03-19,LONG,absorption_reversal_long,7.93,7.308,BAD
BTC-USDT-SWAP-SHORT-1773886593000-7,2026-03-19,SHORT,retest_after_breakout_short,29.114,18.39,GOOD
BTC-USDT-SWAP-LONG-1773878683000-1,2026-03-19,LONG,absorption_reversal_long,115.867,7.563,BAD
BTC-USDT-SWAP-SHORT-1773882002000-4,2026-03-19,SHORT,absorption_reversal_short,43.6,7.521,GOOD
BTC-USDT-SWAP-SHORT-1773882324000-5,2026-03-19,SHORT,retest_after_breakout_short,25.845,17.533,GOOD
BTC-USDT-SWAP-LONG-1773890712000-8,2026-03-19,LONG,absorption_reversal_long,154.563,7.701,BAD
BTC-USDT-SWAP-SHORT-1773891608000-11,2026-03-19,SHORT,absorption_reversal_short,82.05,7.072,MID
BTC-USDT-SWAP-SHORT-1773891003000-9,2026-03-19,SHORT,absorption_reversal_short,8.839,7.502,MID
BTC-USDT-SWAP-SHORT-1773891095000-10,2026-03-19,SHORT,absorption_reversal_short,8.839,7.502,MID
BTC-USDT-SWAP-SHORT-1773893807000-13,2026-03-19,SHORT,retest_after_breakout_short,39.076,0.874,MID
BTC-USDT-SWAP-SHORT-1773894114000-14,2026-03-19,SHORT,retest_after_breakout_short,42.143,3.943,MID
BTC-USDT-SWAP-LONG-1773893554000-12,2026-03-19,LONG,absorption_reversal_long,46.258,7.625,BAD
BTC-USDT-SWAP-LONG-1773894697000-15,2026-03-19,LONG,retest_after_breakout_long,48.299,39.965,BAD
BTC-USDT-SWAP-LONG-1773902340000-16,2026-03-19,LONG,retest_after_breakout_long,77.463,54.885,BAD
BTC-USDT-SWAP-LONG-1773903689000-17,2026-03-19,LONG,retest_after_breakout_long,41.253,22.297,BAD
BTC-USDT-SWAP-LONG-1773910669000-22,2026-03-19,LONG,absorption_reversal_long,97.761,7.637,BAD
BTC-USDT-SWAP-LONG-1773909084000-21,2026-03-19,LONG,absorption_reversal_long,24.109,8.089,BAD
BTC-USDT-SWAP-LONG-1773910814000-23,2026-03-19,LONG,absorption_reversal_long,8.84,7.678,BAD
BTC-USDT-SWAP-LONG-1773907866000-20,2026-03-19,LONG,absorption_reversal_long,56.695,7.7,BAD
BTC-USDT-SWAP-LONG-1773907331000-19,2026-03-19,LONG,absorption_reversal_long,8.756,7.714,BAD
BTC-USDT-SWAP-LONG-1773913788000-26,2026-03-19,LONG,absorption_reversal_long,65.016,7.594,BAD
BTC-USDT-SWAP-SHORT-1773918340000-27,2026-03-19,SHORT,absorption_reversal_short,93.719,7.192,BAD
BTC-USDT-SWAP-SHORT-1773913555000-25,2026-03-19,SHORT,retest_after_breakout_short,47.818,4.019,BAD
BTC-USDT-SWAP-SHORT-1773912406000-24,2026-03-19,SHORT,absorption_reversal_short,8.93,1.154,MID
BTC-USDT-SWAP-SHORT-1773922559000-28,2026-03-19,SHORT,absorption_reversal_short,9.733,7.509,BAD
BTC-USDT-SWAP-LONG-1773926911000-30,2026-03-19,LONG,absorption_reversal_long,9.892,8.689,BAD
BTC-USDT-SWAP-SHORT-1773925165000-29,2026-03-19,SHORT,absorption_reversal_short,119.365,8.512,BAD
BTC-USDT-SWAP-SHORT-1773931024000-32,2026-03-19,SHORT,absorption_reversal_short,9.165,7.989,BAD
BTC-USDT-SWAP-SHORT-1773931043000-33,2026-03-19,SHORT,absorption_reversal_short,9.165,7.989,BAD
BTC-USDT-SWAP-LONG-1773932261000-35,2026-03-19,LONG,retest_after_breakout_long,45.069,35.255,BAD
BTC-USDT-SWAP-LONG-1773933216000-36,2026-03-19,LONG,absorption_reversal_long,41.851,8.094,BAD
BTC-USDT-SWAP-SHORT-1773929685000-31,2026-03-19,SHORT,retest_after_breakout_short,67.774,51.212,BAD
BTC-USDT-SWAP-LONG-1773932209000-34,2026-03-19,LONG,absorption_reversal_long,9.106,7.809,BAD
BTC-USDT-SWAP-LONG-1773933416000-37,2026-03-19,LONG,absorption_reversal_long,9.326,8.312,BAD
BTC-USDT-SWAP-SHORT-1773940442000-39,2026-03-19,SHORT,absorption_reversal_short,9.152,7.939,BAD
BTC-USDT-SWAP-SHORT-1773938165000-38,2026-03-19,SHORT,absorption_reversal_short,25.073,7.925,BAD
BTC-USDT-SWAP-LONG-1773943584000-43,2026-03-19,LONG,absorption_reversal_long,26.988,7.827,BAD
BTC-USDT-SWAP-LONG-1773944006000-44,2026-03-19,LONG,absorption_reversal_long,42.999,7.694,BAD
BTC-USDT-SWAP-LONG-1773941032000-40,2026-03-19,LONG,absorption_reversal_long,120.284,7.862,BAD
BTC-USDT-SWAP-SHORT-1773943299000-42,2026-03-19,SHORT,absorption_reversal_short,58.157,7.662,BAD
BTC-USDT-SWAP-SHORT-1773943061000-41,2026-03-19,SHORT,retest_after_breakout_short,98.232,39.898,BAD
BTC-USDT-SWAP-LONG-1773950934000-47,2026-03-19,LONG,absorption_reversal_long,12.35,7.326,BAD
BTC-USDT-SWAP-LONG-1773954597000-48,2026-03-19,LONG,absorption_reversal_long,158.912,7.328,BAD
BTC-USDT-SWAP-LONG-1773947883000-46,2026-03-19,LONG,absorption_reversal_long,10.836,7.833,BAD
BTC-USDT-SWAP-SHORT-1773960400000-49,2026-03-19,SHORT,absorption_reversal_short,143.1,7.305,BAD
BTC-USDT-SWAP-SHORT-1773947762000-45,2026-03-19,SHORT,absorption_reversal_short,9.544,7.082,BAD
BTC-USDT-SWAP-SHORT-1773964059000-50,2026-03-19,SHORT,absorption_reversal_short,97.808,7.27,BAD
BTC-USDT-SWAP-LONG-1773965776000-2,2026-03-20,LONG,retest_after_breakout_long,38.008,27.601,BAD
BTC-USDT-SWAP-LONG-1773967549000-4,2026-03-20,LONG,absorption_reversal_long,41.877,7.22,BAD
BTC-USDT-SWAP-LONG-1773967888000-5,2026-03-20,LONG,absorption_reversal_long,49.813,7.302,BAD
BTC-USDT-SWAP-SHORT-1773964831000-1,2026-03-20,SHORT,retest_after_breakout_short,68.673,7.244,BAD
BTC-USDT-SWAP-LONG-1773970205000-7,2026-03-20,LONG,absorption_reversal_long,34.022,7.543,BAD
BTC-USDT-SWAP-LONG-1773970724000-8,2026-03-20,LONG,absorption_reversal_long,19.073,7.507,BAD
BTC-USDT-SWAP-SHORT-1773968838000-6,2026-03-20,SHORT,absorption_reversal_short,126.691,7.56,BAD
BTC-USDT-SWAP-SHORT-1773966081000-3,2026-03-20,SHORT,retest_after_breakout_short,62.481,16.838,BAD
BTC-USDT-SWAP-SHORT-1773973332000-9,2026-03-20,SHORT,absorption_reversal_short,29.388,7.363,BAD
BTC-USDT-SWAP-LONG-1773978036000-13,2026-03-20,LONG,absorption_reversal_long,8.724,2.672,BAD
BTC-USDT-SWAP-LONG-1773978485000-14,2026-03-20,LONG,retest_after_breakout_long,26.758,4.342,BAD
BTC-USDT-SWAP-SHORT-1773976730000-10,2026-03-20,SHORT,absorption_reversal_short,51.315,7.319,BAD
BTC-USDT-SWAP-SHORT-1773980106000-16,2026-03-20,SHORT,absorption_reversal_short,80.289,7.174,GOOD
BTC-USDT-SWAP-LONG-1773980008000-15,2026-03-20,LONG,absorption_reversal_long,92.109,7.477,GOOD
BTC-USDT-SWAP-SHORT-1773977273000-11,2026-03-20,SHORT,retest_after_breakout_short,26.354,17.296,BAD
BTC-USDT-SWAP-LONG-1773988237000-17,2026-03-20,LONG,absorption_reversal_long,52.649,7.255,GOOD
BTC-USDT-SWAP-SHORT-1773990723000-18,2026-03-20,SHORT,absorption_reversal_short,8.671,2.35,GOOD
BTC-USDT-SWAP-LONG-1773993061000-19,2026-03-20,LONG,absorption_reversal_long,83.426,7.397,GOOD
BTC-USDT-SWAP-SHORT-1773977703000-12,2026-03-20,SHORT,absorption_reversal_short,8.393,7.205,BAD
BTC-USDT-SWAP-SHORT-1773995341000-21,2026-03-20,SHORT,absorption_reversal_short,9.05,7.57,MID
BTC-USDT-SWAP-LONG-1773994722000-20,2026-03-20,LONG,absorption_reversal_long,8.865,7.318,BAD
BTC-USDT-SWAP-SHORT-1774008086000-23,2026-03-20,SHORT,absorption_reversal_short,109.802,7.575,MID
BTC-USDT-SWAP-SHORT-1774010892000-24,2026-03-20,SHORT,absorption_reversal_short,8.8,7.542,MID
BTC-USDT-SWAP-LONG-1773997017000-22,2026-03-20,LONG,absorption_reversal_long,39.358,7.766,BAD
BTC-USDT-SWAP-SHORT-1774014989000-25,2026-03-20,SHORT,retest_after_breakout_short,68.205,47.788,BAD
BTC-USDT-SWAP-SHORT-1774019927000-27,2026-03-20,SHORT,absorption_reversal_short,134.375,8.086,BAD
BTC-USDT-SWAP-SHORT-1774019946000-28,2026-03-20,SHORT,retest_after_breakout_short,15.069,4.416,BAD
BTC-USDT-SWAP-SHORT-1774031763000-30,2026-03-20,SHORT,absorption_reversal_short,9.065,7.904,BAD
BTC-USDT-SWAP-SHORT-1774031844000-31,2026-03-20,SHORT,retest_after_breakout_short,53.352,28.55,BAD
BTC-USDT-SWAP-SHORT-1774040190000-34,2026-03-20,SHORT,absorption_reversal_short,73.635,7.006,BAD
BTC-USDT-SWAP-SHORT-1774036783000-32,2026-03-20,SHORT,retest_after_breakout_short,11.784,2.857,BAD
BTC-USDT-SWAP-SHORT-1774036822000-33,2026-03-20,SHORT,absorption_reversal_short,34.979,7.679,BAD
BTC-USDT-SWAP-LONG-1774028344000-29,2026-03-20,LONG,absorption_reversal_long,47.848,3.797,BAD
BTC-USDT-SWAP-LONG-1774015493000-26,2026-03-20,LONG,retest_after_breakout_long,104.489,14.11,BAD
BTC-USDT-SWAP-LONG-1774051508000-1,2026-03-21,LONG,absorption_reversal_long,161.157,7.107,BAD
BTC-USDT-SWAP-LONG-1774053309000-3,2026-03-21,LONG,absorption_reversal_long,36.004,6.559,BAD
BTC-USDT-SWAP-SHORT-1774053604000-4,2026-03-21,SHORT,absorption_reversal_short,53.205,6.663,BAD
BTC-USDT-SWAP-LONG-1774058261000-6,2026-03-21,LONG,absorption_reversal_long,109.72,6.816,BAD
BTC-USDT-SWAP-LONG-1774061201000-7,2026-03-21,LONG,absorption_reversal_long,8.161,3.577,BAD
BTC-USDT-SWAP-SHORT-1774071458000-8,2026-03-21,SHORT,retest_after_breakout_short,79.617,28.799,BAD
BTC-USDT-SWAP-SHORT-1774078231000-9,2026-03-21,SHORT,absorption_reversal_short,6.987,6.102,BAD
BTC-USDT-SWAP-SHORT-1774052542000-2,2026-03-21,SHORT,absorption_reversal_short,235.543,7.16,BAD
BTC-USDT-SWAP-SHORT-1774057799000-5,2026-03-21,SHORT,retest_after_breakout_short,11.954,3.856,BAD
BTC-USDT-SWAP-LONG-1774102920000-12,2026-03-21,LONG,absorption_reversal_long,115.028,6.418,BAD
BTC-USDT-SWAP-LONG-1774102049000-10,2026-03-21,LONG,retest_after_breakout_long,17.988,10.022,BAD
BTC-USDT-SWAP-SHORT-1774110303000-13,2026-03-21,SHORT,absorption_reversal_short,58.961,6.685,BAD
BTC-USDT-SWAP-SHORT-1774110996000-14,2026-03-21,SHORT,absorption_reversal_short,7.824,6.808,BAD
BTC-USDT-SWAP-SHORT-1774111884000-15,2026-03-21,SHORT,absorption_reversal_short,8.356,6.602,BAD
BTC-USDT-SWAP-SHORT-1774112836000-17,2026-03-21,SHORT,absorption_reversal_short,7.966,2.763,BAD
BTC-USDT-SWAP-SHORT-1774112945000-18,2026-03-21,SHORT,absorption_reversal_short,7.966,2.763,BAD
BTC-USDT-SWAP-SHORT-1774135368000-21,2026-03-21,SHORT,absorption_reversal_short,8.633,6.95,BAD
BTC-USDT-SWAP-LONG-1774117994000-19,2026-03-21,LONG,absorption_reversal_long,75.64,6.628,BAD
BTC-USDT-SWAP-LONG-1774112479000-16,2026-03-21,LONG,absorption_reversal_long,155.379,7.11,BAD
BTC-USDT-SWAP-LONG-1774135026000-20,2026-03-21,LONG,absorption_reversal_long,7.452,6.683,BAD
BTC-USDT-SWAP-SHORT-1774102622000-11,2026-03-21,SHORT,absorption_reversal_short,24.07,6.263,BAD
BTC-USDT-SWAP-SHORT-1774139842000-3,2026-03-22,SHORT,absorption_reversal_short,113.687,7.479,BAD
BTC-USDT-SWAP-SHORT-1774139822000-2,2026-03-22,SHORT,absorption_reversal_short,113.687,7.479,BAD
BTC-USDT-SWAP-SHORT-1774142237000-5,2026-03-22,SHORT,absorption_reversal_short,8.21,7.275,BAD
BTC-USDT-SWAP-SHORT-1774140972000-4,2026-03-22,SHORT,absorption_reversal_short,80.02,7.259,BAD
BTC-USDT-SWAP-LONG-1774139310000-1,2026-03-22,LONG,absorption_reversal_long,90.028,7.868,GOOD
BTC-USDT-SWAP-LONG-1774147456000-7,2026-03-22,LONG,absorption_reversal_long,8.037,6.919,GOOD
BTC-USDT-SWAP-SHORT-1774149904000-8,2026-03-22,SHORT,absorption_reversal_short,8.798,7.821,BAD
BTC-USDT-SWAP-SHORT-1774158125000-11,2026-03-22,SHORT,retest_after_breakout_short,227.034,219.31,BAD
BTC-USDT-SWAP-SHORT-1774146977000-6,2026-03-22,SHORT,absorption_reversal_short,32.711,7.113,BAD
BTC-USDT-SWAP-LONG-1774151423000-9,2026-03-22,LONG,absorption_reversal_long,45.88,7.131,BAD
BTC-USDT-SWAP-LONG-1774157350000-10,2026-03-22,LONG,absorption_reversal_long,7.79,6.855,BAD
BTC-USDT-SWAP-SHORT-1774169697000-17,2026-03-22,SHORT,absorption_reversal_short,8.312,7.278,BAD
BTC-USDT-SWAP-SHORT-1774168475000-14,2026-03-22,SHORT,retest_after_breakout_short,13.057,3.908,BAD
BTC-USDT-SWAP-SHORT-1774168425000-13,2026-03-22,SHORT,absorption_reversal_short,8.78,7.551,BAD
BTC-USDT-SWAP-SHORT-1774168517000-15,2026-03-22,SHORT,retest_after_breakout_short,98.872,90.095,BAD
BTC-USDT-SWAP-LONG-1774169205000-16,2026-03-22,LONG,absorption_reversal_long,105.898,7.431,BAD
BTC-USDT-SWAP-LONG-1774168383000-12,2026-03-22,LONG,retest_after_breakout_long,24.757,16.323,BAD
BTC-USDT-SWAP-SHORT-1774179056000-18,2026-03-22,SHORT,absorption_reversal_short,225.568,7.318,BAD
BTC-USDT-SWAP-SHORT-1774180644000-22,2026-03-22,SHORT,absorption_reversal_short,152.987,7.673,BAD
BTC-USDT-SWAP-SHORT-1774180005000-20,2026-03-22,SHORT,absorption_reversal_short,174.212,7.984,BAD
BTC-USDT-SWAP-LONG-1774183232000-23,2026-03-22,LONG,retest_after_breakout_long,31.375,13.268,BAD
BTC-USDT-SWAP-LONG-1774179961000-19,2026-03-22,LONG,absorption_reversal_long,195.074,7.799,BAD
BTC-USDT-SWAP-LONG-1774185495000-24,2026-03-22,LONG,absorption_reversal_long,76.725,7.583,BAD
BTC-USDT-SWAP-LONG-1774186750000-25,2026-03-22,LONG,absorption_reversal_long,8.491,7.378,BAD
BTC-USDT-SWAP-SHORT-1774207344000-27,2026-03-22,SHORT,absorption_reversal_short,479.9,7.722,BAD
BTC-USDT-SWAP-SHORT-1774209401000-29,2026-03-22,SHORT,absorption_reversal_short,79.399,7.198,BAD
BTC-USDT-SWAP-LONG-1774204867000-26,2026-03-22,LONG,retest_after_breakout_long,47.353,6.842,BAD
BTC-USDT-SWAP-SHORT-1774208087000-28,2026-03-22,SHORT,absorption_reversal_short,100.371,7.317,BAD
BTC-USDT-SWAP-LONG-1774180468000-21,2026-03-22,LONG,retest_after_breakout_long,75.573,58.254,BAD
BTC-USDT-SWAP-SHORT-1774213405000-30,2026-03-22,SHORT,absorption_reversal_short,79.428,7.943,BAD
BTC-USDT-SWAP-SHORT-1774213492000-31,2026-03-22,SHORT,absorption_reversal_short,79.428,7.943,BAD
BTC-USDT-SWAP-LONG-1774214168000-32,2026-03-22,LONG,absorption_reversal_long,172.842,8.756,BAD
BTC-USDT-SWAP-SHORT-1774224201000-1,2026-03-23,SHORT,retest_after_breakout_short,70.108,24.96,BAD
BTC-USDT-SWAP-SHORT-1774224316000-2,2026-03-23,SHORT,retest_after_breakout_short,70.108,24.96,BAD
BTC-USDT-SWAP-LONG-1774224466000-3,2026-03-23,LONG,absorption_reversal_long,30.738,7.991,BAD
BTC-USDT-SWAP-LONG-1774224518000-4,2026-03-23,LONG,absorption_reversal_long,9.779,7.908,BAD
BTC-USDT-SWAP-LONG-1774228686000-7,2026-03-23,LONG,absorption_reversal_long,8.961,7.936,GOOD
BTC-USDT-SWAP-LONG-1774230340000-9,2026-03-23,LONG,absorption_reversal_long,76.501,7.748,GOOD
BTC-USDT-SWAP-LONG-1774228797000-8,2026-03-23,LONG,absorption_reversal_long,78.601,7.812,GOOD
BTC-USDT-SWAP-LONG-1774233261000-11,2026-03-23,LONG,retest_after_breakout_long,411.796,350.899,GOOD
BTC-USDT-SWAP-SHORT-1774236610000-13,2026-03-23,SHORT,absorption_reversal_short,37.985,7.361,GOOD
BTC-USDT-SWAP-LONG-1774237251000-14,2026-03-23,LONG,retest_after_breakout_long,58.042,32.977,GOOD
BTC-USDT-SWAP-SHORT-1774233098000-10,2026-03-23,SHORT,retest_after_breakout_short,15.12,6.333,GOOD
BTC-USDT-SWAP-LONG-1774226586000-5,2026-03-23,LONG,absorption_reversal_long,42.94,4.899,BAD
BTC-USDT-SWAP-LONG-1774226641000-6,2026-03-23,LONG,absorption_reversal_long,42.94,4.899,BAD
BTC-USDT-SWAP-LONG-1774240874000-15,2026-03-23,LONG,absorption_reversal_long,141.836,7.403,MID
BTC-USDT-SWAP-SHORT-1774235188000-12,2026-03-23,SHORT,retest_after_breakout_short,26.249,0.005,GOOD
BTC-USDT-SWAP-SHORT-1774244879000-18,2026-03-23,SHORT,retest_after_breakout_short,83.761,75.292,MID
BTC-USDT-SWAP-LONG-1774242845000-17,2026-03-23,LONG,absorption_reversal_long,184.366,7.573,MID
BTC-USDT-SWAP-SHORT-1774242344000-16,2026-03-23,SHORT,absorption_reversal_short,83.564,7.668,GOOD
BTC-USDT-SWAP-SHORT-1774247388000-19,2026-03-23,SHORT,absorption_reversal_short,18.248,8.067,BAD
BTC-USDT-SWAP-SHORT-1774265760000-20,2026-03-23,SHORT,retest_after_breakout_short,83.942,67.479,BAD
BTC-USDT-SWAP-SHORT-1774267628000-21,2026-03-23,SHORT,absorption_reversal_short,94.101,8.344,BAD
BTC-USDT-SWAP-LONG-1774270395000-24,2026-03-23,LONG,retest_after_breakout_long,14.815,5.736,BAD
BTC-USDT-SWAP-LONG-1774270406000-25,2026-03-23,LONG,retest_after_breakout_long,14.815,5.736,BAD
BTC-USDT-SWAP-LONG-1774270541000-26,2026-03-23,LONG,retest_after_breakout_long,14.815,5.736,BAD
BTC-USDT-SWAP-LONG-1774268722000-22,2026-03-23,LONG,absorption_reversal_long,35.394,7.859,MID
BTC-USDT-SWAP-SHORT-1774269563000-23,2026-03-23,SHORT,absorption_reversal_short,142.2,8.238,BAD
BTC-USDT-SWAP-SHORT-1774273649000-27,2026-03-23,SHORT,retest_after_breakout_short,44.468,34.796,BAD
BTC-USDT-SWAP-LONG-1774275378000-30,2026-03-23,LONG,retest_after_breakout_long,50.381,34.321,BAD
BTC-USDT-SWAP-LONG-1774276640000-31,2026-03-23,LONG,retest_after_breakout_long,26.742,17.038,BAD
BTC-USDT-SWAP-SHORT-1774279570000-32,2026-03-23,SHORT,absorption_reversal_short,9.297,7.974,BAD
BTC-USDT-SWAP-SHORT-1774275173000-28,2026-03-23,SHORT,absorption_reversal_short,120.751,8.687,BAD
BTC-USDT-SWAP-SHORT-1774275219000-29,2026-03-23,SHORT,absorption_reversal_short,120.751,8.687,BAD
BTC-USDT-SWAP-SHORT-1774281621000-33,2026-03-23,SHORT,absorption_reversal_short,63.295,8.03,BAD
BTC-USDT-SWAP-SHORT-1774281629000-34,2026-03-23,SHORT,absorption_reversal_short,63.295,8.03,BAD
BTC-USDT-SWAP-LONG-1774288091000-35,2026-03-23,LONG,absorption_reversal_long,83.156,7.703,BAD
BTC-USDT-SWAP-SHORT-1774288765000-36,2026-03-23,SHORT,retest_after_breakout_short,73.259,64.379,BAD
BTC-USDT-SWAP-LONG-1774289043000-37,2026-03-23,LONG,absorption_reversal_long,9.159,8.032,BAD
BTC-USDT-SWAP-LONG-1774310440000-1,2026-03-24,LONG,absorption_reversal_long,8.857,7.857,BAD
BTC-USDT-SWAP-SHORT-1774311890000-5,2026-03-24,SHORT,absorption_reversal_short,38.519,6.33,BAD
BTC-USDT-SWAP-LONG-1774310514000-2,2026-03-24,LONG,absorption_reversal_long,9.124,8.124,BAD
BTC-USDT-SWAP-SHORT-1774311662000-4,2026-03-24,SHORT,absorption_reversal_short,9.081,7.894,BAD
BTC-USDT-SWAP-LONG-1774310581000-3,2026-03-24,LONG,absorption_reversal_long,74.311,7.716,BAD
BTC-USDT-SWAP-SHORT-1774312736000-6,2026-03-24,SHORT,absorption_reversal_short,39.793,7.814,BAD
BTC-USDT-SWAP-SHORT-1774327507000-10,2026-03-24,SHORT,absorption_reversal_short,118.289,7.339,GOOD
BTC-USDT-SWAP-LONG-1774313004000-7,2026-03-24,LONG,absorption_reversal_long,19.291,7.558,BAD
BTC-USDT-SWAP-SHORT-1774329160000-12,2026-03-24,SHORT,absorption_reversal_short,8.677,7.363,GOOD
BTC-USDT-SWAP-SHORT-1774329743000-13,2026-03-24,SHORT,absorption_reversal_short,106.182,7.627,GOOD
BTC-USDT-SWAP-SHORT-1774331704000-14,2026-03-24,SHORT,absorption_reversal_short,71.953,7.473,GOOD
BTC-USDT-SWAP-LONG-1774328942000-11,2026-03-24,LONG,absorption_reversal_long,15.045,7.378,BAD
BTC-USDT-SWAP-LONG-1774316785000-9,2026-03-24,LONG,absorption_reversal_long,9.217,1.776,BAD
BTC-USDT-SWAP-LONG-1774315073000-8,2026-03-24,LONG,absorption_reversal_long,8.887,7.849,BAD
BTC-USDT-SWAP-LONG-1774337368000-16,2026-03-24,LONG,absorption_reversal_long,103.385,7.97,BAD
BTC-USDT-SWAP-SHORT-1774339003000-17,2026-03-24,SHORT,absorption_reversal_short,61.023,7.904,MID
BTC-USDT-SWAP-LONG-1774340147000-19,2026-03-24,LONG,retest_after_breakout_long,49.554,19.696,BAD
BTC-USDT-SWAP-LONG-1774346043000-20,2026-03-24,LONG,retest_after_breakout_long,98.583,89.308,BAD
BTC-USDT-SWAP-LONG-1774346346000-21,2026-03-24,LONG,absorption_reversal_long,69.951,7.467,BAD
BTC-USDT-SWAP-LONG-1774339604000-18,2026-03-24,LONG,absorption_reversal_long,115.303,7.797,BAD
BTC-USDT-SWAP-SHORT-1774336685000-15,2026-03-24,SHORT,absorption_reversal_short,41.222,7.615,GOOD
BTC-USDT-SWAP-SHORT-1774362766000-24,2026-03-24,SHORT,retest_after_breakout_short,29.527,13.083,BAD
BTC-USDT-SWAP-SHORT-1774362129000-23,2026-03-24,SHORT,absorption_reversal_short,229.288,3.729,BAD
BTC-USDT-SWAP-LONG-1774363528000-25,2026-03-24,LONG,absorption_reversal_long,14.743,8.651,BAD
BTC-USDT-SWAP-SHORT-1774369947000-26,2026-03-24,SHORT,absorption_reversal_short,40.016,8.075,BAD
BTC-USDT-SWAP-LONG-1774361880000-22,2026-03-24,LONG,absorption_reversal_long,140.464,8.466,BAD
BTC-USDT-SWAP-SHORT-1774371172000-29,2026-03-24,SHORT,absorption_reversal_short,10.2,7.682,BAD
BTC-USDT-SWAP-SHORT-1774370927000-28,2026-03-24,SHORT,absorption_reversal_short,8.64,7.174,BAD
BTC-USDT-SWAP-SHORT-1774372444000-31,2026-03-24,SHORT,retest_after_breakout_short,9.617,0.556,BAD
BTC-USDT-SWAP-SHORT-1774374739000-32,2026-03-24,SHORT,absorption_reversal_short,43.84,8.36,BAD
BTC-USDT-SWAP-SHORT-1774372202000-30,2026-03-24,SHORT,absorption_reversal_short,179.197,8.445,BAD
BTC-USDT-SWAP-SHORT-1774381867000-33,2026-03-24,SHORT,absorption_reversal_short,64.208,7.743,BAD
BTC-USDT-SWAP-LONG-1774385370000-34,2026-03-24,LONG,absorption_reversal_long,43.79,7.612,BAD
BTC-USDT-SWAP-SHORT-1774389025000-35,2026-03-24,SHORT,absorption_reversal_short,8.546,0.143,BAD
BTC-USDT-SWAP-LONG-1774370647000-27,2026-03-24,LONG,absorption_reversal_long,187.211,8.986,BAD
BTC-USDT-SWAP-SHORT-1774389074000-36,2026-03-24,SHORT,absorption_reversal_short,146.217,7.507,BAD
BTC-USDT-SWAP-SHORT-1774396839000-1,2026-03-25,SHORT,absorption_reversal_short,223.109,7.291,BAD
BTC-USDT-SWAP-SHORT-1774397648000-4,2026-03-25,SHORT,retest_after_breakout_short,26.69,17.31,BAD
BTC-USDT-SWAP-LONG-1774397341000-2,2026-03-25,LONG,absorption_reversal_long,9.497,7.434,BAD
BTC-USDT-SWAP-LONG-1774397404000-3,2026-03-25,LONG,absorption_reversal_long,9.588,3.785,BAD
BTC-USDT-SWAP-LONG-1774400096000-6,2026-03-25,LONG,retest_after_breakout_long,26.829,17.957,BAD
BTC-USDT-SWAP-LONG-1774407695000-9,2026-03-25,LONG,absorption_reversal_long,134.734,7.031,BAD
BTC-USDT-SWAP-LONG-1774405086000-8,2026-03-25,LONG,absorption_reversal_long,11.685,7.151,BAD
BTC-USDT-SWAP-LONG-1774401634000-7,2026-03-25,LONG,absorption_reversal_long,7.861,7.191,BAD
BTC-USDT-SWAP-SHORT-1774408213000-10,2026-03-25,SHORT,retest_after_breakout_short,58.502,49.86,BAD
BTC-USDT-SWAP-SHORT-1774416093000-12,2026-03-25,SHORT,absorption_reversal_short,80.867,6.825,BAD
BTC-USDT-SWAP-LONG-1774419017000-14,2026-03-25,LONG,absorption_reversal_long,50.493,6.866,BAD
BTC-USDT-SWAP-LONG-1774425909000-16,2026-03-25,LONG,absorption_reversal_long,106.011,7.266,BAD
BTC-USDT-SWAP-LONG-1774416472000-13,2026-03-25,LONG,absorption_reversal_long,43.521,7.288,BAD
BTC-USDT-SWAP-SHORT-1774399490000-5,2026-03-25,SHORT,absorption_reversal_short,72.49,6.819,BAD
BTC-USDT-SWAP-LONG-1774415629000-11,2026-03-25,LONG,absorption_reversal_long,8.196,7.085,BAD
