_venue,_date,id,direction,sim_label,strong_label,true_mfe,true_mae,sim_outcome,sim_pnl_after_cost,taker_imbalance_15m,supportive_taker_imb_15m,eng_ofi,reclaim_zoneMid_preconfirm,regime_1d,dist_to_recent_swing_high_pct,cv_mate_dmin,cv_match_5m,cv_match_15m,cv_same_dir,cv_mate_taker,cv_confirm,cv_conflict,cv_lead
OKX,2026-05-22,BTC-USDT-SWAP-SHORT-1779464926000-22,SHORT,GOOD,STRONG_3,3.341,-0.425,WIN,1.86,0.2861,-0.2861,-0.10900789396854686,0,RANGE,1.0225,0.77,1,1,0,0.069,0,1,self
OKX,2026-05-23,BTC-USDT-SWAP-SHORT-1779494401000-1,SHORT,NOISE,MID,1.731,-2.479,LOSS,-1.64,0.2231,-0.2231,-0.17555786113705657,1,BEAR,0.7254,0.5,1,1,0,-0.043,1,0,self
OKX,2026-05-23,BTC-USDT-SWAP-SHORT-1779494481000-2,SHORT,NOISE,MID,1.731,-2.479,LOSS,-1.64,0.2231,-0.2231,-0.2815896568139553,1,BEAR,0.7254,0.5,1,1,0,-0.043,1,0,self
OKX,2026-05-23,BTC-USDT-SWAP-SHORT-1779496099000-5,SHORT,NOISE,MID,1.579,-2.638,LOSS,-1.64,-0.2008,0.2008,-0.23428886853587524,1,BEAR,0.8819,3.38,1,1,0,-0.1826,1,0,self
OKX,2026-05-23,BTC-USDT-SWAP-SHORT-1779507906000-9,SHORT,NOISE,MID,1.869,-2.335,LOSS,-1.64,-0.0444,0.0444,0.0286771725346592,1,BEAR,0.0414,192.42,0,0,,,0,0,
OKX,2026-05-23,BTC-USDT-SWAP-LONG-1779507581000-8,LONG,NOISE,WEAK_WIN_2,2.326,-1.878,LOSS,-1.64,0.187,0.187,0.19962590963172047,1,BEAR,0.2181,179.0,0,0,,,0,0,
OKX,2026-05-23,BTC-USDT-SWAP-SHORT-1779497203000-7,SHORT,NOISE,MID,1.514,-2.705,LOSS,-1.64,0.1328,-0.1328,-0.02884336824497868,0,BEAR,0.9417,16.4,0,0,0,-0.2214,1,0,other
OKX,2026-05-23,BTC-USDT-SWAP-LONG-1779495107000-3,LONG,NOISE,STRONG_2_5,2.633,-1.583,LOSS,-1.64,-0.1199,-0.1199,-0.13561488835429347,0,BEAR,0.8773,12.18,0,1,1,-0.043,0,1,other
OKX,2026-05-23,BTC-USDT-SWAP-LONG-1779495574000-4,LONG,NOISE,STRONG_2_5,2.565,-1.648,LOSS,-1.64,-0.1648,-0.1648,-0.11584155264705268,1,BEAR,0.8104,12.12,0,1,1,-0.1826,0,1,self
OKX,2026-05-23,BTC-USDT-SWAP-LONG-1779496998000-6,LONG,NOISE,STRONG_2_5,2.672,-1.546,LOSS,-1.64,0.0867,0.0867,-0.0033926293005725238,1,BEAR,0.9086,12.67,0,1,1,-0.2214,0,1,other
OKX,2026-05-23,BTC-USDT-SWAP-LONG-1779528501000-12,LONG,GOOD,STRONG_3,3.631,-0.07,WIN,1.86,-0.0187,-0.0187,0.26640921878636525,1,BEAR,1.0962,49.97,0,0,,,0,0,
OKX,2026-05-23,BTC-USDT-SWAP-LONG-1779532902000-13,LONG,GOOD,STRONG_3,3.733,-0.156,WIN,1.86,0.1139,0.1139,0.1558010510917259,1,BEAR,0.9085,19.65,0,0,1,0.0272,1,0,other
OKX,2026-05-23,BTC-USDT-SWAP-LONG-1779537311000-14,LONG,GOOD,STRONG_3,3.697,-0.191,WIN,1.86,-0.2567,-0.2567,0.31743406733154805,0,BEAR,0.1146,88.8,0,0,,,0,0,
OKX,2026-05-23,BTC-USDT-SWAP-LONG-1779542109000-15,LONG,GOOD,STRONG_3,3.448,-0.15,WIN,1.86,-0.1293,-0.1293,0.23263307991234963,0,BEAR,0.0871,1.73,1,1,1,0.1674,1,0,other
OKX,2026-05-23,BTC-USDT-SWAP-LONG-1779544826000-16,LONG,GOOD,STRONG_3,3.098,-0.107,WIN,1.86,0.1998,0.1998,-0.21604896233370421,1,BEAR,0.0489,40.02,0,0,,,0,0,
OKX,2026-05-23,BTC-USDT-SWAP-SHORT-1779522337000-10,SHORT,NOISE,MID,0.282,-3.849,LOSS,-1.64,-0.2175,0.2175,0.006443065886961764,1,BEAR,1.4784,1.35,1,1,0,-0.1275,1,0,other
OKX,2026-05-23,BTC-USDT-SWAP-LONG-1779546968000-17,LONG,GOOD,STRONG_2_5,2.777,-0.143,WIN,1.86,0.1336,0.1336,-0.34592071601409324,1,BEAR,0.0659,5.12,0,1,1,0.1808,1,0,self
OKX,2026-05-23,BTC-USDT-SWAP-LONG-1779548601000-18,LONG,GOOD,STRONG_2_5,2.567,-0.346,WIN,1.86,-0.1276,-0.1276,0.4098657015138939,0,BEAR,0.0849,4.95,1,1,1,-0.0784,0,1,self
