_half,_label_engine_class,_label_is_primary,_label_reached_raw,_label_unique_move_id,cand_absorb_score,cand_ask_refill_score,cand_bid_refill_score,cand_buy_pressure,cand_down_move_pct,cand_pressure_against,cand_prior_move_pct,cand_range_compression,cand_refill_with,cand_sell_pressure,cand_up_move_pct,candidate_iso,candidate_to_confirm_min,conf_age_min,conf_cycles_seen,conf_defended_persistence_sec,conf_opposite_thinning,conf_void_score,confirm_to_trigger_min,confirmed_iso,date,direction,filter_dup_suppressed,filter_fast_ok,filter_kept,local_range_15m_pct,local_range_180m_pct,local_range_30m_pct,local_range_60m_pct,local_realized_vol_15m,local_realized_vol_180m,local_realized_vol_30m,local_realized_vol_60m,opp_dir_zones_active_60m,prior_move_15m_pct,prior_move_180m_pct,prior_move_30m_pct,prior_move_60m_pct,same_dir_zones_active_60m,score_absorption,score_liquidity_void,score_ofi,score_refill,score_trigger,stage_reached,total_pre_trigger_min,trig_break_pct,trig_flow_multiplier,trig_price,trig_side_flow_ok,trigger_iso,zone_high,zone_id,zone_low,zone_mid,zone_width_pct
first,failed_triggered,False,False,,0.635782897931187,0.5003018199740124,,0.5779844526647154,,0.5779844526647154,0,1,0.5003018199740124,,0,2026-03-02T02:32:06+00:00,9.116666666666667,9.116666666666667,16,547,0.49939101272279124,1,22.8,2026-03-02T02:41:13+00:00,2026-03-02,SHORT,True,True,False,0.4452,2.0434,0.7835,1.2537,0.000624,0.001005,0.000783,0.000844,3,0.1633,0.8331,0.5803,-0.5089,1,0.7279139337354216,1,0.016030518923360593,0.5005888125891901,0.9668468814985205,triggered,31.916666666666668,0.053248335487007595,1.4028975641173307,66099.95,0,2026-03-02T03:04:01+00:00,66424.35,BTC-USDT-SWAP-SHORT-1772418726000-11,66135.165875,66279.7579375,0.4363083601975319
first,duplicate_reached_move,False,True,1,0.6543231672492871,,0.5018246165407301,,0,0.5948392429538973,0,1,0.5018246165407301,0.5948392429538973,,2026-03-02T02:51:29+00:00,3.45,3.45,20,207,0.5002416762455663,1,16.416666666666668,2026-03-02T02:54:56+00:00,2026-03-02,LONG,False,True,True,0.2898,2.0434,0.4452,1.1754,0.000611,0.000981,0.000623,0.000816,2,-0.2326,0.727,0.0604,-0.5529,0,0.6736171966508875,1,0.2626083408323339,0.49956008605655206,1,triggered,19.866666666666667,0.15044909600422665,1.9807552549400012,66409.15,0,2026-03-02T03:11:21+00:00,66309.388125,BTC-USDT-SWAP-LONG-1772419889000-13,66200.45,66254.9190625,0.16442269727510556
first,duplicate_reached_move,False,True,1,0.6736171966508875,,0.49956008605655206,,0,0.6123792696826249,0,1,0.49956008605655206,0.6123792696826249,,2026-03-02T02:54:56+00:00,11.7,11.7,77,702,0.5002351552996497,1,4.716666666666667,2026-03-02T03:06:38+00:00,2026-03-02,LONG,False,True,True,0.3855,1.9726,0.5238,0.9006,0.000617,0.000961,0.000606,0.000772,1,-0.1218,0.6477,-0.2278,-0.2027,1,0.720978925594715,1,-0.001128168260330522,0.49835971487173064,1,triggered,16.416666666666668,0.11487503571000098,2.660373637901679,66409.15,0,2026-03-02T03:11:21+00:00,66332.95,BTC-USDT-SWAP-LONG-1772420096000-14,66078.35,66205.65,0.3845593238643398
first,invalidated_or_expired,False,False,,0.7279139337354216,0.5005888125891901,,0.6617399397594741,,0.6617399397594741,0,1,0.5005888125891901,,0,2026-03-02T02:41:13+00:00,35.2,35.2,133,2112,0.5013054069898151,1,,2026-03-02T03:16:25+00:00,2026-03-02,SHORT,,,,0.763,1.9464,0.763,0.8826,0.000794,0.000947,0.000714,0.000722,2,0.3927,1.0324,0.2926,0.4328,1,0.6954476184496344,1,0.017055443973233306,0.5006445973037328,,confirmed,,,,,0,,66573.15,BTC-USDT-SWAP-SHORT-1772419273000-12,66078.35,66325.75,0.7460149338680503
first,duplicate_reached_move,False,True,1,0.6137826350940974,,0.5007190528783079,,0,0.5579842137219067,0,1,0.5007190528783079,0.5579842137219067,,2026-03-02T03:09:36+00:00,24.8,24.8,28,1488,0.5011912452510833,1,3.283333333333333,2026-03-02T03:34:24+00:00,2026-03-02,LONG,True,True,False,0.4578,1.8619,1.1226,1.1798,0.000839,0.000951,0.000826,0.000725,3,0.2975,1.2761,0.9784,0.6728,2,0.601753063561967,1,0.20528948231660413,0.500669994175482,0.976505337216395,triggered,28.083333333333332,0.1764938597337485,1.4334785316186083,66975.85,0,2026-03-02T03:37:41+00:00,66857.85,BTC-USDT-SWAP-LONG-1772420976000-15,66316.575125,66587.2125625,0.8128811136101425
first,failed_triggered,False,False,,0.6171189131650644,0.5002129456428221,,0.5610171937864221,,0.5610171937864221,0,1,0.5002129456428221,,0,2026-03-02T03:29:28+00:00,20.116666666666667,20.116666666666667,4,1207,0.4997089614492886,1,134.06666666666666,2026-03-02T03:49:35+00:00,2026-03-02,SHORT,False,False,False,0.4428,1.8619,0.6787,1.4044,0.000763,0.000907,0.000796,0.000767,3,0.1535,0.4932,0.4162,0.9055,2,0.6138859528242094,1,-0.101113359904236,0.5003981061050548,0.9697856807343288,triggered,154.18333333333334,0.23334335590036392,1.407114396045642,66527.25,0,2026-03-02T06:03:39+00:00,67006.25,BTC-USDT-SWAP-SHORT-1772422168000-17,66682.85,66844.55,0.4838090764318021
first,failed_triggered,False,False,,0.6387110073060838,0.5000998823919379,,0.5806463702782579,,0.5806463702782579,0,1,0.5000998823919379,,0,2026-03-02T03:25:27+00:00,4.016666666666667,4.016666666666667,5,241,0.5002505002871536,1,154.43333333333334,2026-03-02T03:29:28+00:00,2026-03-02,SHORT,True,False,False,0.6234,1.8619,1.1604,1.1604,0.000835,0.000951,0.000814,0.000719,2,0.3946,1.3139,0.7343,0.8435,2,0.6171189131650644,1,-0.09333810580955176,0.5002129456428221,0.9686574801180442,triggered,158.45,0.19456837548119807,1.4014555032921259,66511.55,0,2026-03-02T06:03:54+00:00,66843.25,BTC-USDT-SWAP-SHORT-1772421927000-16,66641.212725,66742.2313625,0.3027127964941137
first,invalidated_or_expired,False,False,,0.6298899835511512,,0.5010690108805107,,0,0.5726272577737738,0,1,0.5010690108805107,0.5726272577737738,,2026-03-02T03:45:33+00:00,10.416666666666666,10.416666666666666,78,625,0.49992479867386397,1,,2026-03-02T03:55:58+00:00,2026-03-02,LONG,,,,0.2902,1.8619,0.5432,1.4044,0.000613,0.000885,0.000753,0.000773,3,-0.0109,0.5176,0.2833,0.9146,2,0.6023532076417948,1,0.19407698681309477,0.5021918169880386,,confirmed,,,,,0,,66999.85,BTC-USDT-SWAP-LONG-1772423133000-18,66806.05,66902.95000000001,0.28967332531675044
first,failed_triggered,False,False,,0.6199024513685046,0.5001382598848592,,0.5635476830622769,,0.5635476830622769,0,1,0.5001382598848592,,0,2026-03-02T06:53:49+00:00,6.283333333333333,6.283333333333333,11,377,0.49991757389057556,1,4.65,2026-03-02T07:00:06+00:00,2026-03-02,SHORT,False,True,True,0.3311,1.4253,0.4009,1.0216,0.000658,0.000649,0.000605,0.0007,0,-0.1052,-0.9716,-0.1303,-0.7925,0,0.6558357428039033,1,-0.15195040250836844,0.5002760591202401,0.9687093745588966,triggered,10.933333333333334,0.11877293431635894,1.403108363729523,65976.85,0,2026-03-02T07:04:45+00:00,66219.95,BTC-USDT-SWAP-SHORT-1772434429000-19,66055.305825,66137.6279125,0.24894176007917618
first,failed_triggered,False,False,,0.6436978657592155,0.500676783732987,,0.618548051163473,,0.618548051163473,0.0011404415789793808,1,0.500676783732987,,0.0011404415789793808,2026-03-02T07:30:50+00:00,30.016666666666666,30.016666666666666,18,1801,0.5006785885025961,1,26.85,2026-03-02T08:00:51+00:00,2026-03-02,SHORT,False,True,True,0.1981,2.2038,0.3746,0.9617,0.000635,0.000695,0.000593,0.000779,0,-0.0253,-1.3284,0.2138,-0.363,1,0.6063132143056574,1,-0.11655854528975143,0.4996579557797982,1,triggered,56.86666666666667,0.05129570514010596,1.5388036580702493,65698.15,0,2026-03-02T08:27:42+00:00,65992.25,BTC-USDT-SWAP-SHORT-1772436650000-21,65731.867625,65862.0588125,0.3953450282222014
first,invalidated_or_expired,False,False,,0.6440256694045288,0.5004949991321995,,0.5854778812768443,,0.5854778812768443,0,1,0.5004949991321995,,0,2026-03-02T07:22:34+00:00,8.266666666666667,8.266666666666667,16,496,0.4998510444461809,1,,2026-03-02T07:30:50+00:00,2026-03-02,SHORT,,,,0.4803,2.2038,0.9617,1.1777,0.000743,0.000699,0.000927,0.00078,0,0.0832,-1.6595,-0.5786,-0.7193,1,0.6436978657592155,1,0.07901637409500281,0.500676783732987,,confirmed,,,,,0,,65830.85,BTC-USDT-SWAP-SHORT-1772436154000-20,65554.256475,65692.5532375,0.42104243383573187
first,failed_triggered,False,False,,0.6073630201426921,0.5002913260169444,,0.55214820012972,,0.55214820012972,0,1,0.5002913260169444,,0,2026-03-02T12:36:07+00:00,18.3,18.3,6,1098,0.5004196636433422,1,9.75,2026-03-02T12:54:25+00:00,2026-03-02,SHORT,False,True,True,0.2463,0.8864,0.3851,0.7512,0.000603,0.000609,0.00058,0.000586,0,-0.0003,-0.4109,-0.135,-0.4063,0,0.6055583887631798,1,0.009038666375183609,0.5007178076341406,1,triggered,28.05,0.056915066784139365,1.5605996542159357,65850.15,0,2026-03-02T13:04:10+00:00,66051.559275,BTC-USDT-SWAP-SHORT-1772454967000-22,65887.65,65969.6046375,0.24846181192184916
first,duplicate_reached_move,False,True,1,0.6899983127106705,,0.49952714219366384,,0,0.6272711933733367,0,1,0.49952714219366384,0.6272711933733367,,2026-03-02T14:24:52+00:00,3.15,3.15,18,189,0.5010649435767299,1,0.7166666666666667,2026-03-02T14:28:01+00:00,2026-03-02,LONG,False,True,True,0.4008,1.9284,0.5972,1.092,0.000834,0.000751,0.000833,0.000906,2,-0.1775,-0.9614,0.0948,-0.5662,1,0.6083102009247104,1,0.0942688499789035,0.501076154567341,1,triggered,3.8666666666666667,0.1084579671986974,1.724342107104497,65626.45,0,2026-03-02T14:28:44+00:00,65555.35,BTC-USDT-SWAP-LONG-1772461492000-27,65357.95,65456.65,0.30157363690321565
first,invalidated_or_expired,False,False,,0.6065659565431908,0.5002062029006108,,0.5514235968574461,,0.5514235968574461,0,1,0.5002062029006108,,0,2026-03-02T13:55:57+00:00,4.066666666666666,4.066666666666666,20,244,0.5025399717883097,1,,2026-03-02T14:00:01+00:00,2026-03-02,SHORT,,,,0.4682,1.7658,0.9307,1.3045,0.00086,0.000728,0.000958,0.000903,0,-0.255,-1.2809,-0.5999,-0.8131,0,0.7252709746868158,1,-0.03534902022346823,0.502180138627654,,confirmed,,,,,0,,65470.149999999994,BTC-USDT-SWAP-SHORT-1772459757000-24,65347.759775,65408.9548875,0.18711539606541702
first,invalidated_or_expired,False,False,,0.662993570193661,0.500970589142118,,0.6027214274487827,,0.6027214274487827,0,1,0.500970589142118,,0,2026-03-02T14:02:42+00:00,7.716666666666667,7.716666666666667,22,463,0.5003646082728839,1,,2026-03-02T14:10:25+00:00,2026-03-02,SHORT,,,,0.4866,1.9284,0.8355,1.4664,0.000827,0.000737,0.000981,0.000899,0,0.1585,-0.9435,-0.4083,-0.687,1,0.6424672556400159,1,-0.2967889833814271,0.49974507770625487,,confirmed,,,,,0,,65526.75,BTC-USDT-SWAP-SHORT-1772460162000-25,65267.05,65396.9,0.3971136246519286
first,duplicate_reached_move,False,True,1,0.7393732329346095,,0.4997935513083482,,0,0.6721574844860086,0,1,0.4997935513083482,0.6721574844860086,,2026-03-02T13:45:59+00:00,38.88333333333333,38.88333333333333,24,2333,0.4999314226780577,1,8.633333333333333,2026-03-02T14:24:52+00:00,2026-03-02,LONG,True,True,False,0.4008,1.9284,0.5972,1.4664,0.000744,0.000742,0.000785,0.000903,2,-0.1168,-1.0333,0.0653,-0.9391,0,0.6899983127106705,1,-0.012287424432405285,0.49952714219366384,1,triggered,47.516666666666666,0.6568174527521947,1.5734270197717677,66050.45,0,2026-03-02T14:33:30+00:00,65619.45,BTC-USDT-SWAP-LONG-1772459159000-23,65267.05,65443.25,0.5384818143964338
first,invalidated_or_expired,False,False,,0.6176704516689691,0.4998553144879684,,0.5615185924263355,,0.5615185924263355,0,1,0.4998553144879684,,0,2026-03-02T14:18:52+00:00,19.15,19.15,54,1149,0.5005144106833301,1,,2026-03-02T14:38:01+00:00,2026-03-02,SHORT,,,,1.5168,1.9284,1.5168,1.7152,0.001896,0.000903,0.001434,0.001231,2,0.9647,-0.1315,0.8779,0.4082,2,0.6797119267582697,1,0.026157725829830496,0.500410107334168,,confirmed,,,,,0,,66327.95,BTC-USDT-SWAP-SHORT-1772461132000-26,65347.25,65837.6,1.4895743465739897
first,failed_triggered,False,False,,0.612422865046399,,0.5003637176582741,,0,0.5567480591330899,0,1,0.5003637176582741,0.5567480591330899,,2026-03-02T15:06:45+00:00,13.816666666666666,13.816666666666666,21,829,0.5004110468229646,1,0.55,2026-03-02T15:20:34+00:00,2026-03-02,LONG,False,True,True,2.0742,5.1795,2.6736,4.9742,0.001941,0.00126,0.001845,0.001867,1,1.9486,3.4711,2.1996,4.6317,2,0.6020931135520661,1,0.06452287767544433,0.5001523921187351,1,triggered,14.366666666666667,0.21786857741590768,2.1415288297782933,68722.85,0,2026-03-02T15:21:07+00:00,68573.45,BTC-USDT-SWAP-LONG-1772464005000-28,67224.02117499999,67898.73558749999,1.9874137763007722
first,failed_triggered,False,False,,0.6110036299893036,,0.4999685167385997,,0,0.5554578454448214,0,1,0.4999685167385997,0.5554578454448214,,2026-03-02T15:06:53+00:00,13.683333333333334,13.683333333333334,15,821,0.5004110468229646,1,0.55,2026-03-02T15:20:34+00:00,2026-03-02,LONG,False,True,True,2.0742,5.1795,2.6736,4.9742,0.001941,0.00126,0.001845,0.001867,1,1.9486,3.4711,2.1996,4.6317,2,0.6020931135520661,1,0.2774123743629166,0.5001523921187351,1,triggered,14.233333333333333,0.21786857741590768,2.1937607235030203,68722.85,0,2026-03-02T15:21:07+00:00,68573.45,BTC-USDT-SWAP-LONG-1772464013000-29,67280.29302499999,67926.87151249999,1.9037487612866684
first,failed_triggered,False,False,,0.6229899687108702,,0.5003915953760123,,0,0.5663545170098819,0,1,0.5003915953760123,0.5663545170098819,,2026-03-02T15:31:37+00:00,13.166666666666666,13.166666666666666,67,790,0.5003303064812498,1,2.1333333333333333,2026-03-02T15:44:47+00:00,2026-03-02,LONG,False,True,True,1.6433,6.5642,1.8424,4.5687,0.001681,0.001393,0.00179,0.001811,0,1.4279,5.2458,1.4838,4.2741,2,0.6010647763288981,1,0.11216669057447573,0.4994446744068371,1,triggered,15.3,0.05684275208141609,1.657970645248811,69529.45,0,2026-03-02T15:46:55+00:00,69489.95,BTC-USDT-SWAP-LONG-1772465497000-30,68396.65,68943.29999999999,1.5857958641376364
first,failed_triggered,False,False,,0.623110592660916,,0.5010425158153001,,0,0.5664641751462872,0,1,0.5010425158153001,0.5664641751462872,,2026-03-02T16:22:24+00:00,9.983333333333333,9.983333333333333,35,599,0.5009308027784923,1,12.1,2026-03-02T16:32:23+00:00,2026-03-02,LONG,True,True,False,0.7691,6.9646,1.2601,2.0253,0.001234,0.001518,0.00137,0.001481,1,-0.1758,5.337,0.365,1.2407,1,0.7246168494846809,1,0.17192059762244102,0.501180544424787,1,triggered,22.083333333333332,0.09453456787733851,2.8403169588852077,69775.85,0,2026-03-02T16:44:29+00:00,69709.95,BTC-USDT-SWAP-LONG-1772468544000-32,69212.25,69461.1,0.716516150766396
first,failed_triggered,False,False,,0.6161144101710184,0.4992041339370023,,0.5601040092463804,,0.5601040092463804,0,1,0.4992041339370023,,0,2026-03-02T17:18:22+00:00,3.0,3,180,180,0.5001463738604305,1,21.933333333333334,2026-03-02T17:21:22+00:00,2026-03-02,SHORT,False,True,True,0.5351,7.2553,0.9245,1.532,0.000989,0.001607,0.001027,0.001331,2,-0.0003,5.9669,-0.49,-0.1108,1,0.6109685472661257,1,-0.010871531502337203,0.4996446980868242,1,triggered,24.933333333333334,0.22258009231504874,1.632342216457075,68989.75,0,2026-03-02T17:43:18+00:00,69418.05,BTC-USDT-SWAP-SHORT-1772471902000-34,69143.65,69280.85,0.3960690436101877
first,failed_triggered,False,False,,0.6167398684607133,0.5008358510050848,,0.5606726076915575,,0.5606726076915575,0,1,0.5008358510050848,,0,2026-03-02T17:18:58+00:00,7.066666666666666,7.066666666666666,150,424,0.5004329701709896,1,17.266666666666666,2026-03-02T17:26:02+00:00,2026-03-02,SHORT,False,True,True,0.5351,7.221,0.6028,1.532,0.000962,0.001607,0.001008,0.001311,2,0.048,5.8681,-0.2777,-0.2675,2,0.6011406316570059,1,-0.17328056676943174,0.5014335760329727,1,triggered,24.333333333333332,0.17266642552780345,1.5382800621879242,68989.75,0,2026-03-02T17:43:18+00:00,69418.05,BTC-USDT-SWAP-SHORT-1772471938000-35,69109.07817499999,69263.5640875,0.4460813258319972
first,invalidated_or_expired,False,False,,0.6799982528065949,,0.5007075746232744,,0,0.6181802298241771,0,1,0.5007075746232744,0.6181802298241771,,2026-03-02T16:52:43+00:00,11.466666666666667,11.466666666666667,4,688,0.5005594240063753,1,,2026-03-02T17:04:11+00:00,2026-03-02,LONG,,,,0.7139,7.465,1.532,1.532,0.00114,0.001596,0.00152,0.001434,1,-0.4781,6.4166,0.3146,0.4396,1,0.6084854305033712,1,0.2631484871434296,0.5008780208890068,,confirmed,,,,,0,,69811.838475,BTC-USDT-SWAP-LONG-1772470363000-33,69331.55,69571.69423749999,0.690350407969672
first,failed_triggered,False,False,,0.6301158181321872,0.5004225797746681,,0.572832561938352,,0.572832561938352,0,1,0.5004225797746681,,0,2026-03-02T17:20:02+00:00,6.0,6,86,360,0.5004329701709896,1,17.583333333333332,2026-03-02T17:26:02+00:00,2026-03-02,SHORT,True,True,False,0.5351,7.221,0.6028,1.532,0.000962,0.001607,0.001008,0.001311,2,0.048,5.8681,-0.2777,-0.2675,2,0.6011406316570059,1,-0.045591853868276515,0.5014335760329727,0.9719626271375963,triggered,23.583333333333332,0.42917851390207484,1.4167972902319874,68921.95,0,2026-03-02T17:43:37+00:00,69418.05,BTC-USDT-SWAP-SHORT-1772472002000-36,69219.023175,69318.5365875,0.2871191961024434
first,no_trigger,False,False,,0.6228476102660198,0.4993590196246804,,0.5662251002418361,,0.5662251002418361,0,1,0.4993590196246804,,0,2026-03-02T16:13:48+00:00,12.683333333333334,12.683333333333334,5,761,0.4989245095215381,1,,2026-03-02T16:26:29+00:00,2026-03-02,SHORT,,,,0.4986,6.9646,1.3091,2.0253,0.001269,0.001514,0.001431,0.001506,1,-0.1911,5.2344,0.6449,1.2786,0,0.6030653226365488,1,0.016539681390142422,0.5015656393814574,,confirmed,,,,,0,,70054.95,BTC-USDT-SWAP-SHORT-1772468028000-31,68536.45,69295.7,2.1913336613960173
first,no_trigger,False,False,,0.7332659555605906,0.4965433980762013,,0.6666054141459914,,0.6666054141459914,0,1,0.4965433980762013,,0,2026-03-02T17:56:43+00:00,15.166666666666666,15.166666666666666,24,910,0.5001951552271966,1,,2026-03-02T18:11:53+00:00,2026-03-02,SHORT,,,,0.7193,3.1257,0.7313,1.2144,0.000851,0.001369,0.000926,0.000945,0,-0.0808,1.5205,-0.2091,-0.417,3,0.6590601627917828,1,-0.24865629637014022,0.501598318642964,,confirmed,,,,,0,,69482.05,BTC-USDT-SWAP-SHORT-1772474203000-37,68536.45,69009.25,1.3702510895278617
first,primary_unique_reached_move,True,True,2,0.8159090941498152,0.49976417642922444,,0.7713836582213145,,0.7713836582213145,0.0007994255763900709,1,0.49976417642922444,,0.0007994255763900709,2026-03-03T00:00:35+00:00,8.166666666666666,8.166666666666666,71,490,0.5001530543198273,1,10.516666666666667,2026-03-03T00:08:45+00:00,2026-03-03,SHORT,False,True,True,0.3003,0.3003,0.3003,0.3003,0.000742,0.000742,0.000742,0.000742,0,0.0997,0.0997,0.0997,0.0997,0,0.6061132217412718,1,-0.08652858554267313,0.5006329771647461,1,triggered,18.683333333333334,0.0558644994926284,8.874654949551008,68699.35,0,2026-03-03T00:19:16+00:00,68932.95,BTC-USDT-SWAP-SHORT-1772496035000-1,68737.75,68835.35,0.2835752269727648
