id,_date,direction,sim_label,sim_outcome,sim_pnl_after_cost,explainable_score,dist_to_recent_swing_high_pct,dl2_supp_minus_opp_net_flow_15m__pctile_prior,dl2_supp_minus_opp_net_flow_15m__z_prior,dl2_supp_minus_opp_net_flow_15m__pctile_7d,dl2_supp_minus_opp_net_flow_15m__pctile_day,dl2_supp_minus_opp_net_flow_15m__pctile_60m,dl2_supp_minus_opp_net_flow_15m__pctile_180m,dl2_supp_minus_opp_net_flow_15m__z_60m,dl2_supp_minus_opp_net_flow_15m__z_180m,dl2_supp_minus_opp_net_flow_15m__over_med_prior,dl2_supp_minus_opp_net_flow_15m__over_mad_prior,dl2_supp_minus_opp_net_flow_5m__pctile_prior,dl2_supp_minus_opp_net_flow_5m__z_prior,dl2_supp_minus_opp_net_flow_5m__pctile_7d,dl2_supp_minus_opp_net_flow_5m__pctile_day,dl2_supp_minus_opp_net_flow_5m__pctile_60m,dl2_supp_minus_opp_net_flow_5m__pctile_180m,dl2_supp_minus_opp_net_flow_5m__z_60m,dl2_supp_minus_opp_net_flow_5m__z_180m,dl2_supp_minus_opp_net_flow_5m__over_med_prior,dl2_supp_minus_opp_net_flow_5m__over_mad_prior,dl2_microprice_aligned_delta_5m_bps__pctile_prior,dl2_microprice_aligned_delta_5m_bps__z_prior,dl2_microprice_aligned_delta_5m_bps__pctile_7d,dl2_microprice_aligned_delta_5m_bps__pctile_day,dl2_microprice_aligned_delta_5m_bps__pctile_60m,dl2_microprice_aligned_delta_5m_bps__pctile_180m,dl2_microprice_aligned_delta_5m_bps__z_60m,dl2_microprice_aligned_delta_5m_bps__z_180m,dl2_microprice_aligned_delta_5m_bps__over_med_prior,dl2_microprice_aligned_delta_5m_bps__over_mad_prior,dl2_microprice_aligned_delta_15m_bps__pctile_prior,dl2_microprice_aligned_delta_15m_bps__z_prior,dl2_microprice_aligned_delta_15m_bps__pctile_7d,dl2_microprice_aligned_delta_15m_bps__pctile_day,dl2_microprice_aligned_delta_15m_bps__pctile_60m,dl2_microprice_aligned_delta_15m_bps__pctile_180m,dl2_microprice_aligned_delta_15m_bps__z_60m,dl2_microprice_aligned_delta_15m_bps__z_180m,dl2_microprice_aligned_delta_15m_bps__over_med_prior,dl2_microprice_aligned_delta_15m_bps__over_mad_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__z_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_7d,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_day,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_60m,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_180m,dl2_top1_supportive_persistence_ge_50_5m_sec__z_60m,dl2_top1_supportive_persistence_ge_50_5m_sec__z_180m,dl2_top1_supportive_persistence_ge_50_5m_sec__over_med_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__over_mad_prior,dl2_spread_now_bps__pctile_prior,dl2_spread_now_bps__z_prior,dl2_spread_now_bps__pctile_7d,dl2_spread_now_bps__pctile_day,dl2_spread_now_bps__pctile_60m,dl2_spread_now_bps__pctile_180m,dl2_spread_now_bps__z_60m,dl2_spread_now_bps__z_180m,dl2_spread_now_bps__over_med_prior,dl2_spread_now_bps__over_mad_prior,eng_ofi__pctile_prior,eng_ofi__z_prior,eng_ofi__pctile_7d,eng_ofi__pctile_day,eng_ofi__pctile_60m,eng_ofi__pctile_180m,eng_ofi__z_60m,eng_ofi__z_180m,eng_ofi__over_med_prior,eng_ofi__over_mad_prior,eng_refill__pctile_prior,eng_refill__z_prior,eng_refill__pctile_7d,eng_refill__pctile_day,eng_refill__pctile_60m,eng_refill__pctile_180m,eng_refill__z_60m,eng_refill__z_180m,eng_refill__over_med_prior,eng_refill__over_mad_prior,eng_absorption__pctile_prior,eng_absorption__z_prior,eng_absorption__pctile_7d,eng_absorption__pctile_day,eng_absorption__pctile_60m,eng_absorption__pctile_180m,eng_absorption__z_60m,eng_absorption__z_180m,eng_absorption__over_med_prior,eng_absorption__over_mad_prior,eng_void__pctile_prior,eng_void__z_prior,eng_void__pctile_7d,eng_void__pctile_day,eng_void__pctile_60m,eng_void__pctile_180m,eng_void__z_60m,eng_void__z_180m,eng_void__over_med_prior,eng_void__over_mad_prior,supportive_taker_imb_15m__pctile_prior,supportive_taker_imb_15m__z_prior,supportive_taker_imb_15m__pctile_7d,supportive_taker_imb_15m__pctile_day,supportive_taker_imb_15m__pctile_60m,supportive_taker_imb_15m__pctile_180m,supportive_taker_imb_15m__z_60m,supportive_taker_imb_15m__z_180m,supportive_taker_imb_15m__over_med_prior,supportive_taker_imb_15m__over_mad_prior,taker_imbalance_15m__pctile_prior,taker_imbalance_15m__z_prior,taker_imbalance_15m__pctile_7d,taker_imbalance_15m__pctile_day,taker_imbalance_15m__pctile_60m,taker_imbalance_15m__pctile_180m,taker_imbalance_15m__z_60m,taker_imbalance_15m__z_180m,taker_imbalance_15m__over_med_prior,taker_imbalance_15m__over_mad_prior,explainable_score__pctile_prior,explainable_score__z_prior,explainable_score__pctile_7d,explainable_score__pctile_day,explainable_score__pctile_60m,explainable_score__pctile_180m,explainable_score__z_60m,explainable_score__z_180m,explainable_score__over_med_prior,explainable_score__over_mad_prior
BTC-USDT-SWAP-SHORT-1773314627000-28,2026-03-12,SHORT,NOISE,LOSS,-1.64,0.381,0.2016,62.1,0.275,62.1,70.4,50.0,62.5,0.329,0.533,1.8,0.363,53.7,0.073,55.2,48.1,25.0,50.0,-0.527,0.122,1.352,0.173,44.0,-0.424,42.7,48.1,50.0,50.0,-0.487,-0.407,0.675,-0.325,10.8,-0.884,10.2,3.8,0.0,12.5,-3.161,-1.41,,-1.96,61.2,0.399,52.5,29.6,50.0,37.5,0.068,-0.432,1.015,0.333,45.9,-0.098,55.9,100.0,100.0,100.0,,,0.933,-0.075,6.7,-1.468,6.9,0.0,0.0,0.0,-4.018,-3.854,-17.62,-2.131,62.6,0.182,61.7,63.0,100.0,87.5,0.938,0.608,1.001,0.436,79.4,0.735,75.1,77.8,100.0,75.0,12.542,1.341,1.074,1.844,100.0,,100.0,100.0,100.0,100.0,,,,,4.8,-1.725,5.7,3.7,0.0,0.0,-3.525,-1.975,7.11,-2.655,96.2,1.852,94.6,96.3,100.0,100.0,4.648,3.013,18.478,2.736,29.3,-0.564,25.3,14.8,25.0,12.5,-1.22,-1.212,0.533,-0.815
BTC-USDT-SWAP-LONG-1773309139000-22,2026-03-12,LONG,GOOD,WIN,1.86,0.4585,0.5912,62.3,0.276,62.9,76.2,,100.0,,2.289,1.807,0.365,35.3,-0.326,35.1,23.8,,60.0,,0.3,-0.248,-0.614,29.5,-0.498,25.6,23.8,,20.0,,0.11,0.181,-0.819,7.0,-1.287,6.7,0.0,,0.0,,-2.799,,-2.871,100.0,0.728,100.0,100.0,,100.0,,1.486,1.121,2.667,45.1,-0.099,55.5,100.0,,100.0,,,0.933,-0.075,64.2,0.413,63.7,71.4,,60.0,,0.505,8.281,0.56,42.6,-0.093,42.1,33.3,,40.0,,0.196,1.0,-0.338,47.4,-0.384,40.5,42.9,,40.0,,-0.436,0.995,-0.129,100.0,,100.0,100.0,,100.0,,,,,40.6,-0.237,41.3,42.9,,60.0,,0.053,1.983,-0.413,26.5,-0.669,27.0,23.8,,40.0,,-0.524,-4.397,-0.989,34.3,-0.424,29.7,19.0,,40.0,,-0.303,0.642,-0.625
BTC-USDT-SWAP-SHORT-1773322220000-29,2026-03-12,SHORT,NOISE,LOSS,-1.64,1.3245,0.8034,46.2,-0.0,47.5,50.0,,40.0,,-0.167,0.746,-0.117,84.7,0.785,85.4,85.7,,60.0,,0.658,4.162,1.561,73.9,-0.028,73.8,82.1,,80.0,,0.087,3.311,2.311,8.1,-1.088,8.2,3.7,,0.0,,-2.029,,-2.42,25.4,0.189,17.6,10.7,,20.0,,-1.306,0.947,-1.167,46.1,-0.098,55.9,100.0,,100.0,,,0.933,-0.076,31.6,-0.48,33.7,32.1,,20.0,,-0.709,-6.227,-0.711,37.3,-0.15,36.4,32.1,,40.0,,0.297,0.999,-0.492,77.5,0.658,72.0,75.0,,80.0,,1.837,1.068,1.71,100.0,,100.0,100.0,,100.0,,,,,17.5,-0.946,18.4,21.4,,20.0,,-0.694,4.422,-1.467,86.8,1.107,85.8,82.1,,80.0,,1.081,11.021,1.644,86.6,1.13,86.2,85.7,,100.0,,2.334,1.854,1.49
BTC-USDT-SWAP-SHORT-1773327022000-31,2026-03-12,SHORT,NOISE,LOSS,-1.64,0.8511,1.9604,79.5,0.714,77.9,86.7,,,,,3.484,1.158,53.3,0.062,54.4,43.3,,,,,1.325,0.158,31.5,-0.486,27.9,26.7,,,,,0.255,-0.745,62.5,0.085,57.4,62.1,,,,,,0.197,19.5,0.083,13.3,3.3,,,,,0.913,-1.917,46.4,-0.098,56.2,100.0,,,,,0.933,-0.076,78.3,0.782,80.2,80.0,,,,,11.814,1.073,31.4,-0.254,29.7,23.3,,,,,0.999,-0.779,54.8,-0.183,49.0,56.7,,,,,1.009,0.228,100.0,,100.0,100.0,,,,,,,36.2,-0.328,36.9,40.0,,,,,2.295,-0.555,69.5,0.516,68.8,66.7,,,,,5.72,0.775,58.8,0.277,54.8,46.7,,,,,1.191,0.333
BTC-USDT-SWAP-SHORT-1773327051000-32,2026-03-12,SHORT,NOISE,LOSS,-1.64,0.8511,1.9604,79.6,0.713,78.0,87.1,,100.0,,1.175,3.484,1.155,53.4,0.062,54.5,45.2,,33.3,,-1.162,1.325,0.16,31.7,-0.485,28.1,29.0,,33.3,,-1.044,0.255,-0.745,62.6,0.085,57.5,63.3,,100.0,,1.292,,0.197,19.7,0.083,13.6,6.5,,33.3,,-1.248,0.913,-1.917,46.5,-0.098,56.4,100.0,,100.0,,,0.933,-0.076,84.3,1.015,84.8,90.3,,100.0,,1.238,13.176,1.393,31.6,-0.254,29.9,25.8,,33.3,,-0.939,0.999,-0.766,54.9,-0.183,49.2,58.1,,66.7,,-0.062,1.009,0.227,100.0,,100.0,100.0,,100.0,,,,,36.3,-0.327,37.1,41.9,,66.7,,-0.031,2.284,-0.562,69.6,0.515,68.9,67.7,,66.7,,0.031,5.471,0.771,58.9,0.277,54.9,48.4,,33.3,,-0.75,1.19,0.333
BTC-USDT-SWAP-LONG-1773324378000-30,2026-03-12,LONG,GOOD,WIN,1.86,0.87,1.914,67.3,0.398,67.2,82.8,,,,,2.272,0.591,95.9,1.74,96.6,100.0,,,,,7.924,3.414,53.1,-0.345,52.1,62.1,,,,,1.199,0.199,19.3,-0.607,20.2,17.9,,,,,,-1.348,37.9,0.282,29.0,13.8,,,,,0.977,-0.5,46.2,-0.098,56.0,100.0,,,,,0.933,-0.076,72.8,0.648,73.3,69.0,,,,,11.638,0.882,67.3,0.235,66.0,69.0,,,,,1.001,0.585,15.8,-0.908,11.5,6.9,,,,,0.958,-1.041,100.0,,100.0,100.0,,,,,,,62.1,0.34,62.6,65.5,,,,,0.0,0.423,46.3,-0.12,43.5,41.4,,,,,-0.0,-0.172,58.9,0.312,55.0,48.3,,,,,1.217,0.379
BTC-USDT-SWAP-LONG-1773360301000-1,2026-03-13,LONG,GOOD,WIN,1.86,1.4065,0.1912,13.5,-0.958,13.3,,,,,,-2.898,-1.794,7.8,-1.338,8.2,,,,,,-4.104,-2.581,92.9,1.654,92.9,,,,,,14.48,13.48,99.5,5.223,100.0,,,,,,,11.676,63.0,0.411,54.5,,,,,,1.019,0.417,46.7,-0.098,54.8,,,,,,0.933,-0.076,73.9,0.669,75.7,,,,,,8.776,0.904,29.9,-0.283,27.8,,,,,,0.999,-0.846,5.9,-1.001,5.1,,,,,,0.952,-1.211,100.0,,100.0,,,,,,,,98.1,2.091,97.6,,,,,,-5.85,3.036,93.1,1.545,91.8,,,,,,13.837,2.284,90.0,1.276,89.0,,,,,,1.966,1.701
BTC-USDT-SWAP-LONG-1773360324000-2,2026-03-13,LONG,GOOD,WIN,1.86,1.4065,0.1912,13.7,-0.956,13.7,100.0,,,,,-2.901,-1.772,8.0,-1.334,8.6,100.0,,,,,-4.191,-2.56,92.9,1.647,93.0,100.0,,,,,14.48,13.48,99.5,5.053,100.0,100.0,,,,,,11.667,63.1,0.41,54.7,100.0,,,,,1.019,0.417,46.8,-0.097,55.0,100.0,,,,,0.933,-0.076,97.6,1.931,97.7,100.0,,,,,23.809,2.703,30.0,-0.283,28.1,100.0,,,,,0.999,-0.831,6.1,-0.998,5.5,100.0,,,,,0.952,-1.204,100.0,,100.0,100.0,,,,,,,98.1,2.078,97.7,100.0,,,,,-5.978,3.052,93.1,1.539,91.8,100.0,,,,,13.386,2.274,90.1,1.272,89.1,100.0,,,,,1.964,1.694
BTC-USDT-SWAP-SHORT-1773364676000-6,2026-03-13,SHORT,NOISE,LOSS,-1.64,0.5649,0.6866,60.0,0.235,59.9,80.0,66.7,80.0,0.624,1.122,1.637,0.288,36.8,-0.278,37.4,40.0,0.0,40.0,-5.452,-0.03,-0.024,-0.516,39.9,-0.444,37.7,20.0,33.3,20.0,-0.707,-0.86,0.551,-0.449,71.3,0.285,68.5,60.0,100.0,60.0,1.997,-0.289,,0.717,55.5,0.372,45.1,0.0,0.0,0.0,-4.101,-1.871,1.008,0.167,47.4,-0.097,55.1,100.0,100.0,100.0,,,0.933,-0.076,1.6,-2.019,2.7,0.0,0.0,0.0,-5.827,-3.586,-23.579,-2.923,4.0,-1.321,4.7,0.0,0.0,0.0,-4.64,-4.081,0.995,-3.742,63.9,0.082,58.8,100.0,100.0,100.0,6.785,3.789,1.027,0.689,100.0,,100.0,100.0,100.0,100.0,,,,,63.5,0.384,65.0,40.0,66.7,40.0,0.367,-0.437,-0.189,0.52,45.0,-0.176,43.6,60.0,100.0,60.0,18.441,-0.205,-0.453,-0.248,40.7,-0.24,36.2,20.0,33.3,20.0,0.577,-0.408,0.79,-0.367
BTC-USDT-SWAP-SHORT-1773373019000-8,2026-03-13,SHORT,NOISE,LOSS,-1.64,1.7346,1.3202,5.8,-1.698,6.7,0.0,,0.0,,-2.803,-5.726,-3.043,8.4,-1.201,8.3,28.6,,0.0,,-4.481,-3.502,-2.295,87.6,0.835,87.4,71.4,,100.0,,17.369,9.048,8.048,86.7,0.812,84.9,71.4,,100.0,,1.298,,1.966,95.1,0.595,93.7,100.0,,100.0,,1.497,1.079,1.75,47.6,-0.097,54.6,100.0,,100.0,,,0.933,-0.077,36.6,-0.283,38.2,14.3,,20.0,,-0.146,-2.755,-0.445,4.4,-1.275,5.5,14.3,,20.0,,-1.769,0.996,-3.622,5.4,-1.001,4.7,0.0,,0.0,,-2.255,0.951,-1.233,100.0,,100.0,100.0,,100.0,,,,,76.5,0.749,76.0,42.9,,60.0,,0.666,-1.466,1.071,31.0,-0.526,31.9,57.1,,80.0,,0.605,-3.809,-0.752,97.7,1.865,97.2,100.0,,100.0,,2.84,2.426,2.495
BTC-USDT-SWAP-SHORT-1773369857000-7,2026-03-13,SHORT,NOISE,LOSS,-1.64,1.2148,1.1772,54.2,0.147,54.9,66.7,,66.7,,0.799,1.303,0.137,53.5,0.07,54.9,50.0,,50.0,,0.398,1.314,0.156,10.1,-0.538,11.0,0.0,,0.0,,-0.838,-0.073,-1.073,84.5,0.692,82.1,66.7,,66.7,,-0.119,,1.687,95.1,0.596,93.7,100.0,,100.0,,3.063,1.079,1.75,47.5,-0.097,54.8,100.0,,100.0,,,0.933,-0.077,79.4,0.799,81.6,83.3,,83.3,,0.514,10.418,1.099,50.7,0.038,51.4,83.3,,83.3,,0.514,1.0,0.054,54.2,-0.201,47.8,83.3,,83.3,,1.107,1.008,0.19,100.0,,100.0,100.0,,100.0,,,,,78.5,0.835,77.6,50.0,,50.0,,0.033,-1.749,1.2,28.7,-0.608,29.4,50.0,,50.0,,-0.579,-4.359,-0.872,81.8,0.93,80.0,66.7,,66.7,,0.892,1.699,1.228
BTC-USDT-SWAP-LONG-1773362170000-4,2026-03-13,LONG,GOOD,WIN,1.86,0.606,0.8652,20.8,-0.714,21.6,100.0,,,,,-1.985,-1.353,78.3,0.572,78.8,100.0,,,,,3.315,1.125,51.8,-0.356,50.6,0.0,,,,,1.152,0.152,1.9,-1.872,1.6,0.0,,,,,,-4.366,73.8,0.468,65.5,100.0,,,,,1.038,0.833,46.9,-0.097,54.8,100.0,,,,,0.933,-0.076,49.1,-0.005,49.0,0.0,,,,,0.61,-0.046,43.2,-0.093,43.1,100.0,,,,,1.0,-0.308,41.0,-0.511,34.5,100.0,,,,,0.986,-0.355,100.0,,100.0,100.0,,,,,,,30.4,-0.462,31.4,0.0,,,,,2.739,-0.745,17.5,-0.888,18.4,0.0,,,,,-5.942,-1.305,43.2,-0.17,37.6,0.0,,,,,0.844,-0.275
BTC-USDT-SWAP-LONG-1773362182000-5,2026-03-13,LONG,GOOD,WIN,1.86,0.606,0.8652,20.9,-0.713,21.9,100.0,100.0,100.0,1.414,1.414,-1.985,-1.35,78.4,0.571,78.9,100.0,100.0,100.0,1.414,1.414,3.313,1.109,51.9,-0.356,50.8,33.3,33.3,33.3,-1.414,-1.414,1.141,0.141,2.2,-1.862,2.0,33.3,33.3,33.3,-1.414,-1.414,,-4.345,73.9,0.468,65.6,100.0,100.0,100.0,1.414,1.414,1.038,0.833,47.1,-0.097,55.0,100.0,100.0,100.0,,,0.933,-0.076,43.1,-0.162,43.8,0.0,0.0,0.0,-1.279,-1.279,-1.281,-0.27,43.3,-0.093,43.4,100.0,100.0,100.0,1.414,1.414,1.0,-0.31,41.2,-0.51,34.8,100.0,100.0,100.0,1.414,1.414,0.986,-0.354,100.0,,100.0,100.0,100.0,100.0,,,,,30.6,-0.462,31.6,33.3,33.3,33.3,-1.414,-1.414,2.726,-0.755,17.6,-0.886,18.8,33.3,33.3,33.3,-1.414,-1.414,-6.103,-1.302,43.3,-0.17,37.9,33.3,33.3,33.3,-1.414,-1.414,0.846,-0.27
BTC-USDT-SWAP-LONG-1773395617000-9,2026-03-13,LONG,GOOD,WIN,1.86,1.2582,0.2421,28.8,-0.392,29.1,62.5,,,,,-0.769,-0.8,3.7,-1.667,2.9,0.0,,,,,-5.38,-3.168,62.7,-0.235,61.5,62.5,,,,,1.947,0.947,87.4,0.844,85.1,75.0,,,,,,2.035,80.0,0.499,72.1,62.5,,,,,1.049,1.083,47.8,-0.097,52.6,100.0,,,,,0.933,-0.077,29.3,-0.542,32.4,12.5,,,,,-5.981,-0.814,1.9,-1.994,2.5,0.0,,,,,0.993,-5.592,60.0,-0.038,55.3,87.5,,,,,1.019,0.472,100.0,,100.0,100.0,,,,,,,54.2,0.155,57.0,25.0,,,,,0.591,0.175,39.5,-0.284,40.6,62.5,,,,,-1.55,-0.395,83.3,0.999,81.6,62.5,,,,,1.758,1.329
BTC-USDT-SWAP-SHORT-1773361797000-3,2026-03-13,SHORT,NOISE,LOSS,-1.64,-0.0636,0.5106,82.4,0.8,80.9,100.0,100.0,100.0,13.593,13.593,3.804,1.263,62.9,0.278,63.8,50.0,50.0,50.0,0.694,0.694,2.119,0.547,31.8,-0.489,28.8,0.0,0.0,0.0,-1.134,-1.134,0.254,-0.746,38.8,-0.176,41.7,50.0,50.0,50.0,-0.502,-0.502,,-0.372,85.0,0.526,79.8,100.0,100.0,100.0,3.0,3.0,1.057,1.25,47.2,-0.097,55.1,100.0,100.0,100.0,,,0.933,-0.076,75.1,0.705,77.0,75.0,75.0,75.0,0.12,0.12,9.279,0.966,81.7,0.568,80.2,100.0,100.0,100.0,7.958,7.958,1.002,1.542,28.4,-0.715,22.6,50.0,50.0,50.0,0.153,0.153,0.972,-0.712,100.0,,100.0,100.0,100.0,100.0,,,,,89.4,1.213,87.9,50.0,50.0,50.0,0.322,0.322,-2.964,1.757,16.0,-0.969,17.1,0.0,0.0,0.0,-1.07,-1.07,-7.011,-1.421,8.2,-1.376,3.9,0.0,0.0,0.0,-2.673,-2.673,-0.089,-1.917
BTC-USDT-SWAP-LONG-1773396407000-11,2026-03-13,LONG,GOOD,WIN,1.86,1.6304,0.1837,85.8,0.925,83.7,100.0,,,,,4.255,1.473,86.5,0.889,87.3,100.0,,,,,4.542,1.699,61.4,-0.244,60.0,55.6,,,,,1.87,0.87,88.2,0.891,86.4,77.8,,,,,,2.146,91.9,0.558,88.6,77.8,,,,,1.068,1.5,47.9,-0.096,52.8,100.0,,,,,0.933,-0.077,34.3,-0.35,36.7,22.2,,,,,-3.695,-0.539,87.0,0.726,84.9,100.0,,,,,1.002,1.953,88.6,1.232,85.7,100.0,,,,,1.107,2.723,100.0,,100.0,100.0,,,,,,,96.8,1.708,95.9,77.8,,,,,-4.789,2.515,87.9,1.205,86.9,77.8,,,,,12.688,1.793,96.1,1.665,95.5,88.9,,,,,2.277,2.241
BTC-USDT-SWAP-LONG-1773396646000-12,2026-03-13,LONG,GOOD,WIN,1.86,0.8777,0.2807,37.6,-0.219,38.5,54.5,33.3,33.3,-0.565,-0.565,-0.101,-0.498,46.9,-0.074,48.6,45.5,33.3,33.3,-0.21,-0.21,0.741,-0.129,41.4,-0.433,40.1,27.3,0.0,0.0,-3.458,-3.458,0.614,-0.386,73.3,0.365,71.3,45.5,33.3,33.3,0.112,0.112,,0.909,14.1,-0.024,8.1,0.0,0.0,0.0,-3.433,-3.433,0.883,-2.583,48.2,-0.096,53.2,100.0,100.0,100.0,,,0.933,-0.077,87.1,1.1,88.7,90.9,100.0,100.0,18.98,18.98,19.326,1.549,77.1,0.406,75.3,72.7,33.3,33.3,0.439,0.439,1.001,1.053,20.3,-0.862,13.4,36.4,33.3,33.3,-1.065,-1.065,0.961,-0.973,100.0,,100.0,100.0,100.0,100.0,,,,,94.0,1.456,93.1,72.7,66.7,66.7,1.067,1.067,-3.934,2.073,84.3,0.963,83.8,63.6,33.3,33.3,0.486,0.486,10.223,1.442,59.1,0.311,57.1,45.5,33.3,33.3,-0.36,-0.36,1.226,0.396
BTC-USDT-SWAP-LONG-1773397689000-13,2026-03-13,LONG,GOOD,WIN,1.86,0.8822,0.2294,62.9,0.297,64.5,83.3,75.0,75.0,0.512,0.512,1.868,0.392,30.4,-0.429,31.9,33.3,25.0,25.0,-0.485,-0.485,-0.612,-0.788,88.7,0.947,88.3,83.3,100.0,100.0,15.514,15.514,9.564,8.564,71.8,0.317,69.0,41.7,25.0,25.0,0.032,0.032,,0.799,50.7,0.344,38.7,16.7,50.0,50.0,0.103,0.103,1.0,0.0,48.3,-0.096,53.4,100.0,100.0,100.0,,,0.933,-0.077,56.2,0.223,56.9,58.3,75.0,75.0,0.411,0.411,3.939,0.294,36.4,-0.168,33.5,41.7,25.0,25.0,-0.128,-0.128,0.999,-0.525,10.1,-0.968,7.3,25.0,0.0,0.0,-0.936,-0.936,0.954,-1.169,100.0,,100.0,100.0,100.0,100.0,,,,,77.0,0.76,75.8,50.0,50.0,50.0,0.147,0.147,-1.536,1.058,61.8,0.296,60.9,58.3,25.0,25.0,-0.717,-0.717,3.799,0.456,59.2,0.318,57.3,50.0,50.0,50.0,-0.298,-0.298,1.229,0.405
BTC-USDT-SWAP-LONG-1773398532000-14,2026-03-13,LONG,NOISE,LOSS,-1.64,0.8333,0.1112,7.8,-1.318,9.2,7.7,0.0,0.0,-2.907,-2.907,-4.276,-2.396,20.7,-0.702,22.1,30.8,20.0,20.0,-0.679,-0.679,-1.701,-1.295,80.2,0.246,78.7,69.2,80.0,80.0,0.605,0.605,5.024,4.024,76.5,0.419,73.2,53.8,60.0,60.0,0.185,0.185,,1.041,95.6,0.605,94.0,100.0,100.0,100.0,1.36,1.36,1.083,1.833,48.5,-0.096,53.6,100.0,100.0,100.0,,,0.933,-0.077,27.6,-0.565,30.5,7.7,0.0,0.0,-0.936,-0.936,-6.326,-0.842,59.3,0.144,57.4,69.2,40.0,40.0,0.188,0.188,1.0,0.331,14.7,-0.916,10.4,38.5,40.0,40.0,-0.714,-0.714,0.957,-1.073,100.0,,100.0,100.0,100.0,100.0,,,,,56.1,0.167,57.8,30.8,40.0,40.0,-0.507,-0.507,0.525,0.197,40.7,-0.273,41.4,46.2,20.0,20.0,-1.636,-1.636,-1.238,-0.384,57.2,0.23,54.2,38.5,20.0,20.0,-0.377,-0.377,1.158,0.281
BTC-USDT-SWAP-SHORT-1773396389000-10,2026-03-13,SHORT,NOISE,LOSS,-1.64,0.3335,0.2072,38.0,-0.201,39.0,60.0,,,,,-0.032,-0.467,94.0,1.407,94.3,100.0,,,,,6.454,2.668,54.8,-0.338,55.3,50.0,,,,,1.237,0.237,10.2,-0.926,10.3,20.0,,,,,,-2.107,34.5,0.249,22.8,0.0,,,,,0.97,-0.667,48.1,-0.096,53.0,100.0,,,,,0.933,-0.077,33.3,-0.405,35.8,20.0,,,,,-5.054,-0.606,91.0,0.781,89.0,100.0,,,,,1.003,2.094,12.3,-0.94,8.1,30.0,,,,,0.956,-1.116,100.0,,100.0,100.0,,,,,,,18.1,-0.865,19.5,0.0,,,,,4.123,-1.331,86.1,1.014,84.1,70.0,,,,,10.791,1.517,26.6,-0.666,24.0,10.0,,,,,0.465,-0.945
BTC-USDT-SWAP-SHORT-1773398894000-15,2026-03-13,SHORT,NOISE,LOSS,-1.64,0.8528,0.3705,75.0,0.621,73.9,85.7,100.0,83.3,1.533,1.129,3.096,0.946,64.9,0.294,65.9,71.4,100.0,66.7,2.693,0.383,2.21,0.575,54.3,-0.34,54.6,42.9,33.3,16.7,-1.05,-0.688,1.23,0.23,78.7,0.506,74.8,57.1,100.0,66.7,3.333,0.314,,1.242,73.2,0.461,63.9,57.1,66.7,50.0,0.598,0.423,1.038,0.833,48.6,-0.096,53.6,100.0,100.0,100.0,,,0.933,-0.077,89.0,1.23,91.2,92.9,100.0,100.0,1.436,2.223,18.251,1.728,94.7,1.099,92.8,100.0,100.0,100.0,4.142,1.185,1.004,2.962,75.5,0.539,69.9,92.9,100.0,83.3,33.141,1.179,1.059,1.49,100.0,,100.0,100.0,100.0,100.0,,,,,61.2,0.316,61.4,35.7,33.3,50.0,-0.906,-0.28,0.002,0.415,46.8,-0.127,47.0,57.1,33.3,33.3,-0.904,-1.004,0.006,-0.163,58.5,0.265,56.6,42.9,33.3,33.3,-0.526,-0.291,1.183,0.327
BTC-USDT-SWAP-LONG-1773406851000-17,2026-03-13,LONG,NOISE,LOSS,-1.64,0.7104,0.1733,98.2,1.986,97.2,100.0,,100.0,,2.654,8.306,3.297,66.4,0.316,66.9,75.0,,71.4,,0.28,2.291,0.614,22.7,-0.529,18.5,6.2,,0.0,,-0.898,0.004,-0.996,59.4,0.033,53.9,31.2,,28.6,,0.048,,0.134,95.9,0.615,94.0,100.0,,100.0,,1.192,1.087,1.917,48.8,-0.096,53.4,100.0,,100.0,,,0.933,-0.078,51.8,0.058,52.0,56.2,,57.1,,0.058,1.574,0.057,64.4,0.215,60.9,68.8,,42.9,,-0.083,1.001,0.529,97.0,2.25,96.4,100.0,,100.0,,3.178,1.178,4.499,100.0,,100.0,100.0,,100.0,,,,,24.9,-0.656,26.2,12.5,,28.6,,-0.997,3.405,-1.001,13.2,-1.067,14.5,0.0,,0.0,,-2.817,-8.383,-1.54,48.4,0.01,42.3,37.5,,28.6,,-0.27,0.986,-0.025
