id,_date,direction,sim_label,sim_outcome,sim_pnl_after_cost,explainable_score,dist_to_recent_swing_high_pct,dl2_supp_minus_opp_net_flow_15m__pctile_prior,dl2_supp_minus_opp_net_flow_15m__z_prior,dl2_supp_minus_opp_net_flow_15m__pctile_7d,dl2_supp_minus_opp_net_flow_15m__pctile_day,dl2_supp_minus_opp_net_flow_15m__pctile_60m,dl2_supp_minus_opp_net_flow_15m__pctile_180m,dl2_supp_minus_opp_net_flow_15m__z_60m,dl2_supp_minus_opp_net_flow_15m__z_180m,dl2_supp_minus_opp_net_flow_15m__over_med_prior,dl2_supp_minus_opp_net_flow_15m__over_mad_prior,dl2_supp_minus_opp_net_flow_5m__pctile_prior,dl2_supp_minus_opp_net_flow_5m__z_prior,dl2_supp_minus_opp_net_flow_5m__pctile_7d,dl2_supp_minus_opp_net_flow_5m__pctile_day,dl2_supp_minus_opp_net_flow_5m__pctile_60m,dl2_supp_minus_opp_net_flow_5m__pctile_180m,dl2_supp_minus_opp_net_flow_5m__z_60m,dl2_supp_minus_opp_net_flow_5m__z_180m,dl2_supp_minus_opp_net_flow_5m__over_med_prior,dl2_supp_minus_opp_net_flow_5m__over_mad_prior,dl2_microprice_aligned_delta_5m_bps__pctile_prior,dl2_microprice_aligned_delta_5m_bps__z_prior,dl2_microprice_aligned_delta_5m_bps__pctile_7d,dl2_microprice_aligned_delta_5m_bps__pctile_day,dl2_microprice_aligned_delta_5m_bps__pctile_60m,dl2_microprice_aligned_delta_5m_bps__pctile_180m,dl2_microprice_aligned_delta_5m_bps__z_60m,dl2_microprice_aligned_delta_5m_bps__z_180m,dl2_microprice_aligned_delta_5m_bps__over_med_prior,dl2_microprice_aligned_delta_5m_bps__over_mad_prior,dl2_microprice_aligned_delta_15m_bps__pctile_prior,dl2_microprice_aligned_delta_15m_bps__z_prior,dl2_microprice_aligned_delta_15m_bps__pctile_7d,dl2_microprice_aligned_delta_15m_bps__pctile_day,dl2_microprice_aligned_delta_15m_bps__pctile_60m,dl2_microprice_aligned_delta_15m_bps__pctile_180m,dl2_microprice_aligned_delta_15m_bps__z_60m,dl2_microprice_aligned_delta_15m_bps__z_180m,dl2_microprice_aligned_delta_15m_bps__over_med_prior,dl2_microprice_aligned_delta_15m_bps__over_mad_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__z_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_7d,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_day,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_60m,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_180m,dl2_top1_supportive_persistence_ge_50_5m_sec__z_60m,dl2_top1_supportive_persistence_ge_50_5m_sec__z_180m,dl2_top1_supportive_persistence_ge_50_5m_sec__over_med_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__over_mad_prior,dl2_spread_now_bps__pctile_prior,dl2_spread_now_bps__z_prior,dl2_spread_now_bps__pctile_7d,dl2_spread_now_bps__pctile_day,dl2_spread_now_bps__pctile_60m,dl2_spread_now_bps__pctile_180m,dl2_spread_now_bps__z_60m,dl2_spread_now_bps__z_180m,dl2_spread_now_bps__over_med_prior,dl2_spread_now_bps__over_mad_prior,eng_ofi__pctile_prior,eng_ofi__z_prior,eng_ofi__pctile_7d,eng_ofi__pctile_day,eng_ofi__pctile_60m,eng_ofi__pctile_180m,eng_ofi__z_60m,eng_ofi__z_180m,eng_ofi__over_med_prior,eng_ofi__over_mad_prior,eng_refill__pctile_prior,eng_refill__z_prior,eng_refill__pctile_7d,eng_refill__pctile_day,eng_refill__pctile_60m,eng_refill__pctile_180m,eng_refill__z_60m,eng_refill__z_180m,eng_refill__over_med_prior,eng_refill__over_mad_prior,eng_absorption__pctile_prior,eng_absorption__z_prior,eng_absorption__pctile_7d,eng_absorption__pctile_day,eng_absorption__pctile_60m,eng_absorption__pctile_180m,eng_absorption__z_60m,eng_absorption__z_180m,eng_absorption__over_med_prior,eng_absorption__over_mad_prior,eng_void__pctile_prior,eng_void__z_prior,eng_void__pctile_7d,eng_void__pctile_day,eng_void__pctile_60m,eng_void__pctile_180m,eng_void__z_60m,eng_void__z_180m,eng_void__over_med_prior,eng_void__over_mad_prior,supportive_taker_imb_15m__pctile_prior,supportive_taker_imb_15m__z_prior,supportive_taker_imb_15m__pctile_7d,supportive_taker_imb_15m__pctile_day,supportive_taker_imb_15m__pctile_60m,supportive_taker_imb_15m__pctile_180m,supportive_taker_imb_15m__z_60m,supportive_taker_imb_15m__z_180m,supportive_taker_imb_15m__over_med_prior,supportive_taker_imb_15m__over_mad_prior,taker_imbalance_15m__pctile_prior,taker_imbalance_15m__z_prior,taker_imbalance_15m__pctile_7d,taker_imbalance_15m__pctile_day,taker_imbalance_15m__pctile_60m,taker_imbalance_15m__pctile_180m,taker_imbalance_15m__z_60m,taker_imbalance_15m__z_180m,taker_imbalance_15m__over_med_prior,taker_imbalance_15m__over_mad_prior,explainable_score__pctile_prior,explainable_score__z_prior,explainable_score__pctile_7d,explainable_score__pctile_day,explainable_score__pctile_60m,explainable_score__pctile_180m,explainable_score__z_60m,explainable_score__z_180m,explainable_score__over_med_prior,explainable_score__over_mad_prior
BTC-USDT-SWAP-SHORT-1772418726000-11,2026-03-02,SHORT,NOISE,LOSS,-1.64,0.2063,1.1518,10.0,-0.718,10.0,10.0,0.0,10.0,-1.461,-0.718,0.015,-1.913,40.0,-0.479,40.0,40.0,25.0,40.0,-0.364,-0.479,0.503,-0.574,10.0,-0.971,10.0,10.0,25.0,10.0,-0.515,-0.971,0.32,-0.812,20.0,-0.86,20.0,20.0,0.0,20.0,-2.539,-0.86,41.638,-1.759,60.0,-0.184,60.0,60.0,25.0,60.0,0.0,-0.184,1.0,0.0,100.0,,100.0,100.0,100.0,100.0,,,,,50.0,0.004,50.0,50.0,50.0,50.0,-0.245,0.004,-1.803,0.199,60.0,-0.021,60.0,60.0,50.0,60.0,-0.173,-0.021,1.0,0.187,90.0,1.161,90.0,90.0,100.0,90.0,3.137,1.161,1.117,2.816,100.0,,100.0,100.0,100.0,100.0,,,,,10.0,-1.372,10.0,10.0,0.0,10.0,-1.735,-1.372,3.436,-5.323,100.0,2.13,100.0,100.0,100.0,100.0,5.044,2.13,-25.6,3.106,10.0,-1.322,10.0,10.0,25.0,10.0,-0.905,-1.322,0.265,-2.488
BTC-USDT-SWAP-LONG-1772419889000-13,2026-03-02,LONG,NOISE,LOSS,-1.64,-0.2165,1.2585,18.2,-0.482,18.2,18.2,,18.2,,-0.482,0.393,-0.621,18.2,-0.749,18.2,18.2,,18.2,,-0.749,-0.657,-0.904,9.1,-0.916,9.1,9.1,,9.1,,-0.916,0.268,-1.077,18.2,-1.133,18.2,18.2,,18.2,,-1.133,54.258,-1.471,90.9,2.262,90.9,90.9,,90.9,,2.262,1.075,9.5,100.0,,100.0,100.0,,100.0,,,,,81.8,1.126,81.8,81.8,,81.8,,1.126,16.382,1.747,9.1,-1.394,9.1,9.1,,9.1,,-1.394,0.998,-1.216,72.7,0.141,72.7,72.7,,72.7,,0.141,1.022,0.393,100.0,,100.0,100.0,,100.0,,,,,18.2,-0.909,18.2,18.2,,18.2,,-0.909,2.895,-4.141,9.1,-1.197,9.1,9.1,,9.1,,-1.197,-10.574,-3.883,0.0,-1.903,0.0,0.0,,0.0,,-1.903,-0.322,-1.967
BTC-USDT-SWAP-LONG-1772420096000-14,2026-03-02,LONG,GOOD,WIN,1.86,0.5899,1.3092,50.0,-0.228,50.0,50.0,,50.0,,-0.228,0.98,-0.018,58.3,-0.273,58.3,58.3,,58.3,,-0.273,1.66,0.355,8.3,-0.85,8.3,8.3,,8.3,,-0.85,0.281,-1.047,41.7,-0.411,41.7,41.7,,41.7,,-0.411,5.175,-0.75,83.3,1.477,83.3,83.3,,83.3,,1.477,1.063,8.0,100.0,,100.0,100.0,,100.0,,,,,41.7,-0.167,41.7,41.7,,41.7,,-0.167,-0.022,-0.288,0.0,-2.791,0.0,0.0,,0.0,,-2.791,0.996,-2.628,83.3,0.958,83.3,83.3,,83.3,,0.958,1.094,2.369,100.0,,100.0,100.0,,100.0,,,,,16.7,-1.078,16.7,16.7,,16.7,,-1.078,3.266,-2.612,8.3,-1.274,8.3,8.3,,8.3,,-1.274,24.71,-2.732,25.0,-0.318,25.0,25.0,,25.0,,-0.318,0.878,-0.179
BTC-USDT-SWAP-SHORT-1772419273000-12,2026-03-02,SHORT,NOISE,LOSS,-1.64,0.7239,0.8913,23.1,-0.3,23.1,23.1,66.7,23.1,0.802,-0.3,0.819,-0.186,53.8,-0.369,53.8,53.8,66.7,53.8,0.448,-0.369,1.071,0.039,69.2,-0.192,69.2,69.2,100.0,69.2,42.593,-0.192,1.573,0.826,0.0,-2.301,0.0,0.0,0.0,0.0,-6.098,-2.301,9.106,-3.404,92.3,1.853,92.3,92.3,100.0,92.3,1.119,1.853,1.083,10.5,100.0,,100.0,100.0,100.0,100.0,,,,,53.8,-0.075,53.8,53.8,66.7,53.8,-0.626,-0.075,1.064,0.007,69.2,0.313,69.2,69.2,100.0,69.2,1.253,0.313,1.001,0.367,69.2,0.443,69.2,69.2,33.3,69.2,-0.5,0.443,1.056,0.973,100.0,,100.0,100.0,100.0,100.0,,,,,38.5,-0.274,38.5,38.5,100.0,38.5,5.108,-0.274,1.97,-0.766,92.3,1.223,92.3,92.3,66.7,92.3,0.957,1.223,-3.745,1.636,61.5,-0.085,61.5,61.5,100.0,61.5,1.611,-0.085,1.077,0.115
BTC-USDT-SWAP-LONG-1772420976000-15,2026-03-02,LONG,NOISE,LOSS,-1.64,1.4998,0.4467,6.7,-1.897,6.7,6.7,0.0,0.0,-5.453,-2.612,-2.465,-4.11,33.3,-0.525,33.3,33.3,20.0,30.8,-0.813,-0.578,0.244,-0.469,73.3,0.701,73.3,73.3,100.0,84.6,2.887,1.235,2.934,2.642,100.0,2.352,100.0,100.0,100.0,100.0,4.806,2.553,-2.44,2.698,73.3,0.305,73.3,73.3,40.0,76.9,-0.51,0.396,1.024,2.0,100.0,,100.0,100.0,100.0,100.0,,,,,80.0,0.906,80.0,80.0,80.0,76.9,1.394,0.899,12.806,1.587,73.3,0.352,73.3,73.3,100.0,69.2,0.938,0.257,1.001,0.509,6.7,-1.201,6.7,6.7,0.0,0.0,-2.137,-1.56,0.913,-1.514,100.0,,100.0,100.0,100.0,100.0,,,,,93.3,2.019,93.3,93.3,100.0,92.3,8.097,2.201,-1.781,2.198,80.0,0.844,80.0,80.0,40.0,76.9,0.394,0.772,6.706,0.889,93.3,1.292,93.3,93.3,100.0,100.0,3.023,1.928,2.232,3.885
BTC-USDT-SWAP-SHORT-1772422168000-17,2026-03-02,SHORT,GOOD,WIN,1.86,0.1226,0.2979,68.8,0.38,68.8,68.8,100.0,83.3,1.174,0.362,2.241,1.257,18.8,-0.649,18.8,18.8,20.0,16.7,-1.32,-1.184,-0.406,-1.044,56.2,-0.442,56.2,56.2,40.0,58.3,-0.309,-0.283,1.054,0.074,37.5,-0.356,37.5,37.5,60.0,33.3,0.046,-0.436,1.861,-0.577,75.0,0.295,75.0,75.0,40.0,75.0,-0.929,0.256,1.024,1.5,100.0,,100.0,100.0,100.0,100.0,,,,,31.2,-0.683,31.2,31.2,0.0,25.0,-1.339,-0.975,-6.112,-0.9,50.0,0.021,50.0,50.0,60.0,58.3,0.589,0.142,1.0,-0.078,25.0,-0.897,25.0,25.0,20.0,25.0,-1.051,-1.004,0.932,-1.132,100.0,,100.0,100.0,100.0,100.0,,,,,81.2,0.629,81.2,81.2,80.0,83.3,0.862,0.607,0.289,0.486,50.0,0.166,50.0,50.0,40.0,50.0,0.001,0.091,0.468,-0.261,12.5,-1.198,12.5,12.5,20.0,16.7,-0.99,-1.104,0.177,-1.834
BTC-USDT-SWAP-SHORT-1772421927000-16,2026-03-02,SHORT,GOOD,WIN,1.86,0.7146,0.4665,64.3,0.19,64.3,64.3,100.0,66.7,3.405,0.024,2.005,1.379,64.3,-0.141,64.3,64.3,100.0,66.7,1.626,-0.211,2.058,0.633,71.4,0.176,71.4,71.4,100.0,83.3,3.085,0.581,2.153,1.68,0.0,-1.902,0.0,0.0,0.0,0.0,-1.666,-1.87,4.789,-2.694,64.3,-0.007,64.3,64.3,25.0,66.7,-1.087,0.055,1.016,1.0,100.0,,100.0,100.0,100.0,100.0,,,,,35.7,-0.61,35.7,35.7,0.0,41.7,-1.527,-0.525,-5.642,-0.841,28.6,-0.175,28.6,28.6,50.0,25.0,0.456,-0.28,1.0,-0.281,21.4,-0.987,21.4,21.4,0.0,16.7,-4.057,-1.286,0.935,-1.195,100.0,,100.0,100.0,100.0,100.0,,,,,7.1,-1.295,7.1,7.1,0.0,0.0,-1.626,-1.576,3.702,-2.417,100.0,1.904,100.0,100.0,100.0,100.0,1.35,1.947,-28.43,2.462,57.1,-0.097,57.1,57.1,75.0,66.7,1.061,0.183,1.063,0.128
BTC-USDT-SWAP-LONG-1772423133000-18,2026-03-02,LONG,NOISE,LOSS,-1.64,0.5001,0.2886,88.2,0.83,88.2,88.2,100.0,84.6,1.479,0.858,3.061,2.118,64.7,-0.14,64.7,64.7,80.0,76.9,0.948,0.747,1.804,0.566,0.0,-1.13,0.0,0.0,0.0,0.0,-1.817,-1.1,-0.109,-1.515,58.8,0.411,58.8,58.8,80.0,53.8,0.564,0.342,0.087,0.716,11.8,-0.816,11.8,11.8,0.0,7.7,-2.285,-0.935,0.984,-0.8,100.0,,100.0,100.0,100.0,100.0,,,,,76.5,0.854,76.5,76.5,80.0,69.2,1.705,0.709,12.107,1.493,100.0,2.186,100.0,100.0,100.0,100.0,2.467,2.526,1.004,6.597,11.8,-1.058,11.8,11.8,20.0,7.7,-0.977,-1.193,0.914,-1.354,100.0,,100.0,100.0,100.0,100.0,,,,,41.2,-0.012,41.2,41.2,60.0,46.2,0.034,-0.051,1.41,-0.324,29.4,-0.582,29.4,29.4,20.0,30.8,-0.994,-0.677,-4.878,-1.139,23.5,-0.468,23.5,23.5,20.0,30.8,-0.519,-0.298,0.744,-0.381
BTC-USDT-SWAP-SHORT-1772434429000-19,2026-03-02,SHORT,NOISE,LOSS,-1.64,1.2068,1.2824,100.0,2.683,100.0,100.0,,,,,6.458,5.909,66.7,-0.089,66.7,66.7,,,,,1.944,0.766,0.0,-1.176,0.0,0.0,,,,,-0.3,-1.771,83.3,1.15,83.3,83.3,,,,,-1.557,1.818,55.6,-0.223,55.6,55.6,,,,,1.004,0.222,100.0,,100.0,100.0,,,,,,,11.1,-0.969,11.1,11.1,,,,,-9.185,-1.289,27.8,-0.228,27.8,27.8,,,,,1.0,-0.373,50.0,-0.037,50.0,50.0,,,,,1.006,0.09,100.0,,100.0,100.0,,,,,,,88.9,1.065,88.9,88.9,,,,,-0.495,1.337,44.4,-0.152,44.4,44.4,,,,,-1.784,-0.484,77.8,0.788,77.8,77.8,,,,,1.796,1.609
BTC-USDT-SWAP-SHORT-1772436650000-21,2026-03-02,SHORT,NOISE,LOSS,-1.64,0.635,1.6007,55.0,0.087,55.0,55.0,,,,,1.263,0.394,15.0,-0.684,15.0,15.0,,,,,-0.568,-1.586,15.0,-0.916,15.0,15.0,,,,,-0.069,-1.208,70.0,0.546,70.0,70.0,,,,,-0.405,0.903,100.0,2.582,100.0,100.0,,,,,1.096,6.125,100.0,,100.0,100.0,,,,,,,25.0,-0.77,25.0,25.0,,,,,-7.046,-1.018,15.0,-0.956,15.0,15.0,,,,,0.998,-3.447,25.0,-0.96,25.0,25.0,,,,,0.932,-1.081,100.0,,100.0,100.0,,,,,,,80.0,0.648,80.0,80.0,,,,,0.224,0.562,45.0,0.113,45.0,45.0,,,,,0.808,-0.033,35.0,-0.225,35.0,35.0,,,,,0.945,-0.097
BTC-USDT-SWAP-SHORT-1772436154000-20,2026-03-02,SHORT,NOISE,LOSS,-1.64,0.3603,1.891,78.9,0.362,78.9,78.9,,,,,2.125,1.285,47.4,-0.316,47.4,47.4,,,,,0.946,-0.054,5.3,-1.001,5.3,5.3,,,,,-0.125,-1.528,47.4,-0.057,47.4,47.4,,,,,1.933,-0.335,63.2,0.126,63.2,63.2,,,,,1.016,1.0,100.0,,100.0,100.0,,,,,,,57.9,0.273,57.9,57.9,,,,,4.929,0.446,73.7,0.233,73.7,73.7,,,,,1.001,1.025,36.8,-0.26,36.8,36.8,,,,,0.981,-0.299,100.0,,100.0,100.0,,,,,,,26.3,-0.811,26.3,26.3,,,,,2.728,-1.365,89.5,1.326,89.5,89.5,,,,,10.27,1.625,21.1,-0.748,21.1,21.1,,,,,0.536,-0.69
BTC-USDT-SWAP-SHORT-1772454967000-22,2026-03-02,SHORT,NOISE,LOSS,-1.64,1.017,1.0716,66.7,0.23,66.7,66.7,,,,,1.227,0.416,57.1,-0.253,57.1,57.1,,,,,1.106,0.096,0.0,-1.046,0.0,0.0,,,,,-0.397,-1.323,66.7,0.387,66.7,66.7,,,,,-0.006,0.394,90.5,1.568,90.5,90.5,,,,,1.07,4.5,100.0,,100.0,100.0,,,,,,,47.6,-0.069,47.6,47.6,,,,,0.564,-0.053,76.2,0.321,76.2,76.2,,,,,1.001,1.147,23.8,-0.931,23.8,23.8,,,,,0.939,-1.02,100.0,,100.0,100.0,,,,,,,85.7,1.0,85.7,85.7,,,,,-0.423,1.124,42.9,-0.188,42.9,42.9,,,,,-1.593,-0.454,71.4,0.483,71.4,71.4,,,,,1.513,1.107
BTC-USDT-SWAP-LONG-1772461492000-27,2026-03-02,LONG,GOOD,WIN,1.86,0.4353,1.5188,12.0,-0.77,12.0,12.0,0.0,0.0,-2.24,-2.082,0.104,-1.512,76.0,0.003,76.0,76.0,66.7,75.0,-0.031,0.108,2.127,1.142,68.0,-0.122,68.0,68.0,66.7,75.0,0.254,0.602,1.225,0.226,20.0,-0.666,20.0,20.0,0.0,0.0,-0.911,-1.063,4.087,-1.207,80.0,0.92,80.0,80.0,100.0,75.0,1.852,0.405,1.039,1.667,100.0,,100.0,100.0,100.0,100.0,,,,,72.0,0.489,72.0,72.0,100.0,100.0,1.62,1.437,-83.559,0.826,76.0,0.693,76.0,76.0,66.7,75.0,0.492,0.51,1.001,1.038,28.0,-0.929,28.0,28.0,0.0,25.0,-2.287,-1.263,0.943,-0.93,100.0,,100.0,100.0,100.0,100.0,,,,,40.0,-0.042,40.0,40.0,33.3,25.0,-0.609,-0.903,1.255,-0.263,24.0,-0.618,24.0,24.0,0.0,0.0,-1.381,-1.365,-5.605,-1.198,24.0,-0.637,24.0,24.0,33.3,25.0,-0.768,-0.961,0.648,-0.686
BTC-USDT-SWAP-SHORT-1772459757000-24,2026-03-02,SHORT,NOISE,LOSS,-1.64,1.428,1.6422,95.5,1.826,95.5,95.5,,,,,3.143,3.865,90.9,0.76,90.9,90.9,,,,,5.05,4.097,54.5,-0.219,54.5,54.5,,,,,1.086,0.08,95.5,1.837,95.5,95.5,,,,,-9.51,2.297,72.7,0.438,72.7,72.7,,,,,1.027,1.556,100.0,,100.0,100.0,,,,,,,40.9,-0.31,40.9,40.9,,,,,-2.82,-0.391,95.5,2.052,95.5,95.5,,,,,1.003,6.825,90.9,1.387,90.9,90.9,,,,,1.125,2.061,100.0,,100.0,100.0,,,,,,,77.3,0.679,77.3,77.3,,,,,0.056,0.7,45.5,0.041,45.5,45.5,,,,,0.223,-0.165,90.9,1.238,90.9,90.9,,,,,2.125,2.302
BTC-USDT-SWAP-SHORT-1772460162000-25,2026-03-02,SHORT,NOISE,LOSS,-1.64,1.0169,1.498,56.5,0.056,56.5,56.5,,,,,1.073,0.129,34.8,-0.329,34.8,34.8,,,,,0.869,-0.132,73.9,0.26,73.9,73.9,,,,,1.97,0.919,26.1,-0.586,26.1,26.1,,,,,15.062,-1.068,73.9,0.84,73.9,73.9,,,,,1.039,1.667,100.0,,100.0,100.0,,,,,,,4.3,-1.763,4.3,4.3,,,,,-32.835,-2.724,21.7,-0.877,21.7,21.7,,,,,0.998,-2.541,39.1,-0.245,39.1,39.1,,,,,0.996,-0.062,100.0,,100.0,100.0,,,,,,,34.8,-0.225,34.8,34.8,,,,,1.611,-0.479,78.3,0.767,78.3,78.3,,,,,6.977,1.725,65.2,0.411,65.2,65.2,,,,,1.513,1.0
BTC-USDT-SWAP-LONG-1772459159000-23,2026-03-02,LONG,GOOD,WIN,1.86,0.1193,1.5965,83.3,0.626,83.3,83.3,,66.7,,-0.009,1.707,1.266,33.3,-0.435,33.3,33.3,,0.0,,-0.982,0.455,-0.551,25.0,-0.82,25.0,25.0,,33.3,,-0.901,0.006,-1.023,41.7,-0.336,41.7,41.7,,33.3,,-0.873,4.348,-0.695,66.7,0.29,66.7,66.7,,0.0,,-1.379,1.017,0.75,100.0,,100.0,100.0,,100.0,,,,,45.8,-0.097,45.8,45.8,,66.7,,0.707,-3.107,-0.139,8.3,-1.091,8.3,8.3,,0.0,,-1.353,0.998,-1.913,75.0,0.667,75.0,75.0,,66.7,,0.644,1.07,1.156,100.0,,100.0,100.0,,100.0,,,,,41.7,0.11,41.7,41.7,,33.3,,-0.724,1.026,-0.023,25.0,-0.51,25.0,25.0,,0.0,,-1.664,-4.128,-1.202,8.3,-1.292,8.3,8.3,,0.0,,-5.34,0.172,-1.748
BTC-USDT-SWAP-SHORT-1772461132000-26,2026-03-02,SHORT,NOISE,LOSS,-1.64,0.1917,0.547,76.9,0.299,76.9,76.9,50.0,60.0,-0.139,-0.086,1.311,0.536,0.0,-1.25,0.0,0.0,0.0,0.0,-2.612,-2.701,-2.568,-3.61,76.9,0.338,76.9,76.9,100.0,100.0,1.379,1.467,1.955,1.014,0.0,-5.092,0.0,0.0,0.0,0.0,-5.113,-5.734,15.09,-9.211,0.0,-3.261,0.0,0.0,0.0,0.0,-14.12,-9.569,0.886,-4.214,100.0,,100.0,100.0,100.0,100.0,,,,,61.5,0.098,61.5,61.5,75.0,80.0,0.617,0.564,6.613,0.202,50.0,-0.082,50.0,50.0,50.0,40.0,-0.207,-0.249,1.0,-0.071,73.1,0.487,73.1,73.1,50.0,60.0,0.296,0.543,1.054,0.892,100.0,,100.0,100.0,100.0,100.0,,,,,30.8,-0.337,30.8,30.8,0.0,0.0,-1.35,-1.383,1.732,-0.764,80.8,0.893,80.8,80.8,100.0,100.0,1.705,1.948,12.43,1.252,15.4,-1.079,15.4,15.4,25.0,20.0,-1.101,-1.313,0.285,-1.392
BTC-USDT-SWAP-LONG-1772464005000-28,2026-03-02,LONG,GOOD,WIN,1.86,0.3,0.0724,3.7,-2.193,3.7,3.7,0.0,0.0,-3.739,-3.346,-1.451,-4.134,7.4,-0.865,7.4,7.4,33.3,16.7,-0.691,-1.113,-1.382,-2.159,88.9,1.764,88.9,88.9,100.0,100.0,4.14,3.893,4.189,3.633,100.0,8.354,100.0,100.0,100.0,100.0,6.103,5.676,-22.954,18.326,3.7,-2.251,3.7,3.7,33.3,16.7,-1.108,-1.821,0.907,-3.429,100.0,,100.0,100.0,100.0,100.0,,,,,63.0,0.314,63.0,63.0,66.7,83.3,0.646,0.813,7.139,0.504,25.9,-0.378,25.9,25.9,33.3,33.3,-0.292,-0.519,0.999,-0.388,7.4,-1.05,7.4,7.4,0.0,0.0,-1.576,-1.291,0.934,-1.109,100.0,,100.0,100.0,100.0,100.0,,,,,92.6,1.604,92.6,92.6,100.0,100.0,8.883,2.783,-1.328,2.463,74.1,0.66,74.1,74.1,66.7,66.7,1.112,1.045,5.93,0.825,22.2,-0.833,22.2,22.2,66.7,33.3,0.379,-0.832,0.446,-1.078
BTC-USDT-SWAP-LONG-1772464013000-29,2026-03-02,LONG,GOOD,WIN,1.86,0.3,0.0724,7.1,-1.99,7.1,7.1,25.0,14.3,-1.527,-1.921,-1.502,-4.321,10.7,-0.838,10.7,10.7,50.0,28.6,-0.566,-0.95,-1.391,-2.117,89.3,1.643,89.3,89.3,100.0,100.0,1.56,2.026,4.081,3.379,100.0,4.39,100.0,100.0,100.0,100.0,1.646,2.22,-30.253,20.09,7.1,-2.034,7.1,7.1,50.0,28.6,-0.839,-1.389,0.909,-3.615,100.0,,100.0,100.0,100.0,100.0,,,,,92.9,1.533,92.9,92.9,100.0,100.0,5.842,2.5,22.132,2.413,28.6,-0.37,28.6,28.6,50.0,42.9,-0.25,-0.471,0.999,-0.518,10.7,-1.011,10.7,10.7,25.0,14.3,-1.072,-1.074,0.934,-1.099,100.0,,100.0,100.0,100.0,100.0,,,,,92.9,1.508,92.9,92.9,100.0,100.0,1.69,1.775,-1.328,2.431,75.0,0.644,75.0,75.0,75.0,71.4,0.842,0.9,5.426,0.842,25.0,-0.808,25.0,25.0,75.0,42.9,0.323,-0.735,0.449,-1.026
BTC-USDT-SWAP-LONG-1772465497000-30,2026-03-02,LONG,NOISE,LOSS,-1.64,1.2,0.0981,48.3,0.11,48.3,48.3,,37.5,,0.198,0.98,-0.035,41.4,-0.224,41.4,41.4,,50.0,,0.134,0.871,-0.112,89.7,1.566,89.7,89.7,,100.0,,1.564,4.015,3.032,93.1,2.454,93.1,93.1,,75.0,,1.119,-32.821,12.143,65.5,0.26,65.5,65.5,,37.5,,0.369,1.012,0.5,0.0,,0.0,0.0,,0.0,,,,,75.9,0.518,75.9,75.9,,87.5,,0.645,6.997,0.821,6.9,-1.205,6.9,6.9,,0.0,,-1.333,0.998,-2.982,3.4,-0.997,3.4,3.4,,0.0,,-0.962,0.932,-1.114,100.0,,100.0,100.0,,100.0,,,,,93.1,1.537,93.1,93.1,,100.0,,1.562,-1.51,2.588,75.9,0.721,75.9,75.9,,75.0,,0.962,5.686,0.976,79.3,0.93,79.3,79.3,,87.5,,1.324,1.808,1.475
BTC-USDT-SWAP-LONG-1772468544000-32,2026-03-02,LONG,NOISE,LOSS,-1.64,-0.2458,0.5785,96.8,1.965,96.8,96.8,,100.0,,1.805,3.603,4.617,93.5,1.086,93.5,93.5,,100.0,,2.384,5.97,4.055,22.6,-0.877,22.6,22.6,,11.1,,-1.5,0.143,-0.841,19.4,-0.462,19.4,19.4,,11.1,,-0.679,17.406,-1.133,35.5,-0.324,35.5,35.5,,33.3,,0.045,0.984,-0.667,6.5,-3.808,6.5,6.5,,22.2,,-1.871,0.933,-4.07,80.6,0.863,80.6,80.6,,88.9,,1.005,10.394,1.414,77.4,0.842,77.4,77.4,,77.8,,0.793,1.002,1.198,90.3,1.497,90.3,90.3,,88.9,,1.901,1.126,2.055,100.0,,100.0,100.0,,100.0,,,,,29.0,-0.433,29.0,29.0,,11.1,,-1.219,1.686,-0.538,16.1,-0.93,16.1,16.1,,0.0,,-1.955,-6.157,-1.527,0.0,-1.874,0.0,0.0,,0.0,,-1.903,-0.37,-2.501
