window_id,exchange,ts_min,ts_iso,date,direction_candidate,entry_price,future_mfe_pct,future_mae_pct,hit2,hit2_5,hit3,loss,timeout,outcome,time_to_2_min,time_to_2_5_min,time_to_3_min,prior_move_60m,prior_move_180m,prior_move_1d,local_vol_180m,dist_from_recent_low_pct,dist_from_recent_high_pct,bounce_into_pivot_pct,spread_bps,depth_imbalance,bid_depth_top10,ask_depth_top10,update_rate
W2,Bybit,29514050,2026-02-11T20:50:00+00:00,2026-02-11,SHORT,67533.85,1.091,1.079,0,0,0,0,1,TIMEOUT,,,,-0.1,1.362,,0.098,2.514,0.355,0.638,0.017,-0.043,1.501,1.321,600.0
W2,Bybit,29514149,2026-02-11T22:29:00+00:00,2026-02-11,LONG,67533.45,0.712,1.285,0,0,0,0,1,TIMEOUT,,,,-0.916,0.204,,0.082,1.062,1.068,0.698,0.015,0.1838,2.031,1.629,600.0
W2,Bybit,29514182,2026-02-11T23:02:00+00:00,2026-02-11,LONG,67370.45,0.955,1.046,0,0,0,0,1,TIMEOUT,,,,-0.605,-0.356,,0.078,0.421,1.307,0.585,0.015,0.0877,1.298,1.397,600.0
W2,Bybit,29514217,2026-02-11T23:37:00+00:00,2026-02-11,LONG,66854.35,1.735,0.282,0,0,0,0,1,TIMEOUT,,,,-0.886,-0.709,,0.082,0.086,2.063,0.867,0.015,0.0145,2.393,2.211,600.0
W2,Bybit,29514243,2026-02-12T00:03:00+00:00,2026-02-12,SHORT,67083.45,0.623,1.387,0,0,0,0,1,TIMEOUT,,,,-0.42,-0.576,-2.5,0.08,0.429,1.727,0.512,0.015,-0.1938,1.603,2.732,600.0
W2,Bybit,29514390,2026-02-12T02:30:00+00:00,2026-02-12,LONG,67469.85,0.378,1.192,0,0,0,0,1,TIMEOUT,,,,-0.541,0.704,-2.206,0.071,1.008,0.8,0.468,0.015,0.1944,2.255,1.161,600.0
W2,Bybit,29514404,2026-02-12T02:44:00+00:00,2026-02-12,SHORT,67715.45,1.55,0.094,0,0,0,0,1,TIMEOUT,,,,-0.17,0.981,-1.63,0.071,1.375,0.439,0.47,0.015,-0.0221,1.769,2.202,600.0
W2,Bybit,29514465,2026-02-12T03:45:00+00:00,2026-02-12,SHORT,67449.85,1.163,1.124,0,0,0,0,1,TIMEOUT,,,,-0.347,-0.267,-1.328,0.066,0.866,0.83,0.274,0.015,-0.192,1.52,2.071,600.0
W2,Bybit,29514535,2026-02-12T04:55:00+00:00,2026-02-12,LONG,67068.85,1.698,0.601,0,0,0,0,1,TIMEOUT,,,,-0.606,-0.821,-0.518,0.064,0.034,1.39,0.313,0.015,0.0868,2.029,1.703,600.0
W2,Bybit,29514585,2026-02-12T05:45:00+00:00,2026-02-12,SHORT,67078.35,0.271,1.635,0,0,0,1,0,LOSS,,,,-0.171,-0.896,-0.505,0.065,0.619,1.084,0.64,0.015,-0.5226,1.393,5.68,600.0
W2,Bybit,29514688,2026-02-12T07:28:00+00:00,2026-02-12,SHORT,67196.55,0.447,1.505,0,0,0,1,0,LOSS,,,,-0.133,0.014,0.367,0.064,0.796,0.623,0.571,0.015,0.1541,4.504,1.886,600.0
W2,Bybit,29514722,2026-02-12T08:02:00+00:00,2026-02-12,SHORT,67186.65,0.432,1.52,0,0,0,1,0,LOSS,,,,0.258,0.176,0.249,0.063,0.782,0.638,0.266,0.015,-0.1517,1.369,2.222,600.0
W2,Bybit,29514777,2026-02-12T08:57:00+00:00,2026-02-12,SHORT,67101.75,0.125,1.6,0,0,0,1,0,LOSS,,,,-0.141,0.021,0.209,0.059,0.654,0.287,0.318,0.015,0.4778,3.41,1.048,600.0
W2,Bybit,29515039,2026-02-12T13:19:00+00:00,2026-02-12,SHORT,67972.35,2.032,0.564,1,0,0,0,0,WIN,171,,,0.101,0.734,1.769,0.064,1.174,0.345,0.515,0.015,0.0228,1.823,1.527,600.0
W2,Bybit,29515146,2026-02-12T15:06:00+00:00,2026-02-12,LONG,67282.15,0.978,1.633,0,0,0,1,0,LOSS,,,,-0.902,-0.895,1.574,0.102,0.087,1.57,1.099,0.026,0.1572,3.365,2.5,600.0
W2,Bybit,29515172,2026-02-12T15:32:00+00:00,2026-02-12,SHORT,67725.15,2.025,0.0,1,0,0,0,0,WIN,48,,,-0.724,-0.263,2.079,0.116,0.912,0.922,1.232,0.017,-0.063,2.0,2.262,600.0
W2,Bybit,29515196,2026-02-12T15:56:00+00:00,2026-02-12,LONG,67110.45,0.087,1.644,0,0,0,1,0,LOSS,,,,-1.012,-0.897,0.901,0.125,0.01,1.822,1.246,0.031,0.0439,2.254,2.414,600.0
W2,Bybit,29515230,2026-02-12T16:30:00+00:00,2026-02-12,LONG,66063.85,0.625,1.442,0,0,0,0,1,TIMEOUT,,,,-2.761,-2.749,-0.882,0.134,0.085,3.353,1.759,0.015,0.1146,3.695,1.942,600.0
W2,Bybit,29515289,2026-02-12T17:29:00+00:00,2026-02-12,SHORT,66097.15,1.492,0.56,0,0,0,0,1,TIMEOUT,,,,0.106,-2.745,-0.791,0.159,0.792,3.304,0.83,0.03,-0.1426,1.784,2.335,600.0
W2,Bybit,29515318,2026-02-12T17:58:00+00:00,2026-02-12,LONG,65453.85,1.717,0.523,0,0,0,0,1,TIMEOUT,,,,-0.555,-3.344,-1.609,0.154,0.029,4.245,1.085,0.015,-0.1855,1.592,2.695,600.0
W2,Bybit,29515353,2026-02-12T18:33:00+00:00,2026-02-12,LONG,65240.95,2.049,0.056,1,0,0,0,0,WIN,432,,,-1.072,-3.561,-2.407,0.143,0.199,4.308,0.928,0.016,-0.3072,1.385,3.312,600.0
W2,Bybit,29515369,2026-02-12T18:49:00+00:00,2026-02-12,SHORT,65568.75,0.556,1.539,0,0,0,1,0,LOSS,,,,-0.318,-2.773,-2.433,0.143,0.703,3.522,0.732,0.015,-0.086,1.837,2.195,600.0
W2,Bybit,29515473,2026-02-12T20:33:00+00:00,2026-02-12,LONG,65498.95,1.881,0.45,0,0,0,0,1,TIMEOUT,,,,-0.711,-0.681,-2.615,0.109,0.595,1.471,0.911,0.017,0.0449,3.619,4.766,600.0
W2,Bybit,29515506,2026-02-12T21:06:00+00:00,2026-02-12,SHORT,65511.15,0.042,1.628,0,0,0,1,0,LOSS,,,,-0.61,-0.167,-3.032,0.104,0.614,0.958,0.62,0.015,-0.1045,1.154,1.729,600.0
W2,Bybit,29515594,2026-02-12T22:34:00+00:00,2026-02-12,SHORT,65901.05,0.041,1.259,0,0,0,0,1,TIMEOUT,,,,0.265,0.077,-2.375,0.081,1.068,0.267,0.543,0.015,-0.3852,0.691,2.187,600.0
W2,Bybit,29515687,2026-02-13T00:07:00+00:00,2026-02-13,SHORT,66411.55,0.809,0.481,0,0,0,0,1,TIMEOUT,,,,0.039,1.35,-1.192,0.074,1.851,0.084,0.485,0.016,0.0167,1.873,1.216,600.0
W2,Bybit,29515711,2026-02-13T00:31:00+00:00,2026-02-13,LONG,66057.45,1.019,0.278,0,0,0,0,1,TIMEOUT,,,,-0.503,0.764,-1.963,0.073,1.308,0.617,0.716,0.018,0.4678,6.037,2.258,600.0
W2,Bybit,29515741,2026-02-13T01:01:00+00:00,2026-02-13,LONG,65936.25,1.205,0.0,0,0,0,0,1,TIMEOUT,,,,-0.546,0.228,-2.322,0.075,0.721,0.799,0.345,0.015,-0.0254,1.176,1.363,600.0
W2,Bybit,29515749,2026-02-13T01:09:00+00:00,2026-02-13,SHORT,66158.05,0.248,0.871,0,0,0,0,1,TIMEOUT,,,,-0.352,0.572,-1.979,0.075,1.03,0.466,0.489,0.015,-0.0891,1.561,2.328,600.0
W2,Bybit,29515940,2026-02-13T04:20:00+00:00,2026-02-13,SHORT,66530.95,0.807,0.955,0,0,0,0,1,TIMEOUT,,,,0.003,0.507,-1.172,0.061,0.997,0.299,0.274,0.015,0.051,1.854,2.251,600.0
W2,Bybit,29516017,2026-02-13T05:37:00+00:00,2026-02-13,SHORT,66402.65,0.615,1.548,0,0,0,1,0,LOSS,,,,-0.028,-0.117,-0.862,0.055,0.311,0.492,0.355,0.015,-0.1785,1.683,1.903,600.0
W2,Bybit,29516073,2026-02-13T06:33:00+00:00,2026-02-13,LONG,66037.55,2.109,0.034,1,0,0,0,0,WIN,418,,,-0.512,-1.0,-1.713,0.053,0.066,1.039,0.419,0.015,0.1293,2.801,1.909,600.0
W2,Bybit,29516105,2026-02-13T07:05:00+00:00,2026-02-13,SHORT,66395.35,0.556,1.559,0,0,0,1,0,LOSS,,,,0.293,-0.043,-0.891,0.054,0.608,0.5,0.632,0.015,-0.0181,3.3,2.817,600.0
W2,Bybit,29516168,2026-02-13T08:08:00+00:00,2026-02-13,SHORT,66360.05,0.22,1.613,0,0,0,1,0,LOSS,,,,-0.041,0.184,-1.374,0.058,0.555,0.366,0.604,0.015,-0.0557,2.054,2.751,600.0
W2,Bybit,29516319,2026-02-13T10:39:00+00:00,2026-02-13,SHORT,66923.85,0.232,1.606,0,0,0,1,0,LOSS,,,,0.154,1.107,-1.165,0.065,1.377,0.109,0.305,0.015,-0.1005,3.276,4.098,600.0
W2,Bybit,29516370,2026-02-13T11:30:00+00:00,2026-02-13,SHORT,66900.65,0.197,1.641,0,0,0,1,0,LOSS,,,,0.028,0.834,-1.89,0.058,1.324,0.227,0.243,0.015,-0.0204,1.984,1.526,600.0
W2,Bybit,29516439,2026-02-13T12:39:00+00:00,2026-02-13,SHORT,67045.75,0.276,1.766,0,0,0,1,0,LOSS,,,,0.186,0.336,-1.226,0.055,0.979,0.18,0.313,0.015,-0.0406,1.685,1.634,600.0
W2,Bybit,29516549,2026-02-13T14:29:00+00:00,2026-02-13,SHORT,67286.95,0.634,1.506,0,0,0,1,0,LOSS,,,,-0.045,0.503,-0.995,0.07,0.776,0.32,0.347,0.015,0.039,2.416,2.062,600.0
W2,Bybit,29516674,2026-02-13T16:34:00+00:00,2026-02-13,SHORT,69144.65,0.778,0.29,0,0,0,0,1,TIMEOUT,,,,0.172,2.479,4.533,0.156,3.416,0.274,0.933,0.014,-0.068,4.033,3.617,600.0
W2,Bybit,29516733,2026-02-13T17:33:00+00:00,2026-02-13,SHORT,69089.65,0.649,0.37,0,0,0,0,1,TIMEOUT,,,,-0.354,2.683,4.764,0.161,3.334,0.354,0.728,0.014,0.0699,2.285,1.868,600.0
W2,Bybit,29516808,2026-02-13T18:48:00+00:00,2026-02-13,SHORT,69141.95,0.724,0.104,0,0,0,0,1,TIMEOUT,,,,0.022,0.947,5.438,0.105,2.279,0.293,0.548,0.014,0.1693,1.46,1.238,600.0
W2,Bybit,29516846,2026-02-13T19:26:00+00:00,2026-02-13,SHORT,69100.05,0.664,0.059,0,0,0,0,1,TIMEOUT,,,,0.063,0.092,5.092,0.091,1.021,0.354,0.343,0.014,-0.1447,1.761,2.71,600.0
W2,Bybit,29516866,2026-02-13T19:46:00+00:00,2026-02-13,LONG,68948.35,0.192,0.446,0,0,0,0,1,TIMEOUT,,,,-0.573,-0.287,4.382,0.085,0.8,0.573,0.421,0.015,-0.261,1.052,2.269,600.0
W2,Bybit,29516898,2026-02-13T20:18:00+00:00,2026-02-13,LONG,68724.05,0.519,0.121,0,0,0,0,1,TIMEOUT,,,,-0.528,-0.237,4.538,0.075,0.171,0.896,0.51,0.015,0.1954,3.398,2.588,600.0
W2,Bybit,29516947,2026-02-13T21:07:00+00:00,2026-02-13,SHORT,68915.45,0.309,0.24,0,0,0,0,1,TIMEOUT,,,,0.002,-0.26,5.171,0.073,0.45,0.62,0.493,0.015,-0.0899,1.387,1.985,600.0
W2,Bybit,29517012,2026-02-13T22:12:00+00:00,2026-02-13,SHORT,68921.95,0.326,0.231,0,0,0,0,1,TIMEOUT,,,,-0.018,-0.285,4.792,0.064,0.409,0.611,0.269,0.015,-0.2754,2.96,5.63,600.0
W2,Bybit,29517056,2026-02-13T22:56:00+00:00,2026-02-13,SHORT,68848.15,0.219,0.338,0,0,0,0,1,TIMEOUT,,,,0.109,-0.224,4.065,0.062,0.302,0.483,0.269,0.015,-0.1899,0.669,1.547,599.0
W2,Bybit,29517096,2026-02-13T23:36:00+00:00,2026-02-13,SHORT,68876.45,0.26,0.297,0,0,0,0,1,TIMEOUT,,,,0.073,0.053,3.929,0.056,0.343,0.305,0.143,0.015,0.1727,1.536,1.132,599.0
W2,Bybit,29517155,2026-02-14T00:35:00+00:00,2026-02-14,SHORT,68936.15,0.346,0.969,0,0,0,0,1,TIMEOUT,,,,0.086,0.169,4.511,0.051,0.43,0.123,0.3,0.015,-0.12,1.046,1.952,599.0
W2,Bybit,29517333,2026-02-14T03:33:00+00:00,2026-02-14,SHORT,68916.45,0.318,1.572,0,0,0,1,0,LOSS,,,,0.078,-0.055,3.316,0.038,0.245,0.238,0.163,0.015,-0.5405,2.996,11.021,599.0
W2,Bybit,29517437,2026-02-14T05:17:00+00:00,2026-02-14,SHORT,68846.75,0.217,1.585,0,0,0,1,0,LOSS,,,,-0.05,-0.161,3.899,0.025,0.15,0.33,0.16,0.015,0.1441,3.983,2.834,598.0
W2,Bybit,29517501,2026-02-14T06:21:00+00:00,2026-02-14,SHORT,68798.05,0.019,1.514,0,0,0,1,0,LOSS,,,,-0.086,-0.078,3.915,0.022,0.146,0.242,0.164,0.015,-0.0237,1.875,1.895,600.0
W2,Bybit,29517534,2026-02-14T06:54:00+00:00,2026-02-14,SHORT,68874.35,0.031,1.544,0,0,0,1,0,LOSS,,,,0.19,-0.071,4.049,0.022,0.257,0.132,0.141,0.015,-0.3228,1.031,2.346,596.0
W2,Bybit,29517567,2026-02-14T07:27:00+00:00,2026-02-14,SHORT,68914.55,0.016,1.575,0,0,0,1,0,LOSS,,,,0.108,0.062,3.717,0.021,0.316,0.073,0.104,0.015,-0.0572,1.721,2.395,600.0
W2,Bybit,29517707,2026-02-14T09:47:00+00:00,2026-02-14,SHORT,69676.55,0.624,1.139,0,0,0,0,1,TIMEOUT,,,,-0.113,1.205,4.026,0.06,1.425,0.24,0.239,0.014,-0.3377,0.943,2.467,600.0
W2,Bybit,29517757,2026-02-14T10:37:00+00:00,2026-02-14,SHORT,69628.05,0.555,1.21,0,0,0,0,1,TIMEOUT,,,,-0.064,1.005,3.928,0.06,1.156,0.31,0.105,0.014,-0.0334,1.468,1.343,600.0
W2,Bybit,29517891,2026-02-14T12:51:00+00:00,2026-02-14,LONG,69850.05,0.238,0.871,0,0,0,0,1,TIMEOUT,,,,-0.683,0.227,4.221,0.065,0.428,0.88,1.072,0.015,0.2495,2.618,0.972,600.0
W2,Bybit,29517924,2026-02-14T13:24:00+00:00,2026-02-14,LONG,69374.05,1.198,0.191,0,0,0,0,1,TIMEOUT,,,,-1.397,-0.329,3.226,0.079,0.088,1.556,0.717,0.014,0.4457,2.77,0.806,600.0
W2,Bybit,29517950,2026-02-14T13:50:00+00:00,2026-02-14,SHORT,69469.25,0.294,1.06,0,0,0,0,1,TIMEOUT,,,,-0.316,-0.208,3.278,0.084,0.328,1.421,0.459,0.014,0.037,1.92,1.89,600.0
W2,Bybit,29517982,2026-02-14T14:22:00+00:00,2026-02-14,SHORT,69551.95,0.412,0.939,0,0,0,0,1,TIMEOUT,,,,0.298,-1.098,3.437,0.078,0.448,1.303,0.437,0.014,-0.361,1.877,5.535,600.0
W2,Bybit,29518102,2026-02-14T16:22:00+00:00,2026-02-14,LONG,69367.75,1.207,0.148,0,0,0,0,1,TIMEOUT,,,,-0.616,0.032,0.681,0.062,0.182,1.518,0.662,0.014,0.2169,3.229,2.628,600.0
W2,Bybit,29518131,2026-02-14T16:51:00+00:00,2026-02-14,SHORT,69589.55,0.0,0.885,0,0,0,0,1,TIMEOUT,,,,-0.245,0.323,0.669,0.062,0.502,0.61,0.52,0.019,0.0074,1.72,1.356,600.0
W2,Bybit,29518210,2026-02-14T18:10:00+00:00,2026-02-14,SHORT,69745.15,0.17,0.66,0,0,0,0,1,TIMEOUT,,,,0.081,0.058,0.841,0.061,0.693,0.387,0.271,0.014,0.1562,1.373,0.984,600.0
W2,Bybit,29518268,2026-02-14T19:08:00+00:00,2026-02-14,SHORT,69768.95,0.204,0.625,0,0,0,0,1,TIMEOUT,,,,-0.085,0.109,1.102,0.055,0.727,0.353,0.188,0.014,0.0182,1.412,1.636,600.0
W2,Bybit,29518306,2026-02-14T19:46:00+00:00,2026-02-14,SHORT,69820.65,0.226,0.551,0,0,0,0,1,TIMEOUT,,,,0.176,0.393,1.265,0.049,0.802,0.068,0.326,0.014,0.0605,1.222,1.053,600.0
W2,Bybit,29518363,2026-02-14T20:43:00+00:00,2026-02-14,SHORT,69900.05,0.339,0.437,0,0,0,0,1,TIMEOUT,,,,0.121,0.189,1.65,0.044,0.53,0.059,0.198,0.014,0.3454,1.706,0.659,598.0
W2,Bybit,29518446,2026-02-14T22:06:00+00:00,2026-02-14,SHORT,69892.25,0.248,0.182,0,0,0,0,1,TIMEOUT,,,,-0.446,0.114,1.442,0.049,0.381,0.446,0.37,0.014,0.5115,3.193,0.596,600.0
W2,Bybit,29518487,2026-02-14T22:47:00+00:00,2026-02-14,SHORT,69954.05,0.336,0.094,0,0,0,0,1,TIMEOUT,,,,0.171,0.191,1.644,0.049,0.47,0.358,0.354,0.014,-0.1176,0.712,0.681,600.0
W3,Bybit,29492693,2026-01-28T00:53:00+00:00,2026-01-28,SHORT,89292.05,0.53,0.182,0,0,0,0,1,TIMEOUT,,,,,,,0.043,0.205,0.09,0.268,0.011,-0.3055,2.918,4.426,600.0
W3,Bybit,29492758,2026-01-28T01:58:00+00:00,2026-01-28,SHORT,89373.05,0.624,0.041,0,0,0,0,1,TIMEOUT,,,,0.02,,,0.044,0.296,0.091,0.242,0.011,0.375,7.067,2.662,600.0
W3,Bybit,29492872,2026-01-28T03:52:00+00:00,2026-01-28,SHORT,89108.05,0.328,0.793,0,0,0,0,1,TIMEOUT,,,,-0.037,-0.222,,0.041,0.16,0.387,0.174,0.011,-0.4313,1.782,4.634,600.0
W3,Bybit,29492921,2026-01-28T04:41:00+00:00,2026-01-28,SHORT,89043.25,0.256,1.176,0,0,0,0,1,TIMEOUT,,,,-0.029,-0.226,,0.036,0.253,0.459,0.264,0.011,-0.0467,4.155,3.695,600.0
W3,Bybit,29492985,2026-01-28T05:45:00+00:00,2026-01-28,SHORT,88987.55,0.193,1.557,0,0,0,1,0,LOSS,,,,0.025,-0.182,,0.033,0.19,0.472,0.194,0.011,0.2536,6.766,2.813,599.0
W3,Bybit,29493038,2026-01-28T06:38:00+00:00,2026-01-28,SHORT,89197.95,0.429,1.32,0,0,0,0,1,TIMEOUT,,,,0.281,0.162,,0.035,0.427,0.095,0.148,0.011,-0.2193,3.385,3.879,599.0
W3,Bybit,29493213,2026-01-28T09:33:00+00:00,2026-01-28,SHORT,89099.35,0.259,1.432,0,0,0,0,1,TIMEOUT,,,,0.124,-0.203,,0.037,0.319,0.262,0.332,0.011,0.1594,8.838,5.716,600.0
W3,Bybit,29493291,2026-01-28T10:51:00+00:00,2026-01-28,SHORT,89433.05,0.631,1.139,0,0,0,0,1,TIMEOUT,,,,0.04,0.238,,0.045,0.695,0.127,0.205,0.011,-0.234,5.366,8.669,600.0
W3,Bybit,29493333,2026-01-28T11:33:00+00:00,2026-01-28,SHORT,89391.35,0.585,1.187,0,0,0,0,1,TIMEOUT,,,,-0.024,0.452,,0.044,0.648,0.174,0.169,0.011,0.104,8.441,4.37,600.0
W3,Bybit,29493408,2026-01-28T12:48:00+00:00,2026-01-28,SHORT,89961.05,1.215,0.546,0,0,0,0,1,TIMEOUT,,,,0.276,0.774,,0.051,1.29,0.144,0.241,0.011,0.3824,6.113,2.178,599.0
W3,Bybit,29493522,2026-01-28T14:42:00+00:00,2026-01-28,LONG,89695.5,0.843,0.929,0,0,0,0,1,TIMEOUT,,,,-0.674,0.172,,0.058,0.458,0.752,0.593,0.012,0.1258,8.454,6.284,600.0
W3,Bybit,29493556,2026-01-28T15:16:00+00:00,2026-01-28,LONG,89099.45,1.518,0.266,0,0,0,0,1,TIMEOUT,,,,-1.152,-0.858,,0.066,0.26,1.411,1.026,0.011,0.1829,9.849,5.701,600.0
W3,Bybit,29493587,2026-01-28T15:47:00+00:00,2026-01-28,SHORT,89299.75,0.49,1.29,0,0,0,0,1,TIMEOUT,,,,-0.148,-0.758,,0.07,0.485,1.19,0.506,0.011,-0.1985,3.8,6.819,600.0
W3,Bybit,29493631,2026-01-28T16:31:00+00:00,2026-01-28,SHORT,89552.25,0.77,1.005,0,0,0,0,1,TIMEOUT,,,,0.273,-0.682,,0.074,0.77,0.91,0.578,0.011,-0.2451,2.922,5.939,600.0
W3,Bybit,29493668,2026-01-28T17:08:00+00:00,2026-01-28,SHORT,89552.15,0.77,1.005,0,0,0,0,1,TIMEOUT,,,,0.237,-0.685,,0.077,0.769,0.91,0.297,0.011,-0.1527,3.36,5.487,600.0
W3,Bybit,29493707,2026-01-28T17:47:00+00:00,2026-01-28,SHORT,89848.25,1.265,0.672,0,0,0,0,1,TIMEOUT,,,,0.279,0.465,,0.079,1.103,0.541,0.647,0.014,0.0074,4.118,2.63,600.0
W3,Bybit,29493774,2026-01-28T18:54:00+00:00,2026-01-28,LONG,89431.75,0.371,1.53,0,0,0,1,0,LOSS,,,,-1.128,-0.094,,0.083,0.634,1.128,0.538,0.011,0.2315,3.774,2.943,599.0
W3,Bybit,29493843,2026-01-28T20:03:00+00:00,2026-01-28,SHORT,89450.05,1.948,0.35,0,0,0,0,1,TIMEOUT,,,,0.275,-0.212,,0.097,0.507,1.108,0.609,0.011,-0.0223,3.341,2.787,600.0
W3,Bybit,29493904,2026-01-28T21:04:00+00:00,2026-01-28,LONG,88935.75,0.563,1.381,0,0,0,0,1,TIMEOUT,,,,-0.65,-0.881,,0.086,0.082,1.676,0.566,0.011,-0.1385,4.959,6.844,600.0
W3,Bybit,29493944,2026-01-28T21:44:00+00:00,2026-01-28,SHORT,89380.65,1.872,0.054,0,0,0,0,1,TIMEOUT,,,,0.207,-0.23,,0.084,0.583,1.184,0.463,0.011,0.2658,5.316,2.671,600.0
W3,Bybit,29494009,2026-01-28T22:49:00+00:00,2026-01-28,SHORT,89256.25,1.735,0.193,0,0,0,0,1,TIMEOUT,,,,-0.112,-0.125,,0.056,0.443,0.565,0.206,0.011,0.1247,1.926,1.59,600.0
W3,Bybit,29494045,2026-01-28T23:25:00+00:00,2026-01-28,SHORT,89352.05,1.84,0.0,0,0,0,0,1,TIMEOUT,,,,0.22,-0.27,,0.052,0.551,0.458,0.142,0.011,-0.1246,2.176,3.649,600.0
W3,Bybit,29494196,2026-01-29T01:56:00+00:00,2026-01-29,LONG,88541.95,0.179,0.942,0,0,0,0,1,TIMEOUT,,,,-0.527,-0.916,-0.962,0.05,0.041,0.991,0.383,0.011,-0.2047,3.569,5.322,600.0
W3,Bybit,29494233,2026-01-29T02:33:00+00:00,2026-01-29,LONG,88235.85,0.201,0.599,0,0,0,0,1,TIMEOUT,,,,-0.613,-1.101,-1.094,0.058,0.102,1.333,0.629,0.013,-0.0787,4.233,4.378,600.0
W3,Bybit,29494277,2026-01-29T03:17:00+00:00,2026-01-29,SHORT,88045.25,0.299,0.418,0,0,0,0,1,TIMEOUT,,,,-0.553,-1.086,-1.066,0.067,0.385,1.546,0.504,0.011,-0.325,2.313,5.876,600.0
W3,Bybit,29494355,2026-01-29T04:35:00+00:00,2026-01-29,SHORT,88111.15,0.465,0.342,0,0,0,0,1,TIMEOUT,,,,0.152,-0.824,-0.983,0.062,0.46,1.122,0.343,0.011,-0.0366,5.832,4.872,600.0
W3,Bybit,29494386,2026-01-29T05:06:00+00:00,2026-01-29,SHORT,88269.35,0.643,0.163,0,0,0,0,1,TIMEOUT,,,,0.292,-0.435,-0.815,0.059,0.641,0.904,0.288,0.011,-0.6165,1.691,9.264,600.0
W3,Bybit,29494473,2026-01-29T06:33:00+00:00,2026-01-29,SHORT,88278.15,0.653,0.153,0,0,0,0,1,TIMEOUT,,,,0.067,0.42,-1.123,0.032,0.651,0.095,0.156,0.011,-0.4808,2.87,7.725,600.0
W3,Bybit,29494505,2026-01-29T07:05:00+00:00,2026-01-29,SHORT,88316.25,2.168,0.109,1,0,0,0,0,WIN,478,,,0.071,0.314,-1.0,0.031,0.5,0.052,0.14,0.011,-0.0939,4.143,6.156,600.0
W3,Bybit,29494550,2026-01-29T07:50:00+00:00,2026-01-29,SHORT,88302.15,2.153,0.125,1,0,0,0,0,WIN,433,,,0.055,0.095,-1.052,0.028,0.484,0.07,0.165,0.011,0.4791,7.628,2.457,600.0
W3,Bybit,29494591,2026-01-29T08:31:00+00:00,2026-01-29,SHORT,88314.15,2.166,0.059,1,0,0,0,0,WIN,392,,,0.078,0.137,-0.776,0.035,0.499,0.112,0.611,0.011,-0.3752,3.567,6.913,600.0
W3,Bybit,29494661,2026-01-29T09:41:00+00:00,2026-01-29,SHORT,87965.65,2.17,0.182,1,0,0,0,0,WIN,328,,,-0.245,-0.356,-1.547,0.042,0.102,0.506,0.171,0.011,-0.2005,3.636,5.405,600.0
W3,Bybit,29494704,2026-01-29T10:24:00+00:00,2026-01-29,SHORT,87896.85,2.094,0.26,1,0,0,0,0,WIN,285,,,-0.129,-0.467,-1.593,0.043,0.131,0.584,0.168,0.011,-0.231,4.647,8.196,600.0
W3,Bybit,29494736,2026-01-29T10:56:00+00:00,2026-01-29,SHORT,87903.85,2.102,0.252,1,0,0,0,0,WIN,253,,,0.039,-0.548,-1.677,0.042,0.139,0.576,0.15,0.011,0.0588,5.611,3.336,597.0
W3,Bybit,29494809,2026-01-29T12:09:00+00:00,2026-01-29,SHORT,87997.25,2.003,0.146,1,0,0,0,0,WIN,179,,,0.034,-0.015,-2.217,0.032,0.337,0.47,0.343,0.011,0.3494,7.519,2.397,599.0
W3,Bybit,29494860,2026-01-29T13:00:00+00:00,2026-01-29,SHORT,88061.75,2.059,0.072,1,0,0,0,0,WIN,126,,,0.265,0.25,-2.088,0.031,0.411,0.057,0.28,0.011,-0.091,3.39,4.251,600.0
W3,Bybit,29494891,2026-01-29T13:31:00+00:00,2026-01-29,SHORT,88081.85,2.081,0.0,1,0,0,0,0,WIN,95,,,0.196,0.231,-2.313,0.031,0.434,0.049,0.115,0.011,0.1266,5.02,4.883,600.0
W3,Bybit,29494975,2026-01-29T14:55:00+00:00,2026-01-29,LONG,87405.65,0.0,1.543,0,0,0,1,0,LOSS,,,,-0.595,-0.402,-2.447,0.044,0.035,0.817,0.626,0.011,-0.2928,3.312,10.233,600.0
W3,Bybit,29495014,2026-01-29T15:34:00+00:00,2026-01-29,LONG,85286.05,0.347,1.546,0,0,0,1,0,LOSS,,,,-2.733,-3.042,-4.358,0.085,0.191,3.222,1.61,0.012,-0.0356,3.098,3.131,600.0
W3,Bybit,29495075,2026-01-29T16:35:00+00:00,2026-01-29,LONG,84426.25,1.369,1.213,0,0,0,0,1,TIMEOUT,,,,-1.013,-4.137,-5.786,0.111,0.08,4.198,0.593,0.026,-0.0631,6.865,4.841,600.0
W3,Bybit,29495158,2026-01-29T17:58:00+00:00,2026-01-29,LONG,84203.15,0.576,1.606,0,0,0,1,0,LOSS,,,,-1.217,-3.178,-6.615,0.125,0.133,4.347,1.266,0.014,0.0382,4.117,3.941,600.0
W3,Bybit,29495188,2026-01-29T18:28:00+00:00,2026-01-29,LONG,83806.15,1.053,1.933,0,0,0,1,0,LOSS,,,,-1.585,-1.915,-6.564,0.11,0.094,4.654,0.965,0.012,0.1086,6.434,5.592,600.0
W3,Bybit,29495221,2026-01-29T19:01:00+00:00,2026-01-29,LONG,83471.65,1.458,1.54,0,0,0,1,0,LOSS,,,,-0.956,-1.521,-6.59,0.098,0.079,3.719,0.727,0.012,-0.1351,3.671,5.443,600.0
