zone_id,date,venue,direction,setup_type,confirmedTs,triggerTs,regime,entry_price,hit_2pct,hit_2_5pct,hit_3pct,MFE,MAE,time_to_2pct_min,time_to_2_5pct_min,time_to_3pct_min,sim_result,outcome_class
BTC-USDT-SWAP-SHORT-1777766406000-2,2026-05-03,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777766702000,1777766932000,RANGE,78670.0,0,0,0,0.837,-0.964,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1777767804000-4,2026-05-03,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777768803000,1777769518000,RANGE,78625.6,0,0,0,0.781,-1.021,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1777770052000-5,2026-05-03,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777770522000,1777771332000,RANGE,78332.5,0,0,0,0.41,-1.399,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1777767435000-3,2026-05-03,OKX_MAY_EARLY,LONG,ACCUMULATION,1777768551000,,RANGE,78625.5,0,0,0,1.021,-0.781,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1777766401000-1,2026-05-03,OKX_MAY_EARLY,LONG,ACCUMULATION,1777767435000,,RANGE,78541.9,0,0,0,1.129,-0.675,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1777770522000-6,2026-05-03,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777770702000,1777774474000,RANGE,78301.4,0,0,0,0.37,-1.439,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1777771817000-8,2026-05-03,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777773130000,1777775052000,RANGE,78211.4,0,0,0,0.255,-1.556,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1777792892000-12,2026-05-03,OKX_MAY_EARLY,LONG,ACCUMULATION,1777793902000,1777795711000,RANGE,78357.7,1,1,0,2.858,-0.169,1101.9,1142.7,,WIN,STRONG_2_5
BTC-USDT-SWAP-LONG-1777796159000-13,2026-05-03,OKX_MAY_EARLY,LONG,ACCUMULATION,1777796700000,1777801154000,RANGE,78402.4,1,1,0,2.8,-0.226,1055.3,1096.0,,WIN,STRONG_2_5
BTC-USDT-SWAP-SHORT-1777776169000-10,2026-05-03,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777777001000,,RANGE,78126.9,0,0,0,0.147,-2.948,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1777771459000-7,2026-05-03,OKX_MAY_EARLY,LONG,ACCUMULATION,1777771639000,1777808601000,RANGE,78210.1,0,0,0,1.558,-0.254,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1777772522000-9,2026-05-03,OKX_MAY_EARLY,LONG,ACCUMULATION,1777774551000,1777808601000,RANGE,78159.2,1,1,0,2.611,-0.189,1420.1,1424.5,,WIN,STRONG_2_5
BTC-USDT-SWAP-LONG-1777792252000-11,2026-05-03,OKX_MAY_EARLY,LONG,ACCUMULATION,1777792892000,1777808601000,RANGE,78299.9,1,1,0,2.934,-0.096,1118.5,1159.5,,WIN,STRONG_2_5
BTC-USDT-SWAP-SHORT-1777810253000-16,2026-05-03,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777810607000,1777814830000,RANGE,78762.6,0,0,0,0.782,-2.33,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1777808480000-14,2026-05-03,OKX_MAY_EARLY,LONG,ACCUMULATION,1777809727000,,RANGE,78646.9,1,0,0,2.48,-0.636,878.9,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-LONG-1777809727000-15,2026-05-03,OKX_MAY_EARLY,LONG,ACCUMULATION,1777810936000,,RANGE,78770.0,1,0,0,2.32,-0.791,858.8,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-SHORT-1777854418000-3,2026-05-04,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777854647000,,RANGE,78315.8,0,0,0,0.216,-3.104,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1777853802000-2,2026-05-04,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777854418000,,RANGE,78276.5,0,0,0,0.166,-3.155,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1777853128000-1,2026-05-04,OKX_MAY_EARLY,LONG,ACCUMULATION,1777853370000,1777858333000,RANGE,78444.0,1,1,0,2.935,-0.379,110.8,166.2,,WIN,STRONG_2_5
BTC-USDT-SWAP-LONG-1777859208000-4,2026-05-04,OKX_MAY_EARLY,LONG,ACCUMULATION,1777859402000,1777859465000,RANGE,78926.8,1,0,0,2.306,-0.988,149.0,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-LONG-1777859383000-5,2026-05-04,OKX_MAY_EARLY,LONG,ACCUMULATION,1777861107000,1777862461000,RANGE,79908.3,0,0,0,1.049,-2.204,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1777860306000-6,2026-05-04,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777861274000,,RANGE,79866.8,1,0,0,2.154,-1.101,478.9,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-SHORT-1777864927000-10,2026-05-04,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777865107000,1777865418000,TREND_UP,80120.0,1,0,0,2.463,-0.959,412.7,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-SHORT-1777862755000-7,2026-05-04,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777862975000,,TREND_UP,80082.2,1,0,0,2.417,-1.006,448.8,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-LONG-1777863960000-8,2026-05-04,OKX_MAY_EARLY,LONG,ACCUMULATION,1777865403000,1777868369000,TREND_UP,80116.5,0,0,0,0.963,-2.459,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1777868198000-11,2026-05-04,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777868442000,1777868643000,TREND_UP,80459.5,1,1,0,2.874,-0.767,346.0,357.7,,WIN,STRONG_2_5
BTC-USDT-SWAP-SHORT-1777872147000-12,2026-05-04,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777872364000,1777872682000,RANGE,80000.0,1,0,0,2.316,-1.466,293.0,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-SHORT-1777872403000-13,2026-05-04,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777873341000,1777876032000,RANGE,80017.5,1,0,0,2.338,-1.615,276.7,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-SHORT-1777879456000-14,2026-05-04,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777879704000,1777880057000,RANGE,79826.7,1,0,0,2.104,-1.858,171.7,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-SHORT-1777881059000-15,2026-05-04,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777881239000,1777885646000,RANGE,79719.4,0,0,0,1.973,-1.995,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1777881700000-16,2026-05-04,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777881880000,1777888981000,RANGE,79618.6,0,0,0,1.849,-2.124,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1777881902000-17,2026-05-04,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777882082000,1777888981000,RANGE,79612.8,0,0,0,1.841,-2.132,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1777864467000-9,2026-05-04,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777864869000,1777889038000,TREND_UP,80242.2,1,1,0,2.611,-0.805,407.1,419.0,,WIN,STRONG_2_5
BTC-USDT-SWAP-SHORT-1777892670000-20,2026-05-04,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777893108000,1777894810000,RANGE,78917.4,0,0,0,0.626,-3.032,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1777892028000-19,2026-05-04,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777892670000,1777894895000,RANGE,78905.4,0,0,0,0.611,-3.047,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1777895246000-21,2026-05-04,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777895774000,1777899638000,RANGE,78771.4,0,0,0,0.442,-3.223,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1777899955000-22,2026-05-04,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777901173000,1777903777000,RANGE,78914.4,0,0,0,0.622,-3.515,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1777890491000-18,2026-05-04,OKX_MAY_EARLY,LONG,ACCUMULATION,1777891042000,1777906173000,RANGE,78887.8,1,1,1,3.07,-0.589,257.7,967.7,1142.1,WIN,STRONG_3
BTC-USDT-SWAP-LONG-1777939222000-1,2026-05-05,OKX_MAY_EARLY,LONG,ACCUMULATION,1777940298000,1777941223000,RANGE,79890.0,1,0,0,2.381,-0.102,767.0,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-LONG-1777940298000-3,2026-05-05,OKX_MAY_EARLY,LONG,ACCUMULATION,1777942210000,1777942435000,RANGE,80020.2,1,0,0,2.215,0.0,737.9,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-LONG-1777942210000-6,2026-05-05,OKX_MAY_EARLY,LONG,ACCUMULATION,1777943129000,1777943479000,RANGE,80096.8,1,0,0,2.117,0.0,1138.1,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-SHORT-1777940617000-4,2026-05-05,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777940850000,,RANGE,79845.1,0,0,0,0.046,-2.439,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1777939775000-2,2026-05-05,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777940556000,,RANGE,79863.8,0,0,0,0.069,-2.415,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1777944926000-9,2026-05-05,OKX_MAY_EARLY,LONG,ACCUMULATION,1777945421000,1777946646000,RANGE,80220.0,0,0,0,1.96,-0.026,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1777944987000-10,2026-05-05,OKX_MAY_EARLY,LONG,ACCUMULATION,1777945421000,1777946648000,RANGE,80220.0,0,0,0,1.96,-0.026,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1777941741000-5,2026-05-05,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777941940000,,RANGE,80015.7,0,0,0,0.03,-2.22,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1777942598000-7,2026-05-05,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777942817000,,RANGE,80119.3,0,0,0,0.105,-2.088,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1777943740000-8,2026-05-05,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777944537000,,RANGE,80222.7,0,0,0,0.12,-1.957,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1777946919000-11,2026-05-05,OKX_MAY_EARLY,LONG,ACCUMULATION,1777947297000,1777949032000,RANGE,80406.0,0,0,0,1.724,-0.106,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1777949650000-14,2026-05-05,OKX_MAY_EARLY,LONG,ACCUMULATION,1777950019000,1777951404000,RANGE,80536.0,0,0,0,1.56,-0.16,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1777948532000-12,2026-05-05,OKX_MAY_EARLY,LONG,ACCUMULATION,1777949650000,1777952293000,RANGE,80535.3,0,0,0,1.561,-0.159,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1777954067000-16,2026-05-05,OKX_MAY_EARLY,LONG,ACCUMULATION,1777954527000,1777958692000,RANGE,80794.9,0,0,0,1.235,-0.386,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1777959232000-17,2026-05-05,OKX_MAY_EARLY,LONG,ACCUMULATION,1777959531000,1777959565000,RANGE,81149.9,0,0,0,0.792,-0.821,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1777960746000-19,2026-05-05,OKX_MAY_EARLY,LONG,ACCUMULATION,1777960949000,,RANGE,80950.5,0,0,0,1.04,-0.577,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1777981492000-20,2026-05-05,OKX_MAY_EARLY,LONG,ACCUMULATION,1777982126000,1777983924000,TREND_UP,80891.6,1,0,0,2.359,-0.294,1401.9,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-SHORT-1777952593000-15,2026-05-05,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777953836000,,RANGE,80855.1,0,0,0,0.46,-1.159,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1777984771000-21,2026-05-05,OKX_MAY_EARLY,LONG,ACCUMULATION,1777984982000,1777986082000,TREND_UP,81241.0,0,0,0,1.919,-0.723,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1777949227000-13,2026-05-05,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777952593000,,RANGE,80892.2,0,0,0,0.505,-1.113,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1777959677000-18,2026-05-05,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777961508000,,RANGE,80879.9,0,0,0,0.49,-1.128,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1777986857000-22,2026-05-05,OKX_MAY_EARLY,LONG,ACCUMULATION,1777987254000,,TREND_UP,81622.5,0,0,0,1.443,-1.187,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1777987824000-23,2026-05-05,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777988035000,1777990509000,TREND_UP,81460.2,0,0,0,0.99,-1.645,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1777988507000-25,2026-05-05,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777989648000,1777990510000,TREND_UP,81198.1,0,0,0,0.67,-1.973,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1777988035000-24,2026-05-05,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1777988368000,1777990513000,TREND_UP,81372.2,0,0,0,0.883,-1.755,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1777991775000-26,2026-05-05,OKX_MAY_EARLY,LONG,ACCUMULATION,1777992200000,1777993964000,RANGE,81212.6,0,0,0,1.955,-0.688,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1777994476000-27,2026-05-05,OKX_MAY_EARLY,LONG,ACCUMULATION,1777995030000,,RANGE,81593.4,0,0,0,1.479,-1.151,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1778025692000-1,2026-05-06,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778026114000,1778028568000,RANGE,81030.5,0,0,0,0.465,-2.184,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1778026522000-4,2026-05-06,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778026702000,1778028568000,RANGE,81098.4,0,0,0,0.548,-2.098,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1778026114000-2,2026-05-06,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778026522000,1778028599000,RANGE,81101.4,0,0,0,0.552,-2.094,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1778026136000-3,2026-05-06,OKX_MAY_EARLY,LONG,ACCUMULATION,1778027324000,1778030338000,RANGE,80923.0,1,0,0,2.319,-0.333,648.6,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-LONG-1778030680000-5,2026-05-06,OKX_MAY_EARLY,LONG,ACCUMULATION,1778030860000,1778032069000,RANGE,81234.9,0,0,0,1.927,-0.552,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1778031654000-6,2026-05-06,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778031847000,1778034433000,RANGE,81279.7,0,0,0,0.607,-1.87,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1778032801000-9,2026-05-06,OKX_MAY_EARLY,LONG,ACCUMULATION,1778034203000,1778037878000,RANGE,81245.5,0,0,0,1.913,-0.565,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1778039399000-13,2026-05-06,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778039682000,1778041826000,RANGE,81500.1,0,0,0,0.876,-1.595,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1778038633000-11,2026-05-06,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778038813000,1778041892000,RANGE,81583.2,0,0,0,0.977,-1.491,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1778038834000-12,2026-05-06,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778039399000,1778041892000,RANGE,81491.5,0,0,0,0.866,-1.606,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1778037800000-10,2026-05-06,OKX_MAY_EARLY,LONG,ACCUMULATION,1778038424000,,RANGE,81585.5,0,0,0,1.489,-0.98,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1778050121000-14,2026-05-06,OKX_MAY_EARLY,LONG,ACCUMULATION,1778050301000,1778051477000,RANGE,81438.1,0,0,0,1.672,-0.948,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1778051356000-15,2026-05-06,OKX_MAY_EARLY,LONG,ACCUMULATION,1778051999000,1778056406000,RANGE,81472.2,0,0,0,1.63,-0.989,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1778032528000-8,2026-05-06,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778032724000,,RANGE,81366.5,0,0,0,0.713,-1.762,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1778057021000-17,2026-05-06,OKX_MAY_EARLY,LONG,ACCUMULATION,1778057201000,1778057433000,RANGE,81668.9,0,0,0,1.385,-1.228,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1778032378000-7,2026-05-06,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778032558000,,RANGE,81354.3,0,0,0,0.698,-1.777,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1778057897000-18,2026-05-06,OKX_MAY_EARLY,LONG,ACCUMULATION,1778059664000,1778060465000,RANGE,81700.7,0,0,0,1.346,-1.266,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1778061631000-20,2026-05-06,OKX_MAY_EARLY,LONG,ACCUMULATION,1778062100000,1778062464000,RANGE,81967.1,0,0,0,1.016,-1.587,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1778063999000-23,2026-05-06,OKX_MAY_EARLY,LONG,ACCUMULATION,1778064450000,1778064851000,RANGE,82221.1,0,0,0,0.704,-2.062,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1778056721000-16,2026-05-06,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778058706000,,RANGE,81871.5,0,0,0,1.472,-1.134,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1778058706000-19,2026-05-06,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778060646000,,RANGE,81964.9,0,0,0,1.585,-1.019,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1778065309000-25,2026-05-06,OKX_MAY_EARLY,LONG,ACCUMULATION,1778066012000,1778066240000,RANGE,82385.4,0,0,0,0.503,-2.258,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1778062954000-21,2026-05-06,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778063175000,,RANGE,82152.7,0,0,0,1.81,-0.788,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1778063175000-22,2026-05-06,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778063355000,,RANGE,82081.8,0,0,0,1.896,-0.875,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1778064176000-24,2026-05-06,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778065143000,,RANGE,82250.0,1,0,0,2.097,-0.669,1409.3,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-LONG-1778067069000-28,2026-05-06,OKX_MAY_EARLY,LONG,ACCUMULATION,1778067265000,,RANGE,82659.9,0,0,0,0.097,-2.582,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1778066220000-27,2026-05-06,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778069456000,1778069686000,RANGE,82326.0,1,0,0,2.187,-0.17,958.8,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-LONG-1778066012000-26,2026-05-06,OKX_MAY_EARLY,LONG,ACCUMULATION,1778067069000,,RANGE,82653.6,0,0,0,0.105,-2.575,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1778073528000-29,2026-05-06,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778073901000,1778074686000,RANGE,81950.9,0,0,0,1.739,-0.084,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1778073949000-30,2026-05-06,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778074129000,1778074686000,RANGE,81927.1,0,0,0,1.711,-0.113,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1778075837000-31,2026-05-06,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778077059000,,RANGE,81268.8,0,0,0,1.289,-0.844,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1778079442000-32,2026-05-06,OKX_MAY_EARLY,LONG,ACCUMULATION,1778080555000,,RANGE,81492.7,0,0,0,0.443,-1.819,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1778112468000-3,2026-05-07,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778112665000,1778114009000,RANGE,81410.0,1,0,0,2.443,-0.336,912.0,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-SHORT-1778112289000-2,2026-05-07,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778112469000,1778114054000,RANGE,81323.4,1,0,0,2.339,-0.443,919.1,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-SHORT-1778113324000-4,2026-05-07,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778114259000,1778114448000,RANGE,81103.8,1,0,0,2.075,-0.715,1009.4,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-SHORT-1778115168000-7,2026-05-07,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778115608000,1778115973000,RANGE,80982.0,0,0,0,1.928,-0.867,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1778120977000-9,2026-05-07,OKX_MAY_EARLY,LONG,ACCUMULATION,1778121157000,1778121180000,RANGE,80884.7,0,0,0,0.988,-1.952,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1778120564000-8,2026-05-07,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778120846000,1778126355000,RANGE,80855.1,0,0,0,1.916,-1.025,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1778112013000-1,2026-05-07,OKX_MAY_EARLY,LONG,ACCUMULATION,1778113698000,,RANGE,81250.0,0,0,0,0.534,-2.251,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1778126481000-10,2026-05-07,OKX_MAY_EARLY,LONG,ACCUMULATION,1778126661000,1778135629000,RANGE,80821.5,0,0,0,1.067,-2.107,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1778114741000-6,2026-05-07,OKX_MAY_EARLY,LONG,ACCUMULATION,1778115352000,1778135634000,RANGE,81052.8,0,0,0,0.779,-2.013,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1778113698000-5,2026-05-07,OKX_MAY_EARLY,LONG,ACCUMULATION,1778114741000,1778136237000,RANGE,81046.2,0,0,0,0.787,-2.005,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1778137504000-11,2026-05-07,OKX_MAY_EARLY,LONG,ACCUMULATION,1778137981000,1778138096000,RANGE,81520.0,0,0,0,0.201,-2.946,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1778138721000-13,2026-05-07,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778138901000,1778142080000,RANGE,81566.4,1,1,1,3.001,-0.127,470.3,597.7,1177.0,WIN,STRONG_3
BTC-USDT-SWAP-LONG-1778137981000-12,2026-05-07,OKX_MAY_EARLY,LONG,ACCUMULATION,1778139942000,,RANGE,81560.4,0,0,0,0.003,-2.994,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1778142370000-14,2026-05-07,OKX_MAY_EARLY,LONG,ACCUMULATION,1778143795000,,RANGE,81224.8,0,0,0,0.068,-2.593,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1778150798000-16,2026-05-07,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778151541000,1778160983000,RANGE,80800.5,1,0,0,2.081,-0.439,966.3,,,WIN,WEAK_WIN_2
BTC-USDT-SWAP-LONG-1778149972000-15,2026-05-07,OKX_MAY_EARLY,LONG,ACCUMULATION,1778151102000,,RANGE,80810.0,0,0,0,0.427,-2.093,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1778162701000-18,2026-05-07,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778163833000,1778164296000,RANGE,80445.1,0,0,0,1.649,-0.104,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1778162367000-17,2026-05-07,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778162547000,1778164363000,RANGE,80491.3,0,0,0,1.705,-0.203,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1778163360000-19,2026-05-07,OKX_MAY_EARLY,LONG,ACCUMULATION,1778163670000,,RANGE,80467.4,0,0,0,0.076,-1.676,,,,LOSS,MID
BTC-USDT-SWAP-SHORT-1778165101000-21,2026-05-07,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778165310000,1778167122000,RANGE,80118.1,0,0,0,1.247,-0.502,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1778168862000-27,2026-05-07,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778169356000,1778169568000,RANGE,79939.9,0,0,0,1.027,-0.726,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1778163670000-20,2026-05-07,OKX_MAY_EARLY,LONG,ACCUMULATION,1778164817000,,RANGE,80163.1,0,0,0,0.445,-1.303,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1778168050000-26,2026-05-07,OKX_MAY_EARLY,LONG,ACCUMULATION,1778168230000,,RANGE,79997.7,0,0,0,0.653,-1.099,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1778167890000-25,2026-05-07,OKX_MAY_EARLY,LONG,ACCUMULATION,1778168070000,,RANGE,79917.5,0,0,0,0.754,-1.0,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1778167608000-23,2026-05-07,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778167795000,,RANGE,79802.6,0,0,0,0.857,-0.899,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1778167593000-22,2026-05-07,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778167773000,,RANGE,79779.5,0,0,0,0.828,-0.928,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1778167700000-24,2026-05-07,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778168862000,,RANGE,79960.5,0,0,0,1.053,-0.7,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1778198401000-1,2026-05-08,OKX_MAY_EARLY,LONG,ACCUMULATION,1778198581000,1778199751000,RANGE,79999.9,0,0,0,0.65,-1.102,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1778199225000-2,2026-05-08,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1778199405000,1778201390000,RANGE,80010.1,0,0,0,1.114,-0.637,,,,TIMEOUT,MID
