event_id,event_family,exchange,window_id,ts_iso,price,outcome,hit2,hit2_5,hit3,loss,timeout,mfe,mae,time_to_2,time_to_2_5,time_to_3
OK-W3_JANUARY-ACTI-1155,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-28T19:15:00+00:00,89386.65,TIMEOUT,0,0,0,0,1,1.876,0.42,,,
OK-W3_JANUARY-ACTI-1241,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-28T20:41:00+00:00,89297.15,TIMEOUT,0,0,0,0,1,1.777,0.148,,,
OK-W3_JANUARY-ACTI-1335,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-28T22:15:00+00:00,89204.75,TIMEOUT,0,0,0,0,1,1.676,0.251,,,
OK-W3_JANUARY-ACTI-1408,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-28T23:28:00+00:00,89239.55,TIMEOUT,0,0,0,0,1,1.714,0.101,,,
OK-W3_JANUARY-ACTI-1650,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-29T03:30:00+00:00,87981.05,TIMEOUT,0,0,0,0,1,0.265,0.486,,,
OK-W3_JANUARY-ACTI-1797,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-29T05:57:00+00:00,88104.95,TIMEOUT,0,0,0,0,1,0.448,0.344,,,
OK-W3_JANUARY-ACTI-1924,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-29T08:04:00+00:00,88215.55,WIN,1,0,0,0,0,2.038,0.219,419,,
OK-W3_JANUARY-ACTI-1965,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-29T08:45:00+00:00,88145.45,WIN,1,0,0,0,0,2.125,0.0,381,,
OK-W3_JANUARY-ACTI-2355,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-29T15:15:00+00:00,85567.05,WIN,1,0,0,0,0,2.145,0.086,191,,
OK-W3_JANUARY-ACTI-2392,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-29T15:52:00+00:00,84806.45,TIMEOUT,0,0,0,0,1,1.644,0.912,,,
OK-W3_JANUARY-ACTI-2476,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-29T17:16:00+00:00,85108.95,TIMEOUT,0,0,0,0,1,1.994,0.553,,,
OK-W3_JANUARY-ACTI-2525,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-29T18:05:00+00:00,84437.95,WIN,1,1,0,0,0,2.663,0.294,456,456,
OK-W3_JANUARY-ACTI-2556,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-29T18:36:00+00:00,83927.45,WIN,1,0,0,0,0,2.071,0.904,425,,
OK-W3_JANUARY-ACTI-2632,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-29T19:52:00+00:00,83961.35,WIN,1,0,0,0,0,2.111,0.864,349,,
OK-W3_JANUARY-ACTI-2673,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-29T20:33:00+00:00,83910.45,WIN,1,0,0,0,0,2.052,0.925,308,,
OK-W3_JANUARY-ACTI-2773,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-29T22:13:00+00:00,84280.55,WIN,1,0,0,0,0,2.482,0.482,208,,
OK-W3_JANUARY-ACTI-2893,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T00:13:00+00:00,84499.95,WIN,1,0,0,0,0,2.021,0.0,87,,
OK-W3_JANUARY-ACTI-2965,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T01:25:00+00:00,83801.75,WIN,1,1,1,0,0,3.226,0.063,17,17,17
OK-W3_JANUARY-ACTI-3008,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T02:08:00+00:00,82115.15,TIMEOUT,0,0,0,0,1,1.181,1.418,,,
OK-W3_JANUARY-ACTI-3157,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T04:37:00+00:00,83027.75,TIMEOUT,0,0,0,0,1,1.204,0.304,,,
OK-W3_JANUARY-ACTI-3223,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T05:43:00+00:00,83080.65,TIMEOUT,0,0,0,0,1,1.267,0.193,,,
OK-W3_JANUARY-ACTI-3254,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T06:14:00+00:00,82732.85,TIMEOUT,0,0,0,0,1,0.852,0.614,,,
OK-W3_JANUARY-ACTI-3285,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T06:45:00+00:00,82154.85,LOSS,0,0,0,1,0,0.155,1.529,,,
OK-W3_JANUARY-ACTI-3327,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T07:27:00+00:00,82675.95,TIMEOUT,0,0,0,0,1,0.617,1.124,,,
OK-W3_JANUARY-ACTI-3389,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T08:29:00+00:00,82652.85,TIMEOUT,0,0,0,0,1,0.589,1.152,,,
OK-W3_JANUARY-ACTI-3436,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T09:16:00+00:00,82425.75,TIMEOUT,0,0,0,0,1,0.316,1.431,,,
OK-W3_JANUARY-ACTI-3468,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T09:48:00+00:00,82288.05,LOSS,0,0,0,1,0,0.149,1.57,,,
OK-W3_JANUARY-ACTI-3568,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T11:28:00+00:00,82656.65,LOSS,0,0,0,1,0,0.926,1.543,,,
OK-W3_JANUARY-ACTI-3610,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T12:10:00+00:00,82979.15,LOSS,0,0,0,1,0,1.311,1.52,,,
OK-W3_JANUARY-ACTI-3778,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T14:58:00+00:00,82922.25,LOSS,0,0,0,1,0,1.243,1.59,,,
OK-W3_JANUARY-ACTI-3818,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T15:38:00+00:00,83099.95,LOSS,0,0,0,1,0,1.455,1.632,,,
OK-W3_JANUARY-ACTI-3861,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T16:21:00+00:00,82816.15,LOSS,0,0,0,1,0,1.117,1.618,,,
OK-W3_JANUARY-ACTI-3892,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T16:52:00+00:00,83093.45,LOSS,0,0,0,1,0,1.447,1.64,,,
OK-W3_JANUARY-ACTI-3938,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T17:38:00+00:00,83096.35,LOSS,0,0,0,1,0,1.45,1.637,,,
OK-W3_JANUARY-ACTI-3970,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T18:10:00+00:00,82771.25,LOSS,0,0,0,1,0,1.063,1.673,,,
OK-W3_JANUARY-ACTI-4061,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T19:41:00+00:00,84167.85,TIMEOUT,0,0,0,0,1,0.758,0.407,,,
OK-W3_JANUARY-ACTI-4092,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T20:12:00+00:00,83757.65,TIMEOUT,0,0,0,0,1,0.272,0.856,,,
OK-W3_JANUARY-ACTI-4142,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T21:02:00+00:00,83783.95,TIMEOUT,0,0,0,0,1,0.005,0.825,,,
OK-W3_JANUARY-ACTI-4178,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T21:38:00+00:00,84016.75,TIMEOUT,0,0,0,0,1,0.275,0.403,,,
OK-W3_JANUARY-ACTI-4211,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T22:11:00+00:00,84092.85,TIMEOUT,0,0,0,0,1,0.365,0.187,,,
OK-W3_JANUARY-ACTI-4294,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-30T23:34:00+00:00,83975.85,TIMEOUT,0,0,0,0,1,0.531,0.326,,,
OK-W3_JANUARY-ACTI-4329,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-31T00:09:00+00:00,84100.65,TIMEOUT,0,0,0,0,1,0.873,0.137,,,
OK-W3_JANUARY-ACTI-4880,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-31T09:20:00+00:00,83030.45,WIN,1,0,0,0,0,2.312,0.284,311,,
OK-W3_JANUARY-ACTI-4929,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-31T10:09:00+00:00,82950.15,WIN,1,0,0,0,0,2.218,0.251,262,,
OK-W3_JANUARY-ACTI-4990,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-31T11:10:00+00:00,83014.25,WIN,1,0,0,0,0,2.293,0.085,201,,
OK-W3_JANUARY-ACTI-5063,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-31T12:23:00+00:00,82958.05,WIN,1,0,0,0,0,2.227,0.024,128,,
OK-W3_JANUARY-ACTI-5194,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-31T14:34:00+00:00,81430.05,WIN,1,0,0,0,0,2.493,0.42,154,,
OK-W3_JANUARY-ACTI-5284,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-31T16:04:00+00:00,81303.85,WIN,1,0,0,0,0,2.342,0.576,64,,
OK-W3_JANUARY-ACTI-5316,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-31T16:36:00+00:00,81044.35,WIN,1,0,0,0,0,2.029,0.056,32,,
OK-W3_JANUARY-ACTI-5353,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-31T17:13:00+00:00,79255.5,WIN,1,0,0,0,0,2.2,0.0,86,,
OK-W3_JANUARY-ACTI-5410,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-31T18:10:00+00:00,78753.25,WIN,1,0,0,0,0,2.035,0.01,30,,
OK-W3_JANUARY-ACTI-5444,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-31T18:44:00+00:00,77539.95,LOSS,0,0,0,1,0,0.567,1.543,,,
OK-W3_JANUARY-ACTI-5482,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-31T19:22:00+00:00,77807.75,LOSS,0,0,0,1,0,0.91,1.623,,,
OK-W3_JANUARY-ACTI-5534,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-31T20:14:00+00:00,77498.65,LOSS,0,0,0,1,0,0.514,1.598,,,
OK-W3_JANUARY-ACTI-5594,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-31T21:14:00+00:00,77629.95,LOSS,0,0,0,1,0,0.363,1.856,,,
OK-W3_JANUARY-ACTI-5653,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-31T22:13:00+00:00,78134.95,TIMEOUT,0,0,0,0,1,0.204,1.32,,,
OK-W3_JANUARY-ACTI-5684,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-31T22:44:00+00:00,78050.95,TIMEOUT,0,0,0,0,1,0.097,1.429,,,
OK-W3_JANUARY-ACTI-5743,ACTIVE_MARKDOWN_EVENT,OKX,W3_JANUARY,2026-01-31T23:43:00+00:00,78737.45,TIMEOUT,0,0,0,0,1,0.124,0.155,,,
OK-W3_JANUARY-FORC-911,FORCED_UNWIND_EVENT,OKX,W3_JANUARY,2026-01-28T15:11:00+00:00,89214.35,TIMEOUT,0,0,0,0,1,0.386,1.388,,,
OK-W3_JANUARY-FORC-2338,FORCED_UNWIND_EVENT,OKX,W3_JANUARY,2026-01-29T14:58:00+00:00,86974.95,WIN,1,0,0,0,0,2.013,0.002,19,,
OK-W3_JANUARY-FORC-2381,FORCED_UNWIND_EVENT,OKX,W3_JANUARY,2026-01-29T15:41:00+00:00,84615.35,TIMEOUT,0,0,0,0,1,1.422,1.14,,,
OK-W3_JANUARY-FORC-2978,FORCED_UNWIND_EVENT,OKX,W3_JANUARY,2026-01-30T01:38:00+00:00,83273.75,WIN,1,1,0,0,0,2.613,0.0,4,4,
OK-W3_JANUARY-FORC-3772,FORCED_UNWIND_EVENT,OKX,W3_JANUARY,2026-01-30T14:52:00+00:00,83130.05,LOSS,0,0,0,1,0,1.49,1.595,,,
OK-W3_JANUARY-FORC-3808,FORCED_UNWIND_EVENT,OKX,W3_JANUARY,2026-01-30T15:28:00+00:00,82640.85,LOSS,0,0,0,1,0,0.907,1.504,,,
OK-W3_JANUARY-FORC-3982,FORCED_UNWIND_EVENT,OKX,W3_JANUARY,2026-01-30T18:22:00+00:00,81891.25,LOSS,0,0,0,1,0,0.0,1.993,,,
OK-W3_JANUARY-FORC-5186,FORCED_UNWIND_EVENT,OKX,W3_JANUARY,2026-01-31T14:26:00+00:00,81544.25,WIN,1,1,0,0,0,2.63,0.279,162,162,
OK-W3_JANUARY-FORC-5308,FORCED_UNWIND_EVENT,OKX,W3_JANUARY,2026-01-31T16:28:00+00:00,81099.95,WIN,1,0,0,0,0,2.096,0.118,40,,
OK-W3_JANUARY-FORC-5350,FORCED_UNWIND_EVENT,OKX,W3_JANUARY,2026-01-31T17:10:00+00:00,79376.85,WIN,1,0,0,0,0,2.111,0.0,87,,
OK-W3_JANUARY-FORC-5443,FORCED_UNWIND_EVENT,OKX,W3_JANUARY,2026-01-31T18:43:00+00:00,75708.05,LOSS,0,0,0,1,0,0.0,2.42,,,
By-W4_APRIL-CVD_-70,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-12T01:10:00+00:00,70243.75,TIMEOUT,0,0,0,0,1,0.125,1.449,,,
By-W4_APRIL-CVD_-102,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-12T01:42:00+00:00,70240.15,TIMEOUT,0,0,0,0,1,0.049,1.455,,,
By-W4_APRIL-CVD_-373,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-12T06:13:00+00:00,70920.05,TIMEOUT,0,0,0,0,1,1.766,0.107,,,
By-W4_APRIL-CVD_-454,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-12T07:34:00+00:00,70734.85,WIN,1,0,0,0,0,2.016,0.33,438,,
By-W4_APRIL-CVD_-513,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-12T08:33:00+00:00,70655.95,WIN,1,0,0,0,0,2.053,0.442,458,,
By-W4_APRIL-CVD_-735,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-12T12:15:00+00:00,70806.95,WIN,1,0,0,0,0,2.032,0.078,155,,
By-W4_APRIL-CVD_-789,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-12T13:09:00+00:00,70109.05,WIN,1,0,0,0,0,2.182,0.307,236,,
By-W4_APRIL-CVD_-820,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-12T13:40:00+00:00,69935.95,WIN,1,0,0,0,0,2.023,0.227,210,,
By-W4_APRIL-CVD_-851,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-12T14:11:00+00:00,69667.95,WIN,1,0,0,0,0,2.229,0.436,194,,
By-W4_APRIL-CVD_-890,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-12T14:50:00+00:00,69368.45,WIN,1,0,0,0,0,2.41,0.545,158,,
By-W4_APRIL-CVD_-971,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-12T16:11:00+00:00,69205.45,WIN,1,0,0,0,0,2.181,0.129,77,,
By-W4_APRIL-CVD_-1025,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-12T17:05:00+00:00,68579.45,WIN,1,1,0,0,0,2.716,0.252,87,87,
By-W4_APRIL-CVD_-1112,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-12T18:32:00+00:00,66717.05,TIMEOUT,0,0,0,0,1,1.498,1.039,,,
By-W4_APRIL-CVD_-1382,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-12T23:02:00+00:00,66883.95,LOSS,0,0,0,1,0,1.633,1.519,,,
By-W4_APRIL-CVD_-1441,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-13T00:01:00+00:00,67060.85,TIMEOUT,0,0,0,0,1,1.892,1.291,,,
By-W4_APRIL-CVD_-1480,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-13T00:40:00+00:00,66903.75,LOSS,0,0,0,1,0,1.662,1.528,,,
By-W4_APRIL-CVD_-1511,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-13T01:11:00+00:00,66596.05,LOSS,0,0,0,1,0,1.208,1.623,,,
By-W4_APRIL-CVD_-1550,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-13T01:50:00+00:00,66026.45,LOSS,0,0,0,1,0,0.355,1.636,,,
By-W4_APRIL-CVD_-1771,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-13T05:31:00+00:00,67503.95,TIMEOUT,0,0,0,0,1,0.628,0.394,,,
By-W4_APRIL-CVD_-1819,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-13T06:19:00+00:00,67263.95,TIMEOUT,0,0,0,0,1,0.273,0.752,,,
By-W4_APRIL-CVD_-1925,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-13T08:05:00+00:00,67258.05,TIMEOUT,0,0,0,0,1,0.265,0.933,,,
By-W4_APRIL-CVD_-1970,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-13T08:50:00+00:00,67159.65,TIMEOUT,0,0,0,0,1,0.119,1.081,,,
By-W4_APRIL-CVD_-2082,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-13T10:42:00+00:00,67388.05,TIMEOUT,0,0,0,0,1,1.318,0.738,,,
By-W4_APRIL-CVD_-2148,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-13T11:48:00+00:00,67316.25,TIMEOUT,0,0,0,0,1,1.213,0.846,,,
By-W4_APRIL-CVD_-2316,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-13T14:36:00+00:00,67449.85,WIN,1,0,0,0,0,2.189,0.646,313,,
By-W4_APRIL-CVD_-2412,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-13T16:12:00+00:00,67499.85,WIN,1,0,0,0,0,2.262,0.096,217,,
By-W4_APRIL-CVD_-2461,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-13T17:01:00+00:00,67233.45,WIN,1,0,0,0,0,2.005,0.109,169,,
By-W4_APRIL-CVD_-2497,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-13T17:37:00+00:00,66719.15,WIN,1,0,0,0,0,2.312,0.772,136,,
By-W4_APRIL-CVD_-2529,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-13T18:09:00+00:00,66499.95,WIN,1,1,0,0,0,2.945,1.104,105,105,
By-W4_APRIL-CVD_-2624,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-13T19:44:00+00:00,66783.95,WIN,1,0,0,0,0,2.406,0.0,9,,
By-W4_APRIL-CVD_-2685,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-13T20:45:00+00:00,62280.15,LOSS,0,0,0,1,0,1.452,1.53,,,
By-W4_APRIL-CVD_-2848,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-13T23:28:00+00:00,64288.55,WIN,1,0,0,0,0,2.183,0.527,57,,
By-W4_APRIL-CVD_-2900,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-14T00:20:00+00:00,63451.55,WIN,1,0,0,0,0,2.024,1.134,172,,
By-W4_APRIL-CVD_-3018,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-14T02:18:00+00:00,63374.35,LOSS,0,0,0,1,0,1.941,1.557,,,
By-W4_APRIL-CVD_-3061,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-14T03:01:00+00:00,62899.95,LOSS,0,0,0,1,0,1.201,1.618,,,
By-W4_APRIL-CVD_-3250,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-14T06:10:00+00:00,64085.05,TIMEOUT,0,0,0,0,1,0.353,1.208,,,
By-W4_APRIL-CVD_-3346,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-14T07:46:00+00:00,64509.85,TIMEOUT,0,0,0,0,1,1.616,0.493,,,
By-W4_APRIL-CVD_-3404,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-14T08:44:00+00:00,64625.15,TIMEOUT,0,0,0,0,1,1.792,0.302,,,
By-W4_APRIL-CVD_-3457,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-14T09:37:00+00:00,64126.55,WIN,1,0,0,0,0,2.018,1.081,465,,
By-W4_APRIL-CVD_-3556,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-14T11:16:00+00:00,64035.15,WIN,1,0,0,0,0,2.063,1.226,368,,
By-W4_APRIL-CVD_-3709,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-14T13:49:00+00:00,64350.05,WIN,1,0,0,0,0,2.359,0.484,213,,
By-W4_APRIL-CVD_-3741,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-14T14:21:00+00:00,63941.15,LOSS,0,0,0,1,0,1.996,1.726,,,
By-W4_APRIL-CVD_-3912,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-14T17:12:00+00:00,63973.95,WIN,1,0,0,0,0,2.047,0.0,13,,
By-W4_APRIL-CVD_-4049,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-14T19:29:00+00:00,63989.05,LOSS,0,0,0,1,0,1.053,1.65,,,
By-W4_APRIL-CVD_-4126,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-14T20:46:00+00:00,63892.05,LOSS,0,0,0,1,0,0.902,1.804,,,
By-W4_APRIL-CVD_-4159,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-14T21:19:00+00:00,63534.65,LOSS,0,0,0,1,0,0.345,2.377,,,
By-W4_APRIL-CVD_-4389,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-15T01:09:00+00:00,65317.65,LOSS,0,0,0,1,0,0.941,1.51,,,
By-W4_APRIL-CVD_-4428,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-15T01:48:00+00:00,65103.15,LOSS,0,0,0,1,0,0.615,1.774,,,
By-W4_APRIL-CVD_-4476,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-15T02:36:00+00:00,65028.95,LOSS,0,0,0,1,0,0.502,1.555,,,
By-W4_APRIL-CVD_-4567,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-15T04:07:00+00:00,64910.85,LOSS,0,0,0,1,0,0.321,1.74,,,
By-W4_APRIL-CVD_-4754,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-15T07:14:00+00:00,66247.15,WIN,1,0,0,0,0,2.171,0.726,448,,
By-W4_APRIL-CVD_-4785,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-15T07:45:00+00:00,66172.65,WIN,1,0,0,0,0,2.061,0.839,417,,
By-W4_APRIL-CVD_-4944,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-15T10:24:00+00:00,66415.25,WIN,1,0,0,0,0,2.202,0.308,255,,
By-W4_APRIL-CVD_-4987,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-15T11:07:00+00:00,66320.65,WIN,1,0,0,0,0,2.063,0.035,212,,
By-W4_APRIL-CVD_-5018,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-15T11:38:00+00:00,66086.85,WIN,1,0,0,0,0,2.037,0.301,185,,
By-W4_APRIL-CVD_-5158,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-15T13:58:00+00:00,65740.15,WIN,1,0,0,0,0,2.179,0.276,50,,
By-W4_APRIL-CVD_-5197,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-15T14:37:00+00:00,65252.55,WIN,1,0,0,0,0,2.162,0.0,24,,
By-W4_APRIL-CVD_-5297,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-15T16:17:00+00:00,64298.05,WIN,1,0,0,0,0,2.154,0.614,163,,
By-W4_APRIL-CVD_-5360,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-15T17:20:00+00:00,64039.25,WIN,1,0,0,0,0,2.119,0.136,103,,
By-W4_APRIL-CVD_-5417,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-15T18:17:00+00:00,63139.85,TIMEOUT,0,0,0,0,1,1.355,1.077,,,
By-W4_APRIL-CVD_-5465,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-15T19:05:00+00:00,62582.85,LOSS,0,0,0,1,0,0.477,1.528,,,
By-W4_APRIL-CVD_-5571,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-15T20:51:00+00:00,62993.25,WIN,1,0,0,0,0,2.069,1.307,474,,
By-W4_APRIL-CVD_-5604,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-15T21:24:00+00:00,62835.65,LOSS,0,0,0,1,0,0.203,1.561,,,
By-W4_APRIL-CVD_-5798,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-16T00:38:00+00:00,63064.65,WIN,1,0,0,0,0,2.18,1.192,247,,
By-W4_APRIL-CVD_-5890,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-16T02:10:00+00:00,62936.05,TIMEOUT,0,0,0,0,1,1.98,1.271,,,
By-W4_APRIL-CVD_-5980,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-16T03:40:00+00:00,62951.85,WIN,1,0,0,0,0,2.005,0.158,65,,
By-W4_APRIL-CVD_-6011,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-16T04:11:00+00:00,62484.45,LOSS,0,0,0,1,0,1.272,1.664,,,
By-W4_APRIL-CVD_-6042,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-16T04:42:00+00:00,62100.05,LOSS,0,0,0,1,0,0.66,1.501,,,
By-W4_APRIL-CVD_-6259,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-16T08:19:00+00:00,63334.05,WIN,1,0,0,0,0,2.184,0.27,126,,
By-W4_APRIL-CVD_-6362,CVD_BREAKDOWN_EVENT,Bybit,W4_APRIL,2024-04-16T10:02:00+00:00,63200.05,WIN,1,0,0,0,0,2.366,0.134,25,,
