event_id,ts_iso,window_id,exchange,cross_venue_type,lead_lag_minutes,event_family,price,mfe,time_to_2,cvd_delta_15m,net_taker_15m,pc15,depth_imbalance,dist_from_recent_low_pct
OK-W3_JANUARY-ACTI-2965,2026-01-30T01:25:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,83801.75,3.226,17,-43756.7,-42570.31,-0.394,-0.0166,0.311
By-W3_JANUARY-CVD_-2977,2026-01-30T01:37:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,1,CVD_BREAKDOWN_EVENT,83176.15,2.41,5,-402.5,-281.994,-0.456,-0.3491,0.0
OK-W3_JANUARY-CVD_-2977,2026-01-30T01:37:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,83179.65,2.503,5,-34345.5,-20254.54,-0.434,-0.1548,0.0
OK-W3_JANUARY-FORC-2978,2026-01-30T01:38:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,83273.75,2.613,4,-41048.4,-34345.53,-0.353,-0.1705,0.113
By-W3_JANUARY-FORC-2979,2026-01-30T01:39:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,82851.25,2.028,3,-1558.8,-429.626,-1.121,-0.0801,0.0
By-W3_JANUARY-CVD_-4701,2026-01-31T06:21:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,83918.95,2.009,478,-15.9,16.123,-0.016,-0.3357,0.149
By-W3_JANUARY-CVD_-4770,2026-01-31T07:30:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,1,CVD_BREAKDOWN_EVENT,83538.05,2.384,416,-93.0,-0.097,-0.185,0.0278,0.0
OK-W3_JANUARY-CVD_-4774,2026-01-31T07:34:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,83506.45,2.35,412,-8735.3,-8405.27,-0.155,0.0702,0.0
By-W3_JANUARY-CVD_-4811,2026-01-31T08:11:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,83298.65,2.104,375,-173.4,-1.501,-0.218,0.2014,0.0
OK-W3_JANUARY-CVD_-4811,2026-01-31T08:11:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,83297.65,2.105,375,-25839.4,372.87,-0.234,0.1578,0.0
OK-W3_JANUARY-SELL-4819,2026-01-31T08:19:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,83220.65,2.014,367,-44724.3,-45846.77,-0.286,-0.0548,0.085
OK-W3_JANUARY-SELL-4879,2026-01-31T09:19:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,-1,SELL_PRESSURE_NO_ABSORPTION_EVENT,83050.05,2.335,312,-1641.9,-5021.91,-0.104,-0.3765,0.497
OK-W3_JANUARY-ACTI-4880,2026-01-31T09:20:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,1,ACTIVE_MARKDOWN_EVENT,83030.45,2.312,311,-5488.3,-1641.9,-0.244,-0.0924,0.474
By-W3_JANUARY-SELL-4882,2026-01-31T09:22:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,82968.55,2.242,309,-28.1,-23.587,-0.144,-0.1035,0.416
By-W3_JANUARY-ACTI-4883,2026-01-31T09:23:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,82930.05,2.197,308,-49.4,-28.065,-0.222,0.0947,0.369
OK-W3_JANUARY-SELL-4911,2026-01-31T09:51:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,83096.95,2.033,279,-7467.9,-11662.96,-0.147,-0.0514,0.554
By-W3_JANUARY-SELL-4918,2026-01-31T09:58:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,1,SELL_PRESSURE_NO_ABSORPTION_EVENT,83088.05,2.022,272,-77.2,-63.069,-0.118,-0.0581,0.56
By-W3_JANUARY-ACTI-4929,2026-01-31T10:09:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,82944.25,2.214,262,-94.2,-88.9,-0.2,-0.4048,0.386
OK-W3_JANUARY-ACTI-4929,2026-01-31T10:09:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,82950.15,2.218,262,-6422.9,-5056.5,-0.201,-0.3892,0.376
By-W3_JANUARY-SELL-4985,2026-01-31T11:05:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,82999.25,2.279,206,-71.9,-46.991,-0.125,-0.2239,0.453
By-W3_JANUARY-ACTI-4990,2026-01-31T11:10:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,1,ACTIVE_MARKDOWN_EVENT,83005.95,2.286,201,-29.6,-24.445,-0.161,-0.2046,0.461
OK-W3_JANUARY-SELL-4990,2026-01-31T11:10:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,-2,SELL_PRESSURE_NO_ABSORPTION_EVENT,83014.25,2.293,201,-5220.0,-4243.15,-0.163,-0.1767,0.454
OK-W3_JANUARY-ACTI-4990,2026-01-31T11:10:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,-2,ACTIVE_MARKDOWN_EVENT,83014.25,2.293,201,-5220.0,-4243.15,-0.163,-0.1767,0.454
OK-W3_JANUARY-CVD_-5008,2026-01-31T11:28:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,1,CVD_BREAKDOWN_EVENT,82962.85,2.233,183,-6785.6,-2994.42,-0.009,-0.2234,0.392
By-W3_JANUARY-CVD_-5024,2026-01-31T11:44:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,82938.25,2.207,167,-35.4,-29.161,-0.025,-0.0344,0.379
OK-W3_JANUARY-SELL-5026,2026-01-31T11:46:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,82926.35,2.19,165,-6140.2,-6164.68,-0.12,-0.1501,0.348
By-W3_JANUARY-SELL-5090,2026-01-31T12:50:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,82723.35,2.065,109,-30.3,-18.818,-0.203,-0.1715,0.0
OK-W3_JANUARY-CVD_-5090,2026-01-31T12:50:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,82735.45,2.085,109,-13119.8,-9295.16,-0.186,0.14,0.0
OK-W3_JANUARY-SELL-5094,2026-01-31T12:54:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,82774.85,2.011,97,-20839.0,-20807.81,-0.108,-0.0182,0.091
By-W3_JANUARY-SELL-5131,2026-01-31T13:31:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,82749.25,2.095,68,-43.9,-40.726,-0.118,-0.0091,0.092
OK-W3_JANUARY-SELL-5131,2026-01-31T13:31:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,82755.85,2.109,68,-2292.1,-614.18,-0.117,-0.0932,0.099
By-W3_JANUARY-CVD_-5133,2026-01-31T13:33:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,82596.25,2.308,156,-144.8,-76.153,-0.326,-0.0144,0.0
OK-W3_JANUARY-CVD_-5133,2026-01-31T13:33:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,82601.85,2.31,156,-9566.3,-7286.54,-0.325,0.1781,0.0
By-W3_JANUARY-SELL-5171,2026-01-31T14:11:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,82488.45,2.18,118,-82.1,-74.126,-0.196,-0.0644,0.09
By-W3_JANUARY-CVD_-5177,2026-01-31T14:17:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,82367.55,2.037,112,-243.4,-246.824,-0.417,0.0584,0.009
OK-W3_JANUARY-SELL-5178,2026-01-31T14:18:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,82262.35,2.035,118,-17610.6,-14850.85,-0.592,-0.174,0.0
OK-W3_JANUARY-CVD_-5183,2026-01-31T14:23:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,82011.25,2.151,144,-51187.3,-23221.42,-0.714,-0.0041,0.0
By-W3_JANUARY-FORC-5186,2026-01-31T14:26:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,81546.35,2.635,162,-700.7,-293.25,-1.142,0.1336,0.0
OK-W3_JANUARY-FORC-5186,2026-01-31T14:26:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,81544.25,2.63,162,-122082.2,-51935.61,-1.152,0.0458,0.0
By-W3_JANUARY-ACTI-5192,2026-01-31T14:32:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,-2,ACTIVE_MARKDOWN_EVENT,81373.05,2.428,156,-647.7,-742.667,-1.207,0.027,0.327
OK-W3_JANUARY-ACTI-5194,2026-01-31T14:34:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,81430.05,2.493,154,-79513.6,-82715.11,-0.984,0.0274,0.394
By-W3_JANUARY-ACTI-5232,2026-01-31T15:12:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,81229.45,2.256,116,-244.0,-217.334,-0.316,-0.3329,0.351
By-W3_JANUARY-SELL-5233,2026-01-31T15:13:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,81235.35,2.263,115,-257.6,-243.958,-0.232,-0.1095,0.359
OK-W3_JANUARY-SELL-5283,2026-01-31T16:03:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,-2,SELL_PRESSURE_NO_ABSORPTION_EVENT,81346.45,2.393,65,-14960.2,-13280.15,-0.125,-0.0969,0.486
By-W3_JANUARY-SELL-5285,2026-01-31T16:05:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,81292.05,2.331,63,-50.3,-47.238,-0.137,-0.0949,0.429
By-W3_JANUARY-ACTI-5286,2026-01-31T16:06:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,-1,ACTIVE_MARKDOWN_EVENT,81249.55,2.28,62,-44.4,-50.271,-0.152,-0.154,0.376
By-W3_JANUARY-FORC-5306,2026-01-31T16:26:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,1,FORCED_UNWIND_EVENT,81418.25,2.482,42,319.5,418.642,0.531,-0.275,1.046
By-W3_JANUARY-ACTI-5317,2026-01-31T16:37:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,2,ACTIVE_MARKDOWN_EVENT,81083.85,2.08,31,-799.1,-751.712,-0.769,-0.1183,0.631
By-W3_JANUARY-SELL-5347,2026-01-31T17:07:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,80117.15,2.032,26,-220.3,-204.861,-0.239,-0.0924,0.084
By-W3_JANUARY-CVD_-5348,2026-01-31T17:08:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,79397.25,2.123,89,-1111.7,-220.318,-0.861,-0.0716,0.0
OK-W3_JANUARY-CVD_-5348,2026-01-31T17:08:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,79399.8,2.139,89,-111154.3,-1831.58,-0.844,-0.0411,0.0
OK-W3_JANUARY-SELL-5348,2026-01-31T17:08:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,79399.8,2.139,89,-111154.3,-1831.58,-0.844,-0.0411,0.0
By-W3_JANUARY-FORC-5350,2026-01-31T17:10:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,79377.85,2.099,87,-1393.6,-1137.619,-0.919,0.0428,0.0
OK-W3_JANUARY-FORC-5350,2026-01-31T17:10:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,79376.85,2.111,87,-154700.1,-112842.76,-0.931,0.0036,0.0
By-W3_JANUARY-ACTI-5353,2026-01-31T17:13:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,79260.85,2.208,86,-1948.0,-2167.048,-1.21,0.0503,0.635
OK-W3_JANUARY-ACTI-5353,2026-01-31T17:13:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,79255.5,2.2,86,-267124.4,-289485.3,-1.215,-0.0055,0.636
OK-W3_JANUARY-ACTI-5410,2026-01-31T18:10:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,-2,ACTIVE_MARKDOWN_EVENT,78753.25,2.035,30,-2609.7,-1986.66,-0.208,-0.1165,0.34
By-W3_JANUARY-SELL-5439,2026-01-31T18:39:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,77510.95,2.282,4,-433.6,-499.049,-0.945,-0.1127,0.0
By-W3_JANUARY-FORC-5439,2026-01-31T18:39:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,77510.95,2.282,4,-433.6,-499.049,-0.945,-0.1127,0.0
