symbol,date,id,direction,zone_type,status,zone_start,zone_confirmed,trigger_time,resolved_time,zone_low,zone_high,trigger_price,target_price,absorption_score,liquidity_void_score,ofi_score,trigger_score,horizons,outcome_summary,time_to_target_min,mfe_pct,mae_pct,quality_flags,reasons
BTCUSDT,2026-02-01,BTCUSDT-LONG-1769928787000-8,LONG,ACCUMULATION,INVALIDATED,2026-02-01T06:53:07.000Z,2026-02-01T06:56:07.000Z,,2026-02-01T14:28:09.000Z,78268.496175,78346.803825,,,0.6249,0.4260,0.0368,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,candidate@2026-02-01T06:53:07.000Z|confirmed@2026-02-01T06:56:07.000Z|invalidate@2026-02-01T14:28:09.000Z
BTCUSDT,2026-02-01,BTCUSDT-LONG-1769929781000-10,LONG,ACCUMULATION,INVALIDATED,2026-02-01T07:09:41.000Z,2026-02-01T07:12:41.000Z,,2026-02-01T14:31:19.000Z,78158.251325,78327.95,,,0.6146,0.4758,-0.0114,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,candidate@2026-02-01T07:09:41.000Z|confirmed@2026-02-01T07:12:41.000Z|invalidate@2026-02-01T14:31:19.000Z
BTCUSDT,2026-02-01,BTCUSDT-LONG-1769929973000-11,LONG,ACCUMULATION,INVALIDATED,2026-02-01T07:12:53.000Z,2026-02-01T07:20:36.000Z,,2026-02-01T14:34:28.000Z,77968.65,78239.05,,,0.6762,0.5116,-0.0086,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,candidate@2026-02-01T07:12:53.000Z|confirmed@2026-02-01T07:20:36.000Z|invalidate@2026-02-01T14:34:28.000Z
BTCUSDT,2026-02-01,BTCUSDT-SHORT-1769955021000-14,SHORT,DISTRIBUTION,RESOLVED_FAILED,2026-02-01T14:10:21.000Z,2026-02-01T14:57:57.000Z,2026-02-01T15:18:54.000Z,2026-02-02T15:18:54.000Z,77211.55,78489.75,77171.6,75628.168,0.6040,0.5176,0.0878,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,1.979,1.620,,candidate@2026-02-01T14:10:21.000Z|confirmed@2026-02-01T14:57:57.000Z|trigger@2026-02-01T15:18:54.000Z|expire@2026-02-02T15:18:54.000Z
BTCUSDT,2026-02-01,BTCUSDT-SHORT-1769962734000-17,SHORT,DISTRIBUTION,INVALIDATED,2026-02-01T16:18:54.000Z,2026-02-01T17:03:12.000Z,,2026-02-01T18:08:40.000Z,77100.65,77810.85,,,0.6141,0.2440,0.0105,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,candidate@2026-02-01T16:18:54.000Z|confirmed@2026-02-01T17:03:12.000Z|invalidate@2026-02-01T18:08:40.000Z
BTCUSDT,2026-02-01,BTCUSDT-LONG-1769970563000-19,LONG,ACCUMULATION,INVALIDATED,2026-02-01T18:29:23.000Z,2026-02-01T18:32:29.000Z,,2026-02-01T19:15:37.000Z,78050.45,78135.298125,,,0.6665,0.5358,-0.1267,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,candidate@2026-02-01T18:29:23.000Z|confirmed@2026-02-01T18:32:29.000Z|invalidate@2026-02-01T19:15:37.000Z
BTCUSDT,2026-02-01,BTCUSDT-LONG-1769969997000-18,LONG,ACCUMULATION,INVALIDATED,2026-02-01T18:19:57.000Z,2026-02-01T18:29:23.000Z,,2026-02-01T19:16:04.000Z,77964.85,78404.5,,,0.6986,0.5476,-0.0603,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,candidate@2026-02-01T18:19:57.000Z|confirmed@2026-02-01T18:29:23.000Z|invalidate@2026-02-01T19:16:04.000Z
BTCUSDT,2026-02-01,BTCUSDT-SHORT-1769975695000-20,SHORT,DISTRIBUTION,RESOLVED_FAILED,2026-02-01T19:54:55.000Z,2026-02-01T20:02:19.000Z,2026-02-01T20:04:02.000Z,2026-02-02T20:04:02.000Z,76953.35,77230.64602500001,76906.35,75368.223,0.6307,0.4740,0.1001,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,1.641,1.102,,candidate@2026-02-01T19:54:55.000Z|confirmed@2026-02-01T20:02:19.000Z|trigger@2026-02-01T20:04:02.000Z|expire@2026-02-02T20:04:02.000Z
BTCUSDT,2026-02-01,BTCUSDT-LONG-1769960541000-15,LONG,ACCUMULATION,INVALIDATED,2026-02-01T15:42:21.000Z,2026-02-01T15:45:21.000Z,,2026-02-01T20:28:32.000Z,77113.45,77299.95,,,0.6783,0.5791,-0.0243,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,candidate@2026-02-01T15:42:21.000Z|confirmed@2026-02-01T15:45:21.000Z|invalidate@2026-02-01T20:28:32.000Z
BTCUSDT,2026-02-01,BTCUSDT-LONG-1769960559000-16,LONG,ACCUMULATION,INVALIDATED,2026-02-01T15:42:39.000Z,2026-02-01T16:00:05.000Z,,2026-02-01T20:28:32.000Z,77113.45,77835.6,,,0.6002,0.4859,-0.0944,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,candidate@2026-02-01T15:42:39.000Z|confirmed@2026-02-01T16:00:05.000Z|invalidate@2026-02-01T20:28:32.000Z
BTCUSDT,2026-02-01,BTCUSDT-LONG-1769976482000-21,LONG,ACCUMULATION,RESOLVED_FAILED,2026-02-01T20:08:02.000Z,2026-02-01T20:14:57.000Z,2026-02-01T20:39:21.000Z,2026-02-02T20:39:21.000Z,76869.795875,77269.75,77571.55,79122.981,0.6003,0.5173,0.0089,0.9740,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,0.235,2.485,,candidate@2026-02-01T20:08:02.000Z|confirmed@2026-02-01T20:14:57.000Z|trigger@2026-02-01T20:39:21.000Z|expire@2026-02-02T20:39:21.000Z
BTCUSDT,2026-02-01,BTCUSDT-LONG-1769980916000-23,LONG,ACCUMULATION,RESOLVED_FAILED,2026-02-01T21:21:56.000Z,2026-02-01T21:51:05.000Z,2026-02-01T22:11:01.000Z,2026-02-02T22:11:01.000Z,76410.20000000001,77134.85,77276.75,78822.285,0.6039,0.5786,-0.0976,0.9664,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,0.617,2.113,,candidate@2026-02-01T21:21:56.000Z|confirmed@2026-02-01T21:51:05.000Z|trigger@2026-02-01T22:11:01.000Z|expire@2026-02-02T22:11:01.000Z
BTCUSDT,2026-02-01,BTCUSDT-SHORT-1769980511000-22,SHORT,DISTRIBUTION,INVALIDATED,2026-02-01T21:15:11.000Z,2026-02-01T21:43:33.000Z,,2026-02-01T22:12:21.000Z,76507.15,77134.85,,,0.6038,0.1313,-0.0847,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,candidate@2026-02-01T21:15:11.000Z|confirmed@2026-02-01T21:43:33.000Z|invalidate@2026-02-01T22:12:21.000Z
BTCUSDT,2026-02-01,BTCUSDT-LONG-1769985661000-24,LONG,ACCUMULATION,RESOLVED_FAILED,2026-02-01T22:41:01.000Z,2026-02-01T23:12:12.000Z,2026-02-01T23:36:10.000Z,2026-02-02T23:36:10.000Z,75668.95,77516.25,77560.5,79111.71,0.6712,0.5745,-0.0239,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,0.034,0.925,,candidate@2026-02-01T22:41:01.000Z|confirmed@2026-02-01T23:12:12.000Z|trigger@2026-02-01T23:36:10.000Z|expire@2026-02-02T23:36:10.000Z
BTCUSDT,2026-02-01,BTCUSDT-SHORT-1769990366000-25,SHORT,DISTRIBUTION,NO_TRIGGER,2026-02-01T23:59:26.000Z,,,,76864.498525,76941.45,,,0.6345,0.3653,-0.0477,,4h|8h|24h,4h:no_trigger|8h:no_trigger|24h:no_trigger,,,,,candidate@2026-02-01T23:59:26.000Z|expire@2026-02-01T23:59:59.965Z
