symbol,date,id,direction,zone_type,status,zone_start,zone_confirmed,trigger_time,resolved_time,zone_low,zone_high,trigger_price,target_price,absorption_score,liquidity_void_score,ofi_score,trigger_score,horizons,outcome_summary,time_to_target_min,mfe_pct,mae_pct,quality_flags,reasons
BTCUSDT,2026-02-01,BTCUSDT-SHORT-1769969766000-12,SHORT,DISTRIBUTION,RESOLVED_FAILED,2026-02-01T18:16:06.000Z,2026-02-01T18:43:04.000Z,2026-02-01T19:57:09.000Z,2026-02-02T19:57:09.000Z,77964.85,78404.5,76978.35,75438.78300000001,0.6076,0.3337,-0.0537,0.9714,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,1.733,1.007,,candidate@2026-02-01T18:16:06.000Z|confirmed@2026-02-01T18:43:04.000Z|trigger@2026-02-01T19:57:09.000Z|expire@2026-02-02T19:57:09.000Z
BTCUSDT,2026-02-01,BTCUSDT-LONG-1769960541000-10,LONG,ACCUMULATION,INVALIDATED,2026-02-01T15:42:21.000Z,2026-02-01T15:45:21.000Z,,2026-02-01T20:28:32.000Z,77113.45,77299.95,,,0.6783,0.5791,-0.0243,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,candidate@2026-02-01T15:42:21.000Z|confirmed@2026-02-01T15:45:21.000Z|invalidate@2026-02-01T20:28:32.000Z
BTCUSDT,2026-02-01,BTCUSDT-SHORT-1769977518000-13,SHORT,DISTRIBUTION,RESOLVED_FAILED,2026-02-01T20:25:18.000Z,2026-02-01T20:57:29.000Z,2026-02-01T21:09:28.000Z,2026-02-02T21:09:28.000Z,76556.95,77707.95,76505.75,74975.635,0.6018,0.2816,-0.0244,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,1.126,1.631,,candidate@2026-02-01T20:25:18.000Z|confirmed@2026-02-01T20:57:29.000Z|trigger@2026-02-01T21:09:28.000Z|expire@2026-02-02T21:09:28.000Z
BTCUSDT,2026-02-01,BTCUSDT-LONG-1769977944000-14,LONG,ACCUMULATION,INVALIDATED,2026-02-01T20:32:24.000Z,2026-02-01T20:51:07.000Z,,2026-02-01T21:09:38.000Z,76850.905325,77707.95,,,0.7134,0.5482,-0.0035,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,candidate@2026-02-01T20:32:24.000Z|confirmed@2026-02-01T20:51:07.000Z|invalidate@2026-02-01T21:09:38.000Z
BTCUSDT,2026-02-01,BTCUSDT-LONG-1769980916000-16,LONG,ACCUMULATION,RESOLVED_FAILED,2026-02-01T21:21:56.000Z,2026-02-01T21:51:05.000Z,2026-02-01T22:11:01.000Z,2026-02-02T22:11:01.000Z,76410.20000000001,77134.85,77276.75,78822.285,0.6039,0.5786,-0.0976,0.9664,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,0.617,2.113,,candidate@2026-02-01T21:21:56.000Z|confirmed@2026-02-01T21:51:05.000Z|trigger@2026-02-01T22:11:01.000Z|expire@2026-02-02T22:11:01.000Z
BTCUSDT,2026-02-01,BTCUSDT-SHORT-1769980511000-15,SHORT,DISTRIBUTION,INVALIDATED,2026-02-01T21:15:11.000Z,2026-02-01T21:43:33.000Z,,2026-02-01T22:12:21.000Z,76507.15,77134.85,,,0.6038,0.1313,-0.0847,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,candidate@2026-02-01T21:15:11.000Z|confirmed@2026-02-01T21:43:33.000Z|invalidate@2026-02-01T22:12:21.000Z
BTCUSDT,2026-02-01,BTCUSDT-SHORT-1769986285000-18,SHORT,DISTRIBUTION,RESOLVED_FAILED,2026-02-01T22:51:25.000Z,2026-02-01T22:54:25.000Z,2026-02-01T23:05:47.000Z,2026-02-02T23:05:47.000Z,77118.05,77374.71802500001,76740.35,75205.543,0.6981,0.2925,0.0486,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,1.429,1.103,,candidate@2026-02-01T22:51:25.000Z|confirmed@2026-02-01T22:54:25.000Z|trigger@2026-02-01T23:05:47.000Z|expire@2026-02-02T23:05:47.000Z
BTCUSDT,2026-02-01,BTCUSDT-LONG-1769985661000-17,LONG,ACCUMULATION,RESOLVED_FAILED,2026-02-01T22:41:01.000Z,2026-02-01T23:12:12.000Z,2026-02-01T23:36:10.000Z,2026-02-02T23:36:10.000Z,75668.95,77516.25,77560.5,79111.71,0.6712,0.5745,-0.0239,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,0.034,0.925,,candidate@2026-02-01T22:41:01.000Z|confirmed@2026-02-01T23:12:12.000Z|trigger@2026-02-01T23:36:10.000Z|expire@2026-02-02T23:36:10.000Z
BTCUSDT,2026-02-01,BTCUSDT-LONG-1769989443000-19,LONG,ACCUMULATION,NO_TRIGGER,2026-02-01T23:44:03.000Z,,,,76846.25,77321.25,,,0.7193,0.5002,-0.1048,,4h|8h|24h,4h:no_trigger|8h:no_trigger|24h:no_trigger,,,,,candidate@2026-02-01T23:44:03.000Z|expire@2026-02-01T23:59:59.965Z
BTCUSDT,2026-02-01,BTCUSDT-SHORT-1769990315000-20,SHORT,DISTRIBUTION,NO_TRIGGER,2026-02-01T23:58:35.000Z,,,,76899.15,77035.04827500001,,,0.6360,0.4754,-0.0126,,4h|8h|24h,4h:no_trigger|8h:no_trigger|24h:no_trigger,,,,,candidate@2026-02-01T23:58:35.000Z|expire@2026-02-01T23:59:59.965Z
