date,zone_id,dir,setup,is_selected,label,outcome,pnl_after_cost,score,dist_swh,supp_opp_15m,eng_ofi,regime_1d,trend_against,confirmed_iso
2026-05-22,BTCUSDT-SHORT-1779411938000-2,SHORT,DISTRIBUTION,0,GOOD,WIN,1.86,0.3974,0.3032,-382.235,0.23910121836491527,RANGE,0,2026-05-22T01:08:38+00:00
2026-05-22,BTCUSDT-SHORT-1779440811000-6,SHORT,DISTRIBUTION,0,GOOD,WIN,1.86,0.4322,0.5887,-114.452,0.18557005414904118,BEAR,0,2026-05-22T09:12:22+00:00
2026-05-22,BTCUSDT-SHORT-1779459206000-11,SHORT,DISTRIBUTION,0,GOOD,WIN,1.86,0.6178,0.7108,-131.946,0.14091827933003856,RANGE,0,2026-05-22T14:17:51+00:00
2026-05-22,BTCUSDT-LONG-1779456909000-9,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.809,0.4716,216.556,0.17468051462713585,RANGE,0,2026-05-22T13:38:26+00:00
2026-05-22,BTCUSDT-SHORT-1779460506000-12,SHORT,DISTRIBUTION,0,GOOD,WIN,1.86,0.135,1.0103,2895.728,-0.22650510133662152,RANGE,0,2026-05-22T14:38:06+00:00
2026-05-22,BTCUSDT-SHORT-1779467230000-16,SHORT,DISTRIBUTION,0,GOOD,WIN,1.86,-0.0408,0.8026,-89.418,0.058887430126850826,RANGE,0,2026-05-22T16:38:46+00:00
2026-05-22,BTCUSDT-LONG-1779464653000-14,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,1.6486,1.0249,-2.768,0.32607805336607465,RANGE,0,2026-05-22T15:58:14+00:00
2026-05-22,BTCUSDT-SHORT-1779465008000-15,SHORT,DISTRIBUTION,0,GOOD,WIN,1.86,0.1823,1.032,102.587,0.26250277294290886,RANGE,0,2026-05-22T15:59:58+00:00
2026-05-22,BTCUSDT-LONG-1779458993000-10,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,-0.1005,0.9131,240.715,0.14894482821897423,RANGE,0,2026-05-22T14:27:11+00:00
2026-05-22,BTCUSDT-SHORT-1779461413000-13,SHORT,DISTRIBUTION,0,GOOD,WIN,1.86,0.3549,1.0155,-2050.926,0.052577438229287614,RANGE,0,2026-05-22T14:53:13+00:00
2026-05-22,BTCUSDT-LONG-1779476321000-17,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.8929,0.6917,540.915,0.09978802199711254,BEAR,1,2026-05-22T19:01:41+00:00
2026-05-22,BTCUSDT-LONG-1779476493000-18,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.5126,1.1308,555.197,0.044915182450126184,BEAR,1,2026-05-22T19:14:21+00:00
2026-05-22,BTCUSDT-LONG-1779477261000-19,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.0107,1.0946,605.029,0.22068815431727196,BEAR,1,2026-05-22T19:17:22+00:00
2026-05-22,BTCUSDT-SHORT-1779478080000-20,SHORT,DISTRIBUTION,0,NOISE,TIMEOUT,-0.4045,0.5441,1.8551,-1833.536,0.1306254461552012,BEAR,0,2026-05-22T19:46:25+00:00
2026-05-22,BTCUSDT-SHORT-1779478203000-21,SHORT,DISTRIBUTION,0,NOISE,TIMEOUT,-0.4045,0.5441,1.8551,-1833.536,0.18754436634478208,BEAR,0,2026-05-22T19:46:25+00:00
2026-05-22,BTCUSDT-LONG-1779483676000-24,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.8105,1.4429,-37.593,0.12033137931564225,BEAR,1,2026-05-22T21:17:17+00:00
2026-05-22,BTCUSDT-LONG-1779480095000-23,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.5744,1.6248,407.24,0.0903002816035859,BEAR,1,2026-05-22T20:04:35+00:00
2026-05-22,BTCUSDT-LONG-1779479332000-22,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.1406,1.5299,686.737,0.24199445790082189,BEAR,1,2026-05-22T20:01:35+00:00
2026-05-22,BTCUSDT-SHORT-1779494198000-27,SHORT,DISTRIBUTION,0,NOISE,LOSS,-1.64,1.6223,0.7231,959.447,0.11367092895925156,BEAR,0,2026-05-22T23:59:38+00:00
2026-05-23,BTCUSDT-LONG-1779494431000-1,LONG,ACCUMULATION,1,NOISE,LOSS,-1.64,0.6935,0.157,1651.095,-0.9793417233974,BEAR,1,2026-05-23T00:07:23+00:00
2026-05-23,BTCUSDT-LONG-1779496376000-2,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.2606,0.3698,-472.846,-0.9902697584403919,BEAR,1,2026-05-23T00:35:56+00:00
2026-05-23,BTCUSDT-LONG-1779496841000-3,LONG,ACCUMULATION,0,GOOD,WIN,1.86,0.5908,0.5033,-242.374,-0.9905550233043866,BEAR,1,2026-05-23T00:43:41+00:00
2026-05-23,BTCUSDT-LONG-1779525537000-7,LONG,ACCUMULATION,0,GOOD,WIN,1.86,0.2448,1.5313,-611.191,-0.9944242177355705,BEAR,1,2026-05-23T08:41:57+00:00
2026-05-23,BTCUSDT-LONG-1779531708000-8,LONG,ACCUMULATION,0,GOOD,WIN,1.86,0.1817,1.0057,546.908,-0.9949221428358492,BEAR,1,2026-05-23T10:25:15+00:00
2026-05-23,BTCUSDT-LONG-1779542022000-9,LONG,ACCUMULATION,0,GOOD,WIN,1.86,0.4906,0.115,25.307,-0.9956000855299748,BEAR,1,2026-05-23T13:26:59+00:00
2026-05-23,BTCUSDT-LONG-1779522387000-4,LONG,ACCUMULATION,0,GOOD,WIN,1.86,0.4891,0.7255,923.625,-0.9939095556554398,BEAR,1,2026-05-23T07:49:27+00:00
2026-05-23,BTCUSDT-LONG-1779547725000-10,LONG,ACCUMULATION,0,GOOD,WIN,1.86,0.0698,0.1094,-978.089,-0.9937586723660159,BEAR,1,2026-05-23T14:51:45+00:00
2026-05-23,BTCUSDT-LONG-1779549307000-11,LONG,ACCUMULATION,0,GOOD,WIN,1.86,0.448,0.1282,353.402,-0.9932409276799704,BEAR,1,2026-05-23T15:18:07+00:00
2026-05-23,BTCUSDT-LONG-1779560787000-12,LONG,ACCUMULATION,0,GOOD,WIN,1.86,0.0464,0.2737,46.899,-0.9907737963341394,BEAR,1,2026-05-23T18:38:57+00:00
2026-05-23,BTCUSDT-LONG-1779567762000-13,LONG,ACCUMULATION,0,GOOD,WIN,1.86,0.1495,0.2237,-1126.489,-0.9881534092405939,RANGE,0,2026-05-23T20:25:42+00:00
2026-05-23,BTCUSDT-LONG-1779569432000-14,LONG,ACCUMULATION,0,NOISE,TIMEOUT,-0.3129,-0.1365,0.2079,-261.351,-0.04407121996487767,BULL,0,2026-05-23T20:53:32+00:00
2026-05-23,BTCUSDT-LONG-1779569504000-15,LONG,ACCUMULATION,0,NOISE,TIMEOUT,-0.3625,-0.158,0.1613,-405.229,-0.4605402360671971,BULL,0,2026-05-23T20:54:44+00:00
2026-05-23,BTCUSDT-SHORT-1779573673000-18,SHORT,DISTRIBUTION,0,MID,TIMEOUT,0.0784,-0.1102,0.8218,232.075,-0.07159361251132455,BULL,1,2026-05-23T22:05:16+00:00
2026-05-23,BTCUSDT-SHORT-1779572854000-17,SHORT,DISTRIBUTION,0,MID,TIMEOUT,0.4354,-0.4017,0.8466,-1378.964,0.058368817228526104,BULL,1,2026-05-23T22:01:13+00:00
2026-05-23,BTCUSDT-LONG-1779522735000-5,LONG,ACCUMULATION,0,GOOD,WIN,1.86,-0.1427,1.5023,623.295,-0.9937487465426821,BEAR,1,2026-05-23T07:55:15+00:00
2026-05-23,BTCUSDT-LONG-1779522811000-6,LONG,ACCUMULATION,0,GOOD,WIN,1.86,-0.0897,1.4833,686.009,-0.9940121014991941,BEAR,1,2026-05-23T08:07:43+00:00
2026-05-23,BTCUSDT-LONG-1779569722000-16,LONG,ACCUMULATION,0,NOISE,TIMEOUT,-0.9191,1.0404,0.9556,357.217,-0.21120537581609675,BULL,0,2026-05-23T21:45:31+00:00
2026-05-23,BTCUSDT-SHORT-1779575764000-19,SHORT,DISTRIBUTION,0,NOISE,TIMEOUT,-0.7435,0.3967,1.2644,784.887,-0.024613204298450132,BULL,1,2026-05-23T22:46:16+00:00
2026-05-24,BTCUSDT-SHORT-1779583671000-2,SHORT,DISTRIBUTION,0,NOISE,TIMEOUT,-0.6136,0.3607,0.1737,25.805,0.9969220737092828,BULL,1,2026-05-24T00:50:51+00:00
2026-05-24,BTCUSDT-SHORT-1779605511000-3,SHORT,DISTRIBUTION,0,NOISE,TIMEOUT,-0.7215,0.3288,0.0856,-228.446,0.9978268751695007,BULL,1,2026-05-24T06:54:51+00:00
2026-05-24,BTCUSDT-SHORT-1779580831000-1,SHORT,DISTRIBUTION,1,NOISE,TIMEOUT,-0.76,0.3783,0.1648,-3020.726,0.9942797230830904,BULL,1,2026-05-24T00:11:31+00:00
2026-05-24,BTCUSDT-SHORT-1779639657000-5,SHORT,DISTRIBUTION,0,NOISE,LOSS,-1.64,0.5483,0.7009,329.539,0.9390170237935936,BULL,1,2026-05-24T16:25:58+00:00
2026-05-24,BTCUSDT-SHORT-1779658938000-6,SHORT,DISTRIBUTION,0,NOISE,LOSS,-1.64,0.0209,0.7611,224.781,0.9973185504271528,RANGE,0,2026-05-24T21:51:17+00:00
2026-05-24,BTCUSDT-SHORT-1779618423000-4,SHORT,DISTRIBUTION,0,NOISE,TIMEOUT,-0.555,0.0969,0.5362,-1191.599,0.9976936179736164,BULL,1,2026-05-24T10:30:03+00:00
2026-05-24,BTCUSDT-SHORT-1779660202000-7,SHORT,DISTRIBUTION,0,NOISE,LOSS,-1.64,0.1914,0.1294,-236.708,0.996923230027948,RANGE,0,2026-05-24T22:06:22+00:00
2026-05-25,BTCUSDT-SHORT-1779667293000-1,SHORT,DISTRIBUTION,0,NOISE,TIMEOUT,-0.2715,0.6933,0.0372,2145.759,0.5501553831005664,RANGE,0,2026-05-25T00:04:33+00:00
2026-05-25,BTCUSDT-SHORT-1779681883000-4,SHORT,DISTRIBUTION,0,MID,TIMEOUT,0.3698,0.3725,0.5973,-318.08,0.45224497702888955,RANGE,0,2026-05-25T04:11:38+00:00
2026-05-25,BTCUSDT-SHORT-1779721856000-7,SHORT,DISTRIBUTION,0,MID,TIMEOUT,0.937,0.0797,0.1832,75.913,0.9803995742367273,BULL,1,2026-05-25T15:13:56+00:00
2026-05-25,BTCUSDT-SHORT-1779674777000-2,SHORT,DISTRIBUTION,1,MID,TIMEOUT,0.6451,0.6996,0.1304,-755.6,0.4908616669232077,RANGE,0,2026-05-25T02:09:17+00:00
2026-05-25,BTCUSDT-SHORT-1779674841000-3,SHORT,DISTRIBUTION,0,MID,TIMEOUT,0.6531,0.678,0.0885,-887.945,0.9696863108751953,RANGE,0,2026-05-25T02:10:21+00:00
2026-05-25,BTCUSDT-SHORT-1779689347000-5,SHORT,DISTRIBUTION,0,MID,TIMEOUT,0.5513,0.3986,0.406,-538.482,0.9742185800275577,RANGE,0,2026-05-25T06:12:07+00:00
2026-05-25,BTCUSDT-SHORT-1779701657000-6,SHORT,DISTRIBUTION,0,MID,TIMEOUT,0.9749,0.1042,0.1956,-383.673,0.976667263749892,RANGE,0,2026-05-25T09:37:17+00:00
2026-05-26,BTCUSDT-LONG-1779753631000-1,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.3572,0.0871,-1368.04,-0.3322922189589262,RANGE,0,2026-05-26T00:03:31+00:00
2026-05-26,BTCUSDT-LONG-1779766077000-8,LONG,ACCUMULATION,0,GOOD,WIN,1.86,0.3675,1.0291,-391.466,-0.9884940846308548,RANGE,0,2026-05-26T03:30:57+00:00
2026-05-26,BTCUSDT-LONG-1779756245000-5,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.2138,0.6564,-510.388,-0.9849752310707578,RANGE,0,2026-05-26T00:47:32+00:00
2026-05-26,BTCUSDT-LONG-1779755920000-4,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.2335,0.5896,-575.835,-0.8766999442992391,RANGE,0,2026-05-26T00:41:40+00:00
2026-05-26,BTCUSDT-LONG-1779756719000-6,LONG,ACCUMULATION,0,NOISE,TIMEOUT,-1.0205,0.5596,0.827,1080.135,-0.9862398669715233,RANGE,0,2026-05-26T00:54:59+00:00
2026-05-26,BTCUSDT-LONG-1779755026000-3,LONG,ACCUMULATION,1,NOISE,LOSS,-1.64,0.7344,0.289,720.849,-0.4342596484179097,RANGE,0,2026-05-26T00:26:46+00:00
2026-05-26,BTCUSDT-LONG-1779756783000-7,LONG,ACCUMULATION,0,NOISE,TIMEOUT,-1.0765,0.1905,0.7223,203.867,-0.9866979474026389,RANGE,0,2026-05-26T00:56:04+00:00
2026-05-26,BTCUSDT-LONG-1779754519000-2,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.358,0.2263,-245.504,-0.5008414882136554,RANGE,0,2026-05-26T00:18:19+00:00
2026-05-26,BTCUSDT-LONG-1779793908000-10,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,-0.0155,0.4689,-270.257,-0.2166100942169172,RANGE,0,2026-05-26T11:14:48+00:00
2026-05-26,BTCUSDT-LONG-1779792344000-9,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.1422,0.0334,391.227,-0.10521004576663011,RANGE,0,2026-05-26T10:48:44+00:00
2026-05-26,BTCUSDT-SHORT-1779807366000-11,SHORT,DISTRIBUTION,0,GOOD,WIN,1.86,1.4802,1.5835,298.346,-0.026438865344415894,BEAR,0,2026-05-26T15:16:38+00:00
2026-05-26,BTCUSDT-SHORT-1779808598000-12,SHORT,DISTRIBUTION,0,GOOD,WIN,1.86,0.0334,2.2112,1386.283,0.05148223708122173,BEAR,0,2026-05-26T15:46:03+00:00
2026-05-26,BTCUSDT-SHORT-1779810363000-14,SHORT,DISTRIBUTION,0,GOOD,WIN,1.86,0.3279,2.1842,764.606,0.30225412028021525,BEAR,0,2026-05-26T15:49:53+00:00
2026-05-26,BTCUSDT-LONG-1779809192000-13,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.0606,2.1831,-834.169,0.22841383708373136,BEAR,1,2026-05-26T15:41:01+00:00
2026-05-26,BTCUSDT-SHORT-1779817255000-16,SHORT,DISTRIBUTION,0,MID,TIMEOUT,1.2664,0.7203,2.7771,-1361.784,0.18323576320036836,BEAR,0,2026-05-26T17:43:59+00:00
2026-05-26,BTCUSDT-SHORT-1779817241000-15,SHORT,DISTRIBUTION,0,MID,TIMEOUT,1.2959,0.6529,2.762,-1408.798,0.22634823876352078,BEAR,0,2026-05-26T17:43:42+00:00
2026-05-26,BTCUSDT-SHORT-1779834251000-23,SHORT,DISTRIBUTION,0,GOOD,WIN,1.86,1.5775,0.531,181.951,0.39880522407270874,BEAR,0,2026-05-26T22:27:11+00:00
2026-05-26,BTCUSDT-SHORT-1779817422000-17,SHORT,DISTRIBUTION,0,MID,TIMEOUT,1.356,0.3107,2.7096,-1250.287,0.21756562920472516,BEAR,0,2026-05-26T17:51:33+00:00
2026-05-26,BTCUSDT-SHORT-1779820005000-18,SHORT,DISTRIBUTION,0,MID,TIMEOUT,1.1084,0.7868,1.6187,-188.855,-0.026785336400081093,BEAR,0,2026-05-26T18:52:12+00:00
2026-05-26,BTCUSDT-LONG-1779821244000-19,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.284,1.4589,34.976,0.29539224694257726,BEAR,1,2026-05-26T19:03:14+00:00
2026-05-26,BTCUSDT-LONG-1779828003000-21,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.3989,0.772,13.962,0.14619604273549344,BEAR,1,2026-05-26T20:43:44+00:00
2026-05-26,BTCUSDT-LONG-1779829295000-22,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.3449,0.7211,-38.295,0.054725950300672156,BEAR,1,2026-05-26T21:09:42+00:00
2026-05-27,BTCUSDT-LONG-1779840944000-1,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.3859,0.1571,-1316.715,-0.9917699884437267,BEAR,1,2026-05-27T00:18:44+00:00
2026-05-27,BTCUSDT-LONG-1779847386000-3,LONG,ACCUMULATION,1,NOISE,LOSS,-1.64,0.7229,0.382,273.953,-0.9927162549765535,BEAR,1,2026-05-27T02:06:06+00:00
2026-05-27,BTCUSDT-LONG-1779848353000-4,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.3455,0.4809,-34.111,-0.9922434257239665,BEAR,1,2026-05-27T02:33:01+00:00
2026-05-27,BTCUSDT-LONG-1779855465000-5,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.2725,0.7767,-420.911,-0.9934661466780981,BEAR,1,2026-05-27T04:20:45+00:00
2026-05-27,BTCUSDT-LONG-1779856226000-6,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.2077,1.0389,290.579,-0.9932807567776052,BEAR,1,2026-05-27T04:33:26+00:00
2026-05-27,BTCUSDT-LONG-1779843783000-2,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.517,0.1241,-1399.846,-0.9929569539617901,BEAR,1,2026-05-27T01:06:03+00:00
2026-05-27,BTCUSDT-LONG-1779892057000-11,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.5282,1.6325,416.141,-0.9939804075298455,BEAR,1,2026-05-27T14:30:37+00:00
2026-05-27,BTCUSDT-LONG-1779856287000-7,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.2218,0.9944,463.005,-0.9935021920013924,BEAR,1,2026-05-27T04:34:27+00:00
2026-05-27,BTCUSDT-LONG-1779888491000-8,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.2969,1.3486,2024.361,-0.9928749137168553,BEAR,1,2026-05-27T13:31:39+00:00
2026-05-27,BTCUSDT-LONG-1779889092000-9,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,-0.1958,1.6783,912.345,-0.9927979756001505,BEAR,1,2026-05-27T13:41:12+00:00
2026-05-27,BTCUSDT-LONG-1779889145000-10,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.2221,1.6502,363.082,-0.9929522601384897,BEAR,1,2026-05-27T13:42:05+00:00
2026-05-27,BTCUSDT-LONG-1779904585000-12,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.4279,0.8656,-422.415,-0.9945821035914888,BEAR,1,2026-05-27T17:59:25+00:00
2026-05-27,BTCUSDT-LONG-1779918254000-13,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,-0.1595,1.4233,-525.281,-0.9950747492362886,BEAR,1,2026-05-27T21:47:14+00:00
2026-05-27,BTCUSDT-LONG-1779918267000-14,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,-0.1132,1.2649,-348.142,-0.9951481721198563,BEAR,1,2026-05-27T21:47:27+00:00
2026-05-27,BTCUSDT-LONG-1779920033000-15,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.1455,1.2952,-137.034,-0.9946614099146525,BEAR,1,2026-05-27T22:16:53+00:00
2026-05-28,BTCUSDT-LONG-1779931041000-3,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.3328,0.3571,-644.398,-0.09785982268268928,BEAR,1,2026-05-28T01:20:21+00:00
2026-05-28,BTCUSDT-LONG-1779926431000-1,LONG,ACCUMULATION,1,NOISE,LOSS,-1.64,0.6883,0.0761,-616.749,-0.04115448570197201,BEAR,1,2026-05-28T00:19:31+00:00
2026-05-28,BTCUSDT-LONG-1779938196000-4,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.1756,1.1888,-1932.334,-0.47167724778270065,BEAR,1,2026-05-28T03:19:36+00:00
2026-05-28,BTCUSDT-LONG-1779938276000-5,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.2019,1.1873,-1837.254,-0.9556881280957178,BEAR,1,2026-05-28T03:20:56+00:00
2026-05-28,BTCUSDT-LONG-1779950053000-10,LONG,ACCUMULATION,0,MID,TIMEOUT,1.0839,0.7272,2.1798,63.255,-0.9979069944161271,BEAR,1,2026-05-28T06:37:13+00:00
2026-05-28,BTCUSDT-LONG-1779961934000-11,LONG,ACCUMULATION,0,MID,TIMEOUT,0.1322,0.115,0.038,-1.342,-0.9974242334944666,BEAR,1,2026-05-28T09:58:47+00:00
2026-05-28,BTCUSDT-LONG-1779939396000-6,LONG,ACCUMULATION,0,NOISE,TIMEOUT,-0.3158,0.076,1.5569,369.063,-0.9964055765176641,BEAR,1,2026-05-28T03:39:36+00:00
2026-05-28,BTCUSDT-LONG-1779977136000-12,LONG,ACCUMULATION,0,MID,TIMEOUT,0.0396,-0.0233,1.1032,-311.42,-0.9987650257483336,BEAR,1,2026-05-28T14:08:36+00:00
2026-05-28,BTCUSDT-LONG-1779941042000-9,LONG,ACCUMULATION,0,MID,TIMEOUT,0.0562,-0.3897,1.9952,78.186,-0.9974949817753053,BEAR,1,2026-05-28T04:07:02+00:00
2026-05-28,BTCUSDT-LONG-1779940611000-8,LONG,ACCUMULATION,0,MID,TIMEOUT,0.3179,-0.4,2.192,-342.241,-0.9973142595385958,BEAR,1,2026-05-28T04:02:35+00:00
2026-05-28,BTCUSDT-LONG-1779940393000-7,LONG,ACCUMULATION,0,MID,TIMEOUT,0.1303,0.0082,1.9963,651.976,-0.996894770192694,BEAR,1,2026-05-28T03:56:13+00:00
2026-05-28,BTCUSDT-LONG-1779987127000-13,LONG,ACCUMULATION,0,MID,TIMEOUT,0.6777,-0.0346,0.3137,-57.215,-0.9981002894585802,BEAR,1,2026-05-28T17:05:01+00:00
