mode,date,zone_id,direction,triggerTs_iso,entry_price,target_price,stop_price,exit_reason,exit_iso,exit_price,pnl_pct,mfe_pct,mae_pct,time_in_trade_h
mode1,2025-10-01,BTCUSDT-LONG-1759309660000-17,LONG,2025-10-01T09:38:08.000+00:00,116407.55,118735.701,(implicit),timeout,2025-10-01T23:59:59.000+00:00,118552.4,1.8425,1.9107,0.2174,14.3642
mode1,2025-10-01,BTCUSDT-LONG-1759335845000-29,LONG,2025-10-01T16:37:31.000+00:00,118008.6,120368.77200000001,(implicit),stop_1pct,2025-10-01T17:51:31.000+00:00,116828.51400000001,-1.0,0.1537,1.0163,1.2333
mode1,2025-10-01,BTCUSDT-LONG-1759335974000-30,LONG,2025-10-01T16:37:31.000+00:00,118008.6,120368.77200000001,(implicit),stop_1pct,2025-10-01T17:51:31.000+00:00,116828.51400000001,-1.0,0.1537,1.0163,1.2333
mode1,2025-10-01,BTCUSDT-LONG-1759343116000-37,LONG,2025-10-01T18:50:54.000+00:00,117209.15,119553.333,(implicit),timeout,2025-10-01T23:59:59.000+00:00,118552.4,1.146,1.2138,0.0896,5.1514
mode1,2025-10-01,BTCUSDT-SHORT-1759348104000-40,SHORT,2025-10-01T19:56:49.000+00:00,117245.75,114900.83499999999,(implicit),stop_1pct,2025-10-01T23:19:35.000+00:00,118418.2075,-1.0,0.1208,1.0322,3.3794
mode1,2025-10-01,BTCUSDT-LONG-1759360485000-42,LONG,2025-10-01T23:56:19.000+00:00,118523.25,120893.715,(implicit),timeout,2025-10-01T23:59:59.000+00:00,118552.4,0.0246,0.0916,0.1091,0.0611
mode1,2025-11-01,BTCUSDT-LONG-1761955801000-2,LONG,2025-11-01T01:02:01.000+00:00,109805.85,112001.967,(implicit),timeout,2025-11-01T23:59:59.000+00:00,110047.2,0.2198,0.6841,0.3405,22.9661
mode1,2025-11-01,BTCUSDT-LONG-1761964776000-6,LONG,2025-11-01T03:18:34.000+00:00,110022.85,112223.307,(implicit),timeout,2025-11-01T23:59:59.000+00:00,110047.2,0.0221,0.4855,0.3348,20.6903
mode1,2025-12-01,BTCUSDT-SHORT-1764557985000-6,SHORT,2025-12-01T03:31:58.000+00:00,86222.25,84497.805,(implicit),target_2pct,2025-12-01T15:34:10.000+00:00,84497.805,2.0,2.0043,0.7698,12.0367
mode1,2025-12-01,BTCUSDT-LONG-1764575940000-21,LONG,2025-12-01T09:03:25.000+00:00,86857.35,88594.497,(implicit),stop_1pct,2025-12-01T12:06:02.000+00:00,85988.7765,-1.0,0.0151,1.0136,3.0436
mode1,2025-12-01,BTCUSDT-LONG-1764578168000-22,LONG,2025-12-01T09:03:25.000+00:00,86857.35,88594.497,(implicit),stop_1pct,2025-12-01T12:06:02.000+00:00,85988.7765,-1.0,0.0151,1.0136,3.0436
mode1,2025-12-01,BTCUSDT-LONG-1764611626000-31,LONG,2025-12-01T18:12:56.000+00:00,85406.75,87114.885,(implicit),timeout,2025-12-01T23:59:59.000+00:00,86241.6,0.9775,1.6512,0.9839,5.7842
mode1,2025-12-01,BTCUSDT-LONG-1764613554000-36,LONG,2025-12-01T20:05:19.000+00:00,85465.85,87175.167,(implicit),timeout,2025-12-01T23:59:59.000+00:00,86241.6,0.9077,1.5809,0.3899,3.9111
mode2,2025-01-01,BTCUSDT-LONG-1735689631000-1,LONG,2025-01-01T00:16:58.000+00:00,93763.15,95638.413,(implicit),stop_1pct,2025-01-01T09:26:30.000+00:00,92825.51849999999,-1.0,0.7317,1.0309,9.1589
mode2,2025-01-01,BTCUSDT-LONG-1735724562000-15,LONG,2025-01-01T09:52:03.000+00:00,93373.85,95241.327,(implicit),timeout,2025-01-01T23:59:59.000+00:00,94580.9,1.2927,1.9142,0.229,14.1322
mode2,2025-02-01,BTCUSDT-SHORT-1738373960000-7,SHORT,2025-02-01T02:01:01.000+00:00,102377.75,100330.19499999999,(implicit),target_2pct,2025-02-01T23:14:41.000+00:00,100330.19499999999,2.0,2.0002,0.3489,21.2278
mode2,2025-02-01,BTCUSDT-LONG-1738451924000-33,LONG,2025-02-01T23:39:17.000+00:00,100699.15,102713.133,(implicit),timeout,2025-02-01T23:59:59.000+00:00,100603.6,-0.0949,0.1101,0.1414,0.345
mode2,2025-03-01,BTCUSDT-SHORT-1740787249000-1,SHORT,2025-03-01T00:50:08.000+00:00,84015.75,82335.435,(implicit),stop_1pct,2025-03-01T02:27:24.000+00:00,84855.9075,-1.0,0.2818,1.0382,1.6211
mode2,2025-03-01,BTCUSDT-SHORT-1740804402000-14,SHORT,2025-03-01T06:34:00.000+00:00,84950.05,83251.049,(implicit),stop_1pct,2025-03-01T21:52:54.000+00:00,85799.5505,-1.0,0.7829,1.0004,15.315
mode2,2025-04-01,BTCUSDT-LONG-1743480611000-9,LONG,2025-04-01T04:26:35.000+00:00,82994.95,84654.849,(implicit),target_2pct,2025-04-01T15:13:27.000+00:00,84654.849,2.0,2.0626,0.5903,10.7811
mode2,2025-04-01,BTCUSDT-SHORT-1743524434000-36,SHORT,2025-04-01T16:26:23.000+00:00,84881.65,83184.01699999999,(implicit),timeout,2025-04-01T23:59:59.000+00:00,85120.9,-0.2819,0.2537,0.841,7.56
mode2,2025-05-01,BTCUSDT-LONG-1746057935000-2,LONG,2025-05-01T01:06:41.000+00:00,94469.0,96358.38,(implicit),target_2pct,2025-05-01T12:41:44.000+00:00,96358.38,2.0,2.0056,0.0348,11.5842
mode2,2025-05-01,BTCUSDT-LONG-1746110575000-31,LONG,2025-05-01T14:58:52.000+00:00,96803.0,98739.06,(implicit),timeout,2025-05-01T23:59:59.000+00:00,96423.3,-0.3922,0.6043,0.7031,9.0186
mode2,2025-06-01,BTCUSDT-SHORT-1748796274000-23,SHORT,2025-06-01T18:03:34.000+00:00,104848.25,102751.285,(implicit),timeout,2025-06-01T23:59:59.000+00:00,105583.3,-0.7011,0.5419,0.9302,5.9403
mode2,2025-07-01,BTCUSDT-SHORT-1751333102000-4,SHORT,2025-07-01T01:55:55.000+00:00,107184.75,105041.055,(implicit),timeout,2025-07-01T23:59:59.000+00:00,105637.9,1.4432,1.8679,0.1689,22.0678
mode2,2025-08-01,BTCUSDT-SHORT-1754006470000-1,SHORT,2025-08-01T00:12:09.000+00:00,115430.9,113122.28199999999,(implicit),target_2pct,2025-08-01T20:08:01.000+00:00,113122.28199999999,2.0,2.0045,0.493,19.9311
mode2,2025-08-01,BTCUSDT-SHORT-1754074626000-26,SHORT,2025-08-01T20:08:00.000+00:00,113150.9,110887.882,(implicit),timeout,2025-08-01T23:59:59.000+00:00,113244.8,-0.083,0.4338,0.7849,3.8664
mode2,2025-09-01,BTCUSDT-LONG-1756685756000-3,LONG,2025-09-01T00:42:47.000+00:00,108126.9,110289.438,(implicit),timeout,2025-09-01T23:59:59.000+00:00,109187.9,0.9813,1.6165,0.8466,23.2867
mode2,2025-10-01,BTCUSDT-LONG-1759309660000-17,LONG,2025-10-01T09:38:08.000+00:00,116407.55,118735.701,(implicit),timeout,2025-10-01T23:59:59.000+00:00,118552.4,1.8425,1.9107,0.2174,14.3642
mode2,2025-11-01,BTCUSDT-LONG-1761955801000-2,LONG,2025-11-01T01:02:01.000+00:00,109805.85,112001.967,(implicit),timeout,2025-11-01T23:59:59.000+00:00,110047.2,0.2198,0.6841,0.3405,22.9661
mode2,2025-12-01,BTCUSDT-SHORT-1764557985000-6,SHORT,2025-12-01T03:31:58.000+00:00,86222.25,84497.805,(implicit),target_2pct,2025-12-01T15:34:10.000+00:00,84497.805,2.0,2.0043,0.7698,12.0367
mode2,2025-12-01,BTCUSDT-LONG-1764611626000-31,LONG,2025-12-01T18:12:56.000+00:00,85406.75,87114.885,(implicit),timeout,2025-12-01T23:59:59.000+00:00,86241.6,0.9775,1.6512,0.9839,5.7842
